iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1482.66,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1467.31,1,4.88716,25.9216,6.93581,32.1318,0.974679,0.974679,1.04746,0.974679,0.998761,0.974679,0.974679
3,1456.83,1,4.98271,25.1193,6.6721,31.6305,0.95,0.95,1.02094,0.95,0.998761,0.95,0.95
4,1442.96,1,4.77865,24.6246,7.73513,30.8206,0.925945,0.925945,1.123,0.925945,0.998761,0.925945,0.925945
5,1433.18,1,4.64311,27.6808,6.35825,34.4127,0.9025,0.9025,1.09456,0.9025,0.998761,0.9025,0.9025
6,1423.26,1,4.76071,25.8031,6.3533,32.2518,0.879648,0.879648,1.06685,0.879648,0.998761,0.879648,0.879648
7,1414.31,1,4.86379,28.1036,6.23954,34.7413,0.857375,0.857375,1.03983,0.857375,0.998761,0.857375,0.857375
8,1385.67,1,4.82871,29.7432,5.74895,36.4227,0.835666,0.835666,1.0135,0.835666,0.998761,0.835666,0.835666
9,1388.61,1,4.8556,34.2742,5.79876,41.962,0.814506,0.814506,0.987841,0.814506,0.998761,0.814506,0.814506
10,1368.75,1,4.86858,34.0991,6.08817,42.0442,0.793882,0.793882,0.964845,0.793882,0.998761,0.793882,0.793882
11,1352.32,1,4.95127,37.2564,6.16283,45.8488,0.773781,0.773781,0.940414,0.773781,0.998761,0.773781,0.773781
12,1342.6,1,4.95695,34.0957,5.58488,41.7625,0.754188,0.754188,0.931608,0.754188,0.998761,0.754188,0.754188
13,1345,1,4.81443,38.3241,6.78817,47.1712,0.735092,0.735092,0.9244,0.735092,0.998761,0.735092,0.735092
14,1332.01,1,4.76678,38.2342,5.7748,46.9926,0.716479,0.716479,0.957877,0.716479,0.998761,0.716479,0.716479
15,1311.28,1,4.78356,35.7764,6.66328,43.9155,0.698337,0.698337,0.933623,0.698337,0.998761,0.698337,0.698337
16,1301.05,1,4.94465,29.5996,8.08531,36.3377,0.680655,0.680655,0.917158,0.680655,0.998761,0.680655,0.680655
17,1285.95,1,5.01341,28.8794,6.55811,35.5685,0.66342,0.66342,0.896846,0.66342,0.998761,0.66342,0.66342
18,1279.39,1,5.13726,30.5152,7.40142,37.5229,0.646622,0.646622,0.90031,0.646622,0.998761,0.646622,0.646622
19,1273.39,1,5.3074,31.201,7.10892,38.2132,0.630249,0.630249,0.95044,0.630249,0.998761,0.630249,0.630249
20,1259.24,1,5.16178,27.8612,7.15189,34.1239,0.614291,0.614291,0.926375,0.614291,0.998761,0.614291,0.614291
21,1245.93,1,5.24788,26.6266,8.25798,32.824,0.598737,0.598737,0.902918,0.598737,0.998761,0.598737,0.598737
22,1237.69,1,5.20925,28.1448,7.21778,34.8485,0.583577,0.583577,0.880056,0.583577,0.998761,0.583577,0.583577
23,1224.33,1,5.16097,29.1817,7.07165,36.2591,0.5688,0.5688,0.857772,0.5688,0.998761,0.5688,0.5688
24,1201.36,1,5.25815,27.3053,6.48077,33.8815,0.554398,0.554398,0.836053,0.554398,0.998761,0.554398,0.554398
25,1194.77,1,5.28124,25.172,6.37317,31.1977,0.54036,0.54036,0.814884,0.54036,0.998761,0.54036,0.54036
26,1178.63,1,5.22553,23.8256,7.97973,29.6486,0.526678,0.526678,0.794251,0.526678,0.998761,0.526678,0.526678
27,1166.74,1,5.17792,22.785,8.88618,28.4143,0.513342,0.513342,0.77414,0.513342,0.998761,0.513342,0.513342
28,1152.22,1,5.28154,24.523,8.20613,30.4722,0.500344,0.500344,0.754538,0.500344,0.998761,0.500344,0.500344
29,1146.91,1,5.33542,23.879,10.3032,29.5598,0.487675,0.487675,0.805832,0.487675,0.998761,0.487675,0.487675
30,1140.19,1,5.34888,24.317,9.07442,30.0446,0.475327,0.475327,0.785428,0.475327,0.998761,0.475327,0.475327
31,1134.95,1,5.28543,26.1928,8.54869,32.2017,0.463291,0.463291,0.776859,0.463291,0.998761,0.463291,0.463291
32,1124.35,1,5.16486,25.5061,7.7066,31.452,0.45156,0.45156,0.767841,0.45156,0.998761,0.45156,0.45156
33,1109.26,1,5.11936,24.7483,7.07363,30.5003,0.440127,0.440127,0.748399,0.440127,0.998761,0.440127,0.440127
