simulations,OFV
500,970.656
1000,968.531
1500,969.419
2000,969.559
2500,971.232
3000,972.213
3500,971.582
4000,972.065
4500,972.556
5000,972.653
5500,972.31
6000,971.938
6500,971.858
7000,970.759
7500,970.929
8000,971.187
8500,971.457
9000,971.163
9500,970.873
10000,970.37
10500,970.56
11000,970.518
11500,970.547
12000,970.035
12500,969.633
13000,969.437
13500,969.466
14000,969.55
14500,969.517
15000,969.475
15500,969.182
16000,969.197
16500,969.342
17000,969.397
17500,969.162
18000,969.294
18500,969.456
19000,969.489
19500,969.352
20000,969.457
20500,969.487
21000,969.541
21500,969.679
22000,969.681
22500,969.699
23000,969.719
23500,969.688
24000,969.763
24500,969.753
25000,969.898
25500,969.952
26000,969.996
26500,970.067
27000,970.097
27500,970.076
28000,970.234
28500,970.308
29000,970.343
29500,970.456
30000,970.51
