iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1254.48,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1241.28,1,10.9924,13.1563,51.0291,83.845,0.95,0.95,0.285,0.285,1.06851,0.974679,1.15335,0.974679,0.974679,0.974679
3,1227.5,1,10.7011,13.6721,50.311,84.2661,0.9025,0.9025,0.27075,0.27075,1.04677,0.95,1.12415,0.95,0.95,0.95
4,1209.26,1,10.7628,14.4952,53.164,76.6581,0.857375,0.857375,0.257212,0.257212,1.03845,0.925945,1.09568,0.925945,0.974371,0.925945
5,1181.95,1,10.7074,13.9762,51.7049,84.9791,0.814506,0.814506,0.244352,0.244352,1.03239,0.9025,1.06794,0.9025,0.9497,0.9025
6,1155.84,1,10.4173,14.5899,49.0647,90.5407,0.773781,0.773781,0.232134,0.232134,1.03987,0.879648,1.0409,0.879648,0.953598,0.879648
7,1142.56,1,10.3085,14.6052,48.9429,75.9761,0.735092,0.735092,0.220528,0.220528,1.02223,0.857375,1.01454,0.857375,0.956724,0.857375
8,1119.88,1,10.5272,15.9049,48.6404,72.7988,0.698337,0.698337,0.209501,0.209501,1.03831,0.835666,0.988853,0.835666,0.970946,0.835666
9,1101.1,1,10.5798,15.297,50.2077,80.7871,0.66342,0.66342,0.199026,0.199026,1.03587,0.814506,0.963814,0.814506,0.947641,0.814506
10,1081.48,1,10.5802,14.0831,49.8616,72.5293,0.630249,0.630249,0.189075,0.189075,1.05494,0.793882,0.93941,0.793882,1.0247,0.793882
11,1062.93,1,10.61,15.9128,50.3565,75.2994,0.598737,0.598737,0.179621,0.179621,1.06067,0.773781,0.915624,0.773781,0.998749,0.773781
12,1052.43,1,10.5335,14.9462,51.1812,70.664,0.5688,0.5688,0.17064,0.17064,1.0707,0.754188,0.89244,0.754188,0.97346,0.754188
13,1032.13,1,10.5746,14.137,53.1383,73.0654,0.54036,0.54036,0.162108,0.162108,1.04994,0.735092,0.869842,0.735092,0.948812,0.735092
14,1010.22,1,10.4883,13.9552,50.9393,73.2082,0.513342,0.513342,0.154003,0.154003,1.06637,0.716479,0.847818,0.716479,0.924787,0.716479
15,996.922,1,10.4369,12.9514,52.9063,90.5064,0.487675,0.487675,0.146302,0.146302,1.06014,0.698337,0.82635,0.698337,0.901371,0.698337
16,987.495,1,10.4641,13.0021,53.4471,91.6508,0.463291,0.463291,0.138987,0.138987,1.06028,0.680655,0.805427,0.680655,0.878548,0.680655
17,966.476,1,10.3138,13.6286,53.1717,94.4719,0.440127,0.440127,0.132038,0.132038,1.06033,0.66342,0.785033,0.66342,0.856303,0.66342
18,947.27,1,10.2689,13.4451,52.7178,80.2976,0.41812,0.41812,0.125436,0.125436,1.04493,0.646622,0.765155,0.646622,0.853238,0.646622
19,933.995,1,10.3696,12.5103,51.8753,71.3247,0.397214,0.0469767,0.119164,0.143854,1.04524,0.630249,0.745781,0.630249,0.871879,0.630249
20,921.964,1,10.3719,13.871,52.7124,78.8897,0.377354,2.22045e-16,0.113206,0.146596,1.05104,0.614291,0.726898,0.614291,0.869213,0.614291
21,908.99,1,10.4163,12.9918,51.538,87.4816,0.358486,2.22045e-16,0.107546,0.144759,1.06329,0.598737,0.708492,0.598737,0.847204,0.598737
22,895.906,1,10.24,12.9502,51.4539,93.2436,0.340562,2.22045e-16,0.102168,0.139927,1.07422,0.583577,0.690553,0.583577,0.878043,0.583577
23,892.806,1,10.2067,13.545,50.3084,92.5392,0.323534,2.22045e-16,0.0970601,0.144662,1.06196,0.5688,0.673068,0.5688,0.876339,0.5688
24,879.373,1,10.2511,13.8736,51.5124,93.6464,0.307357,2.22045e-16,0.0922071,0.137856,1.06556,0.554398,0.656025,0.554398,0.85415,0.554398
25,867.235,1,10.2207,13.6934,50.9451,87.2247,0.291989,2.22045e-16,0.0875967,0.135154,1.07128,0.54036,0.639414,0.54036,0.864587,0.54036
26,857.944,1,10.2335,13.6368,49.8114,85.211,0.27739,2.22045e-16,0.0832169,0.140891,1.07167,0.526678,0.623224,0.526678,0.868654,0.526678
27,850.862,1,10.3729,13.7664,49.7247,84.6228,0.26352,2.22045e-16,0.079056,0.149447,1.05678,0.513342,0.607443,0.513342,0.846659,0.513342
28,853.961,1,10.3436,13.8992,49.4554,82.1463,0.250344,2.22045e-16,0.0751032,0.151186,1.05773,0.500344,0.592063,0.500344,0.825221,0.500344
29,827.77,1,10.3309,12.7782,49.445,77.3674,0.237827,2.22045e-16,0.0713481,0.14985,1.05906,0.487675,0.577071,0.487675,0.804326,0.487675
30,823.266,1,10.3533,12.8893,48.4075,80.273,0.225936,2.22045e-16,0.0677807,0.155343,1.06736,0.475327,0.562459,0.475327,0.78396,0.475327
31,826.956,1,10.3425,12.3953,49.794,79.4614,0.119561,2.22045e-16,0.072931,0.155398,1.06696,0.463291,0.548218,0.463291,0.814867,0.463291
32,831.76,1,10.2996,12.5707,48.1197,83.8092,0.170875,2.22045e-16,0.0683825,0.162013,1.06634,0.45156,0.534337,0.45156,0.794234,0.45156
33,816.946,1,10.2444,12.2757,48.2367,81.9451,0.162331,2.22045e-16,0.0649634,0.161219,1.06862,0.440127,0.520807,0.440127,0.80027,0.440127
34,816.899,1,10.2829,12.7323,48.5957,84.3553,0.160538,2.22045e-16,0.062038,0.167369,1.06194,0.428982,0.50762,0.428982,0.804885,0.428982
35,821.862,1,10.2234,12.8881,47.5608,83.7863,0.145063,2.22045e-16,0.062514,0.170415,1.07343,0.41812,0.494766,0.41812,0.832649,0.41812
36,812.025,1,10.1938,12.874,47.841,85.6319,0.175791,2.22045e-16,0.0593932,0.164466,1.07166,0.407533,0.482239,0.407533,0.851323,0.407533
37,810.476,1,10.106,12.9469,46.8591,94.1051,0.125542,2.22045e-16,0.0596893,0.171415,1.06925,0.397214,0.470028,0.397214,0.856604,0.397214
38,813.997,1,10.166,13.3423,47.8288,93.6689,0.190704,2.22045e-16,0.0572894,0.170299,1.07516,0.387157,0.458127,0.387157,0.864597,0.387157
39,797.096,1,10.1861,12.9495,46.8423,92.9131,0.143317,2.22045e-16,0.0568904,0.171211,1.05891,0.377354,0.446527,0.377354,0.842705,0.377354
40,789.142,1,10.2299,13.2974,47.0215,92.2736,0.150119,2.22045e-16,0.0539363,0.172008,1.06032,0.367799,0.43522,0.367799,0.824509,0.367799
41,791.141,1,10.2652,13.381,47.2019,82.9748,0.176868,2.22045e-16,0.0526099,0.168906,1.06908,0.358486,0.467213,0.358486,0.861442,0.358486
42,788.603,1,10.2831,13.3592,46.9769,86.8629,0.139015,0.00165104,0.0554283,0.17169,1.06119,0.349409,0.455383,0.349409,0.844808,0.349409
43,788.138,1,10.3089,13.1472,47.5052,88.46,0.195397,2.22045e-16,0.0519104,0.171405,1.06497,0.340562,0.443853,0.340562,0.823417,0.340562
44,785.9,1,10.2901,13.7223,46.6657,84.8092,0.133586,2.22045e-16,0.0565866,0.169553,1.06593,0.331938,0.432614,0.331938,0.84465,0.331938
45,777.789,1,10.2548,12.5436,46.6124,88.0538,0.171701,2.22045e-16,0.0523525,0.169838,1.06854,0.323534,0.42166,0.323534,0.823263,0.323534
46,774.293,1,10.24,12.4267,47.3081,84.7193,0.123381,2.22045e-16,0.0561584,0.167628,1.06824,0.315341,0.410983,0.315341,0.840386,0.315341
47,763.032,1,10.3045,12.3154,48.3788,87.3853,0.12575,2.22045e-16,0.0544337,0.165436,1.07319,0.307357,0.400577,0.307357,0.83737,0.307357
48,759.552,1,10.3147,11.9891,48.2484,86.9929,0.124736,2.22045e-16,0.053649,0.165586,1.08315,0.299574,0.390434,0.299574,0.825093,0.299574
49,765.635,1,10.3106,11.845,48.0508,83.4322,0.126836,2.22045e-16,0.0538813,0.168596,1.08744,0.291989,0.380548,0.291989,0.804201,0.291989
50,760.232,1,10.3233,11.9144,49.1314,88.8101,0.20843,2.22045e-16,0.0514658,0.162647,1.06453,0.284596,0.370912,0.284596,0.821365,0.284596
