iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1498.13,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1475.96,1,6.22239,1.03885,0.55866,60.8938,13.9459,72.3129,0.974679,0.974679,1.12097,0.974679,0.998743,0.974679,0.974679
3,1465.46,1,6.29342,1.17407,0.594478,56.6621,13.5522,68.0641,0.95,0.95,1.09259,0.95,0.998743,0.95,0.95
4,1456.09,1,6.31542,1.8427,0.512341,62.6764,16.0987,75.647,0.925945,0.925945,1.1737,0.925945,0.998743,0.925945,0.925945
5,1448.15,1,5.55067,1.87698,0.575664,59.4751,12.8778,71.7708,0.9025,0.9025,1.14398,0.9025,0.998743,0.9025,0.9025
6,1438.29,1,5.19775,1.20417,0.653763,63.7671,14.0444,76.8809,0.879648,0.879648,1.11501,0.879648,0.998743,0.879648,0.879648
7,1425.42,1,4.13812,1.92533,0.931898,63.8882,14.0558,76.9663,0.857375,0.857375,1.08678,0.857375,0.998743,0.857375,0.857375
8,1408.22,1,5.00247,1.61111,0.736564,70.0674,14.4473,83.5972,0.835666,0.835666,1.05926,0.835666,0.998743,0.835666,0.835666
9,1404.06,1,6.88448,1.38183,0.423364,75.695,14.0635,89.9529,0.814506,0.814506,1.07881,0.814506,0.998743,0.814506,0.814506
10,1385.58,1,4.46257,1.50981,0.846024,76.5617,12.7215,91.169,0.793882,0.793882,1.0515,0.793882,0.998743,0.793882,0.793882
11,1369.92,1,6.40028,1.46461,0.526483,73.0491,10.7913,86.9864,0.773781,0.773781,1.02487,0.773781,0.998743,0.773781,0.773781
12,1356.98,1,4.60734,1.51822,0.8701,73.6289,10.7943,87.3868,0.754188,0.754188,0.998923,0.754188,0.998743,0.754188,0.754188
13,1350.13,1,5.3362,1.40216,0.771342,72.0998,14.5002,85.2923,0.735092,0.735092,1.04443,0.735092,0.998743,0.735092,0.735092
14,1340.71,1,5.49389,1.64493,0.696476,75.8838,12.8365,89.5684,0.716479,0.716479,1.09083,0.716479,0.998743,0.716479,0.716479
15,1326.03,1,6.15993,1.80397,0.547818,71.0637,15.4698,83.7485,0.698337,0.698337,1.0632,0.698337,0.998743,0.698337,0.698337
16,1321.07,1,6.53221,1.45007,0.529203,66.8294,16.4483,79.0489,0.680655,0.680655,1.14286,0.680655,0.998743,0.680655,0.680655
