iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1541.35,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1520.57,1,4.91104,32.5707,11.9038,58.4034,0.974679,0.974679,1.00774,0.974679,0.974679,0.974679
3,1498.25,1,4.65562,27.7691,11.679,77.9287,0.95,0.95,0.982224,1.07519,0.95,0.95
4,1488.93,1,4.28414,26.8011,11.9575,88.5717,0.925945,0.925945,1.06984,1.04797,0.925945,0.925945
5,1483.19,1,4.41736,27.7875,11.1791,83.4962,0.9025,0.9025,1.04275,1.08919,0.9025,0.9025
6,1476.44,1,4.51401,27.1237,8.14845,83.8396,0.879648,0.879648,1.0669,1.09888,0.879648,0.879648
7,1461.29,1,4.16252,25.989,7.80598,97.6937,0.857375,0.857375,1.05066,1.07105,0.857375,0.857375
8,1448.69,1,4.20514,26.4169,9.14872,93.1357,0.835666,0.835666,1.02406,1.04767,0.835666,0.835666
9,1456.46,1,4.4607,25.4575,7.88172,85.9216,0.814506,0.814506,1.10249,1.12642,0.814506,0.814506
10,1445.8,1,4.01701,26.1909,6.84851,92.538,0.793882,0.793882,1.17577,1.09789,0.793882,0.793882
11,1417.21,1,4.70428,26.2266,6.05216,79.6727,0.773781,0.773781,1.146,1.0701,0.773781,0.773781
12,1407.48,1,4.80674,23.7231,5.54838,59.4128,0.754188,0.754188,1.11698,1.043,0.754188,0.754188
13,1419.49,1,4.80858,22.791,7.48857,71.1368,0.735092,0.735092,1.21513,1.01659,0.735092,0.735092
14,1404.26,1,4.56404,25.5938,7.49507,77.2368,0.716479,0.716479,1.33418,1.02346,0.716479,0.716479
15,1377.4,1,4.66817,23.347,7.91966,66.391,0.698337,0.698337,1.3004,0.997541,0.698337,0.698337
16,1385.93,1,4.96905,25.3784,7.74995,58.5943,0.680655,0.680655,1.26747,1.06555,0.680655,0.680655
17,1359.88,1,4.68422,21.5668,6.46109,51.0195,0.66342,0.66342,1.23538,1.03857,0.66342,0.66342
18,1353.03,1,4.98196,20.7465,6.38757,39.074,0.646622,0.646622,1.2041,1.02675,0.646622,0.646622
19,1341.07,1,4.94478,20.6227,8.55824,43.6396,0.630249,0.630249,1.17361,1.00075,0.630249,0.630249
20,1329.09,1,5.08478,21.2725,8.94261,40.3343,0.614291,0.614291,1.14389,0.975409,0.614291,0.614291
21,1313.41,1,5.37864,20.2785,10.4172,31.7704,0.598737,0.598737,1.11493,0.950711,0.598737,0.598737
22,1295.12,1,5.26185,19.6015,10.2363,35.0345,0.583577,0.583577,1.0867,0.926638,0.583577,0.583577
23,1289.06,1,5.16574,18.5726,9.24176,32.3258,0.5688,0.5688,1.05918,0.903175,0.5688,0.5688
24,1279.64,1,5.07884,19.4076,7.83805,32.9722,0.554398,0.554398,1.03236,0.880306,0.554398,0.554398
25,1279.61,1,5.12089,18.4206,9.85387,31.6693,0.54036,0.54036,1.00622,0.858017,0.54036,0.54036
26,1272.9,1,4.94735,17.8789,9.56079,36.1041,0.526678,0.526678,0.980744,0.852909,0.526678,0.526678
27,1254.47,1,5.07197,17.6402,9.60771,35.1601,0.513342,0.513342,0.955911,0.884299,0.513342,0.513342
28,1242.73,1,5.53729,19.4356,9.47456,36.3348,0.500344,0.500344,0.931707,0.861908,0.500344,0.500344
29,1220.74,1,5.2719,17.9696,10.1011,29.7727,0.487675,0.487675,0.908115,0.840084,0.487675,0.487675
30,1222.59,1,5.24525,20.1102,9.7659,27.9401,0.475327,0.475327,0.885121,0.831059,0.475327,0.475327
31,1210.74,1,5.33501,20.3837,8.90772,26.541,0.463291,0.463291,0.86271,0.810016,0.463291,0.463291
32,1197.78,1,5.46524,19.1669,10.0273,25.2639,0.45156,0.45156,0.840865,0.789506,0.45156,0.45156
33,1184.86,1,5.41617,20.4074,8.41611,24.2905,0.440127,0.440127,0.819574,0.772478,0.440127,0.440127
34,1184.79,1,5.31474,22.0957,7.9366,24.2396,0.428982,0.428982,0.798822,0.752918,0.428982,0.428982
35,1183.56,1,5.3059,21.1311,7.95381,25.1969,0.41812,0.41812,0.82208,0.733854,0.41812,0.41812
36,1164.06,1,5.40121,20.479,10.015,24.0669,0.407533,0.407533,0.801264,0.715272,0.407533,0.407533
37,1158.72,1,5.23879,20.1418,8.33353,23.8258,0.397214,0.397214,0.875284,0.697161,0.397214,0.397214
38,1153,1,5.22025,20.4913,7.86503,25.7235,0.387157,0.387157,0.853121,0.679508,0.387157,0.387157
39,1136.49,1,5.18762,20.2125,7.50257,25.2663,0.377354,0.377354,0.866672,0.662303,0.377354,0.377354
40,1129.37,1,5.27359,20.8327,7.32309,20.9014,0.367799,0.367799,0.942511,0.645533,0.367799,0.367799
41,1129.72,1,5.43869,21.8347,6.71364,20.814,0.358486,0.358486,0.944445,0.629188,0.358486,0.358486
42,1115.09,1,5.37731,21.8345,6.55223,21.2731,0.349409,0.349409,0.920531,0.644477,0.349409,0.349409
43,1102,1,5.30986,20.9257,7.0956,23.4631,0.340562,0.340562,0.897222,0.633792,0.340562,0.340562
44,1092.31,1,5.46763,20.9858,8.25192,25.5371,0.331938,0.331938,0.874504,0.617744,0.331938,0.331938
45,1105.79,1,5.23995,19.9363,8.0188,27.7664,0.323534,0.325889,0.969762,0.638305,0.323534,0.323534
46,1099.07,1,5.24437,20.7299,6.35808,26.6262,0.315341,0.317638,0.948907,0.656938,0.315341,0.315341
47,1083.56,1,5.2664,20.5444,6.44103,27.2188,0.307357,0.309595,0.92488,0.640304,0.307357,0.307357
48,1073.89,1,5.23876,20.4871,5.74211,27.0841,0.299574,0.301756,1.04969,0.624091,0.299574,0.299574
49,1066.96,1,5.23284,21.9803,6.00874,26.6762,0.291989,0.294115,1.02311,0.702622,0.291989,0.291989
50,1061.33,1,5.27771,21.9222,6.47649,24.4703,0.284596,0.286668,0.997202,0.731465,0.284596,0.284596
51,1062.29,1,5.27341,22.9172,5.50607,24.9817,0.27739,0.279409,0.971952,0.712944,0.27739,0.27739
52,1049.12,1,5.14825,23.0943,5.98106,28.0874,0.270366,0.272335,0.947342,0.74977,0.270366,0.270366
53,1058.39,1,5.14296,22.4277,5.56045,25.4806,0.26352,0.265439,0.923355,0.756155,0.26352,0.26352
54,1050.73,1,5.2363,22.7814,5.14088,24.3042,0.256848,0.258718,0.899975,0.737009,0.256848,0.256848
