iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1571.65,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1551.4,1,4.63516,36.0644,13.9547,60.9671,0.974679,0.974679,0.974679,1.00172,0.974679,0.974679
3,1525.12,1,4.6916,33.2864,13.544,88.498,0.95,0.95,0.95,0.976355,0.95,0.95
4,1523.33,1,4.16815,31.2189,14.2275,98.862,0.925945,0.925945,0.925945,0.951633,0.925945,0.925945
5,1509.42,1,4.37721,36.432,11.6663,106.275,0.9025,0.9025,0.9025,0.927537,0.9025,0.9025
6,1502.82,1,4.19475,31.1764,10.1163,108.102,0.879648,0.879648,0.879648,0.954034,0.879648,0.879648
7,1496.59,1,3.77344,32.8032,10.3999,112.764,0.857375,0.857375,0.899888,0.929878,0.857375,0.857375
8,1476.36,1,4.23446,30.6719,10.3037,109.169,0.835666,0.835666,0.877102,0.906333,0.835666,0.835666
9,1479.68,1,4.16994,30.6814,9.03285,115.619,0.814506,0.814506,0.933628,0.964105,0.814506,0.814506
10,1461.63,1,3.76039,32.1358,10.3258,129.147,0.793882,0.793882,0.98207,0.939693,0.793882,0.793882
11,1455.81,1,4.09966,31.9826,9.25851,117.733,0.773781,0.773781,1.03235,1.05523,0.773781,0.773781
12,1434.97,1,4.06585,29.6299,7.94138,108.59,0.754188,0.754188,1.00621,1.02851,0.754188,0.754188
13,1439.08,1,3.90797,27.5972,8.89673,139.503,0.735092,0.735092,0.980728,1.03068,0.735092,0.735092
14,1417.02,1,3.88139,32.2204,8.75496,123.523,0.716479,0.716479,0.955895,1.00458,0.716479,0.716479
15,1401.59,1,4.04563,28.8098,8.34271,119.953,0.698337,0.698337,0.931692,0.979147,0.698337,0.698337
16,1397.19,1,4.14917,28.9707,9.17607,107.081,0.680655,0.680655,0.908101,0.954355,0.680655,0.680655
17,1373.57,1,4.333,25.1301,8.80179,110.614,0.66342,0.66342,0.885107,0.93019,0.66342,0.66342
18,1373.08,1,4.76493,24.907,8.68709,84.8926,0.646622,0.646622,0.87854,0.972812,0.646622,0.646622
19,1357.73,1,4.44794,25.3048,8.6757,91.5897,0.630249,0.630249,0.856295,0.94818,0.630249,0.630249
20,1345.81,1,4.39762,26.0577,9.00552,84.1891,0.614291,0.614291,0.834613,1.00439,0.614291,0.614291
21,1332.99,1,4.67213,24.5047,10.3601,65.8038,0.598737,0.598737,0.81348,0.97896,0.598737,0.598737
22,1318.69,1,4.78108,24.412,9.79514,76.1872,0.583577,0.583577,0.792883,0.954173,0.583577,0.583577
23,1315.97,1,4.55884,23.5635,9.19967,74.4368,0.5688,0.5688,0.772806,0.964986,0.5688,0.5688
24,1305.14,1,4.43272,25.1693,8.34065,91.2358,0.554398,0.554398,0.753238,1.01939,0.554398,0.554398
25,1284.19,1,4.80898,24.4469,7.05691,71.4755,0.54036,0.54036,0.734166,0.99358,0.54036,0.54036
26,1275.54,1,4.60373,24.3843,6.86762,73.3956,0.526678,0.526678,0.715576,0.968422,0.526678,0.526678
27,1265.79,1,4.50972,23.8395,6.88537,75.5841,0.513342,0.513342,0.697458,0.943901,0.513342,0.513342
28,1255.43,1,4.69904,24.6912,5.97125,68.4369,0.500344,0.500344,0.679798,0.920001,0.500344,0.500344
