parameter,value,se_lin,rse_lin
Cl_pop,5.26687620232523,0.295618666148534,5.61278934215358
beta_Cl_logtCLCRMLMIN,0.62058166347816,0.241889767984258,38.9779109212708
V1_pop,20.6965670219131,1.60959930285444,7.77713183616504
Q_pop,6.04232091776095,1.19848819626485,19.8348980892753
V2_pop,21.8693014814693,2.5660058583188,11.7333690812808
omega_Cl,0.206727093983651,0.0397451613038466,19.2259081951734
omega_V1,0.258575723832865,0.0596368648995541,23.0635977792337
omega_Q,0.630104152088776,0.158350043123186,25.1307728410074
omega_V2,0.212630287820063,0.153648915399199,72.2610673081642
corr_V2_V1,0.998286881297304,0.53869967504747,53.9624115211665
a1,0.301224375508566,0.0221167182724975,7.34227375694851
a2,0.0661364625652206,0.00669380537500516,10.1212026095349
