Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,split
0.0868013,0.105875,0.00260363,9.24305,4.51433e-05,2.23566e-05,1.97017,0.0022527,0.00042619,All
0.239379,0.45636,0.0482938,9.76296,0.000109471,6.04383e-05,2.14948,0.00463869,0.00102471,All
0.391958,0.569401,0.128916,10.2829,0.000240684,0.000147684,2.32878,0.00852207,0.00217928,All
0.544536,0.56175,0.216068,10.8028,0.000485656,0.000330317,2.50809,0.0142644,0.00419217,All
0.697114,0.513881,0.298371,11.3227,0.000908623,0.000683427,2.68739,0.0221055,0.00742044,All
0.849692,0.456844,0.372447,11.8426,0.00158991,0.00131981,2.8667,0.0321174,0.0122496,All
1.00227,0.40176,0.437891,12.3625,0.00262121,0.00239727,3.04601,0.0441871,0.0190614,All
1.15485,0.352192,0.495331,12.8824,0.00409755,0.00412254,3.22531,0.0580295,0.0282018,All
1.30743,0.308845,0.545683,13.4023,0.00610688,0.00675042,3.40462,0.0732206,0.0399523,All
1.46,0.271378,0.589877,13.9222,0.00871872,0.0105771,3.58392,0.0892443,0.0545094,All
1.61258,0.239122,0.628761,14.4421,0.0119737,0.0159279,3.76323,0.105543,0.0719727,All
1.76516,0.211356,0.663074,14.962,0.0158754,0.0231398,3.94253,0.121564,0.0923416,All
1.91774,0.187411,0.693451,15.4819,0.0203862,0.0325411,4.12184,0.136798,0.11552,All
2.07032,0.166703,0.720429,16.0018,0.0254271,0.0444297,4.30115,0.150807,0.141326,All
2.22289,0.148736,0.744461,16.5217,0.0308817,0.0590524,4.48045,0.163241,0.169506,All
2.37547,0.133094,0.765935,17.0416,0.0366035,0.0765872,4.65976,0.173846,0.199756,All
2.52805,0.119428,0.785176,17.5615,0.0424262,0.0971306,4.83906,0.182463,0.231731,All
2.68063,0.107447,0.802464,18.0814,0.0481745,0.12069,5.01837,0.189021,0.265066,All
2.83321,0.0969104,0.818038,18.6013,0.0536755,0.14718,5.19767,0.193524,0.299393,All
2.98579,0.0876133,0.8321,19.1213,0.0587686,0.176431,5.37698,0.196044,0.334347,All
3.13836,0.0793855,0.844828,19.6412,0.0633138,0.208193,5.55628,0.196698,0.369585,All
3.29094,0.072083,0.856372,20.1611,0.067198,0.242151,5.73559,0.195645,0.404784,All
3.44352,0.065584,0.866865,20.681,0.0703382,0.277937,5.9149,0.193065,0.439654,All
3.5961,0.0597851,0.876421,21.2009,0.0726831,0.315151,6.0942,0.189153,0.473939,All
3.74868,0.054598,0.88514,21.7208,0.0742125,0.353372,6.27351,0.184108,0.507419,All
3.90125,0.0499474,0.893109,22.2407,0.0749344,0.392178,6.45281,0.178127,0.539906,All
4.05383,0.0457684,0.900406,22.7606,0.0748815,0.431156,6.63212,0.171397,0.571252,All
4.20641,0.0420052,0.907097,23.2805,0.0741072,0.469916,6.81142,0.164096,0.601337,All
4.35899,0.0386096,0.913243,23.8004,0.0726802,0.5081,6.99073,0.156384,0.630074,All
4.51157,0.0355397,0.918895,24.3203,0.0706802,0.54539,7.17003,0.148406,0.657403,All
4.66414,0.0327591,0.924102,24.8402,0.0681932,0.58151,7.34934,0.140288,0.683286,All
4.81672,0.0302362,0.928905,25.3601,0.0653079,0.616229,7.52865,0.132141,0.70771,All
4.9693,0.0279431,0.933341,25.88,0.0621114,0.649364,7.70795,0.124058,0.730677,All
5.12188,0.0258556,0.937443,26.3999,0.0586877,0.680774,7.88726,0.116117,0.752207,All
5.27446,0.0239522,0.94124,26.9198,0.0551144,0.710362,8.06656,0.10838,0.77233,All
5.42704,0.0222142,0.94476,27.4397,0.051462,0.738069,8.24587,0.100897,0.791088,All
5.57961,0.0206248,0.948027,27.9596,0.0477928,0.76387,8.42517,0.0937079,0.808531,All
5.73219,0.0191694,0.951061,28.4796,0.0441601,0.78777,8.60448,0.0868394,0.824712,All
5.88477,0.0178348,0.953882,28.9995,0.040609,0.809802,8.78379,0.0803108,0.839692,All
6.03735,0.0166095,0.956509,29.5194,0.0371756,0.830017,8.96309,0.0741336,0.853534,All
6.18993,0.0154831,0.958956,30.0393,0.0338885,0.848483,9.1424,0.0683126,0.866299,All
6.3425,0.0144465,0.961238,30.5592,0.0307687,0.865283,9.3217,0.0628478,0.878053,All
6.49508,0.0134913,0.963368,31.0791,0.027831,0.880508,9.50101,0.0577343,0.888858,All
6.64766,0.0126101,0.965359,31.599,0.0250845,0.894255,9.68031,0.0529641,0.898777,All
6.80024,0.0117964,0.96722,32.1189,0.0225333,0.906625,9.85962,0.0485265,0.907871,All
6.95282,0.0110442,0.968962,32.6388,0.0201776,0.91772,10.0389,0.0444086,0.916198,All
7.10539,0.0103482,0.970593,33.1587,0.0180142,0.927639,10.2182,0.0405963,0.923815,All
7.25797,0.00970345,0.972122,33.6786,0.0160373,0.936483,10.3975,0.0370742,0.930774,All
7.41055,0.00910568,0.973557,34.1985,0.0142394,0.944346,10.5768,0.0338265,0.937127,All
7.56313,0.00855094,0.974903,34.7184,0.0126113,0.951319,10.7561,0.0308371,0.94292,All
7.71571,0.00803567,0.976168,35.2383,0.0111427,0.957487,10.9355,0.0280899,0.9482,All
7.86829,0.00755664,0.977357,35.7582,0.00982296,0.962931,11.1148,0.0255691,0.953007,All
8.02086,0.00711092,0.978476,36.2781,0.00864115,0.967725,11.2941,0.0232592,0.957382,All
8.17344,0.00669586,0.979528,36.798,0.00758625,0.971938,11.4734,0.0211451,0.96136,All
8.32602,0.00630903,0.98052,37.3179,0.00664747,0.975634,11.6527,0.0192126,0.964975,All
8.4786,0.00594824,0.981455,37.8379,0.0058144,0.978869,11.832,0.0174478,0.96826,All
8.63118,0.00561147,0.982337,38.3578,0.0050771,0.981696,12.0113,0.0158378,0.971241,All
8.78375,0.00529689,0.983169,38.8777,0.00442617,0.984163,12.1906,0.0143703,0.973948,All
8.93633,0.00500282,0.983954,39.3976,0.00385284,0.986312,12.3699,0.0130338,0.976403,All
9.08891,0.00472774,0.984696,39.9175,0.00334896,0.988181,12.5492,0.0118176,0.978629,All
9.24149,0.00447024,0.985398,40.4374,0.00290704,0.989805,12.7285,0.0107115,0.980647,All
9.39407,0.00422903,0.986061,40.9573,0.0025202,0.991213,12.9078,0.00970624,0.982476,All
9.54664,0.00400294,0.986689,41.4772,0.00218219,0.992434,13.0871,0.00879316,0.984133,All
9.69922,0.00379087,0.987283,41.9971,0.00188736,0.99349,13.2664,0.00796422,0.985635,All
9.8518,0.00359185,0.987846,42.517,0.0016306,0.994403,13.4457,0.00721205,0.986994,All
10.0044,0.00340494,0.98838,43.0369,0.00140734,0.995191,13.625,0.00652982,0.988225,All
10.157,0.00322931,0.988886,43.5568,0.00121348,0.995871,13.8043,0.00591128,0.98934,All
10.3095,0.00306418,0.989366,44.0767,0.00104537,0.996458,13.9836,0.00535068,0.990348,All
10.4621,0.00290884,0.989822,44.5966,0.000899791,0.996962,14.163,0.00484276,0.991262,All
10.6147,0.00276261,0.990254,45.1165,0.000773861,0.997397,14.3423,0.0043827,0.992088,All
10.7673,0.0026249,0.990665,45.6364,0.000665052,0.99777,14.5216,0.0039661,0.992836,All
10.9198,0.00249513,0.991056,46.1563,0.000571136,0.998091,14.7009,0.00358894,0.993513,All
11.0724,0.00237279,0.991427,46.6762,0.000490155,0.998366,14.8802,0.00324755,0.994125,All
11.225,0.00225738,0.99178,47.1962,0.000420393,0.998602,15.0595,0.0029386,0.994679,All
11.3776,0.00214846,0.992116,47.7161,0.000360347,0.998805,15.2388,0.00265905,0.995181,All
11.5302,0.00204562,0.992436,48.236,0.000308708,0.998978,15.4181,0.00240612,0.995634,All
11.6827,0.00194846,0.99274,48.7559,0.000264333,0.999127,15.5974,0.00217732,0.996045,All
11.8353,0.00185664,0.993031,49.2758,0.000226228,0.999254,15.7767,0.00197035,0.996416,All
11.9879,0.00176981,0.993307,49.7957,0.000193529,0.999363,15.956,0.00178315,0.996753,All
12.1405,0.00168767,0.993571,50.3156,0.000165487,0.999456,16.1353,0.00161383,0.997057,All
12.2931,0.00160993,0.993823,50.8355,0.000141453,0.999536,16.3146,0.0014607,0.997332,All
12.4456,0.00153632,0.994063,51.3554,0.000120866,0.999604,16.4939,0.00132221,0.997582,All
12.5982,0.0014666,0.994292,51.8753,0.000103241,0.999662,16.6732,0.00119695,0.997807,All
12.7508,0.00140052,0.99451,52.3952,8.81585e-05,0.999712,16.8525,0.00108368,0.998012,All
12.9034,0.00133787,0.994719,52.9151,7.52583e-05,0.999754,17.0318,0.000981224,0.998197,All
13.0559,0.00127846,0.994919,53.435,6.42291e-05,0.999791,17.2111,0.00088856,0.998364,All
13.2085,0.00122208,0.995109,53.9549,5.48032e-05,0.999821,17.3905,0.000804746,0.998516,All
13.3611,0.00116857,0.995292,54.4748,4.67505e-05,0.999848,17.5698,0.000728932,0.998653,All
13.5137,0.00111776,0.995466,54.9947,3.98732e-05,0.99987,17.7491,0.000660351,0.998778,All
