Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,split
13.6663,0.00106948,0.995633,55.5146,3.40017e-05,0.999889,17.9284,0.000598306,0.99889,All
13.8188,0.00102361,0.995793,56.0345,2.89902e-05,0.999906,18.1077,0.000542171,0.998992,All
13.9714,0.000980005,0.995945,56.5545,2.47139e-05,0.99992,18.287,0.000491378,0.999085,All
14.124,0.000938535,0.996092,57.0744,2.10658e-05,0.999932,18.4663,0.000445413,0.999169,All
14.2766,0.000899083,0.996232,57.5943,1.79544e-05,0.999942,18.6456,0.000403814,0.999245,All
14.4291,0.000861537,0.996366,58.1142,1.53011e-05,0.99995,18.8249,0.000366161,0.999314,All
14.5817,0.000825794,0.996495,58.6341,1.3039e-05,0.999958,19.0042,0.000332075,0.999377,All
14.7343,0.000791755,0.996618,59.154,1.11106e-05,0.999964,19.1835,0.000301215,0.999433,All
14.8869,0.000759328,0.996737,59.6739,9.46697e-06,0.999969,19.3628,0.000273272,0.999485,All
15.0395,0.000728427,0.99685,60.1938,8.06624e-06,0.999974,19.5421,0.000247966,0.999531,All
15.192,0.000698969,0.996959,60.7137,6.87262e-06,0.999978,19.7214,0.000225045,0.999574,All
