Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,split
0.0868013,0,9.24305,0,1.97017,0,All
0.147924,0.00714286,12.9827,0.00714286,2.34187,0.00714286,All
0.152186,0.0142857,13.6211,0.0142857,2.594,0.0142857,All
0.155503,0.0214286,14.4311,0.0214286,2.72898,0.0214286,All
0.17433,0.0285714,14.4659,0.0285714,2.77579,0.0285714,All
0.18281,0.0357143,14.9187,0.0357143,3.0067,0.0357143,All
0.191625,0.0428571,15.0591,0.0428571,3.0949,0.0428571,All
0.197012,0.05,15.5848,0.05,3.2208,0.05,All
0.23835,0.0571429,15.8647,0.0571429,3.23337,0.0571429,All
0.246389,0.0642857,16.3352,0.0642857,3.27898,0.0642857,All
0.256397,0.0714286,16.8759,0.0714286,3.42013,0.0714286,All
0.270824,0.0785714,17.8161,0.0785714,3.44738,0.0785714,All
0.293949,0.0857143,18.094,0.0857143,3.67609,0.0857143,All
0.30779,0.0928571,18.3918,0.0928571,3.78027,0.0928571,All
0.316471,0.1,18.8585,0.1,3.9695,0.1,All
0.336839,0.107143,18.8629,0.107143,3.99387,0.107143,All
0.35308,0.114286,18.9013,0.114286,4.09649,0.114286,All
0.354906,0.121429,18.9214,0.121429,4.11381,0.121429,All
0.360946,0.128571,19.0937,0.128571,4.12457,0.128571,All
0.365547,0.135714,19.1345,0.135714,4.32669,0.135714,All
0.370065,0.142857,19.3775,0.142857,4.36043,0.142857,All
0.371656,0.15,19.4203,0.15,4.36052,0.15,All
0.396929,0.157143,19.6754,0.157143,4.36166,0.157143,All
0.403693,0.164286,19.6836,0.164286,4.4476,0.164286,All
0.443973,0.171429,19.9117,0.171429,4.48511,0.171429,All
0.450685,0.178571,20.1764,0.178571,4.52079,0.178571,All
0.452505,0.185714,20.1869,0.185714,4.70049,0.185714,All
0.455953,0.192857,20.2654,0.192857,4.73372,0.192857,All
0.45767,0.2,20.3048,0.2,4.73786,0.2,All
0.465813,0.207143,20.3048,0.207143,4.74523,0.207143,All
0.469309,0.214286,20.4182,0.214286,4.74918,0.214286,All
0.479426,0.221429,20.6744,0.221429,4.75757,0.221429,All
0.48672,0.228571,20.6838,0.228571,4.78835,0.228571,All
0.492715,0.235714,20.7277,0.235714,4.79683,0.235714,All
0.499101,0.242857,20.7334,0.242857,4.83864,0.242857,All
0.504172,0.25,20.806,0.25,4.87196,0.25,All
0.521279,0.257143,21.3445,0.257143,4.9041,0.257143,All
0.54429,0.264286,21.7217,0.264286,4.99079,0.264286,All
0.552155,0.271429,21.785,0.271429,5.0873,0.271429,All
0.573183,0.278571,21.8075,0.278571,5.11922,0.278571,All
0.578441,0.285714,22.0298,0.285714,5.12685,0.285714,All
0.602182,0.292857,22.1608,0.292857,5.21028,0.292857,All
0.610453,0.3,22.2058,0.3,5.29556,0.3,All
0.616991,0.307143,22.2123,0.307143,5.40169,0.307143,All
0.622863,0.314286,22.3205,0.314286,5.46216,0.314286,All
0.675433,0.321429,22.3245,0.321429,5.53252,0.321429,All
0.700255,0.328571,22.559,0.328571,5.53464,0.328571,All
0.748088,0.335714,22.8047,0.335714,5.68602,0.335714,All
0.759681,0.342857,22.8319,0.342857,5.76842,0.342857,All
0.774806,0.35,22.8863,0.35,5.83306,0.35,All
0.811749,0.357143,22.9949,0.357143,5.98215,0.357143,All
0.837682,0.364286,23.0269,0.364286,5.99528,0.364286,All
0.859622,0.371429,23.1617,0.371429,6.10903,0.371429,All
0.901875,0.378571,23.1789,0.378571,6.26172,0.378571,All
0.921242,0.385714,23.1888,0.385714,6.28672,0.385714,All
0.959077,0.392857,23.1893,0.392857,6.36886,0.392857,All
0.967063,0.4,23.2153,0.4,6.38012,0.4,All
1.01343,0.407143,23.3217,0.407143,6.38691,0.407143,All
1.02095,0.414286,23.3557,0.414286,6.52023,0.414286,All
1.04729,0.421429,23.5434,0.421429,6.54331,0.421429,All
1.07264,0.428571,23.6584,0.428571,6.57923,0.428571,All
1.10531,0.435714,23.6663,0.435714,6.60787,0.435714,All
1.16181,0.442857,23.8219,0.442857,6.63311,0.442857,All
1.20253,0.45,24.0499,0.45,6.67081,0.45,All
1.29993,0.457143,24.0889,0.457143,6.69189,0.457143,All
1.30817,0.464286,24.1583,0.464286,6.73172,0.464286,All
1.34432,0.471429,24.2449,0.471429,6.75003,0.471429,All
1.44164,0.478571,24.4105,0.478571,6.76472,0.478571,All
1.44213,0.485714,24.4409,0.485714,6.77763,0.485714,All
1.60699,0.492857,24.5031,0.492857,6.79056,0.492857,All
1.61741,0.5,24.553,0.5,6.84606,0.5,All
1.64794,0.507143,24.5652,0.507143,6.8783,0.507143,All
1.6499,0.514286,24.7322,0.514286,6.8801,0.514286,All
1.71447,0.521429,24.8294,0.521429,6.96658,0.521429,All
1.72678,0.528571,24.8828,0.528571,6.99192,0.528571,All
