Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,split
1.75257,0.535714,24.9019,0.535714,7.0119,0.535714,All
1.83369,0.542857,24.9369,0.542857,7.04929,0.542857,All
1.851,0.55,25.0092,0.55,7.06385,0.55,All
1.89771,0.557143,25.0642,0.557143,7.07905,0.557143,All
1.89976,0.564286,25.1406,0.564286,7.119,0.564286,All
1.93105,0.571429,25.1728,0.571429,7.2017,0.571429,All
1.93167,0.578571,25.1827,0.578571,7.22476,0.578571,All
1.9358,0.585714,25.2336,0.585714,7.24213,0.585714,All
1.93715,0.592857,25.2382,0.592857,7.27653,0.592857,All
1.99872,0.6,25.272,0.6,7.31364,0.6,All
2.02031,0.607143,25.3395,0.607143,7.3242,0.607143,All
2.02739,0.614286,25.3476,0.614286,7.34976,0.614286,All
2.06492,0.621429,25.3762,0.621429,7.37674,0.621429,All
2.0736,0.628571,25.3958,0.628571,7.39505,0.628571,All
2.1927,0.635714,25.5522,0.635714,7.40199,0.635714,All
2.19913,0.642857,25.583,0.642857,7.46643,0.642857,All
2.28119,0.65,25.6598,0.65,7.46889,0.65,All
2.3699,0.657143,25.6661,0.657143,7.48769,0.657143,All
2.48836,0.664286,25.7682,0.664286,7.51411,0.664286,All
2.53209,0.671429,25.8413,0.671429,7.52721,0.671429,All
2.57615,0.678571,25.8527,0.678571,7.54093,0.678571,All
2.62067,0.685714,25.9289,0.685714,7.56442,0.685714,All
2.62708,0.692857,25.9758,0.692857,7.58907,0.692857,All
2.62947,0.7,26.0186,0.7,7.6188,0.7,All
2.63197,0.707143,26.2169,0.707143,7.64146,0.707143,All
2.63564,0.714286,26.2704,0.714286,7.69566,0.714286,All
2.65797,0.721429,26.3787,0.721429,7.75432,0.721429,All
2.67333,0.728571,26.3794,0.728571,7.76345,0.728571,All
2.6916,0.735714,26.4375,0.735714,7.80198,0.735714,All
2.70125,0.742857,26.5388,0.742857,7.90459,0.742857,All
2.7022,0.75,26.5676,0.75,8.01976,0.75,All
2.71485,0.757143,26.5742,0.757143,8.1457,0.757143,All
2.72678,0.764286,26.6326,0.764286,8.14745,0.764286,All
2.74913,0.771429,26.6506,0.771429,8.21065,0.771429,All
2.75466,0.778571,26.8369,0.778571,8.24677,0.778571,All
2.7673,0.785714,26.9544,0.785714,8.29058,0.785714,All
2.78998,0.792857,27.094,0.792857,8.3158,0.792857,All
2.80821,0.8,27.1768,0.8,8.34506,0.8,All
2.84189,0.807143,27.3767,0.807143,8.39462,0.807143,All
2.85006,0.814286,27.4685,0.814286,8.44286,0.814286,All
2.85274,0.821429,27.7246,0.821429,8.46241,0.821429,All
2.86616,0.828571,27.7971,0.828571,8.49911,0.828571,All
2.89521,0.835714,28.1709,0.835714,8.53426,0.835714,All
2.89988,0.842857,28.2433,0.842857,8.57481,0.842857,All
2.91651,0.85,28.452,0.85,8.66494,0.85,All
2.91887,0.857143,28.5222,0.857143,8.70211,0.857143,All
2.93719,0.864286,28.54,0.864286,8.71039,0.864286,All
2.94129,0.871429,28.6177,0.871429,8.77209,0.871429,All
2.97435,0.878571,28.6817,0.878571,8.8418,0.878571,All
2.97963,0.885714,28.7746,0.885714,8.84944,0.885714,All
2.98423,0.892857,28.8667,0.892857,9.02208,0.892857,All
3.00767,0.9,29.5885,0.9,9.03722,0.9,All
3.02943,0.907143,29.7296,0.907143,9.2516,0.907143,All
3.0333,0.914286,29.7704,0.914286,9.42471,0.914286,All
3.06922,0.921429,30.7334,0.921429,9.43205,0.921429,All
3.09339,0.928571,31.2567,0.928571,9.57354,0.928571,All
3.09441,0.935714,31.9994,0.935714,9.8683,0.935714,All
3.10473,0.942857,33.0333,0.942857,10.229,0.942857,All
3.25462,0.95,33.9819,0.95,10.2371,0.95,All
3.29924,0.957143,34.2743,0.957143,10.8039,0.957143,All
3.33914,0.964286,34.435,0.964286,10.9881,0.964286,All
3.37521,0.971429,35.6275,0.971429,11.6356,0.971429,All
3.41702,0.978571,35.6408,0.978571,12.1438,0.978571,All
3.42323,0.985714,38.7272,0.985714,12.895,0.985714,All
3.44288,0.992857,38.9696,0.992857,13.0207,0.992857,All
3.61352,1,43.7312,1,14.709,1,All
15.192,1,60.7137,1,19.7214,1,All
