popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
7.66276,7.86898,7.66276,6.93027,8.47267,4.26506,4.31815,4.26506,3.85736,4.71585,All
7.90889,8.03774,7.90889,7.15288,8.74482,4.49297,4.53408,4.49297,4.06349,4.96785,All
8.16294,8.27753,8.16294,7.38264,9.02571,4.73306,4.7633,4.73306,4.28062,5.23332,All
8.25415,8.36949,8.25415,7.46513,9.12656,4.98598,5.0078,4.98598,4.50937,5.51297,All
8.42514,8.54734,8.42514,7.61978,9.31563,5.25241,5.26829,5.25241,4.75033,5.80756,All
8.69577,8.8578,8.69577,7.86453,9.61486,5.33155,5.34602,5.33155,4.82191,5.89506,All
8.84554,9.03065,8.84554,7.99999,9.78046,5.53308,5.54472,5.53308,5.00417,6.1179,All
8.97508,9.17945,8.97508,8.11715,9.9237,5.82875,5.83925,5.82875,5.27158,6.44481,All
9.26337,9.5071,9.26337,8.37788,10.2425,6.14022,6.15126,6.14022,5.55327,6.7892,All
9.43693,9.70269,9.43693,8.53484,10.4344,6.39804,6.41128,6.39804,5.78645,7.07428,All
9.56092,9.83915,9.56092,8.64699,10.5715,6.46833,6.4824,6.46833,5.85002,7.15199,All
9.86803,10.1754,9.86803,8.92474,10.911,6.81398,6.83211,6.81398,6.16262,7.53417,All
10.0283,10.3509,10.0283,9.0697,11.0882,7.17809,7.20151,7.17809,6.49193,7.93677,All
10.185,10.5225,10.185,9.21141,11.2615,7.46453,7.49228,7.46453,6.75099,8.25349,All
10.5122,10.877,10.5122,9.50729,11.6232,7.56166,7.59081,7.56166,6.83884,8.36089,All
10.6197,10.9922,10.6197,9.60456,11.7421,7.96573,7.9998,7.96573,7.20428,8.80766,All
10.8498,11.2361,10.8498,9.81268,11.9966,8.39139,8.42831,8.39139,7.58926,9.27831,All
11.1983,11.6041,11.1983,10.1279,12.3819,8.53102,8.56818,8.53102,7.71554,9.4327,All
11.2111,11.6174,11.2111,10.1394,12.396,8.8398,8.87685,8.8398,7.9948,9.77411,All
11.558,11.9798,11.558,10.4532,12.7796,9.31217,9.34695,9.31217,8.42201,10.2964,All
11.8025,12.2351,11.8025,10.6743,13.0499,9.59751,9.63002,9.59751,8.68008,10.6119,All
11.9293,12.3676,11.9293,10.789,13.1901,9.80978,9.84057,9.80978,8.87206,10.8466,All
12.3125,12.7624,12.3125,11.1355,13.6138,10.334,10.359,10.334,9.34615,11.4262,All
