iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1209.32,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1195.24,1,11.4179,13.2379,53.959,86.4376,0.95,0.95,0.285,0.285,0.919183,0.974679,1.10891,0.974679,1.05521,0.974679
3,1171.1,1,10.9237,12.6479,55.4415,90.5996,0.9025,0.9025,0.27075,0.27075,0.883654,0.95,1.08083,0.95,1.03455,0.95
4,1157.25,1,11.1231,13.593,54.7163,71.3908,0.857375,0.857375,0.257212,0.257212,0.897497,0.925945,1.05346,0.925945,1.14526,0.925945
5,1136.1,1,10.9751,12.2281,54.6467,70.5095,0.814506,0.814506,0.244352,0.244352,0.905517,0.9025,1.02679,0.9025,1.11626,0.9025
6,1115.71,1,10.9947,14.522,49.882,74.5989,0.773781,0.773781,0.232134,0.232134,0.891794,0.879648,1.02418,0.879648,1.1844,0.879648
7,1100.55,1,10.7769,15.1014,52.0809,71.6293,0.735092,0.735092,0.220528,0.220528,0.874671,0.857375,0.998245,0.857375,1.18937,0.857375
8,1075.04,1,10.9836,14.2285,55.6175,66.901,0.698337,0.698337,0.209501,0.209501,0.904694,0.835666,0.972968,0.835666,1.2151,0.835666
9,1057.52,1,11.2214,13.9801,54.1516,74.0754,0.66342,0.66342,0.199026,0.199026,0.900508,0.814506,0.948332,0.814506,1.18433,0.814506
10,1026.97,1,10.9278,14.436,54.8256,62.6302,0.630249,0.630249,0.189075,0.189075,0.928056,0.793882,0.92432,0.793882,1.15619,0.793882
11,1001.5,1,11.4502,15.0211,53.5347,61.6718,0.598737,0.598737,0.179621,0.179621,0.92936,0.773781,0.900916,0.773781,1.12691,0.773781
12,979.749,1,11.2493,13.5625,52.3034,59.4369,0.5688,0.5688,0.17064,0.17064,0.945877,0.754188,0.878104,0.754188,1.09838,0.754188
13,961.055,1,11.2979,12.7684,56.7058,68.4298,0.54036,0.54036,0.162108,0.162108,0.920932,0.735092,0.85587,0.735092,1.07057,0.735092
14,951.455,1,11.0664,13.1184,53.5568,64.7471,0.513342,0.513342,0.154003,0.154003,0.921954,0.716479,0.834199,0.716479,1.07773,0.716479
15,940.1,1,11.0491,13.6866,54.9326,69.3532,0.487675,0.487675,0.146302,0.146302,0.921139,0.698337,0.853436,0.698337,1.05044,0.698337
16,919.154,1,11.0755,12.8899,55.4709,67.9615,0.463291,0.463291,0.138987,0.138987,0.918472,0.680655,0.831827,0.680655,1.07279,0.680655
17,895.193,1,10.8771,12.6194,55.8902,80.4363,0.440127,0.440127,0.132038,0.132038,0.924072,0.66342,0.810765,0.66342,1.04562,0.66342
18,881.964,1,10.8279,12.3121,56.7926,76.5463,0.41812,0.41812,0.125436,0.125436,0.93606,0.646622,0.790236,0.646622,1.13066,0.646622
19,870.994,1,10.9904,12.3829,56.0267,76.9293,0.397214,0.397214,0.119164,0.119164,0.935766,0.630249,0.770226,0.630249,1.10203,0.630249
20,857.754,1,10.961,12.7287,56.2041,78.6921,0.377354,0.377354,0.113206,0.113206,0.929157,0.614291,0.750724,0.614291,1.07413,0.614291
21,838.979,1,10.8226,11.3466,55.4994,87.0998,0.358486,0.358486,0.107546,0.107546,0.932445,0.598737,0.731715,0.598737,1.04693,0.598737
22,815.816,1,10.695,11.9578,55.7045,107.541,0.340562,0.340562,0.102168,0.102168,0.938923,0.583577,0.713188,0.583577,1.02042,0.583577
23,808.329,1,10.643,11.667,55.1726,105.957,0.323534,0.323534,0.0970601,0.0970601,0.934705,0.5688,0.695129,0.5688,0.994583,0.5688
24,788.646,1,10.6972,12.0381,56.0446,107.346,0.307357,2.22045e-16,0.0922071,0.116827,0.932923,0.554398,0.677528,0.554398,0.9694,0.554398
25,779.249,1,10.5932,12.0256,56.1491,105.495,0.291989,2.22045e-16,0.0875967,0.1169,0.92542,0.54036,0.660373,0.54036,0.944854,0.54036
26,761.185,1,10.6233,12.6739,55.6517,111.733,0.27739,2.22045e-16,0.0832169,0.115084,0.938891,0.526678,0.643652,0.526678,0.92093,0.526678
27,750.61,1,10.6548,12.4115,56.5508,112.11,0.26352,2.22045e-16,0.079056,0.114358,0.931921,0.513342,0.627354,0.513342,0.905959,0.513342
28,745.05,1,10.6389,12.4264,57.6367,111.282,0.250344,2.22045e-16,0.0751032,0.115311,0.93415,0.500344,0.611469,0.500344,0.91911,0.500344
29,733.708,1,10.569,12.072,57.6754,119.824,0.237827,2.22045e-16,0.0713481,0.11878,0.935513,0.487675,0.595986,0.487675,0.895838,0.487675
30,730.874,1,10.5733,12.1621,56.3589,119.562,0.225936,2.22045e-16,0.0677807,0.119196,0.937678,0.475327,0.580896,0.475327,0.873155,0.475327
31,724.485,1,10.5969,11.4208,56.9632,117.828,0.214639,2.22045e-16,0.0643916,0.117248,0.94183,0.463291,0.566187,0.463291,0.901282,0.463291
32,727.396,1,10.5037,11.4439,55.8639,117.617,0.0885709,2.22045e-16,0.0721867,0.120953,0.935168,0.45156,0.551851,0.45156,0.903027,0.45156
33,710.779,1,10.4779,11.9197,56.4563,119.723,0.0841424,2.22045e-16,0.0685774,0.120889,0.931979,0.440127,0.537878,0.440127,0.900344,0.440127
34,710.767,1,10.5125,12.3899,56.9867,120.531,0.0691542,2.22045e-16,0.0703768,0.120619,0.925282,0.428982,0.524258,0.428982,0.877547,0.428982
35,702.863,1,10.5868,12.2388,56.0328,115.84,0.0464517,2.22045e-16,0.0693048,0.120173,0.932113,0.41812,0.510984,0.41812,0.895169,0.41812
36,704.669,1,10.536,12.1436,56.2425,115.82,0.0293423,2.22045e-16,0.0718796,0.120478,0.925913,0.407533,0.498046,0.407533,0.872503,0.407533
37,704.249,1,10.5087,11.9471,56.4087,118.758,0.0777807,2.22045e-16,0.0691077,0.120319,0.93109,0.397214,0.485435,0.397214,0.863858,0.397214
38,706.967,1,10.4757,11.7942,56.187,115.627,0.0154332,2.22045e-16,0.072892,0.124947,0.94041,0.387157,0.473143,0.387157,0.894143,0.387157
39,701.996,1,10.49,11.8905,56.3202,116.142,2.22045e-16,2.22045e-16,0.073084,0.125656,0.928412,0.377354,0.461163,0.377354,0.921711,0.377354
