iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2019.12,1,2.59104,2.88311,21.0128,34.1276,3,3,0,1.5,1.5,1.5,1.5
2,1996.8,1,2.80857,4.18543,21.5587,37.8205,2.92404,2.92404,0,1.46202,1.50685,1.51129,1.46202
3,1981.22,1,3.93353,4.85066,23.8303,51.2485,2.85,2.85,0,1.425,1.4687,1.47302,1.45085
4,1966.25,1,2.74531,7.1147,37.9705,78.5306,2.77784,2.77784,0,1.38892,1.43151,1.48308,1.41412
5,1958.73,1,2.93978,6.69316,66.1589,81.184,2.7075,2.7075,0,1.35375,1.39526,1.44552,1.37831
6,1954.96,1,2.99217,5.77318,66.2376,82.2442,2.63894,2.63894,0,1.31947,1.4482,1.48958,1.34341
7,1940.42,1,2.54624,6.36014,79.8543,112.676,2.57212,2.57212,0,1.28606,1.41345,1.45186,1.30939
8,1925.25,1,2.43637,6.70855,94.4654,99.1137,2.507,2.507,0,1.2535,1.38626,1.4151,1.37348
9,1927.08,1,2.27183,5.24467,96.5989,108.174,2.44352,2.44352,0,1.22176,1.64378,1.37927,1.3387
10,1918.97,1,1.84537,6.36478,81.0928,149.87,2.38165,2.38165,0,1.20586,1.66758,1.34434,1.3048
11,1910.24,1,2.29953,4.03291,95.5345,163.809,2.32134,2.32134,0,1.17533,1.68904,1.3103,1.32836
12,1883.79,1,2.12025,3.78834,89.4013,177.556,2.26257,2.26257,0,1.14557,1.64627,1.27713,1.29473
13,1881.26,1,2.54246,6.21431,64.7657,292.269,2.20528,2.20528,0,1.11656,1.7981,1.24479,1.30518
14,1871.99,1,1.9702,5.07659,71.7779,305.21,2.14944,2.14944,0,1.08829,1.86235,1.21327,1.27213
15,1854.58,1,1.90755,5.00818,64.1803,305.099,2.09501,2.09501,0,1.06073,1.8152,1.18255,1.23992
16,1849.16,1,2.06685,8.02649,60.0565,235.018,2.04197,2.04197,0,1.03388,1.76924,1.15261,1.27013
17,1830.7,1,2.0454,5.71149,46.9785,281.198,1.99026,1.99026,0,1.0077,1.72444,1.12342,1.23797
18,1825.13,1,1.99547,6.78569,44.0796,252.833,1.93987,1.93987,0,0.982183,1.68077,1.09605,1.20662
19,1798.42,1,2.34902,6.22002,47.8584,253.787,1.89075,1.89075,0,0.957313,1.63822,1.0683,1.17607
20,1792.53,1,2.41728,5.27512,42.8318,249.174,1.84287,1.84287,0,0.933074,1.59674,1.04125,1.18566
21,1790.84,1,2.65269,7.00251,43.745,235.205,1.79621,1.79621,0,0.909448,1.60752,1.01488,1.15564
22,1762.58,1,2.66548,7.20156,40.7353,245.602,1.75073,1.75073,0,0.88642,1.56682,0.989183,1.12638
23,1773.99,1,2.50078,7.58143,35.9018,273.488,1.7064,1.7064,0,0.863975,1.91495,1.0552,1.09786
24,1757.35,1,2.7413,7.15026,40.4846,293.553,1.66319,1.66319,0,0.842099,1.86646,1.02848,1.07006
25,1744.26,1,3.355,8.63698,36.6245,255.644,1.62108,1.62108,0,0.820776,1.8192,1.00244,1.04296
26,1728.37,1,3.5582,11.6998,37.1777,263.476,1.58003,1.58003,0,0.799994,1.77314,0.977057,1.01655
27,1717.96,1,3.51432,10.4624,36.2766,226.82,1.54003,1.54003,0,0.779738,1.72824,0.952317,0.990815
28,1701.05,1,3.26161,8.82196,51.1789,192.675,1.50103,1.50103,0,0.759994,1.68448,0.928204,0.965727
29,1695.14,1,3.52888,7.42857,40.7972,180.753,1.46302,1.46302,0,0.740751,1.64183,0.904701,0.960994
30,1682.64,1,3.60976,6.99747,38.4942,237.586,1.42598,1.42598,0,0.721995,1.60026,0.931311,0.936661
31,1675.48,1,3.27434,4.68992,41.2901,240.618,1.38987,1.38987,0,0.703713,1.55974,0.90773,0.983894
32,1662.86,1,3.19623,5.86272,38.2182,239.299,1.35468,1.35468,0,0.685895,1.52025,0.884746,0.958982
33,1654.73,1,3.69532,5.92629,35.3926,199.149,1.32038,1.32038,0,0.668528,1.48175,0.862344,0.9347
34,1641.72,1,3.50267,7.2833,35.8257,197.861,1.28695,1.28695,0,0.6516,1.53996,0.840509,0.911032
35,1622.84,1,3.54906,8.43562,30.1705,225.83,1.25436,1.25436,0,0.635101,1.50096,0.819226,0.887965
36,1616.41,1,3.28116,10.9913,30.2317,213.549,1.2226,1.2226,0,0.61902,1.56366,0.798483,0.865481
37,1613.1,1,3.30743,9.91,38.0232,203.168,1.19164,1.19164,0,0.603346,1.52407,0.778265,0.843566
38,1605.04,1,3.46879,9.71621,35.7068,176.881,1.16147,1.16147,0,0.627067,1.48548,0.832786,0.822207
39,1583.89,1,3.81934,7.99225,37.2873,169.179,1.13206,1.13206,0,0.611189,1.44786,0.815749,0.801388
40,1571.53,1,3.79231,9.63802,33.2434,192.104,1.1034,1.1034,0,0.595714,1.53191,0.795094,0.781096
41,1562.86,1,3.79117,10.9443,35.0273,192.774,1.07546,1.07546,0,0.58063,1.49312,0.774962,0.761319
42,1547.03,1,4.00478,7.89236,29.7497,192.029,1.04823,1.04823,0,0.565928,1.45531,0.755339,0.745235
43,1531.65,1,3.93048,5.91373,26.22,164.088,1.02168,1.02168,0,0.551598,1.41846,0.736214,0.726365
44,1519.59,1,3.96513,7.02753,28.0318,169.854,0.995815,0.995815,0,0.537632,1.38255,0.717572,0.707973
45,1512.5,1,4.07008,6.90005,25.88,147.28,0.970601,0.970601,0,0.524019,1.34754,0.699403,0.690047
46,1504.8,1,3.85857,4.97931,28.4911,169.843,0.946024,0.946024,0,0.51075,1.31342,0.681694,0.672575
47,1486.61,1,3.87985,5.97619,26.329,169.905,0.922071,0.922071,0,0.497818,1.28016,0.664433,0.655545
48,1468.94,1,4.03033,5.97554,27.3198,172.787,0.898723,0.898723,0,0.485213,1.31925,0.647609,0.638946
49,1468.46,1,3.85993,6.29808,27.6965,191.16,0.875967,0.875967,0,0.472927,1.28584,0.631211,0.622767
50,1448.06,1,3.98065,5.50635,28.5702,185.593,0.853787,0.853787,0,0.460952,1.37141,0.615229,0.606999
51,1436.94,1,4.28272,3.96086,31.6958,182.591,0.832169,0.832169,0,0.44928,1.33668,0.599651,0.591629
52,1425.01,1,4.03995,4.86839,30.2806,172.684,0.811098,0.811098,0,0.437904,1.30284,0.584467,0.576649
53,1431.14,1,3.83131,5.08229,29.0811,189.203,0.79056,0.79056,0,0.426816,1.27541,0.569668,0.603182
54,1427.16,1,3.91507,3.84633,26.5474,179.451,0.770543,0.770543,0,0.416009,1.33101,0.557691,0.587909
55,1406.53,1,3.94196,4.00244,26.6413,187.278,0.751032,0.751032,0,0.405476,1.2973,0.543569,0.630817
56,1397.76,1,4.00073,3.68633,27.5032,182.232,0.732016,0.732016,0,0.395209,1.26446,0.529806,0.614844
57,1385.32,1,4.07663,2.99797,28.0571,169.916,0.713481,0.713481,0,0.385202,1.23244,0.516391,0.642352
58,1379.39,1,3.82957,3.50529,26.2168,177.189,0.695415,0.695415,0,0.375448,1.20123,0.503316,0.651088
59,1364.92,1,3.76904,3.63823,27.0684,172.032,0.677807,0.677807,0,0.365942,1.17082,0.490571,0.65878
60,1345.28,1,4.00047,4.18054,28.4187,165.116,0.660644,0.660644,0,0.356676,1.14117,0.47815,0.6421
61,1333.07,1,4.22663,4.8002,29.5472,165.568,0.643916,0.643916,0,0.347645,1.11228,0.466043,0.625841
62,1327.28,1,4.18056,5.07279,28.783,157.032,0.627612,0.627612,0,0.338842,1.08411,0.454242,0.609995
63,1310.51,1,4.15715,4.90986,26.7,175.498,0.61172,0.61172,0,0.330262,1.05666,0.442741,0.594549
64,1303.6,1,4.05812,4.34458,28.0343,155.282,0.596231,0.596231,0,0.3219,1.02991,0.43153,0.590386
65,1285.91,1,4.05246,4.83537,28.7088,181.22,0.581134,0.581134,0,0.313749,1.00383,0.420604,0.5889
66,1272.83,1,3.97278,5.01909,26.6015,169.209,0.56642,0.56642,0,0.305805,0.978411,0.409954,0.605304
67,1260.49,1,3.9977,4.63839,27.0326,183.273,0.552078,0.552078,0,0.298062,0.953638,0.399574,0.589977
