parameter,value,se_sa,rse_sa
Cl_pop,10.1978828251002,0.720306066284627,7.06329027934825
V1_pop,43.9330760280798,2.17279733058843e-6,4.94569815507497e-6
Q_pop,9.90088689790442,2.77731977486621,28.051222112779
V2_pop,53.3027541415879,1.79972184674151e-5,3.37641436305695e-5
omega_Cl,0.260333630851009,0.0520266766048676,19.9846160616271
omega_V1,2.12871547975852e-8,2.0604146571931e-8,96.7914536623198
omega_Q,0.963374779558388,0.437205904645852,45.3827434475986
omega_V2,2.99320570301291e-8,1.55705503613952e-7,520.196468479336
a,3.53886240011662e-5,0.199246944150009,563025.406535848
b,0.0960685155596235,0.00885810136785796,9.22060814227978
