parameter,value,se_lin,rse_lin
Cl_pop,5.26109982396297,0.298648096203716,5.67653354234888
beta_Cl_logtCLCRMLMIN,0.628353890358659,0.244757438901812,38.9521641637496
V1_pop,19.227263324695,1.68236114475805,8.74987311687393
Q_pop,7.07489156393026,1.53427541618261,21.686203983744
V2_pop,26.0436068006264,3.24044821225982,12.4423941624778
omega_Cl,0.20928672254759,0.0401739558429531,19.1956543415304
omega_V1,0.297533025300546,0.0664825772082126,22.3446043144477
omega_Q,0.74605632923849,0.162496084494826,21.7806723335071
omega_V2,0.267948574682429,0.127810047377564,47.6994690227569
corr_V2_V1,0.998813413596927,0.365522884045055,36.5957123792254
a1,0.306005523675522,0.0224396770931908,7.3330954368605
a2,0.0624251042408029,0.0061965199832006,9.92632700988005
