simulations, -2LL
1000,593.117
2000,592.067
3000,591.558
4000,591.683
5000,591.864
6000,591.902
7000,592.079
8000,592.052
9000,591.815
10000,591.826
11000,591.824
12000,591.905
13000,592.037
14000,592.123
15000,592.147
16000,592.217
17000,592.273
18000,592.296
19000,592.352
20000,592.349
21000,592.315
22000,592.354
23000,592.356
24000,592.346
25000,592.301
26000,592.345
27000,592.354
28000,592.324
29000,592.35
30000,592.316
