iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,806.169,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,797.137,1,4.90792,1.04251,20.0065,6.03867,20.6798,1.46202,1.46202,0.974679,0.62,0.285
3,784.071,1,5.24545,1.54879,23.5135,7.60485,23.5232,1.425,1.425,1.14576,0.62,0.27075
4,783.664,1,5.22843,1.48899,22.2662,7.43727,26.9047,1.38892,1.38892,1.11675,0.62,0.257212
5,757.477,1,5.40504,1.35259,18.9842,7.88629,26.0639,1.35375,1.35375,1.08847,0.62,0.244352
6,754.392,1,5.32437,2.08224,20.4504,9.55663,26.5119,1.31947,1.31947,1.06091,0.62,0.232134
7,746.013,1,5.34647,1.65552,18.7557,10.8099,29.1631,1.28606,1.28606,1.03405,0.62,0.220528
8,735.075,1,5.18694,1.60087,15.3156,12.0656,29.2086,1.2535,1.2535,1.00787,0.62,0.209501
9,722.825,1,5.30962,1.91012,15.4793,11.7629,29.3912,1.22176,1.22176,1.00732,0.62,0.199026
10,704.756,1,5.16382,1.33397,15.5178,11.6637,23.1915,1.19082,1.19082,1.00854,0.62,0.189075
11,694.924,1,5.13914,1.79943,14.1569,11.6686,22.2856,1.16067,1.16067,0.983001,0.62,0.179621
12,682.734,1,5.11208,1.90374,15.0444,11.562,20.4923,1.13128,1.13128,0.958111,0.62,0.17064
13,675.461,1,5.09552,1.07437,14.2347,13.8542,19.98,1.10264,1.10264,0.948912,0.62,0.162108
14,664.568,1,4.97014,1.09514,14.7476,15.1679,20.4326,1.07472,1.07472,0.924885,0.62,0.154003
15,651.21,1,5.12913,1.27285,13.2305,13.8155,21.4064,1.04751,1.04751,0.934124,0.62,0.146302
16,644.97,1,5.0378,1.0617,14.3796,17.5734,21.5067,1.02098,1.02098,0.984278,0.62,0.138987
17,633.411,1,5.00978,1.02375,11.5931,17.7266,21.1371,0.995131,0.995131,0.959356,0.62,0.132038
18,625.165,1,4.93209,1.14393,11.9006,16.4683,19.8821,0.969933,0.969933,0.935065,0.62,0.125436
19,613.374,1,4.94934,1.32292,12.1279,16.0458,19.0433,0.945374,0.945374,0.911388,0.62,0.119164
20,601.437,1,4.89724,1.11052,11.8109,14.0955,18.835,0.921437,0.921437,0.888311,0.62,0.113206
21,591.088,1,5.00565,1.21474,11.8078,12.5927,19.3647,0.898105,0.898105,0.865819,0.62,0.107546
22,592.02,1,4.87358,1.47916,10.7251,14.7099,19.985,0.875365,0.875365,0.843896,0.62,0.102168
23,577.376,1,4.89754,1.23625,11.3824,14.9017,19.0482,0.8532,0.8532,0.822528,0.62,0.0970601
24,561.588,1,4.86452,1.16514,10.7737,14.1155,18.8696,0.831597,0.831597,0.801701,0.62,0.0922071
25,550.463,1,4.90135,1.08391,9.89491,14.6123,19.275,0.81054,0.81054,0.781401,0.62,0.0875967
26,543.053,1,4.8248,1.32131,9.70312,14.2795,19.4332,0.790017,0.790017,0.761616,0.62,0.0832169
27,539.022,1,4.84035,1.21636,9.67402,16.5781,19.2358,0.770013,0.770013,0.742331,0.62,0.079056
28,519.619,1,4.90577,1.28894,9.76632,17.7144,19.5664,0.750516,0.750516,0.723535,0.62,0.0751032
29,512.256,1,4.85365,1.03455,9.92063,17.095,19.6046,0.731512,0.731512,0.705215,0.62,0.0713481
30,506.582,1,4.84249,0.798995,9.69741,19.0185,20.1943,0.71299,0.71299,0.690531,0.62,0.0677807
31,498.137,1,4.81531,0.903222,9.14883,17.7912,19.4843,0.694937,0.694937,0.723089,0.62,0.0643916
32,496.603,1,4.76475,0.808233,9.71883,17.6865,19.3017,0.677341,0.677341,0.70478,0.62,0.061172
33,484.073,1,4.78996,0.713336,9.42798,17.0736,19.4374,0.66019,0.66019,0.686935,0.62,0.0581134
34,479.009,1,4.84073,0.967239,9.91465,16.249,19.3235,0.643474,0.643474,0.723411,0.62,0.0552078
35,470.385,1,4.76377,0.792724,10.1826,17.9386,18.9385,0.627181,0.627181,0.73146,0.62,0.0524474
36,462.628,1,4.79539,0.823155,10.0629,19.3858,18.9089,0.6113,0.6113,0.712939,0.62,0.049825
37,452.609,1,4.72652,0.685833,10.2569,18.6873,18.5766,0.595821,0.595821,0.694887,0.62,0.0473338
38,441.814,1,4.77362,0.804623,10.5609,19.7478,18.6709,0.580735,0.580735,0.677292,0.62,0.0449671
39,433.902,1,4.72115,0.415844,10.2783,18.1683,18.5141,0.56603,0.56603,0.660143,0.62,0.0427187
