iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1429.6,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1413.46,1,4.81277,19.7934,7.75584,24.2474,0.974679,0.974679,1.06244,0.974679,0.998761,0.974679,0.974679
3,1405.57,1,4.94244,20.0378,8.19221,24.8774,0.95,0.95,1.03919,0.95,0.998761,0.95,0.95
4,1384.83,1,4.64081,18.4755,10.2017,23.0038,0.925945,0.925945,1.01287,0.925945,0.998761,0.925945,0.925945
5,1368.87,1,4.65562,18.0804,7.576,22.3637,0.9025,0.9025,0.987228,0.9025,0.998761,0.9025,0.9025
6,1365.24,1,4.50469,19.4469,7.25385,23.977,0.879648,0.879648,0.962231,0.879648,0.998761,0.879648,0.879648
7,1356.92,1,4.61296,18.5343,7.1491,22.8656,0.857375,0.857375,0.937867,0.857375,0.998761,0.857375,0.857375
8,1346.77,1,4.76024,19.5949,7.74428,24.0736,0.835666,0.835666,0.91412,0.835666,0.998761,0.835666,0.835666
9,1331.44,1,4.94246,22.8863,7.43613,27.9799,0.814506,0.814506,0.890974,0.814506,0.998761,0.814506,0.814506
10,1325.15,1,4.89984,22.9744,7.89941,28.1835,0.793882,0.793882,0.868414,0.793882,0.998761,0.793882,0.793882
11,1310.11,1,4.98306,23.9834,7.78383,29.2553,0.773781,0.773781,0.846425,0.773781,0.998761,0.773781,0.773781
12,1301.39,1,5.05074,21.8235,8.39061,26.5595,0.754188,0.754188,0.829664,0.754188,0.998761,0.754188,0.754188
13,1292.57,1,5.07711,23.2156,9.48185,28.1972,0.735092,0.735092,0.808657,0.735092,0.998761,0.735092,0.735092
14,1278.6,1,4.91999,22.93,9.78422,27.9656,0.716479,0.716479,0.849542,0.716479,0.998761,0.716479,0.716479
15,1273.65,1,4.90521,22.3775,11.3865,27.2836,0.698337,0.698337,0.941822,0.698337,0.998761,0.698337,0.698337
16,1267.28,1,4.88057,20.39,11.4221,25.0316,0.680655,0.680655,1.03391,0.680655,0.998761,0.680655,0.680655
17,1253.24,1,4.8454,20.7119,7.98831,25.3627,0.66342,0.66342,1.02551,0.66342,0.998761,0.66342,0.66342
18,1238.25,1,5.07558,20.6962,7.71058,25.3581,0.646622,0.646622,0.999541,0.646622,0.998761,0.646622,0.646622
19,1225.56,1,5.27563,21.1794,7.82885,25.9847,0.630249,0.630249,0.974232,0.630249,0.998761,0.630249,0.630249
20,1216.06,1,5.1242,21.2565,8.26564,25.9941,0.614291,0.614291,0.957574,0.614291,0.998761,0.614291,0.614291
21,1210.47,1,5.10061,21.1291,8.67448,26.0441,0.598737,0.598737,0.933328,0.598737,0.998761,0.598737,0.598737
22,1199.36,1,5.03246,22.3632,7.18332,27.649,0.583577,0.583577,0.909696,0.583577,0.998761,0.583577,0.583577
23,1194.49,1,5.01371,22.8092,6.69972,28.2725,0.5688,0.5688,0.886662,0.5688,0.998761,0.5688,0.5688
24,1174.09,1,5.24879,22.5188,6.13008,27.6933,0.554398,0.554398,0.864211,0.554398,0.998761,0.554398,0.554398
25,1162.51,1,5.19044,21.5912,6.25879,26.5887,0.54036,0.54036,0.842328,0.54036,0.998761,0.54036,0.54036
26,1156.32,1,5.22123,21.5574,6.35481,26.6153,0.526678,0.526678,0.887148,0.526678,0.998761,0.526678,0.526678
27,1149.22,1,5.08084,21.3939,7.83533,26.5415,0.513342,0.513342,0.89547,0.513342,0.998761,0.513342,0.513342
28,1137.64,1,5.03323,19.9308,8.70856,24.6191,0.500344,0.500344,0.872796,0.500344,0.998761,0.500344,0.500344
29,1126.25,1,5.17754,19.3329,8.42193,23.8516,0.487675,0.487675,0.968562,0.487675,0.998761,0.487675,0.487675
30,1109.36,1,5.15712,19.2953,7.46915,23.701,0.475327,0.475327,0.944038,0.475327,0.998761,0.475327,0.475327
