rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
0,1,-2.5064,-1.3428,0.00610291,0.238719,0
1,1,-2.64616,-1.38447,-2.48595,0.893999,0
2,1,-2.85543,-1.36226,-0.456345,0.783559,0
3,1,-2.56087,-1.79435,1.1278,0.753774,0
4,1,-2.65742,-1.50935,0.00304384,0.654445,0
5,1,-2.62504,-1.35462,0.35611,0.229968,0
6,1,-2.54758,-2.36547,1.89473,-0.187958,0
7,1,-2.54581,-1.96429,-0.82367,-0.320736,0
8,1,-2.77277,-1.14758,1.72947,0.529953,0
9,1,-2.45616,-2.00669,1.45838,-0.392017,0
0,2,0.919263,-0.266838,0.77987,0.542878,0
1,2,0.998843,-0.0785822,0.305624,0.505464,0
2,2,0.834031,-0.162502,-0.292777,0.00905217,0
3,2,1.10774,-0.459019,-0.751907,0.12013,0
4,2,0.784698,0.483663,0.890625,-0.0626773,0
5,2,1.07602,-0.457818,-1.68168,-0.116776,0
6,2,0.983866,0.581173,-1.69261,0.335557,0
7,2,0.868589,-0.075584,-0.921144,-0.309037,0
8,2,0.841038,0.145846,0.853082,0.169888,0
9,2,0.717152,0.503823,0.344796,0.335477,0
0,3,0.750991,0.221909,0.922783,0.790421,0
1,3,0.845836,0.0829399,-0.691214,0.25135,0
2,3,1.14555,-0.161428,0.988633,-0.639041,0
3,3,0.466034,0.96472,-1.23364,0.959664,0
4,3,0.820087,-0.271142,1.40836,0.531818,0
5,3,0.83166,-0.0652041,-0.254292,0.700928,0
6,3,1.01202,-0.0224013,0.407396,-0.455732,0
7,3,0.597062,0.041039,-0.660356,0.244799,0
8,3,0.48595,0.379131,2.54724,-0.391439,0
9,3,0.743904,0.416685,-0.654132,1.02127,0
0,4,0.102553,-0.917856,-1.41865,-0.452438,0
1,4,-0.149251,-1.10685,2.10864,0.229823,0
2,4,0.18363,-1.62627,0.876887,-0.347529,0
3,4,-0.0415413,-0.788379,1.9283,-0.527358,0
4,4,-0.313176,-0.537633,-0.758669,0.603089,0
5,4,0.0633516,-0.583121,-1.39912,-0.440928,0
6,4,0.128146,-1.19509,0.0848782,0.232465,0
7,4,0.124479,-0.747937,1.30597,0.910778,0
8,4,0.0863329,-1.41895,0.12829,-0.189189,0
9,4,-0.220381,-0.392387,-0.538588,0.441176,0
0,5,-0.364487,0.124563,-0.117997,0.669242,0
1,5,-0.271234,-0.327082,1.63287,0.196283,0
2,5,-1.03007,0.734109,-1.83784,1.54192,0
3,5,-0.36775,0.943894,0.908334,1.2355,0
4,5,-0.31251,-0.311299,-0.29515,0.197035,0
5,5,-0.664964,0.447241,0.190106,0.363291,0
6,5,-0.398867,-0.00624456,-0.618293,0.534734,0
7,5,-0.164351,0.202442,0.64931,0.47899,0
8,5,-0.614308,0.391958,-0.0734716,0.535372,0
9,5,-0.902103,0.750286,-0.262213,1.45213,0
0,6,0.590499,1.93957,1.48049,-0.262525,0
1,6,0.296096,2.04105,-1.67928,0.631326,0
2,6,0.454711,2.11675,-0.0902457,1.32086,0
3,6,0.328291,2.71274,1.20261,0.084233,0
4,6,0.446357,1.97763,1.66185,1.12692,0
5,6,0.542314,1.21369,0.675405,0.30756,0
6,6,0.345145,1.80588,0.565761,-0.226349,0
7,6,0.557548,1.66041,-0.435723,-1.00145,0
8,6,0.316051,1.69616,0.325492,0.168783,0
9,6,0.87732,2.41782,0.300225,-0.304404,0
0,7,0.585727,1.0783,0.587601,-1.58543,0
1,7,0.386381,0.447572,-0.0267079,-1.5666,0
2,7,0.299662,0.718558,0.891885,-1.3244,0
3,7,0.350735,0.929398,-0.268946,-2.18089,0
4,7,0.295502,0.516014,-0.132852,-1.65869,0
5,7,0.143645,0.628438,1.34345,-2.3007,0
6,7,0.263497,0.764702,0.280382,-2.38854,0
7,7,0.532874,0.307194,0.19989,-1.79679,0
8,7,0.274791,0.57596,-0.231834,-3.65814,0
9,7,0.163071,1.25787,0.215018,-2.76246,0
0,8,0.764192,-0.663352,-1.16144,0.267008,0
1,8,0.317807,0.273802,2.43472,0.165442,0
2,8,0.144806,0.467142,-2.32911,2.37862,0
3,8,0.980878,-0.875326,-0.680292,-0.307841,0
4,8,0.939027,-0.994086,-1.10569,-0.0698074,0
5,8,1.04052,-0.268025,1.23558,0.0403297,0
6,8,0.40285,-0.212315,-1.01413,1.72653,0
7,8,0.716581,-0.38448,-0.0210617,0.366044,0
8,8,0.831289,-0.757731,-0.336475,0.209853,0
9,8,1.27882,-0.512502,-0.176268,-0.12642,0
0,9,0.00803379,-0.804402,-0.404907,0.178512,0
1,9,-1.08675,0.513413,-0.190309,2.36408,0
2,9,-0.274235,-0.312708,0.871347,0.632335,0
3,9,-0.0121881,-0.54468,-1.00907,0.74639,0
4,9,-0.165442,-0.718214,0.214067,1.18484,0
5,9,-0.171819,-0.246264,-0.948901,1.18662,0
6,9,-0.0545509,-0.342266,-0.73887,0.408394,0
7,9,-0.186701,0.105788,0.444148,0.126215,0
8,9,-0.253308,-0.955312,-1.9282,0.245876,0
9,9,-0.0621162,-0.506977,-0.124708,-0.171519,0
0,10,-1.46722,-1.50338,1.59752,-0.532428,0
1,10,-1.50301,-1.83418,-1.61907,-0.783727,0
2,10,-1.5437,-1.17852,-0.184774,-0.495639,0
3,10,-1.68044,-1.34136,-0.803626,-0.94576,0
4,10,-1.6133,-1.75126,-0.0318652,-1.19713,0
5,10,-1.44296,-1.61925,-0.108769,-0.776667,0
6,10,-1.48131,-1.26312,-1.10096,-0.93021,0
7,10,-1.43043,-1.78173,0.964596,-0.338796,0
8,10,-1.46381,-1.88348,0.0251139,-0.881073,0
9,10,-1.4935,-1.3157,-0.492228,-0.844356,0
0,11,0.917399,0.00220936,0.0513498,0.343084,0
