standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.46083,0.0921197,-2.31547,0.105304,-2.23231,0.0517695,-2.37494,0.079136,All
-2.12483,0.161209,-1.87457,0.105304,-1.7839,0.103539,-1.98381,0.118704,All
-1.78883,0.0230299,-1.43367,0.105304,-1.33548,0.276104,-1.59268,0.079136,All
-1.45283,0.0230299,-0.992771,0.263261,-0.887066,0.155309,-1.20155,0.257192,All
-1.11682,0.138179,-0.551873,0.210609,-0.43865,0.327874,-0.810422,0.455032,All
-0.780822,0.0921197,-0.110974,0.456319,0.00976615,0.414156,-0.419293,0.534168,All
-0.44482,0.138179,0.329925,0.702029,0.458182,0.327874,-0.0281636,0.336328,All
-0.108819,0.368479,0.770823,0.280812,0.906598,0.431413,0.362966,0.435248,All
0.227183,0.690897,1.21172,0.0526522,1.35501,0.172565,0.754095,0.138488,All
0.563185,0.529688,1.65262,0.0877537,1.80343,0.0862825,1.14522,0.178056,All
0.899187,0.552718,2.09352,0.0702029,2.25185,0.0517695,1.53635,0.09892,All
1.23519,0.414538,2.53442,0.0175507,2.70026,0.0172565,1.92748,0.059352,All
