iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,630.821,1,10.2275,11.1604,43.2233,60.344,0.3,1,1,1,1
2,601.249,1,9.8194,13.6965,36.3705,67.1474,0.24,0.894427,0.902381,0.894427,1.00894
3,561.259,1,9.68091,13.5001,38.665,71.0114,0.192,0.8,0.807114,0.8,0.935594
4,530.282,1,9.80631,13.6005,38.4673,75.2397,0.1536,0.715542,0.735204,0.715542,1.03288
5,502.366,1,9.71422,12.6593,39.1912,75.9413,0.129645,0.64,0.715231,0.64,0.923838
6,466.271,1,9.90805,11.8623,37.0669,68.2132,0.110853,0.572433,0.642607,0.637843,0.826306
7,431.023,1,9.89183,11.8984,37.9035,66.507,0.0951913,0.512,0.65943,0.570504,0.742565
8,415.784,1,9.85813,11.6495,37.5333,67.4578,0.0907216,0.457947,0.609317,0.524417,0.766254
9,401.925,1,9.79602,11.2964,37.6284,66.6605,0.0849225,0.4096,0.653314,0.469053,0.822763
10,398.143,1,9.8686,11.239,39.0734,66.6305,0.0846929,0.366357,0.686869,0.451769,0.793259
11,391.499,1,9.86293,11.7106,39.4188,64.0137,0.0835003,0.32768,0.686631,0.4283,0.754676
12,370.707,1,9.93539,12.4427,38.4453,63.1796,0.0761882,0.293086,0.681745,0.419132,0.745771
13,366.986,1,9.93149,12.9349,37.8124,59.9385,0.0749601,0.262144,0.70734,0.406294,0.739942
14,362.559,1,9.86783,12.7777,37.583,61.1458,0.073808,0.234469,0.719815,0.380788,0.730025
15,346.757,1,9.92923,12.6285,37.6933,59.9942,0.0685055,0.224447,0.734395,0.377852,0.713683
16,340.814,1,9.98989,12.4568,37.9892,59.2454,0.0679456,0.20774,0.712521,0.351116,0.7449
17,332.676,1,9.929,12.5837,37.0486,60.2219,0.0639837,0.21838,0.73636,0.371202,0.705865
18,324.88,1,9.86661,12.5563,38.0798,57.863,0.0619265,0.225066,0.680476,0.334687,0.778664
19,319.272,1,9.8754,12.8671,38.1001,57.7319,0.0597357,0.226396,0.666109,0.3616,0.76646
20,315.442,1,9.88317,12.658,38.6568,59.1742,0.0591025,0.222788,0.675224,0.350124,0.752373
21,315.655,1,9.96384,13.4929,38.011,57.7213,0.0590228,0.221388,0.726098,0.349265,0.731728
22,305.162,1,9.94447,12.6974,38.328,59.2981,0.0569272,0.213427,0.697653,0.339122,0.718021
23,300.478,1,9.91724,12.599,37.6507,59.2179,0.0546856,0.21692,0.728615,0.36575,0.692756
24,302.629,1,9.91625,12.5309,38.0015,58.8634,0.0550885,0.215088,0.71591,0.368594,0.714229
25,304.381,1,9.8871,12.6429,37.5972,60.6283,0.0554274,0.219624,0.714973,0.384943,0.665122
26,298.252,1,9.94093,12.8093,37.8834,60.5042,0.0547586,0.214697,0.717605,0.348418,0.667906
27,294.344,1,9.96872,13.1112,37.2274,60.2675,0.0533537,0.210819,0.769804,0.350772,0.667875
28,295.128,1,10.062,12.8668,37.9533,53.9018,0.0550706,0.202872,0.763821,0.342544,0.597365
29,293.76,1,10.0299,12.5423,37.6907,53.947,0.0539109,0.204172,0.78152,0.344304,0.624694
30,292.491,1,10.0098,12.0825,38.3718,56.0251,0.0537757,0.213703,0.712848,0.354953,0.622046
31,295.157,1,10.0511,12.1274,38.6184,59.5411,0.0554337,0.213291,0.72106,0.346262,0.571465
32,291.887,1,10.0298,11.8107,38.8046,55.184,0.0545982,0.206333,0.735751,0.345882,0.561116
33,286.036,1,10.0041,11.7656,38.7437,56.6229,0.053571,0.203204,0.691244,0.33096,0.575205
