iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,778.709,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,771.839,1,5.15147,1.34864,27.3837,6.01249,51.611,1.46202,1.46202,0.99491,0.62,0.285
3,763.334,1,5.01723,1.90487,24.8926,7.77315,78.3842,1.425,1.425,1.03068,0.62,0.27075
4,763.541,1,4.17241,2.8905,23.0962,9.71684,96.0207,1.38892,1.38892,1.00458,0.62,0.257212
5,742.741,1,4.51652,1.87607,19.0152,9.74788,96.9208,1.35375,1.35375,0.979145,0.62,0.244352
6,730.499,1,4.43079,1.84044,23.0137,11.6413,123.12,1.31947,1.31947,0.954353,0.62,0.232134
7,717.318,1,4.25314,1.36745,19.1024,12.1048,142.934,1.28606,1.28606,0.930188,0.62,0.220528
8,706.833,1,4.24784,1.87116,16.8146,11.9831,127.078,1.2535,1.2535,0.906635,0.62,0.209501
9,712.732,1,4.1635,1.49567,17.8308,13.6142,124.695,1.22176,1.22176,0.987647,0.62,0.199026
10,698.403,1,4.00065,1.80265,17.0386,11.0941,129.371,1.19082,1.19082,0.962639,0.62,0.189075
11,687.532,1,3.98966,1.33994,15.1343,10.1056,147.766,1.16067,1.16067,0.938264,0.62,0.179621
12,674.678,1,3.87097,1.39676,18.2623,9.15559,141.763,1.13128,1.13128,0.914507,0.62,0.17064
13,672.405,1,3.56021,1.7084,18.5183,10.9588,154.167,1.10264,1.10264,0.891351,0.62,0.162108
14,655.632,1,3.65603,1.92294,18.4541,9.89082,153.083,1.07472,1.07472,0.868782,0.62,0.154003
15,643.984,1,3.57966,1.63835,19.4294,8.18831,154.638,1.04751,1.04751,0.846784,0.62,0.146302
16,636.906,1,3.52527,1.64362,20.0003,9.58389,162.249,1.02098,1.02098,0.825343,0.62,0.138987
17,627.947,1,3.56301,1.60429,17.9929,8.81152,157.559,0.995131,0.995131,0.804445,0.62,0.132038
18,614.69,1,3.53757,1.47741,18.4469,8.50476,163.467,0.969933,0.969933,0.784076,0.62,0.125436
19,587.065,1,3.52765,1.61201,20.9593,7.23309,168.065,0.945374,0.945374,0.764222,0.62,0.119164
20,575.689,1,3.42242,1.54571,21.6204,6.49009,178.044,0.921437,0.921437,0.744872,0.62,0.113206
21,567.69,1,3.25753,1.64599,20.3069,6.26334,177.905,0.898105,0.898105,0.726011,0.62,0.107546
22,558.85,1,3.04877,1.78593,19.0135,5.37785,178.739,0.875365,0.875365,0.707628,0.62,0.102168
23,540.805,1,3.14318,1.72783,21.8526,5.1036,181.811,0.8532,0.8532,0.689711,0.62,0.0970601
24,534.071,1,3.26135,1.64942,23.1271,4.48852,183.87,0.831597,0.831597,0.672247,0.62,0.0922071
25,530.812,1,3.18873,1.7718,21.8104,4.61358,179.992,0.81054,0.81054,0.655225,0.62,0.0875967
26,523.631,1,3.13961,1.82731,22.6896,5.02844,181.046,0.790017,0.790017,0.638634,0.62,0.0832169
27,511.169,1,3.24886,1.66635,22.1144,5.49588,177.722,0.770013,0.770013,0.622464,0.62,0.079056
28,503.779,1,3.21006,1.57757,20.5929,5.33471,175.154,0.750516,0.750516,0.606703,0.62,0.0751032
29,491.283,1,3.2196,1.69937,21.9567,5.54966,173.649,0.731512,0.731512,0.591341,0.62,0.0713481
30,485.112,1,3.25905,1.66476,21.4811,5.60682,174.666,0.71299,0.71299,0.576368,0.62,0.0677807
31,479.073,1,3.14813,1.77385,21.136,5.29585,174.393,0.694937,0.694937,0.561774,0.62,0.0643916
32,467.935,1,3.06984,2.02501,22.4829,5.13623,171.668,0.677341,0.677341,0.547549,0.62,0.061172
33,451.807,1,3.23801,1.57651,21.5028,4.64468,171.869,0.66019,0.66019,0.533685,0.62,0.0581134
34,452.439,1,3.27137,1.6184,21.6942,4.66207,171.836,0.643474,0.643474,0.520172,0.62,0.0552078
35,438.535,1,3.23851,1.65827,21.3524,5.14472,169.117,0.627181,0.627181,0.507001,0.62,0.0524474
36,427.859,1,3.26364,1.54935,21.0091,5.12909,168.886,0.6113,0.6113,0.494163,0.62,0.049825
37,426.101,1,3.30829,1.57986,21.4599,5.04719,166.973,0.595821,0.595821,0.481651,0.62,0.0473338
38,422.854,1,3.33716,1.62437,22.0637,4.94992,165.473,0.580735,0.580735,0.469455,0.62,0.0455049
39,402.33,1,3.34278,1.52059,21.574,5.12912,166.152,0.56603,0.56603,0.457568,0.62,0.0432296
40,394.363,1,3.30936,1.59067,21.4493,4.8755,162.906,0.551698,0.551698,0.445982,0.62,0.0410681
41,385.63,1,3.28528,1.52023,21.1426,4.58473,166.979,0.537729,0.537729,0.43469,0.62,0.0390147
42,377.077,1,3.22898,1.59183,21.5852,4.85691,170.599,0.524113,0.524113,0.423683,0.62,0.037064
43,368.776,1,3.25271,1.66313,22.106,4.81741,170.399,0.510842,0.510842,0.412955,0.62,0.0353094
44,362.06,1,3.25393,1.7251,22.492,4.86736,170.865,0.497908,0.497908,0.402499,0.62,0.0339358
45,364.113,1,3.31661,1.5936,22.0281,4.84753,169.23,0.4853,0.4853,0.392307,0.62,0.0348349
46,358.783,1,3.33283,1.6178,22.4676,4.75829,169.461,0.473012,0.473012,0.382374,0.62,0.0338253
47,354.653,1,3.21675,1.67954,21.196,4.75927,167.442,0.461035,0.461035,0.372692,0.62,0.0331193
48,351.032,1,3.23052,1.68108,21.5787,4.72842,166.919,0.449362,0.449362,0.363255,0.62,0.0327416
49,351.072,1,3.26097,1.61221,21.2195,4.76948,165.615,0.437984,0.437984,0.354057,0.62,0.0333709
50,346.165,1,3.20657,1.68887,20.9871,4.84158,167.103,0.426894,0.426894,0.345093,0.62,0.0325217
51,343.621,1,3.18078,1.72822,20.8173,5.0452,164.753,0.416084,0.416084,0.336355,0.62,0.0318921
52,343.782,1,3.23714,1.69026,21.2152,4.94521,162.79,0.405549,0.405549,0.327838,0.62,0.0322337
53,346.434,1,3.29657,1.64414,21.4927,4.86069,162.568,0.39528,0.39528,0.339259,0.62,0.0327298
54,348.166,1,3.34428,1.55606,21.4182,4.56287,161.869,0.385271,0.385271,0.332771,0.62,0.0333563
55,344.676,1,3.29368,1.61227,21.3834,4.66716,162.343,0.375516,0.375516,0.324345,0.62,0.0328639
56,342.871,1,3.30797,1.61664,21.5519,4.61581,163.041,0.366008,0.366008,0.324464,0.62,0.0326901
57,348.757,1,3.32237,1.59207,21.8854,4.53554,161.481,0.35674,0.35674,0.316249,0.62,0.0344024
58,348.879,1,3.34339,1.56991,21.6431,4.54292,161.67,0.347707,0.347707,0.308241,0.62,0.034911
59,346.151,1,3.32638,1.56801,21.0547,4.62041,159.775,0.338903,0.338903,0.300436,0.62,0.0344092
60,344.092,1,3.33625,1.53528,21.3281,4.5545,160.867,0.330322,0.330322,0.292829,0.62,0.0339984
