iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,802.738,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,788.575,1,5.61868,0.540251,27.0398,6.98757,34.643,1.46202,1.46202,1.00059,0.62,0.285
3,769.711,1,5.80874,0.299223,27.1693,8.56824,30.3126,1.425,1.425,1.01848,0.62,0.27075
4,766.303,1,5.75099,0.0150916,24.6157,8.94103,40.922,1.38892,1.38892,0.992694,0.62,0.257212
5,749.166,1,5.40312,0.249707,21.3637,8.19772,35.2953,1.35375,1.35375,0.967558,0.62,0.244352
6,741.008,1,5.71662,-0.0726012,23.2258,9.5511,31.6554,1.31947,1.31947,1.1016,0.62,0.232134
7,732.924,1,5.73711,0.161377,20.4202,11.3824,30.4684,1.28606,1.28606,1.0737,0.62,0.220528
8,718.05,1,5.81297,0.381227,19.0201,10.2458,35.4195,1.2535,1.2535,1.04652,0.62,0.209501
9,697.904,1,5.90505,0.606377,22.7722,13.0687,32.0436,1.22176,1.22176,1.02002,0.62,0.199026
10,692.895,1,5.76966,0.720959,19.172,14.7116,29.9908,1.19082,1.19082,0.99419,0.62,0.189075
11,686.188,1,5.63478,0.709917,16.6813,16.7397,28.8661,1.16067,1.16067,0.969017,0.62,0.179621
12,668.348,1,5.80742,0.792064,17.3476,18.4268,27.7385,1.13128,1.13128,0.944481,0.62,0.17064
13,663.365,1,5.6994,-0.380537,16.0911,20.1099,26.8717,1.10264,1.10264,0.920566,0.62,0.162108
14,650.42,1,5.57377,0.127191,15.8538,20.6587,27.0816,1.07472,1.07472,0.897257,0.62,0.154003
15,634.645,1,5.56686,0.43666,14.558,18.9647,25.8545,1.04751,1.04751,0.874538,0.62,0.146302
16,628.793,1,5.45387,0.63135,14.2357,22.0298,26.5009,1.02098,1.02098,0.852394,0.62,0.138987
17,613.858,1,5.47847,0.197335,12.1072,22.2474,27.536,0.995131,0.995131,0.830811,0.62,0.132038
18,604.549,1,5.61068,0.404085,11.4584,23.7104,27.7081,0.969933,0.969933,0.809774,0.62,0.125436
19,592.112,1,5.44202,0.341964,11.4841,23.8843,26.4959,0.945374,0.945374,0.78927,0.62,0.119164
20,577.526,1,5.35865,0.487172,11.9061,23.1285,25.6886,0.921437,0.921437,0.769285,0.62,0.113206
21,577.932,1,5.42449,0.543825,10.7672,21.9267,26.2305,0.898105,0.898105,0.77092,0.62,0.107546
22,567.726,1,5.40972,0.686907,11.4138,23.9654,26.3944,0.875365,0.875365,0.818567,0.62,0.102168
23,550.869,1,5.38909,0.44268,10.6679,26.8949,24.8788,0.8532,0.8532,0.79784,0.62,0.0970601
24,545.782,1,5.3769,0.709844,10.6203,25.251,25.1704,0.831597,0.831597,0.77861,0.62,0.0922071
25,534.176,1,5.35792,0.603041,10.1398,26.2436,26.4879,0.81054,0.81054,0.758895,0.62,0.0875967
26,528.208,1,5.39806,0.260978,9.8139,23.5674,26.881,0.790017,0.790017,0.739679,0.62,0.0832169
27,524.402,1,5.44643,0.266496,10.2105,25.9191,26.209,0.770013,0.770013,0.758907,0.62,0.079056
28,510.933,1,5.39597,0.337779,9.79481,26.3752,26.035,0.750516,0.750516,0.739691,0.62,0.0751032
29,493.268,1,5.45965,0.302531,11.4746,26.0192,24.7841,0.731512,0.731512,0.720962,0.62,0.0713481
30,481.544,1,5.46776,0.0739876,11.027,27.6835,25.0164,0.71299,0.71299,0.702707,0.62,0.0677807
31,479.091,1,5.40818,0.0224473,10.5977,26.4673,24.5474,0.694937,0.694937,0.69025,0.62,0.0643916
32,469.368,1,5.39575,-0.024147,11.2438,23.4752,23.7994,0.677341,0.677341,0.714287,0.62,0.061172
33,460.066,1,5.36858,0.353292,11.6603,23.3387,23.6042,0.66019,0.66019,0.696201,0.62,0.0581134
34,456.679,1,5.39447,0.4543,12.305,21.7779,23.8624,0.643474,0.643474,0.678572,0.62,0.0552078
35,453.682,1,5.35672,0.574555,12.2914,23.2168,23.3031,0.627181,0.627181,0.66139,0.62,0.0524474
36,445.591,1,5.40408,0.371581,12.4338,23.7595,23.5398,0.6113,0.6113,0.648356,0.62,0.049825
37,434.722,1,5.43144,0.242385,12.7957,22.173,23.7237,0.595821,0.595821,0.63194,0.62,0.0473338
38,416.15,1,5.45924,0.170315,13.1466,21.368,23.8349,0.580735,0.580735,0.615938,0.62,0.0449671
39,418.151,1,5.40692,0.284803,13.0175,21.4195,22.9597,0.56603,0.56603,0.600343,0.62,0.0427187
40,414.811,1,5.387,0.303949,12.6478,20.0392,22.9059,0.551698,0.551698,0.585142,0.62,0.0405828
41,401.9,1,5.38004,0.3484,12.9778,18.6077,23.0848,0.537729,0.537729,0.570325,0.62,0.0385536
42,402.975,1,5.41191,0.348819,13.2457,18.6357,23.3373,0.524113,0.524113,0.555884,0.62,0.0390568
43,398.71,1,5.41092,0.280636,13.2219,19.2926,23.465,0.510842,0.510842,0.585335,0.62,0.0375118
44,402.117,1,5.3801,0.202108,13.2155,19.0995,22.8967,0.497908,0.497908,0.570514,0.62,0.0383605
45,401.753,1,5.40547,0.194097,13.5422,19.2122,22.6462,0.4853,0.4853,0.589327,0.62,0.0383133
46,398.959,1,5.39105,0.192101,13.6948,19.1306,22.6285,0.473012,0.473012,0.611471,0.62,0.0375643
47,401.935,1,5.41124,0.0545465,13.7126,17.5382,22.7081,0.461035,0.461035,0.595988,0.62,0.03831
48,398.67,1,5.3937,0.143423,14.2224,17.8518,22.1049,0.449362,0.449362,0.608238,0.62,0.0386006
49,395.347,1,5.43462,-0.071154,14.9761,17.3275,21.9409,0.437984,0.437984,0.660895,0.62,0.0373792
50,382.014,1,5.41927,-0.0543237,14.6188,16.8281,22.0266,0.426894,0.444221,0.644161,0.62,0.0355102
51,382.507,1,5.43983,-0.073762,14.2213,18.5274,22.3062,0.416084,0.452808,0.684551,0.62,0.0347849
52,374.013,1,5.39163,0.0268153,14.2599,16.3326,22.463,0.405549,0.441343,0.667218,0.62,0.0338156
53,376.355,1,5.37956,-0.121553,14.5475,15.8928,22.4543,0.39528,0.439125,0.691569,0.62,0.0337137
54,377.529,1,5.3725,-0.137089,14.8989,14.5662,22.1867,0.385271,0.429574,0.685728,0.62,0.0342029
55,371.703,1,5.37936,-0.0736949,15.6188,13.5674,21.6624,0.375516,0.418697,0.668365,0.62,0.0340603
56,371.104,1,5.37867,-0.136618,15.3587,14.3726,21.4932,0.366008,0.408095,0.651442,0.62,0.0341329
57,368.129,1,5.39298,0.00155698,15.6448,15.496,20.7711,0.35674,0.397762,0.638937,0.62,0.0339539
58,369.999,1,5.39734,0.0223568,15.4804,15.9344,20.978,0.347707,0.387691,0.624279,0.62,0.0347296
59,362.138,1,5.39699,-0.00921354,15.5973,14.675,21.1829,0.338903,0.377874,0.646852,0.62,0.0338107
60,362.809,1,5.36571,0.0943473,16.2678,13.3134,20.8188,0.330322,0.368306,0.662324,0.62,0.0335914
61,362.742,1,5.33834,0.00314808,16.696,12.6052,20.77,0.321958,0.35898,0.688651,0.62,0.0333651
62,350.631,1,5.36607,0.00301827,16.8546,11.5073,21.2163,0.313806,0.376358,0.671214,0.62,0.0316968
63,345.449,1,5.3918,-0.0156713,17.1043,11.3902,20.9386,0.30586,0.366829,0.654218,0.62,0.031011
64,350.017,1,5.40464,-0.0537038,17.0796,12.2435,20.8814,0.298116,0.357541,0.655828,0.62,0.0318763
65,352.197,1,5.41665,-0.0667104,17.2308,12.1109,20.7182,0.290567,0.380977,0.641205,0.62,0.0321704
66,352.734,1,5.35811,-0.0369893,16.98,12.7403,20.2084,0.28321,0.371331,0.655706,0.62,0.0322879
67,350.075,1,5.37904,-0.0432154,17.6412,11.6889,20.1176,0.276039,0.392799,0.738972,0.62,0.0311635
68,352.562,1,5.37924,-0.0526371,17.5522,12.3605,19.9918,0.269049,0.40483,0.732814,0.62,0.0315843
69,350.11,1,5.33664,-0.014153,17.1797,12.0208,19.781,0.262237,0.401063,0.747747,0.62,0.0312101
70,344.574,1,5.33713,-0.0382009,17.4475,10.8684,19.9742,0.255597,0.404338,0.740485,0.62,0.0301794
