simulations, -2LL
1000,595.301
2000,594.756
3000,594.854
4000,594.902
5000,595.064
6000,595.087
7000,595.362
8000,595.361
9000,595.286
10000,595.241
11000,595.239
12000,595.317
13000,595.391
14000,595.368
15000,595.367
16000,595.433
17000,595.523
18000,595.577
19000,595.589
20000,595.571
21000,595.56
22000,595.609
23000,595.632
24000,595.589
25000,595.624
26000,595.669
27000,595.667
28000,595.621
29000,595.624
30000,595.658
