popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
5.44458,6.11814,5.44458,4.92272,6.02177,3.96258,4.07288,3.96258,3.58276,4.38266,All
5.65663,6.35259,5.65663,5.11444,6.2563,4.18365,4.26879,4.18365,3.78265,4.62716,All
5.87693,6.58664,5.87693,5.31363,6.49996,4.41705,4.47562,4.41705,3.99368,4.88531,All
6.07131,6.79314,6.07131,5.48937,6.71493,4.66348,4.69512,4.66348,4.21648,5.15786,All
6.10582,6.82981,6.10582,5.52057,6.75311,4.92365,4.93669,4.92365,4.45172,5.44562,All
6.34362,7.06022,6.34362,5.73558,7.01611,5.07973,5.08341,5.07973,4.59284,5.61824,All
6.59068,7.2879,6.59068,5.95896,7.28937,5.19834,5.19616,5.19834,4.70008,5.74943,All
6.69803,7.38554,6.69803,6.05602,7.4081,5.48836,5.47562,5.48836,4.9623,6.07019,All
6.84736,7.52136,6.84736,6.19104,7.57326,5.79455,5.77562,5.79455,5.23914,6.40884,All
7.11404,7.76031,7.11404,6.43216,7.86821,6.11783,6.09641,6.11783,5.53143,6.76639,All
7.32475,7.95179,7.32475,6.62267,8.10126,6.19689,6.17578,6.19689,5.60291,6.85383,All
7.39111,8.01288,7.39111,6.68267,8.17465,6.45914,6.43942,6.45914,5.84003,7.14388,All
7.67897,8.27901,7.67897,6.94293,8.49302,6.81949,6.80448,6.81949,6.16584,7.54244,All
7.95148,8.54601,7.95148,7.18933,8.79443,7.19995,7.19164,7.19995,6.50983,7.96323,All
7.97803,8.57298,7.97803,7.21334,8.8238,7.31404,7.30791,7.31404,6.61299,8.08941,All
8.28875,8.904,8.28875,7.49427,9.16745,7.60163,7.60084,7.60163,6.87301,8.40749,All
8.5782,9.23075,8.5782,7.75598,9.48759,8.02572,8.03077,8.02572,7.25646,8.87654,All
8.61156,9.26975,8.61156,7.78614,9.52449,8.43119,8.43836,8.43119,7.62306,9.325,All
8.94695,9.67697,8.94695,8.08939,9.89543,8.47348,8.48055,8.47348,7.66129,9.37176,All
9.20493,10.0025,9.20493,8.32263,10.1808,8.94621,8.95125,8.94621,8.08871,9.89461,All
9.29541,10.1189,9.29541,8.40444,10.2808,9.44531,9.44318,9.44531,8.53998,10.4466,All
9.65743,10.591,9.65743,8.73176,10.6812,9.54835,9.54432,9.54835,8.63314,10.5606,All
9.83165,10.8209,9.83165,8.88928,10.8739,9.97227,9.95956,9.97227,9.01642,11.0294,All
10.0335,11.0876,10.0335,9.07183,11.0972,10.5286,10.5029,10.5286,9.51944,11.6448,All
10.4243,11.6006,10.4243,9.42515,11.5294,10.6655,10.6365,10.6655,9.64321,11.7962,All
10.4584,11.6447,10.4584,9.45594,11.5671,11.116,11.0765,11.116,10.0505,12.2944,All
10.8303,12.1185,10.8303,9.79222,11.9784,11.7362,11.685,11.7362,10.6112,12.9803,All
