parameter,mn,sd,med,q2.5,q97.5
CLHat,10.867709347053484,1.0631466272230612,10.846757932076557,8.78899931040493,13.040025556975605
QHat,26.412717561783538,13.134911007444,25.737779582098483,4.444177808412623,48.757358998574375
V1Hat,52.86848810270023,11.079289488422729,52.80345538592263,32.134367023410874,75.62177506816
V2Hat,52.61817767744312,39.61234263146046,41.44696364854484,11.85675286261027,179.61165961225882
omega[1],0.0930610799981492,0.05673133701776173,0.08020333991792836,0.02920544972721618,0.2310001734798791
omega[2],0.9314964549741371,1.584845490194926,0.4891398480507946,0.01777931637738948,4.633395433924472
omega[3],0.13666146017114533,0.12795518538270675,0.09976379040559206,0.008367273035442057,0.47129583811701126
omega[4],1.4013407877715276,2.0844911547020497,0.9162116900489926,0.11717170562270653,5.413937416937924
b,0.0929100343743354,0.00817368218685501,0.09238199006262485,0.07834153610747363,0.11034712515148608
