iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1469.59,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1454.74,1,4.79733,0.597154,0.795304,55.626,15.0915,65.8957,0.974679,0.974679,1.10874,0.974679,0.998743,0.974679,0.974679
3,1444.11,1,3.96471,0.559799,0.988945,58.6235,14.2895,70.2777,0.95,0.95,1.08067,0.95,0.998743,0.95,0.95
4,1429.54,1,2.81056,0.686895,1.25047,61.3338,16.8901,73.4507,0.925945,0.925945,1.06524,0.925945,0.998743,0.925945,0.925945
5,1421.68,1,4.79549,0.762991,0.735442,62.4052,13.2416,74.1629,0.9025,0.9025,1.04995,0.9025,0.998743,0.9025,0.9025
6,1415.79,1,3.19098,0.53859,1.07237,63.1644,12.6361,75.1048,0.879648,0.879648,1.0459,0.879648,0.998743,0.879648,0.879648
7,1399.88,1,3.15724,0.854604,1.15819,56.0384,14.3764,66.562,0.857375,0.857375,1.01942,0.857375,0.998743,0.857375,0.857375
8,1371.62,1,3.18601,0.940333,1.13264,57.4488,15.9111,67.3634,0.835666,0.835666,0.99361,0.835666,0.998743,0.835666,0.835666
9,1368.07,1,4.40363,0.622886,0.851861,65.8371,14.8196,77.1888,0.814506,0.814506,0.968451,0.814506,0.998743,0.814506,0.814506
10,1357.7,1,4.85025,0.846887,0.764565,60.7248,16.0265,71.7078,0.793882,0.793882,0.943929,0.793882,0.998743,0.793882,0.793882
11,1346.89,1,4.50366,0.667575,0.867689,61.6842,15.2121,72.3474,0.773781,0.773781,0.920028,0.773781,0.998743,0.773781,0.773781
12,1336.77,1,5.04341,0.5968,0.755007,57.0354,14.9771,66.8741,0.754188,0.754188,1.02959,0.754188,0.998743,0.754188,0.754188
13,1336.99,1,5.20787,0.716212,0.689623,57.701,16.5896,67.5056,0.735092,0.735092,1.08129,0.735092,0.998743,0.735092,0.735092
14,1319.5,1,3.68118,0.471476,0.993494,58.9576,14.5472,68.895,0.716479,0.716479,1.05391,0.716479,0.998743,0.716479,0.716479
15,1306.35,1,3.79293,0.667271,0.997876,60.3808,15.3435,70.5104,0.698337,0.698337,1.02976,0.698337,0.998743,0.698337,0.698337
16,1296.02,1,5.03594,0.710466,0.729635,55.6691,18.5219,65.1801,0.680655,0.680655,1.00369,0.680655,0.998743,0.680655,0.680655
17,1283.09,1,4.40409,0.698088,0.889379,52.9686,16.7264,61.9977,0.66342,0.66342,0.984315,0.66342,0.998743,0.66342,0.66342
18,1276.99,1,4.78287,0.475195,0.802503,53.4701,18.1377,62.4176,0.646622,0.646622,0.959391,0.646622,0.998743,0.646622,0.646622
19,1259.78,1,4.76757,0.610959,0.826831,55.7297,18.2526,64.7999,0.630249,0.630249,0.970042,0.630249,0.998743,0.630249,0.630249
20,1257.51,1,4.69953,0.495742,0.834759,49.6943,15.6286,57.753,0.614291,0.614291,0.946528,0.614291,0.998743,0.614291,0.614291
21,1235.6,1,4.70385,0.531751,0.811935,48.2579,19.5653,56.3309,0.598737,0.598737,0.922561,0.598737,0.998743,0.598737,0.598737
22,1228.71,1,4.08958,0.557157,0.945905,51.073,15.9503,60.0878,0.583577,0.583577,0.899201,0.583577,0.998743,0.583577,0.583577
23,1217.91,1,4.96529,0.764314,0.751142,50.9628,13.0595,60.2027,0.5688,0.5688,0.919606,0.5688,0.998743,0.5688,0.5688
24,1200.8,1,4.72878,0.698707,0.824521,54.5851,12.8488,64.3477,0.554398,0.554398,0.896321,0.554398,0.998743,0.554398,0.554398
25,1194.34,1,5.24606,0.583154,0.721141,51.3197,13.3772,60.3809,0.54036,0.54036,0.873626,0.54036,0.998743,0.54036,0.54036
26,1175.6,1,5.00996,0.730885,0.768292,51.4253,13.8346,60.6343,0.526678,0.526678,0.851505,0.526678,0.998743,0.526678,0.526678
27,1163.2,1,5.08565,0.624415,0.756759,50.1285,14.3789,59.1432,0.513342,0.513342,0.829945,0.513342,0.998743,0.513342,0.513342
28,1157.35,1,4.8413,0.790642,0.803529,52.4746,15.471,61.5176,0.500344,0.500344,0.80893,0.500344,0.998743,0.500344,0.500344
29,1142.73,1,5.85842,0.584667,0.627615,50.7748,18.1792,59.2171,0.487675,0.487675,0.788447,0.487675,0.998743,0.487675,0.487675
30,1133.5,1,5.75119,0.713811,0.668733,50.2652,15.1991,58.6005,0.475327,0.475327,0.768483,0.475327,0.998743,0.475327,0.475327
31,1126.57,1,5.05779,0.643028,0.786819,53.1511,13.3316,61.6084,0.463291,0.463291,0.749025,0.463291,0.998743,0.463291,0.463291
32,1111.9,1,4.03536,0.619784,0.997336,52.4883,12.6098,61.0808,0.45156,0.45156,0.735068,0.45156,0.998743,0.45156,0.45156
33,1098.55,1,4.57188,1.00504,0.868006,48.7041,12.0327,56.6914,0.440127,0.440127,0.812519,0.440127,0.998743,0.440127,0.440127
34,1092.32,1,4.3498,0.992527,0.879974,49.9337,12.0529,58.172,0.428982,0.428982,0.931129,0.428982,0.998743,0.428982,0.428982
35,1085.62,1,4.75177,0.726938,0.812255,46.9825,13.2815,54.6255,0.41812,0.41812,0.991714,0.41812,0.998743,0.41812,0.41812
36,1079.85,1,5.71046,0.736536,0.628199,45.9866,14.093,53.4281,0.407533,0.407533,1.01419,0.407533,0.998743,0.407533,0.407533
37,1066.71,1,5.66561,0.728362,0.628649,45.1353,11.674,52.4313,0.397214,0.397214,0.988507,0.397214,0.998743,0.397214,0.397214
38,1058.19,1,5.66565,0.655051,0.65337,51.5277,10.3504,59.7459,0.387157,0.387157,0.963478,0.387157,0.998743,0.387157,0.387157
39,1037.95,1,5.48888,0.618776,0.671555,47.1646,12.6638,54.7296,0.377354,0.377354,0.939082,0.377354,0.998743,0.377354,0.377354
40,1041.94,1,5.05708,0.634282,0.76469,47.8574,12.9944,55.6608,0.367799,0.367799,0.954143,0.367799,0.998743,0.367799,0.367799
