Cl_pop,1,-0.0183,0.031,-0.0277,0.000712,0.00993,0.012,-0.0176,0.0199,-0.0194
V1_pop,-0.0183,1,-0.377,0.159,0.0105,-0.267,-0.29,0.0418,-0.143,0.173
Q_pop,0.031,-0.377,1,-0.159,-0.00478,0.135,0.399,-0.0188,0.161,-0.192
V2_pop,-0.0277,0.159,-0.159,1,0.0414,-0.111,0.0268,-0.0825,-0.0328,0.0462
omega_Cl,0.000712,0.0105,-0.00478,0.0414,1,-0.0182,0.00895,-0.021,0.0202,-0.0219
omega_V1,0.00993,-0.267,0.135,-0.111,-0.0182,1,0.0335,0.0664,0.0349,-0.072
omega_Q,0.012,-0.29,0.399,0.0268,0.00895,0.0335,1,-0.2,0.193,-0.208
omega_V2,-0.0176,0.0418,-0.0188,-0.0825,-0.021,0.0664,-0.2,1,-0.404,0.343
a,0.0199,-0.143,0.161,-0.0328,0.0202,0.0349,0.193,-0.404,1,-0.973
b,-0.0194,0.173,-0.192,0.0462,-0.0219,-0.072,-0.208,0.343,-0.973,1
