Cl_pop,0.00515,-0.000142,0.000652,-0.00106,-1.61e-5,6.02e-5,0.000252,-0.0027,0.000152,-4.67e-5
V1_pop,-0.000142,0.00687,-0.00791,0.00301,4.21e-5,-5.61e-5,-0.00611,0.00462,-0.000665,0.000248
Q_pop,0.000652,-0.00791,0.0626,-0.00664,1.59e-5,-0.000394,0.0182,-0.0043,0.00172,-0.000658
V2_pop,-0.00106,0.00301,-0.00664,0.04,0.000526,-0.0013,-0.0019,0.0849,-0.0039,0.00114
omega_Cl,-1.61e-5,4.21e-5,1.59e-5,0.000526,0.0027,-5.75e-5,8.16e-5,0.00102,-2.89e-5,5.99e-6
omega_V1,6.02e-5,-5.61e-5,-0.000394,-0.0013,-5.75e-5,0.00303,-0.000972,-0.00346,0.000297,-0.000108
omega_Q,0.000252,-0.00611,0.0182,-0.0019,8.16e-5,-0.000972,0.04,-0.00452,0.00101,-0.000393
omega_V2,-0.0027,0.00462,-0.0043,0.0849,0.00102,-0.00346,-0.00452,0.278,-0.0113,0.00322
a,0.000152,-0.000665,0.00172,-0.0039,-2.89e-5,0.000297,0.00101,-0.0113,0.00119,-0.0004
b,-4.67e-5,0.000248,-0.000658,0.00114,5.99e-6,-0.000108,-0.000393,0.00322,-0.0004,0.000142
