parameter,value,se_sa,rse_sa
Cl_pop,5.18207466839149,0.35262040622587,6.80461839688859
V1_pop,21.0127611365753,1.72504365229822,8.2095048865119
Q_pop,5.76621220637207,1.17896989889817,20.4461760459549
V2_pop,22.7517302584489,2.23747500185362,9.83430700187179
omega_Cl,0.252960624822,0.0487050944707313,19.2540220459225
omega_V1,0.272244895203678,0.0649532394816141,23.8583865578158
omega_Q,0.593670725497838,0.141957288789523,23.9117885879383
omega_V2,0.277405427709279,0.0706750043859019,25.4771526893012
corr_V2_V1,0.998611707327801,0.00365346641093273,0.365854554290084
a1,0.30238475193767,0.0226829587587063,7.50135667005521
a2,0.0644172753925321,0.00659603261387086,10.2395398962117
