iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,800.234,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,782.322,1,5.42474,0.282398,27.5274,5.58552,24.5683,1.46202,1.46202,0.974679,0.62,0.285
3,768.92,1,5.74296,0.273884,29.0938,6.45682,31.4781,1.425,1.425,1.16029,0.62,0.27075
4,767.368,1,5.62772,0.222407,32.0969,6.03663,31.4781,1.38892,1.38892,1.13091,0.62,0.257212
5,757.955,1,5.90221,0.815334,26.8456,5.55913,27.8384,1.35375,1.35375,1.12502,0.62,0.244352
6,745.313,1,5.72067,0.425152,31.8895,6.81958,33.4061,1.31947,1.31947,1.14067,0.62,0.232134
7,730.077,1,5.53778,0.323964,25.8589,8.28454,41.3401,1.28606,1.28606,1.11179,0.62,0.220528
8,716.83,1,5.60441,0.394751,23.3339,7.98171,39.9836,1.2535,1.2535,1.1807,0.62,0.209501
9,720.912,1,5.41262,0.389439,21.2766,8.90335,42.3576,1.22176,1.22176,1.22569,0.62,0.199026
10,705.202,1,5.20267,-0.148756,18.8115,10.2122,33.9523,1.19082,1.19082,1.19465,0.62,0.189075
11,688.381,1,5.44402,0.289887,17.4505,12.9553,31.3528,1.16067,1.16067,1.1644,0.62,0.179621
12,671.59,1,5.55929,0.423064,17.9016,13.4519,33.7043,1.13128,1.13128,1.13492,0.62,0.17064
13,666.663,1,5.09984,-0.252501,14.2667,13.6668,33.9676,1.10264,1.10264,1.10618,0.62,0.162108
14,658.599,1,5.04041,-0.223778,12.7545,14.9682,33.0388,1.07472,1.07472,1.07817,0.62,0.154003
15,644.43,1,5.65453,0.611066,13.7049,16.6758,34.794,1.04751,1.04751,1.05087,0.62,0.146302
16,628.829,1,5.74012,0.556661,12.7301,22.2921,31.2874,1.02098,1.02098,1.02426,0.62,0.138987
17,625.881,1,5.52426,0.304931,12.7002,23.0152,32.8517,0.995131,0.995131,0.998329,0.62,0.132038
18,613.553,1,5.72438,0.672897,13.3675,22.8372,31.7225,0.969933,0.969933,0.973051,0.62,0.125436
19,599.749,1,5.63377,0.585644,12.8228,20.6137,29.8885,0.945374,0.945374,0.948412,0.62,0.119164
20,587.845,1,5.6036,0.717819,11.9098,20.7907,28.8844,0.921437,0.921437,0.924398,0.62,0.113206
21,577.977,1,5.91221,1.33319,11.1279,21.2622,27.711,0.898105,0.898105,0.900992,0.62,0.107546
22,573.59,1,5.60015,1.0019,12.2802,21.3567,26.7584,0.875365,0.875365,0.878178,0.62,0.102168
23,559.451,1,5.67365,0.837036,11.7856,22.8491,25.9432,0.8532,0.8532,0.855942,0.62,0.0970601
24,545.409,1,5.67327,0.870197,11.7367,19.8085,26.2674,0.831597,0.831597,0.834269,0.62,0.0922071
25,534.157,1,5.54829,0.67116,10.1433,25.4227,27.4269,0.81054,0.81054,0.813145,0.62,0.0875967
26,520.735,1,5.49597,0.577516,9.14489,25.4365,27.9304,0.790017,0.790017,0.792556,0.62,0.0832169
27,512.195,1,5.5405,0.743315,9.31172,30.8135,28.4323,0.770013,0.770013,0.772488,0.62,0.079056
28,505.161,1,5.4791,0.527317,9.0389,29.8402,28.2768,0.750516,0.750516,0.752928,0.62,0.0751032
29,498.352,1,5.38155,0.2389,10.0296,28.775,27.4484,0.731512,0.731512,0.733863,0.62,0.0713481
30,492.526,1,5.23073,-0.0252317,10.0912,30.0282,27.7915,0.71299,0.71299,0.715282,0.62,0.0677807
31,478.049,1,5.29914,0.08764,9.71459,29.8256,27.8349,0.694937,0.694937,0.69717,0.62,0.0643916
32,472.622,1,5.19816,-0.105486,10.1179,28.4359,27.998,0.677341,0.677341,0.679518,0.62,0.061172
33,454.708,1,5.22772,0.0114823,9.89737,29.2692,27.5824,0.66019,0.66019,0.662312,0.62,0.0581134
34,455.929,1,5.34569,0.169865,10.3616,29.155,27.2592,0.643474,0.643474,0.645542,0.62,0.0552078
35,443.142,1,5.38476,0.264138,9.6232,30.2847,27.9513,0.627181,0.627181,0.629196,0.62,0.0524474
36,440.382,1,5.34936,0.148632,9.93148,33.0155,28.126,0.6113,0.6113,0.613265,0.62,0.049825
37,435.883,1,5.33299,0.126792,9.44226,32.2308,28.4337,0.595821,0.595821,0.597736,0.62,0.0473338
38,428.601,1,5.17862,-0.138875,9.74351,31.6737,28.4781,0.580735,0.589575,0.582601,0.62,0.0449671
39,411.808,1,5.20972,-0.111838,10.1397,32.2592,27.8162,0.56603,0.574647,0.56785,0.62,0.0427187
40,403.38,1,5.18094,-0.204814,9.81031,29.0683,27.9792,0.551698,0.591287,0.553471,0.62,0.0405828
41,398.925,1,5.24754,-0.0399502,10.1363,26.4121,27.3617,0.537729,0.576315,0.539457,0.62,0.0385536
42,396.992,1,5.23824,-0.0290754,11.0551,27.0131,26.8914,0.524113,0.586323,0.525798,0.62,0.0366646
43,388.255,1,5.27526,0.0583716,11.1094,25.6741,26.9334,0.510842,0.571477,0.512484,0.62,0.0355793
44,381.57,1,5.24232,0.0320968,10.8219,24.8164,26.481,0.497908,0.557007,0.499508,0.62,0.0343962
45,378.299,1,5.28022,0.0972865,11.1059,24.6032,26.3052,0.4853,0.542903,0.48686,0.62,0.0343366
46,382.187,1,5.23899,0.0217792,11.5343,23.2242,25.7811,0.473012,0.539975,0.474532,0.62,0.0351471
47,383.185,1,5.22944,0.0584696,11.3935,23.0737,25.4135,0.461035,0.526303,0.462517,0.62,0.0354475
48,382.901,1,5.15393,-0.0583893,11.9001,22.6468,25.1356,0.449362,0.512976,0.468996,0.62,0.0350652
49,384.129,1,5.23844,0.085927,12.0429,23.1382,25.2436,0.437984,0.512445,0.457121,0.62,0.0352606
50,378.661,1,5.23444,0.0509366,12.2322,22.4767,25.2732,0.426894,0.517699,0.445547,0.62,0.0348753
51,378.5,1,5.28358,0.158623,12.1743,24.0758,24.9326,0.416084,0.50459,0.434265,0.62,0.0351917
52,372.978,1,5.26446,0.219391,12.0758,23.7122,24.4164,0.405549,0.491814,0.423269,0.62,0.0346892
53,369.851,1,5.29531,0.204037,12.2294,24.0848,24.4164,0.39528,0.479361,0.412552,0.62,0.035023
54,369.935,1,5.28753,0.19684,12.4443,22.6698,24.383,0.385271,0.50557,0.402106,0.62,0.0344374
55,363.375,1,5.28256,0.127898,12.5924,22.3218,24.1735,0.375516,0.520648,0.391924,0.62,0.0330018
56,363.542,1,5.23747,0.090722,12.6322,22.6777,23.6022,0.366008,0.537911,0.382001,0.62,0.0335514
57,364.899,1,5.23541,0.137917,12.5538,22.435,23.2657,0.35674,0.537364,0.378073,0.62,0.0336786
