iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q2,sd_Q2,E_V2,sd_V2,E_Q3,sd_Q3,E_V3,sd_V3
640,5.29117,0.0273863,21.0758,0.121117,7.40168,0.34603,26.3763,0.272404,3.22937e-06,6.5688,763956,6.63458
641,5.2912,0.0273865,21.0753,0.121097,7.40235,0.345969,26.3788,0.272455,3.22493e-06,6.56872,762766,6.63357
642,5.29117,0.0273881,21.0758,0.121067,7.40156,0.345891,26.3793,0.272452,3.22002e-06,6.56832,761691,6.63516
643,5.29114,0.0273892,21.0758,0.121051,7.40143,0.345835,26.3801,0.272431,3.21541e-06,6.56838,760509,6.63506
644,5.29114,0.027392,21.0763,0.121075,7.40098,0.345806,26.3799,0.27244,3.21083e-06,6.56731,759330,6.63427
645,5.29114,0.0273883,21.0764,0.121078,7.40142,0.345768,26.3815,0.272451,3.20586e-06,6.56802,758154,6.63284
646,5.29118,0.0273893,21.0767,0.121084,7.40124,0.345686,26.3815,0.272429,3.20094e-06,6.56729,756983,6.63104
647,5.2912,0.0273903,21.0767,0.121062,7.40078,0.345557,26.3834,0.272398,3.19603e-06,6.56823,755871,6.63119
648,5.29124,0.0273923,21.0766,0.121048,7.40067,0.34552,26.3814,0.272361,3.19112e-06,6.56838,754706,6.63044
649,5.29124,0.0273882,21.0761,0.121042,7.40096,0.345516,26.3789,0.272323,3.18621e-06,6.56821,753545,6.62908
650,5.29128,0.0273844,21.0758,0.12104,7.40172,0.34553,26.3775,0.272429,3.1816e-06,6.56793,752641,6.62923
651,5.2913,0.0273799,21.0749,0.121102,7.40331,0.345561,26.3784,0.27238,3.1816e-06,6.56968,751487,6.62778
652,5.29131,0.0273786,21.075,0.121135,7.40403,0.345659,26.3804,0.27239,3.17717e-06,6.57093,750336,6.62693
653,5.29131,0.0273836,21.0746,0.12119,7.40455,0.345705,26.3823,0.272412,3.17238e-06,6.57146,749189,6.62518
654,5.29128,0.0273836,21.0745,0.121258,7.40501,0.345764,26.3819,0.272427,3.16757e-06,6.57217,748045,6.62312
655,5.29132,0.0273864,21.0745,0.121307,7.4053,0.345875,26.38,0.272467,3.55349e-06,6.57401,746905,6.62176
656,5.29136,0.0273836,21.0745,0.121348,7.40608,0.346035,26.3777,0.272413,3.54809e-06,6.57373,745769,6.6222
657,5.29134,0.0273759,21.0737,0.121413,7.40671,0.34608,26.3805,0.272465,3.54275e-06,6.57276,744644,6.62056
658,5.29136,0.0273845,21.0736,0.121472,7.40738,0.346159,26.3821,0.272473,3.53861e-06,6.57352,743517,6.62127
659,5.29139,0.0273841,21.0728,0.121525,7.40831,0.346221,26.3812,0.272412,3.54178e-06,6.57388,742421,6.62268
660,5.2914,0.0273874,21.0721,0.121549,7.40845,0.346247,26.3796,0.272354,3.53656e-06,6.57385,741298,6.62408
661,5.29142,0.0273878,21.0722,0.121592,7.40845,0.346326,26.3798,0.272376,3.53122e-06,6.57284,740195,6.62366
662,5.29138,0.0273946,21.0724,0.121633,7.40883,0.346487,26.3814,0.272461,4.12514e-06,6.57475,739085,6.62464
663,5.29134,0.0273979,21.0725,0.121639,7.40835,0.346532,26.3828,0.272545,4.11918e-06,6.57455,737972,6.62454
664,5.29132,0.0274035,21.0726,0.121641,7.40814,0.346609,26.3848,0.272627,4.1136e-06,6.57395,736873,6.62451
665,5.29131,0.0274128,21.072,0.121636,7.40877,0.346636,26.385,0.272712,4.10743e-06,6.57311,735767,6.62251
666,5.29127,0.0274243,21.071,0.121629,7.40884,0.346641,26.3848,0.272806,4.10127e-06,6.57148,734681,6.6235
667,5.29121,0.0274348,21.0707,0.121611,7.40822,0.346639,26.3872,0.272813,4.09526e-06,6.57085,733582,6.62372
668,5.29119,0.0274381,21.0705,0.12159,7.40777,0.346607,26.3875,0.272819,4.08914e-06,6.56887,732487,6.62338
669,5.29115,0.0274375,21.0703,0.121593,7.40743,0.346653,26.3879,0.272828,4.08305e-06,6.56838,731395,6.62301
670,5.29116,0.0274371,21.0702,0.121577,7.40728,0.346556,26.3877,0.272819,4.0782e-06,6.56863,730305,6.6209
671,5.29116,0.0274368,21.0705,0.12158,7.40687,0.346523,26.3848,0.272785,4.07217e-06,6.56827,729218,6.62042
672,5.29118,0.0274308,21.0702,0.121567,7.40705,0.346537,26.3827,0.272722,4.06614e-06,6.56754,728135,6.61993
673,5.29121,0.0274292,21.0704,0.121579,7.4072,0.346519,26.3831,0.272646,4.06013e-06,6.56756,727351,6.6202
674,5.29124,0.0274265,21.0708,0.121576,7.4072,0.346572,26.3852,0.272665,4.05415e-06,6.56671,726571,6.62036
675,5.2913,0.027422,21.0708,0.12157,7.40749,0.346641,26.3846,0.272628,5.2286e-06,6.56725,725496,6.61999
676,5.29127,0.0274227,21.0702,0.121574,7.40788,0.346638,26.3854,0.272574,5.2678e-06,6.57022,724425,6.61925
677,5.29128,0.0274163,21.0699,0.12158,7.40854,0.346688,26.3863,0.272557,5.26013e-06,6.56982,723358,6.61888
678,5.29135,0.0274179,21.0698,0.12158,7.40894,0.34671,26.3851,0.272582,5.25239e-06,6.56998,722304,6.61785
679,5.29142,0.0274259,21.0699,0.121571,7.40961,0.346757,26.3854,0.272657,5.24467e-06,6.56934,721253,6.61807
680,5.29144,0.0274288,21.0696,0.121617,7.41042,0.346866,26.3873,0.272629,5.29396e-06,6.57054,720728,6.62052
681,5.29146,0.0274255,21.0688,0.121662,7.41125,0.346999,26.3858,0.272642,5.28621e-06,6.57095,719671,6.62011
682,5.29147,0.0274261,21.0684,0.121725,7.4122,0.347135,26.387,0.272609,5.27909e-06,6.57118,718618,6.61866
683,5.29147,0.027426,21.0682,0.121747,7.41289,0.34715,26.3891,0.272629,5.27139e-06,6.57184,717567,6.61807
684,5.29146,0.0274233,21.0685,0.12174,7.41334,0.34714,26.3899,0.272615,5.26386e-06,6.57254,716520,6.61787
685,5.29145,0.0274249,21.0686,0.121717,7.41284,0.347116,26.3911,0.272609,5.25619e-06,6.57088,715477,6.61748
686,5.29144,0.0274298,21.0691,0.121716,7.41231,0.347137,26.3919,0.272677,5.24924e-06,6.57003,714435,6.61693
687,5.29144,0.0274297,21.0693,0.121717,7.412,0.34716,26.3927,0.272702,5.24162e-06,6.56899,713398,6.61614
688,5.29145,0.0274332,21.069,0.121746,7.41283,0.347228,26.3914,0.272685,5.23401e-06,6.56715,712363,6.61587
689,5.29148,0.0274335,21.0688,0.121738,7.41361,0.34725,26.3897,0.27276,5.22642e-06,6.56535,711330,6.61535
690,5.29148,0.0274383,21.0682,0.121723,7.41394,0.347245,26.3902,0.272788,5.26001e-06,6.56563,710302,6.61464
691,5.29152,0.0274367,21.0678,0.12171,7.41509,0.347227,26.3902,0.272763,5.25241e-06,6.56467,709277,6.61305
692,5.29156,0.0274344,21.0674,0.121706,7.41581,0.347185,26.387,0.272754,5.24503e-06,6.56558,708255,6.61409
693,5.29157,0.0274267,21.0668,0.121704,7.41666,0.347159,26.384,0.272671,5.23908e-06,6.56567,707235,6.61458
694,5.29161,0.0274253,21.0661,0.121712,7.41749,0.34713,26.3836,0.27263,5.23208e-06,6.56562,706217,6.61468
695,5.2916,0.0274192,21.0653,0.121725,7.41856,0.347165,26.3825,0.272609,5.22457e-06,6.56549,705203,6.61474
696,5.29164,0.027418,21.0645,0.121717,7.4189,0.347185,26.3812,0.272565,5.21708e-06,6.56447,704191,6.61552
697,5.29166,0.0274185,21.0638,0.121728,7.42003,0.34719,26.382,0.272592,5.20961e-06,6.56466,703183,6.61352
698,5.29166,0.02742,21.0631,0.121727,7.42099,0.347206,26.3827,0.272653,5.20216e-06,6.56351,702179,6.61258
699,5.29169,0.0274199,21.0622,0.121721,7.42169,0.347141,26.3836,0.272682,5.19473e-06,6.56201,701178,6.61233
700,5.29173,0.0274195,21.0612,0.121717,7.42332,0.347118,26.3835,0.27262,5.19142e-06,6.56155,700178,6.61235
701,5.29177,0.027426,21.0602,0.121733,7.42497,0.347126,26.3845,0.272599,5.18417e-06,6.56304,699181,6.6108
702,5.29179,0.0274265,21.0595,0.121728,7.42584,0.347126,26.3855,0.272568,5.17734e-06,6.56501,698186,6.60923
703,5.2918,0.0274285,21.0586,0.121735,7.42665,0.347049,26.3837,0.272496,5.17035e-06,6.5662,730153,6.61033
704,5.29182,0.0274239,21.0574,0.121749,7.42772,0.347006,26.3835,0.272459,5.1685e-06,6.56733,729135,6.61041
705,5.2918,0.0274189,21.0572,0.121782,7.42864,0.347016,26.3821,0.272445,5.27397e-06,6.56931,728102,6.60973
706,5.29184,0.0274177,21.057,0.121801,7.42885,0.347034,26.3824,0.272406,5.28942e-06,6.57115,727073,6.60832
707,5.29188,0.0274156,21.0572,0.121808,7.42936,0.34702,26.3826,0.272374,5.28196e-06,6.57075,726049,6.60983
708,5.29192,0.0274125,21.0566,0.121824,7.43064,0.347034,26.3832,0.272304,5.27452e-06,6.57097,725025,6.60913
709,5.29197,0.0274103,21.0563,0.12185,7.43236,0.347066,26.3837,0.27229,5.26733e-06,6.57148,724004,6.60852
710,5.29199,0.0274061,21.0564,0.121866,7.43245,0.347075,26.3846,0.272273,5.26003e-06,6.57261,722986,6.60836
711,5.29199,0.0274049,21.0567,0.121868,7.43206,0.347081,26.3859,0.272301,5.25268e-06,6.57287,721971,6.60878
712,5.29198,0.0274067,21.057,0.121868,7.43229,0.347081,26.3848,0.27225,5.24535e-06,6.57208,720958,6.60766
713,5.29196,0.0274079,21.0569,0.121888,7.43207,0.347086,26.3841,0.272229,5.2538e-06,6.57198,719949,6.60766
714,5.29197,0.0274104,21.057,0.121927,7.4318,0.347137,26.3834,0.272226,5.27702e-06,6.57246,718942,6.60731
715,5.29194,0.0274049,21.0569,0.121917,7.43127,0.347091,26.3807,0.272194,5.26965e-06,6.57196,717938,6.60637
716,5.29194,0.0274035,21.057,0.121884,7.43088,0.347031,26.3794,0.272155,5.26234e-06,6.57123,716957,6.60821
717,5.29195,0.0273975,21.0569,0.121887,7.4313,0.347024,26.3795,0.272164,5.25525e-06,6.57055,717996,6.61005
718,5.29199,0.0273951,21.0567,0.121875,7.43112,0.346999,26.3785,0.272099,5.24801e-06,6.56996,717040,6.60992
719,5.29201,0.0273923,21.0566,0.121859,7.43105,0.346927,26.3777,0.27204,5.24078e-06,6.57022,716045,6.61033
