standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.71564,0.0086032,-2.24049,0.0624134,-2.62093,0.0153946,-2.2451,0.0471568,All
-2.54344,0.0774288,-2.0506,0.109223,-2.42847,0.0461839,-2.0566,0.117892,All
-2.37124,0.18927,-1.8607,0.163835,-2.236,0.0615786,-1.86811,0.196487,All
-2.19903,0.0946352,-1.67081,0.288662,-2.04353,0.100065,-1.67961,0.243644,All
-2.02683,0.0344128,-1.48092,0.156033,-1.85107,0.130854,-1.49112,0.196487,All
-1.85463,0.0258096,-1.29102,0.14043,-1.6586,0.130854,-1.30262,0.117892,All
-1.68243,0,-1.10113,0.109223,-1.46613,0.138552,-1.11412,0.117892,All
-1.51023,0.0172064,-0.911238,0.109223,-1.27366,0.169341,-0.925626,0.0864542,All
-1.33803,0.163461,-0.721345,0.156033,-1.0812,0.138552,-0.73713,0.165049,All
-1.16583,0.378541,-0.531452,0.218447,-0.88873,0.0769732,-0.548633,0.243644,All
-0.993625,0.223683,-0.341559,0.351075,-0.696263,0.254012,-0.360137,0.29866,All
-0.821424,0.0774288,-0.151666,0.37448,-0.503796,0.23092,-0.17164,0.392973,All
-0.649222,0.0086032,0.0382264,0.546117,-0.311329,0.34638,0.0168559,0.487287,All
-0.477021,0.0602224,0.228119,0.436893,-0.118862,0.31559,0.205352,0.495147,All
-0.30482,0.258096,0.418012,0.413488,0.0736054,0.415655,0.393849,0.392973,All
-0.132619,0.653843,0.607905,0.319868,0.266073,0.446445,0.582345,0.2908,All
0.0395827,1.09261,0.797798,0.452497,0.45854,0.608089,0.770841,0.455849,All
0.211784,0.765685,0.987691,0.335472,0.651007,0.446445,0.959338,0.408692,All
0.383985,0.283905,1.17758,0.343273,0.843474,0.423353,1.14783,0.337957,All
0.556187,0.206477,1.36748,0.09362,1.03594,0.354077,1.33633,0.0943136,All
0.728388,0.258096,1.55737,0.0780167,1.22841,0.192433,1.52483,0.102173,All
0.900589,0.223683,1.74726,0.023405,1.42088,0.184736,1.71332,0.0235784,All
1.07279,0.0602224,1.93716,0.0312067,1.61334,0.0692759,1.90182,0.0235784,All
1.24499,0.043016,2.12705,0.0858184,1.80581,0.0307893,2.09032,0.102173,All
1.41719,0.283905,2.31694,0.0312067,1.99828,0.0461839,2.27881,0.0314379,All
1.58939,0.395747,2.50683,0.00780167,2.19074,0.00769732,2.46731,0.00785947,All
1.7616,0.137651,2.69673,0.023405,2.38321,0.00769732,2.65581,0.0235784,All
