standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,standEta_V2_abscissa,standEta_V2_cdf,split
-4,0,-4,0,-4,0,-4,0,All
-2.42111,0.00142857,-2.81921,0.00142857,-2.66191,0.00142857,-2.86674,0.00142857,All
-2.40758,0.00285714,-2.51023,0.00285714,-2.56676,0.00285714,-2.55532,0.00285714,All
-2.36664,0.00428571,-2.49887,0.00428571,-2.53708,0.00428571,-2.52493,0.00428571,All
-2.35223,0.00571429,-2.37523,0.00571429,-2.48501,0.00571429,-2.45551,0.00571429,All
-2.34748,0.00714286,-2.34014,0.00714286,-2.45724,0.00714286,-2.37813,0.00714286,All
-2.34233,0.00857143,-2.32179,0.00857143,-2.45201,0.00857143,-2.33004,0.00857143,All
-2.2974,0.01,-2.26649,0.01,-2.4266,0.01,-2.24451,0.01,All
-2.29071,0.0114286,-2.20432,0.0114286,-2.41965,0.0114286,-2.24297,0.0114286,All
-2.27329,0.0128571,-2.18345,0.0128571,-2.3954,0.0128571,-2.13746,0.0128571,All
-2.22347,0.0142857,-2.1288,0.0142857,-2.38804,0.0142857,-2.11874,0.0142857,All
-2.21888,0.0157143,-2.12778,0.0157143,-2.37057,0.0157143,-2.10257,0.0157143,All
-2.20862,0.0171429,-2.11982,0.0171429,-2.32317,0.0171429,-2.09066,0.0171429,All
-2.19559,0.0185714,-2.11727,0.0185714,-2.29426,0.0185714,-2.07013,0.0185714,All
-2.18719,0.02,-2.10002,0.02,-2.28169,0.02,-2.07002,0.02,All
-2.18582,0.0214286,-2.05576,0.0214286,-2.26919,0.0214286,-2.05348,0.0214286,All
-2.17129,0.0228571,-2.0467,0.0228571,-2.21589,0.0228571,-2.04512,0.0228571,All
-2.15666,0.0242857,-2.03266,0.0242857,-2.19609,0.0242857,-2.04411,0.0242857,All
-2.14868,0.0257143,-2.03142,0.0257143,-2.15452,0.0257143,-2.017,0.0257143,All
-2.14354,0.0271429,-2.03056,0.0271429,-2.1115,0.0271429,-2.01471,0.0271429,All
-2.13726,0.0285714,-2.02416,0.0285714,-2.10375,0.0285714,-2.01392,0.0285714,All
-2.13511,0.03,-2.01595,0.03,-2.09864,0.03,-1.97601,0.03,All
-2.12617,0.0314286,-1.99698,0.0314286,-2.08888,0.0314286,-1.93732,0.0314286,All
-2.11585,0.0328571,-1.94654,0.0328571,-2.05873,0.0328571,-1.93411,0.0328571,All
-2.11446,0.0342857,-1.94217,0.0342857,-2.05513,0.0342857,-1.9339,0.0342857,All
-2.11235,0.0357143,-1.91519,0.0357143,-2.05094,0.0357143,-1.93082,0.0357143,All
-2.11051,0.0371429,-1.90851,0.0371429,-2.02916,0.0371429,-1.92893,0.0371429,All
-2.10724,0.0385714,-1.90316,0.0385714,-2.02712,0.0385714,-1.92752,0.0385714,All
-2.09483,0.04,-1.89061,0.04,-2.02519,0.04,-1.90565,0.04,All
