Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,split
13.9572,3.65123e-05,0.999972,47.5398,5.18629e-05,0.999859,21.9062,0.00248921,0.985403,All
14.1004,3.02677e-05,0.999977,47.9946,4.3928e-05,0.99988,22.1494,0.00237573,0.985994,All
14.2437,2.50864e-05,0.999981,48.4494,3.71981e-05,0.999899,22.3925,0.00226799,0.986559,All
14.3869,2.07885e-05,0.999984,48.9042,3.14922e-05,0.999914,22.6357,0.00216567,0.987098,All
14.5302,1.72244e-05,0.999987,49.3591,2.66561e-05,0.999928,22.8789,0.00206847,0.987612,All
14.6734,1.42696e-05,0.999989,49.8139,2.25585e-05,0.999939,23.1221,0.00197611,0.988104,All
14.8167,1.18205e-05,0.999991,50.2687,1.90877e-05,0.999948,23.3653,0.00188833,0.988574,All
14.9599,9.79081e-06,0.999993,50.7235,1.61485e-05,0.999956,23.6084,0.00180487,0.989023,All
15.1032,8.10912e-06,0.999994,51.1784,1.36601e-05,0.999963,23.8516,0.0017255,0.989452,All
15.2464,6.71594e-06,0.999995,51.6332,1.15539e-05,0.999969,24.0948,0.00165001,0.989862,All
15.3897,5.56193e-06,0.999996,52.088,9.77149e-06,0.999973,24.338,0.00157818,0.990255,All
15.5329,4.60613e-06,0.999996,52.5428,8.26337e-06,0.999978,24.5811,0.00150982,0.99063,All
15.6762,3.81458e-06,0.999997,52.9977,6.98755e-06,0.999981,24.8243,0.00144474,0.990989,All
15.8194,3.15909e-06,0.999998,53.4525,5.90839e-06,0.999984,25.0675,0.00138278,0.991333,All
