Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,split
1.63772,2.56233e-05,2.02174e-06,8.42486,3.74865e-05,1.60306e-05,0.992865,0.0349119,0.008667,All
1.78097,0.000115704,1.07668e-05,8.87969,9.25323e-05,4.3975e-05,1.23604,0.0573976,0.0198608,All
1.92422,0.000410482,4.47046e-05,9.33451,0.000207287,0.000109173,1.47922,0.0798227,0.0365742,All
2.06747,0.00119603,0.00015147,9.78934,0.000426352,0.000248251,1.7224,0.0999273,0.0584919,All
2.21072,0.00296201,0.000433837,10.2442,0.000813127,0.000522332,1.96558,0.11658,0.0848925,All
2.35397,0.0064051,0.00107994,10.699,0.00145005,0.00102575,2.20876,0.129437,0.114882,All
2.49722,0.0123563,0.00238866,11.1538,0.00243536,0.00189414,2.45193,0.138628,0.147547,All
2.64047,0.0216375,0.00477932,11.6086,0.00387609,0.00331013,2.69511,0.144525,0.182038,All
2.78372,0.0348847,0.00877773,12.0635,0.00587773,0.00550513,2.93829,0.147603,0.217609,All
2.92697,0.0523898,0.0149778,12.5183,0.00853195,0.00875587,3.18147,0.148353,0.253637,All
3.07022,0.074006,0.0239844,12.9731,0.0119041,0.0133752,3.42465,0.147236,0.289611,All
3.21347,0.0991378,0.0363489,13.4279,0.0160223,0.0196977,3.66782,0.144661,0.325128,All
3.35672,0.126811,0.0525091,13.8828,0.0208699,0.0280607,3.911,0.140981,0.359878,All
3.49996,0.155799,0.0727432,14.3376,0.0263828,0.0387831,4.15418,0.13649,0.393629,All
3.64321,0.184773,0.0971447,14.7924,0.0324504,0.0521441,4.39736,0.13143,0.426215,All
3.78646,0.212442,0.125618,15.2472,0.0389225,0.0683631,4.64054,0.125998,0.457521,All
3.92971,0.237673,0.157892,15.7021,0.0456186,0.087584,4.88372,0.120348,0.487477,All
4.07296,0.259564,0.193551,16.1569,0.05234,0.109864,5.12689,0.114603,0.516046,All
4.21621,0.277481,0.232067,16.6117,0.0588831,0.135168,5.37007,0.108859,0.543215,All
4.35946,0.291062,0.272842,17.0665,0.0650512,0.16337,5.61325,0.103187,0.568996,All
4.50271,0.300194,0.315243,17.5214,0.0706664,0.194258,5.85643,0.097643,0.593412,All
4.64596,0.304974,0.358639,17.9762,0.0755777,0.227545,6.09961,0.0922648,0.616499,All
4.78921,0.305663,0.402423,18.431,0.0796675,0.262882,6.34278,0.0870807,0.638301,All
4.93246,0.302638,0.446034,18.8858,0.0828545,0.299877,6.58596,0.0821091,0.658868,All
5.07571,0.296353,0.488973,19.3407,0.0850946,0.338107,6.82914,0.0773611,0.678253,All
5.21896,0.2873,0.530807,19.7955,0.0863788,0.377138,7.07232,0.0728421,0.696512,All
5.36221,0.275981,0.571176,20.2503,0.0867303,0.41654,7.3155,0.0685535,0.713699,All
5.50546,0.262885,0.60979,20.7051,0.0861996,0.455898,7.55867,0.0644929,0.729872,All
5.64871,0.24847,0.646429,21.16,0.0848587,0.494828,7.80185,0.0606559,0.745084,All
5.79196,0.233158,0.680934,21.6148,0.082796,0.532981,8.04503,0.0570359,0.75939,All
5.93521,0.217325,0.713204,22.0696,0.0801103,0.570049,8.28821,0.0536254,0.772841,All
6.07846,0.201297,0.743188,22.5244,0.076906,0.605774,8.53139,0.0504157,0.785487,All
6.22171,0.185353,0.77088,22.9792,0.0732881,0.639944,8.77457,0.0473978,0.797376,All
6.36496,0.169725,0.796307,23.4341,0.069359,0.672394,9.01774,0.0445625,0.808554,All
6.50821,0.154598,0.81953,23.8889,0.0652152,0.703004,9.26092,0.0419001,0.819063,All
6.65146,0.14012,0.84063,24.3437,0.0609451,0.731697,9.5041,0.0394015,0.828946,All
6.79471,0.126398,0.85971,24.7985,0.0566279,0.758435,9.74728,0.0370574,0.838239,All
6.93796,0.113507,0.876883,25.2534,0.0523321,0.783212,9.99046,0.0348588,0.84698,All
7.08121,0.101495,0.892272,25.7082,0.0481158,0.806051,10.2336,0.0327973,0.855204,All
7.22446,0.0903849,0.906004,26.163,0.0440268,0.827,10.4768,0.0308644,0.862942,All
7.36771,0.0801778,0.91821,26.6178,0.0401028,0.846125,10.72,0.0290523,0.870225,All
7.51096,0.0708596,0.929018,27.0727,0.0363723,0.863509,10.9632,0.0273534,0.877081,All
7.65421,0.0624027,0.938553,27.5275,0.0328557,0.879244,11.2063,0.0257607,0.883537,All
7.79746,0.0547694,0.946935,27.9823,0.0295659,0.89343,11.4495,0.0242675,0.889618,All
7.94071,0.0479149,0.954281,28.4371,0.0265097,0.906174,11.6927,0.0228673,0.895347,All
8.08396,0.0417893,0.960698,28.892,0.0236884,0.917581,11.9359,0.0215542,0.900747,All
8.22721,0.0363397,0.966286,29.3468,0.0210993,0.927757,12.1791,0.0203226,0.905837,All
8.37046,0.0315123,0.971139,29.8016,0.0187359,0.936808,12.4222,0.0191673,0.910637,All
8.51371,0.0272532,0.975341,30.2564,0.0165893,0.944833,12.6654,0.0180832,0.915165,All
8.65695,0.0235098,0.978972,30.7113,0.0146486,0.951929,12.9086,0.0170658,0.919437,All
8.8002,0.0202314,0.982099,31.1661,0.0129016,0.958187,13.1518,0.0161107,0.92347,All
8.94345,0.0173699,0.984788,31.6209,0.0113352,0.963693,13.395,0.015214,0.927277,All
9.0867,0.0148803,0.987093,32.0757,0.00993594,0.968524,13.6381,0.0143717,0.930874,All
9.22995,0.0127209,0.989067,32.5306,0.00869037,0.972754,13.8813,0.0135805,0.934271,All
9.3732,0.0108532,0.990752,32.9854,0.0075852,0.97645,14.1245,0.012837,0.937482,All
9.51645,0.00924217,0.992188,33.4402,0.00660759,0.979673,14.3677,0.0121381,0.940518,All
9.6597,0.00785614,0.99341,33.895,0.00574528,0.982478,14.6108,0.0114809,0.943389,All
9.80295,0.00666656,0.994448,34.3499,0.00498672,0.984915,14.854,0.0108628,0.946105,All
9.9462,0.00564794,0.995329,34.8047,0.00432111,0.987029,15.0972,0.0102813,0.948675,All
10.0895,0.0047776,0.996074,35.2595,0.00373844,0.988859,15.3404,0.00973404,0.951108,All
10.2327,0.00403548,0.996704,35.7143,0.00322951,0.990441,15.5836,0.00921884,0.953412,All
10.376,0.00340393,0.997235,36.1692,0.00278592,0.991806,15.8267,0.00873367,0.955594,All
10.5192,0.00286746,0.997683,36.624,0.00240005,0.992983,16.0699,0.00827665,0.957662,All
10.6625,0.00241254,0.998061,37.0788,0.00206501,0.993997,16.3131,0.00784601,0.959622,All
10.8057,0.00202742,0.998378,37.5336,0.00177461,0.994869,16.5563,0.00744008,0.96148,All
10.949,0.00170189,0.998644,37.9885,0.00152333,0.995617,16.7994,0.00705735,0.963242,All
11.0922,0.00142714,0.998868,38.4433,0.00130623,0.99626,17.0426,0.00669635,0.964914,All
11.2354,0.00119556,0.999055,38.8981,0.00111894,0.99681,17.2858,0.00635576,0.966501,All
11.3787,0.00100063,0.999212,39.3529,0.000957586,0.997281,17.529,0.00603431,0.968007,All
11.5219,0.00083675,0.999343,39.8078,0.000818762,0.997684,17.7722,0.00573084,0.969437,All
11.6652,0.000699133,0.999453,40.2626,0.000699468,0.998029,18.0153,0.00544425,0.970796,All
11.8084,0.000583698,0.999545,40.7174,0.000597077,0.998323,18.2585,0.00517351,0.972086,All
11.9517,0.000486968,0.999621,41.1722,0.000509288,0.998574,18.5017,0.00491768,0.973313,All
12.0949,0.000405992,0.999685,41.6271,0.000434098,0.998788,18.7449,0.00467584,0.974479,All
12.2382,0.000338265,0.999738,42.0819,0.000369762,0.998971,18.988,0.00444718,0.975588,All
12.3814,0.000281669,0.999782,42.5367,0.000314762,0.999126,19.2312,0.0042309,0.976643,All
12.5247,0.000234412,0.999819,42.9915,0.000267784,0.999258,19.4744,0.00402627,0.977647,All
12.6679,0.000194982,0.99985,43.4464,0.000227692,0.999371,19.7176,0.0038326,0.978602,All
12.8112,0.000162107,0.999875,43.9012,0.000193501,0.999466,19.9608,0.00364926,0.979512,All
12.9544,0.000134715,0.999897,44.356,0.000164365,0.999548,20.2039,0.00347563,0.980378,All
13.0977,0.000111905,0.999914,44.8108,0.000139552,0.999617,20.4471,0.00331116,0.981203,All
13.2409,9.29221e-05,0.999929,45.2657,0.000118435,0.999675,20.6903,0.00315532,0.981989,All
13.3842,7.71324e-05,0.999941,45.7205,0.000100473,0.999725,20.9335,0.00300761,0.982738,All
13.5274,6.40052e-05,0.999951,46.1753,8.52047e-05,0.999767,21.1767,0.00286757,0.983452,All
13.6707,5.30967e-05,0.999959,46.6301,7.22317e-05,0.999803,21.4198,0.00273476,0.984133,All
13.8139,4.40357e-05,0.999966,47.0849,6.12146e-05,0.999833,21.663,0.00260876,0.984783,All
