time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
-60,0,0,0,0,0,0,0,0,0,0,0,All
-59.9284,1.67859,0.89981,1.18886,1.35792,1.49016,1.61817,1.74215,1.87769,2.04423,2.27556,2.70796,All
-59.8569,3.28508,1.76807,2.33596,2.66539,2.92339,3.16551,3.40889,3.66294,3.98168,4.41829,5.23742,All
-59.7853,4.82823,2.60109,3.44661,3.92042,4.2985,4.64928,4.99823,5.36761,5.82239,6.45025,7.60606,All
-59.7137,6.30308,3.40887,4.51802,5.13629,5.62311,6.07268,6.51756,7.0001,7.57815,8.37873,9.85453,All
-59.6421,7.71964,4.18649,5.54969,6.3026,6.89635,7.43551,7.97536,8.56188,9.25235,10.2096,11.9663,All
-59.5706,9.07156,4.92971,6.54098,7.42981,8.12409,8.7455,9.37651,10.0526,10.8458,11.9551,14.0107,All
-59.499,10.3686,5.63772,7.50778,8.52973,9.30601,10.011,10.715,11.4858,12.3797,13.6093,15.9265,All
-59.4274,11.6243,6.33388,8.43659,9.5789,10.4397,11.2345,12.0118,12.8472,13.8511,15.199,17.727,All
-59.3559,12.8248,7.00168,9.33873,10.5895,11.5392,12.407,13.2489,14.1588,15.2575,16.7119,19.4719,All
-59.2843,13.991,7.63445,10.2111,11.5813,12.6024,13.5334,14.4437,15.4273,16.627,18.1862,21.1212,All
-59.2127,15.1206,8.25126,11.07,12.5238,13.6397,14.6215,15.599,16.6483,17.9444,19.5708,22.7128,All
-59.1411,16.2121,8.84157,11.9018,13.4494,14.6212,15.6668,16.7188,17.8269,19.2056,20.9119,24.2293,All
-59.0696,17.2599,9.39239,12.7134,14.3539,15.5829,16.6906,17.7923,18.9708,20.4325,22.2106,25.7173,All
-58.998,18.2696,9.92999,13.4858,15.216,16.5177,17.6762,18.8411,20.0729,21.5888,23.4612,27.1701,All
-58.9264,19.2511,10.4839,14.2339,16.0495,17.4075,18.6506,19.852,21.1334,22.7145,24.6749,28.5411,All
-58.8549,20.2027,10.9823,14.9818,16.8655,18.2829,19.5739,20.8195,22.1613,23.8074,25.847,29.8328,All
-58.7833,21.1293,11.5237,15.6973,17.6626,19.1331,20.4628,21.7681,23.1465,24.8576,26.98,31.1009,All
-58.7117,22.0289,11.9996,16.4058,18.4334,19.9561,21.3428,22.6896,24.123,25.8666,28.1068,32.3466,All
-58.6401,22.897,12.4492,17.0859,19.1738,20.7618,22.1974,23.5783,25.0652,26.8794,29.1656,33.5452,All
-58.5686,23.7378,12.9369,17.7422,19.8969,21.5461,23.0196,24.4386,25.9596,27.8722,30.192,34.695,All
-58.497,24.5803,13.3541,18.3812,20.6023,22.3004,23.8269,25.2855,26.844,28.8004,31.1788,35.7951,All
-58.4254,25.3787,13.7753,19.0171,21.28,23.0348,24.6072,26.1067,27.6968,29.7106,32.142,36.8632,All
-58.3539,26.1583,14.1805,19.6349,21.9536,23.7517,25.3684,26.9101,28.5424,30.589,33.0911,37.9112,All
-58.2823,26.906,14.5728,20.2128,22.6188,24.4469,26.0989,27.6958,29.36,31.447,34.0187,38.9476,All
-58.2107,27.645,14.9632,20.7906,23.2654,25.1387,26.8265,28.4462,30.1428,32.2788,34.9383,39.9271,All
-58.1391,28.3721,15.3433,21.3626,23.9016,25.7863,27.5364,29.193,30.9312,33.1108,35.7991,40.9496,All
-58.0676,29.0742,15.7165,21.9098,24.4931,26.4395,28.2273,29.9116,31.6725,33.9073,36.633,41.8958,All
-57.996,29.6442,16.0685,22.3851,25.0019,26.9915,28.8046,30.5152,32.3237,34.5727,37.3311,42.6987,All
-57.9244,28.6162,16.253,21.6916,24.1995,26.1048,27.8084,29.4597,31.1651,33.2935,35.9938,41.0122,All
-57.8529,27.625,16.2663,21.061,23.4267,25.2583,26.8813,28.4526,30.1142,32.105,34.6894,39.4556,All
-57.7813,26.7108,16.2263,20.4669,22.6761,24.4551,25.9896,27.4908,29.0952,31.0072,33.5343,38.0866,All
-57.7097,25.8562,16.2619,19.9284,22.0224,23.7084,25.1539,26.6209,28.1545,29.9831,32.4449,36.7732,All
-57.6381,25.0451,16.1414,19.4308,21.422,22.9908,24.3795,25.7809,27.2756,29.0495,31.4011,35.566,All
-57.5666,24.2979,16.0355,18.957,20.8443,22.346,23.6465,25.0158,26.4454,28.1226,30.4239,34.4506,All
-57.495,23.6037,15.8523,18.5298,20.296,21.7097,22.9642,24.2551,25.6541,27.299,29.4999,33.3656,All
-57.4234,22.9557,15.6515,18.1331,19.7699,21.134,22.3278,23.5814,24.9117,26.5053,28.644,32.3842,All
-57.3519,22.3294,15.4235,17.7234,19.2747,20.5864,21.74,22.9312,24.2331,25.761,27.8268,31.4297,All
-57.2803,21.7606,15.1843,17.3468,18.8139,20.0898,21.1979,22.3305,23.5998,25.0513,27.0598,30.5558,All
-57.2087,21.2239,14.884,16.9705,18.3854,19.6006,20.6701,21.772,22.9936,24.4231,26.3395,29.7537,All
-57.1371,20.7054,14.6588,16.6077,17.9783,19.1571,20.2035,21.2412,22.4205,23.8269,25.6446,28.9662,All
-57.0656,20.23,14.3736,16.2481,17.5768,18.7254,19.728,20.7429,21.8903,23.2549,25.0549,28.2385,All
-56.994,19.7629,14.0685,15.8888,17.2032,18.3122,19.292,20.2648,21.4002,22.715,24.4659,27.5817,All
-56.9224,19.3224,13.7571,15.5774,16.8169,17.9211,18.8688,19.8356,20.9194,22.2154,23.9028,26.9385,All
-56.8509,18.9243,13.491,15.2564,16.4561,17.5342,18.4718,19.4154,20.4579,21.745,23.4068,26.3959,All
-56.7793,18.5424,13.2177,14.9282,16.1071,17.1534,18.0923,19.0206,20.0429,21.2944,22.9272,25.8656,All
-56.7077,18.1735,12.9062,14.5915,15.7559,16.7999,17.7173,18.6293,19.6428,20.8798,22.4842,25.3745,All
-56.6361,17.8076,12.6216,14.291,15.425,16.4543,17.3469,18.2423,19.2668,20.4946,22.05,24.9206,All
-56.5646,17.4435,12.3418,13.9961,15.1118,16.1193,16.9992,17.8892,18.9006,20.1213,21.655,24.4847,All
-56.493,17.0945,12.0703,13.6877,14.822,15.8041,16.6687,17.5582,18.5647,19.7573,21.281,24.1286,All
-56.4214,16.7636,11.7957,13.404,14.515,15.4786,16.3421,17.2221,18.2103,19.4084,20.9131,23.8029,All
-56.3498,16.4557,11.5277,13.1074,14.2193,15.171,16.0337,16.9192,17.8765,19.0881,20.6043,23.5275,All
-56.2783,16.1502,11.2709,12.8436,13.9354,14.8742,15.7225,16.6026,17.5605,18.7529,20.2882,23.3159,All
-56.2067,15.8555,11.0278,12.5873,13.6608,14.5807,15.4291,16.2959,17.2733,18.4352,19.9984,23.0409,All
-56.1351,15.5625,10.7882,12.3288,13.3929,14.3021,15.1518,16.0048,16.9902,18.1325,19.6947,22.7929,All
-56.0636,15.2841,10.5546,12.0899,13.1337,14.0295,14.8857,15.7242,16.6987,17.8369,19.435,22.607,All
-55.992,15.0103,10.3356,11.8524,12.8822,13.7578,14.5995,15.4443,16.4028,17.5402,19.1353,22.3913,All
-55.9204,14.7357,10.1326,11.6275,12.6375,13.5074,14.326,15.1549,16.1119,17.2178,18.7491,21.9006,All
-55.8488,14.4664,9.92401,11.4193,12.4101,13.2641,14.0652,14.8935,15.8209,16.8955,18.4087,21.3812,All
-55.7773,14.2106,9.72985,11.1963,12.1774,13.0306,13.8093,14.6324,15.5496,16.583,18.0666,20.9369,All
-55.7057,13.96,9.54706,10.9908,11.9449,12.8003,13.5796,14.3828,15.2814,16.3026,17.7468,20.5167,All
-55.6341,13.7294,9.33966,10.7985,11.7334,12.571,13.352,14.1414,15.0118,16.0276,17.4267,20.1354,All
-55.5626,13.4963,9.14893,10.5989,11.5273,12.3576,13.127,13.8986,14.7639,15.754,17.142,19.7596,All
-55.491,13.2663,8.95563,10.4006,11.3263,12.1479,12.9037,13.6663,14.5149,15.4832,16.8478,19.3706,All
-55.4194,13.0454,8.75913,10.2079,11.1339,11.9401,12.695,13.4422,14.2755,15.2244,16.5709,19.0336,All
-55.3478,12.8367,8.57716,10.0414,10.9464,11.741,12.4887,13.2152,14.0512,14.9851,16.2999,18.6995,All
-55.2763,12.6358,8.4105,9.86235,10.7738,11.5497,12.2803,13.0004,13.8216,14.7462,16.04,18.3926,All
-55.2047,12.4482,8.24872,9.69081,10.5952,11.3718,12.0909,12.8029,13.6139,14.5263,15.7872,18.0977,All
-55.1331,12.2542,8.09912,9.52282,10.428,11.1943,11.8973,12.593,13.4026,14.3129,15.5562,17.8486,All
-55.0616,12.062,7.96283,9.362,10.2592,11.0244,11.7103,12.4039,13.2083,14.1021,15.3251,17.5945,All
-54.99,11.8797,7.79081,9.18267,10.0972,10.8548,11.5393,12.2153,13.0036,13.8886,15.099,17.3067,All
-54.9184,11.7008,7.64311,9.02559,9.94119,10.6806,11.366,12.0372,12.813,13.6832,14.8952,17.0578,All
-54.8468,11.5306,7.50924,8.87745,9.78651,10.5255,11.196,11.8727,12.6224,13.4875,14.6843,16.8206,All
-54.7753,11.3549,7.36067,8.72923,9.63935,10.3734,11.0258,11.7028,12.4364,13.2964,14.4875,16.6042,All
-54.7037,11.1929,7.22647,8.58352,9.50177,10.2231,10.8731,11.5306,12.2618,13.1189,14.2997,16.3896,All
-54.6321,11.0334,7.09979,8.4442,9.3619,10.0722,10.7146,11.3709,12.0871,12.9444,14.1073,16.1787,All
-54.5606,10.8822,6.96542,8.31662,9.2283,9.9196,10.56,11.2102,11.9209,12.7799,13.9227,15.9748,All
-54.489,10.7271,6.83653,8.18611,9.09546,9.77684,10.4132,11.0609,11.7668,12.6118,13.7512,15.7486,All
-54.4174,10.581,6.71195,8.05758,8.96674,9.63743,10.2728,10.9044,11.602,12.4536,13.5936,15.5641,All
-54.3458,10.4436,6.58856,7.93242,8.83756,9.50151,10.1337,10.7635,11.4567,12.2995,13.4239,15.362,All
-54.2743,10.3052,6.46654,7.81021,8.70635,9.37027,9.9968,10.6178,11.3173,12.1561,13.2556,15.191,All
-54.2027,10.1727,6.35195,7.69613,8.57923,9.24425,9.86089,10.4847,11.1706,11.9994,13.0857,15.0295,All
-54.1311,10.0366,6.23684,7.58597,8.45387,9.12167,9.73272,10.346,11.034,11.8511,12.9276,14.8704,All
-54.0596,9.91288,6.13136,7.47106,8.33475,9.00523,9.61029,10.2211,10.9041,11.711,12.7743,14.6948,All
-53.988,9.78397,6.01857,7.36261,8.2168,8.88836,9.48427,10.0914,10.782,11.5739,12.6241,14.5526,All
-53.9164,9.65766,5.91005,7.25818,8.11116,8.77122,9.36464,9.95939,10.6562,11.4464,12.4976,14.398,All
-53.8448,9.53854,5.80484,7.152,7.9973,8.65443,9.23798,9.83965,10.5233,11.3234,12.3596,14.2502,All
-53.7733,9.42236,5.70874,7.05018,7.88756,8.53686,9.12301,9.72488,10.4011,11.1931,12.2313,14.1045,All
-53.7017,9.31832,5.61355,6.94614,7.78575,8.42542,9.01428,9.61151,10.2739,11.0689,12.1063,13.9434,All
-53.6301,9.20565,5.519,6.84526,7.67494,8.31452,8.90317,9.5066,10.1591,10.947,11.9801,13.8229,All
