simulations,OFV
500,1139.22
1000,1141.09
1500,1139.55
2000,1137.34
2500,1137.86
3000,1138.21
3500,1137.81
4000,1137.96
4500,1137.99
5000,1137.97
5500,1137.95
6000,1138.35
6500,1137.76
7000,1137.74
7500,1137.46
8000,1137.65
8500,1137.82
9000,1137.55
9500,1137.41
10000,1137.21
10500,1136.98
11000,1136.97
11500,1136.77
12000,1136.52
12500,1136.68
13000,1136.51
13500,1136.3
14000,1136.21
14500,1136.17
15000,1136.21
15500,1136
16000,1136.15
16500,1136.06
17000,1136.18
17500,1136.31
18000,1136.09
18500,1136.25
19000,1136.22
19500,1136.19
20000,1136.08
20500,1136.03
21000,1135.96
21500,1136.05
22000,1136.15
22500,1136.12
23000,1135.96
23500,1135.86
24000,1135.84
24500,1135.73
25000,1135.78
25500,1135.78
26000,1135.69
26500,1135.76
27000,1135.67
27500,1135.71
28000,1135.8
28500,1135.78
29000,1135.88
29500,1135.96
30000,1136.02
