iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,776.818,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,770.338,1,6.08382,0.314449,29.9201,5.71326,24.4799,1.46202,1.46202,1.03864,0.62,0.285
3,755.811,1,6.14754,-0.0273323,28.8246,6.8889,27.7694,1.425,1.425,1.18375,0.62,0.27075
4,745.933,1,5.97389,-0.173827,27.2223,7.49539,31.067,1.38892,1.38892,1.15377,0.62,0.257212
5,733.161,1,5.83614,-0.296639,24.2183,7.55242,31.4553,1.35375,1.35375,1.12456,0.62,0.244352
6,720.632,1,6.33253,0.279432,28.7384,9.2558,36.0753,1.31947,1.31947,1.13637,0.62,0.232134
7,710.203,1,6.36902,0.519881,25.0535,11.1451,32.0168,1.28606,1.28606,1.10759,0.62,0.220528
8,694.964,1,6.30438,0.0424942,26.1924,10.447,31.7167,1.2535,1.2535,1.07955,0.62,0.209501
9,689.167,1,6.24983,0.266884,26.3216,11.0667,34.3928,1.22176,1.22176,1.05221,0.62,0.199026
10,690.477,1,6.149,0.397034,25.318,14.2559,28.2666,1.19082,1.19082,1.06166,0.62,0.189075
11,672.823,1,6.25249,0.297942,21.3173,16.922,27.9132,1.16067,1.16067,1.09614,0.62,0.179621
12,655.168,1,6.38715,0.771849,21.2462,14.1741,29.8759,1.13128,1.13128,1.06839,0.62,0.17064
13,648.02,1,6.06997,0.495307,17.8816,14.8939,31.0429,1.10264,1.10264,1.08296,0.62,0.162108
14,635.571,1,5.96231,0.488291,15.8915,16.9775,28.5207,1.07472,1.07472,1.05554,0.62,0.154003
15,614.338,1,5.98067,-0.101087,16.511,19.3568,29.813,1.04751,1.04751,1.02881,0.62,0.146302
16,608.184,1,5.99268,0.154067,16.3239,25.7017,26.8084,1.02098,1.02098,1.00276,0.62,0.138987
17,591.773,1,5.86378,-0.0867121,14.0456,25.7418,27.353,0.995131,0.995131,0.977372,0.62,0.132038
18,585.133,1,5.90698,-0.0388137,13.8241,24.6744,29.4685,0.969933,0.969933,0.952624,0.62,0.125436
19,579.064,1,5.93216,0.0306015,14.6452,21.5813,29.3074,0.945374,0.945374,0.928503,0.62,0.119164
20,564.605,1,5.94615,0.378857,13.4941,22.6945,27.5215,0.921437,0.921437,0.904993,0.62,0.113206
21,560.175,1,6.05709,0.506092,13.7138,21.7325,29.2416,0.898105,0.898105,0.882078,0.62,0.107546
22,553.442,1,5.87415,0.201771,13.2925,22.2731,28.6704,0.875365,0.875365,0.859743,0.62,0.102168
23,536.582,1,6.09789,0.521794,14.8015,21.93,28.76,0.8532,0.8532,0.837974,0.62,0.0970601
24,520.124,1,6.15699,0.537053,14.0809,19.0445,29.2543,0.831597,0.831597,0.816756,0.62,0.0922071
25,515.399,1,6.17266,0.263069,13.5468,24.3697,30.7399,0.81054,0.81054,0.796075,0.62,0.0875967
26,498.01,1,5.94549,-0.0106037,12.6419,21.7235,29.2389,0.790017,0.790017,0.775918,0.62,0.0832169
27,483.737,1,6.05854,0.349294,12.8612,25.6382,29.2389,0.770013,0.770013,0.756272,0.62,0.079056
28,477.781,1,6.02142,0.418539,12.2095,26.6909,28.7821,0.750516,0.750516,0.737122,0.62,0.0751032
29,469.07,1,6.05538,0.521683,12.6112,29.0418,28.4111,0.731512,0.731512,0.718458,0.62,0.0713481
30,457.76,1,6.09568,0.484508,13.2253,30.5222,28.5775,0.71299,0.71299,0.700266,0.62,0.0677807
31,454.862,1,6.0508,0.316656,12.6411,27.8724,28.6222,0.694937,0.694937,0.682535,0.62,0.0643916
32,447.489,1,5.99967,0.283678,12.7857,28.3361,28.4321,0.677341,0.677341,0.665253,0.62,0.061172
33,432.983,1,6.11766,0.531177,12.8855,26.5379,28.9652,0.66019,0.66019,0.648408,0.62,0.0581134
34,424.868,1,6.08224,0.431126,13.6654,24.6444,28.9652,0.643474,0.643474,0.63199,0.62,0.0552078
35,410.669,1,6.13621,0.520789,13.593,27.5302,29.101,0.627181,0.627181,0.615988,0.62,0.0524474
36,405.229,1,6.11302,0.422191,14.1023,27.7689,28.6577,0.6113,0.6113,0.628037,0.62,0.049825
37,390.345,1,6.16986,0.525883,13.6245,26.9251,29.2845,0.595821,0.595821,0.612134,0.62,0.0473338
38,381.224,1,6.07722,0.305389,13.2064,26.8586,28.7011,0.580735,0.580735,0.596635,0.62,0.0449671
39,370.687,1,6.10194,0.487789,13.0512,28.2841,28.7236,0.56603,0.56603,0.581528,0.62,0.0427187
40,364.717,1,6.10615,0.530646,13.0505,25.428,28.4094,0.551698,0.551698,0.566803,0.62,0.0405828
41,352.731,1,6.02282,0.371348,13.1029,26.982,27.8989,0.537729,0.537729,0.552451,0.62,0.0385536
42,351.437,1,6.05002,0.402933,13.5451,26.0329,27.5938,0.524113,0.524113,0.538463,0.62,0.036626
43,347.891,1,6.00878,0.255007,13.8603,27.0808,27.6153,0.510842,0.510842,0.524829,0.62,0.0347947
44,339.951,1,6.0177,0.301291,13.969,25.5195,27.4751,0.497908,0.497908,0.51154,0.62,0.0330549
45,328.034,1,6.03264,0.281094,14.2949,24.5235,27.5395,0.4853,0.4853,0.498587,0.62,0.0314022
46,325.144,1,5.97446,0.240194,13.7881,25.0537,27.249,0.473012,0.473012,0.485963,0.62,0.030052
47,322.94,1,5.95717,0.225937,13.7918,23.1696,26.9776,0.461035,0.461035,0.473658,0.62,0.0297917
48,320.518,1,5.97664,0.281576,13.8345,22.8301,26.7036,0.449362,0.490313,0.461665,0.62,0.0296963
49,317.325,1,5.9815,0.240224,14.5425,24.2801,26.5576,0.437984,0.477898,0.449975,0.62,0.0297754
50,314.388,1,6.00885,0.373226,14.0198,24.602,26.6665,0.426894,0.465798,0.438581,0.62,0.0297298
51,312.74,1,5.98716,0.312683,13.7933,25.5424,26.8384,0.416084,0.454003,0.427476,0.62,0.0291976
52,318.608,1,5.9741,0.333625,13.9431,24.7168,26.9013,0.405549,0.442508,0.416652,0.62,0.0300658
53,314.126,1,5.97361,0.216476,13.8619,25.3532,27.0642,0.39528,0.431303,0.407105,0.62,0.0294311
54,309.101,1,5.96233,0.237348,14.3751,24.5279,26.3717,0.385271,0.420382,0.403542,0.62,0.0290059
55,305.058,1,5.96955,0.213352,14.5974,23.8438,26.5674,0.375516,0.423024,0.393324,0.62,0.0286534
56,304.838,1,5.95323,0.181399,14.4536,24.122,26.4325,0.366008,0.427627,0.383365,0.62,0.0284838
57,311.031,1,6.00197,0.254714,15.3431,22.8715,25.9679,0.35674,0.4168,0.379623,0.62,0.0302025
58,315.514,1,5.97089,0.241543,15.1259,22.4475,25.9932,0.347707,0.406246,0.37001,0.62,0.0313019
59,309.833,1,5.9917,0.203272,15.4906,22.0218,26.572,0.338903,0.39596,0.392892,0.62,0.0297368
60,303.89,1,5.99963,0.23578,16.0104,20.8141,25.97,0.330322,0.400544,0.423851,0.62,0.0284451
61,305.712,1,5.99535,0.283818,15.9626,21.3422,25.4881,0.321958,0.390402,0.413119,0.62,0.0295636
62,308.152,1,5.93912,0.233643,15.3288,20.9158,25.6823,0.313806,0.380517,0.405135,0.62,0.0296093
63,305.237,1,5.97622,0.319555,15.3891,20.5778,25.6321,0.30586,0.370882,0.394877,0.62,0.0297008
64,301.123,1,5.94346,0.292093,14.8837,20.3642,25.5921,0.298116,0.361491,0.384878,0.62,0.029905
65,305.757,1,5.94143,0.290533,15.146,20.9476,25.4121,0.290567,0.352338,0.375133,0.62,0.0303953
66,304.847,1,5.92386,0.269016,15.132,22.4357,25.2731,0.28321,0.343417,0.365634,0.62,0.0308627
67,303.459,1,5.93634,0.274271,14.9424,22.3658,25.3719,0.276039,0.349806,0.359333,0.62,0.0301282
68,304.189,1,5.90574,0.238382,14.5772,22.9151,25.1984,0.269049,0.379676,0.357033,0.62,0.0302591
69,308.829,1,5.91429,0.281538,14.6173,22.5201,25.0016,0.262237,0.374411,0.347993,0.62,0.0313436
70,300.973,1,5.89642,0.232854,14.7151,21.7483,24.7281,0.255597,0.369988,0.339182,0.62,0.03072
71,298.937,1,5.89842,0.298579,14.5765,21.714,24.8247,0.249125,0.378287,0.330593,0.62,0.0301556
72,294.416,1,5.96251,0.358968,15.219,19.9442,24.9895,0.242817,0.401387,0.325375,0.62,0.0290033
73,279.288,1,5.95348,0.293027,15.7038,19.7615,24.7602,0.236669,0.391224,0.317136,0.62,0.0280398
74,287.711,1,5.96215,0.302449,15.9131,19.7957,24.6876,0.230676,0.382602,0.309106,0.62,0.0287016
75,298.564,1,5.98584,0.318668,15.8395,21.0143,24.7069,0.224835,0.392081,0.301279,0.62,0.0307633
76,293.54,1,6.04576,0.354212,16.1108,20.9935,24.953,0.219142,0.382153,0.293651,0.62,0.0308581
77,296.344,1,5.97496,0.284568,16.0193,20.3475,24.6996,0.213594,0.406248,0.317558,0.62,0.0297867
78,286.927,1,5.98094,0.304572,15.6431,19.6133,24.8588,0.208185,0.404991,0.32996,0.124058,0.0289967
79,281.521,1,5.99513,0.383144,15.2993,19.7001,25.3394,0.202914,0.447519,0.321605,-0.0386787,0.0281594
80,275.383,1,5.98752,0.368185,15.3394,19.5595,25.1613,0.197776,0.436188,0.313462,-0.031759,0.0277916
81,276.187,1,6.01584,0.367531,15.88,20.0277,25.235,0.192768,0.475597,0.316453,-0.0380021,0.0271875
82,275.155,1,5.99133,0.366222,15.7113,20.663,24.8456,0.187887,0.463555,0.328428,-0.0896797,0.0271588
83,280.086,1,5.98773,0.402751,15.6373,20.6942,24.9621,0.18313,0.484648,0.339778,-0.0997391,0.0274695
84,273.174,1,5.97868,0.387951,15.6036,20.7222,25.1181,0.178493,0.478374,0.331174,-0.149815,0.0270963
85,279.768,1,5.958,0.378605,14.8935,20.0172,25.1672,0.173973,0.515223,0.362011,-0.0913334,0.0271278
86,279.347,1,5.95296,0.374563,15.3556,19.3852,24.9214,0.169568,0.502177,0.356155,-0.0563661,0.0273634
87,277.887,1,5.96497,0.361205,15.0809,19.4044,24.936,0.165275,0.510475,0.370353,-0.0126338,0.0268746
88,279.55,1,5.95026,0.366,14.8252,20.4037,24.9165,0.16109,0.502764,0.361259,0.00894994,0.0272303
89,281.591,1,5.98358,0.369715,15.0695,21.1243,24.9165,0.157011,0.534875,0.361894,-0.0211014,0.0274958
90,281.641,1,5.97052,0.399385,15.0461,20.8689,25.0041,0.153035,0.521332,0.360407,-0.105558,0.0277104
91,280.22,1,5.94842,0.378256,15.0258,21.5207,24.7355,0.14916,0.521709,0.399662,-0.0390011,0.0270177
92,278.154,1,5.9609,0.361969,15.1245,22.2528,24.8708,0.145384,0.530654,0.389543,-0.0600863,0.0268937
93,277.322,1,5.93779,0.330273,14.8447,21.6199,24.9485,0.141702,0.521393,0.381926,-0.100657,0.0269277
94,276.05,1,5.95253,0.351146,15.1647,20.5307,24.8608,0.138114,0.524549,0.372256,-0.0657565,0.0269066
95,279.892,1,5.93896,0.335309,15.5598,19.8465,24.8219,0.134617,0.524985,0.389546,-0.142534,0.0273152
96,282.736,1,5.95241,0.3501,15.5712,19.7183,24.6329,0.131209,0.512861,0.381323,-0.103416,0.027939
97,279.502,1,5.96842,0.355937,15.5574,20.424,24.7291,0.127886,0.503746,0.371668,-0.0796116,0.0280649
98,279.316,1,5.99138,0.388207,15.5515,20.4277,24.7919,0.124648,0.525586,0.362257,-0.0546036,0.0278579
99,277.401,1,5.96349,0.362334,15.4675,19.2922,24.7096,0.121492,0.518887,0.368547,-0.0908975,0.0272572
100,268.732,1,5.97404,0.402102,15.0054,19.1736,24.9895,0.118416,0.505748,0.359215,-0.118849,0.0266256
101,277.243,1,6.02208,0.409092,15.9572,20.3754,25.1457,0.115417,0.515152,0.374691,-0.194372,0.0275438
102,274.423,1,5.9844,0.385307,15.6346,19.5088,24.7331,0.112495,0.519516,0.365204,-0.0956795,0.0272142
103,269.259,1,5.96988,0.383159,15.5166,19.1876,24.8635,0.109647,0.526574,0.355957,-0.15003,0.027046
104,274.905,1,5.98499,0.404157,15.7225,19.2766,24.8465,0.107886,0.513241,0.346944,-0.169632,0.0278486
105,273.706,1,6.03584,0.385234,16.0989,19.7628,25.3706,0.112703,0.500245,0.350843,-0.133251,0.027365
