iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2023.99,1,2.59104,8.64932,21.0128,34.1276,3,3,0,1.5,1.5,1.5,1.5
2,2000.65,1,2.7866,12.9162,18.2694,42.5768,2.92404,2.92404,0,1.46202,1.55101,1.5142,1.46202
3,1987.13,1,3.66896,14.5982,17.7842,64.0676,2.85,2.85,0,1.425,1.51174,1.47586,1.51859
4,1965.32,1,3.11657,20.4526,28.7827,97.0474,2.77784,2.77784,0,1.38892,1.47346,1.45869,1.48014
5,1963.66,1,3.24926,21.6854,37.9881,100.397,2.7075,2.7075,0,1.35375,1.43615,1.44345,1.44266
6,1959.61,1,3.18857,17.2532,33.7725,110.681,2.63894,2.63894,0,1.31947,1.47372,1.56163,1.40613
7,1935.74,1,2.83299,16.2752,45.9614,133.458,2.57212,2.57212,0,1.28606,1.4364,1.52209,1.37053
8,1924.49,1,2.3705,16.7781,49.7496,127.919,2.507,2.507,0,1.2535,1.43708,1.48355,1.33582
9,1927.26,1,2.38634,13.8686,59.0455,123.114,2.44352,2.44352,0,1.22176,1.52141,1.46421,1.302
10,1918.81,1,1.91916,15.607,48.0454,165.024,2.38165,2.38165,0,1.2197,1.70787,1.42714,1.26903
11,1904.69,1,2.08235,9.82329,66.2194,174.941,2.32134,2.32134,0,1.18882,1.66463,1.391,1.24009
12,1885.85,1,2.37519,9.06766,62.6066,162.87,2.26257,2.26257,0,1.15871,1.62248,1.35578,1.20869
13,1880.55,1,2.75328,16.5471,49.2768,267.253,2.20528,2.20528,0,1.12937,1.74029,1.32145,1.17809
14,1868.13,1,2.53044,12.4745,56.5096,207.071,2.14944,2.14944,0,1.10078,1.86356,1.28799,1.14826
15,1856.26,1,2.06154,13.1701,50.8915,215.856,2.09501,2.09501,0,1.07291,1.86737,1.25538,1.11918
16,1856.15,1,2.1218,23.045,50.3531,178.536,2.04197,2.04197,0,1.04574,1.84651,1.22359,1.1168
17,1828.75,1,2.10468,15.519,40.9105,191.689,1.99026,1.99026,0,1.01926,1.79975,1.19261,1.08852
18,1828.94,1,2.15941,16.5578,37.3179,189.118,1.93987,1.93987,0,0.993453,1.75418,1.16241,1.24159
19,1804.67,1,2.66074,16.2429,40.6455,205.056,1.89075,1.89075,0,0.968298,1.70977,1.13298,1.21016
20,1797.54,1,2.82139,13.0678,39.9856,175.034,1.84287,1.84287,0,0.94378,1.66647,1.10429,1.17951
21,1793.85,1,2.90169,18.9202,39.8533,164.083,1.79621,1.79621,0,0.919883,1.62428,1.07633,1.14965
22,1773.38,1,2.79892,20.7816,34.5102,192.673,1.75073,1.75073,0,0.896591,1.58315,1.04908,1.12054
23,1771.79,1,2.46723,15.7932,28.9311,227.302,1.7064,1.7064,0,0.873889,1.74561,1.04388,1.09216
24,1750.09,1,2.55671,14.9123,30.7021,284.392,1.66319,1.66319,0,0.851761,1.70141,1.01744,1.06451
25,1737.55,1,2.92512,11.8406,24.7746,247.279,1.62108,1.62108,0,0.830194,1.65833,0.991682,1.03756
26,1725.63,1,2.79425,13.5363,28.9106,250.977,1.58003,1.58003,0,0.809173,1.61634,0.966572,1.01129
27,1719.18,1,2.94586,14.6726,26.1111,222.927,1.54003,1.54003,0,0.788685,1.63109,0.942098,0.985679
28,1699.57,1,3.04379,9.87364,40.5125,199.828,1.50103,1.50103,0,0.768715,1.58979,0.918243,0.960721
29,1691.07,1,3.34352,10.5831,37.5932,186.447,1.46302,1.46302,0,0.74925,1.54954,0.894993,0.936395
30,1681.57,1,3.59851,9.8441,35.7132,217.221,1.42598,1.42598,0,0.730279,1.5103,0.888332,0.912685
31,1672.75,1,3.214,6.35859,37.8117,232.346,1.38987,1.38987,0,0.711788,1.47206,0.865839,0.908313
32,1656.61,1,3.07754,6.42166,37.9455,223.945,1.35468,1.35468,0,0.693765,1.43479,0.843915,0.916054
33,1659.49,1,3.54064,6.9154,36.0025,190.548,1.32038,1.32038,0,0.676198,1.50416,0.872632,0.897762
34,1636.32,1,3.74398,7.34284,38.4268,194.632,1.28695,1.28695,0,0.659077,1.49078,0.850536,0.875031
35,1623.82,1,3.88547,7.22237,33.7153,216.388,1.25436,1.25436,0,0.642389,1.45304,0.829,0.852874
36,1620.02,1,3.53009,9.75759,34.0208,205.053,1.2226,1.2226,0,0.626123,1.69203,0.80801,0.831279
37,1617.14,1,3.40712,9.34861,39.4161,202.415,1.19164,1.19164,0,0.610269,1.66562,0.78755,0.810231
38,1608.96,1,3.45647,9.5707,36.6915,172.723,1.16147,1.16147,0,0.595513,1.62344,0.856614,0.816787
39,1592.1,1,3.92639,6.88191,35.6141,173.305,1.13206,1.13206,0,0.580434,1.58234,0.907822,0.796105
40,1581.2,1,3.7695,8.72215,32.2949,184.157,1.1034,1.1034,0,0.565738,1.57681,0.884835,0.775947
41,1566.35,1,3.82635,12.5211,31.2148,185.065,1.07546,1.07546,0,0.551413,1.53688,0.862431,0.7563
42,1550.63,1,3.96523,9.28476,27.7792,184.64,1.04823,1.04823,0,0.537451,1.49797,0.840593,0.754817
43,1536.05,1,4.03386,6.77636,24.0404,160.351,1.02168,1.02168,0,0.523842,1.46004,0.819309,0.735704
44,1521.18,1,4.01144,7.08157,26.0049,166.691,0.995815,0.995815,0,0.510578,1.42307,0.798564,0.717076
45,1516.18,1,4.01656,7.03825,23.8301,141.865,0.970601,0.970601,0,0.49765,1.41339,0.778344,0.698919
46,1514.53,1,3.74209,4.31793,27.8307,155.843,0.946024,0.946024,0,0.485049,1.44373,0.758636,0.681222
47,1494.61,1,3.75725,5.50676,26.5863,160,0.922071,0.922071,0,0.472768,1.40718,0.739427,0.663973
48,1471.65,1,4.04933,5.32027,26.8725,166.046,0.898723,0.898723,0,0.460797,1.48872,0.720704,0.647161
49,1472.17,1,3.9669,5.69593,27.6107,170.503,0.875967,0.875967,0,0.449129,1.45103,0.702455,0.630774
50,1460.31,1,4.0751,5.02406,28.3293,175.302,0.853787,0.853787,0,0.437757,1.48279,0.684669,0.623888
51,1445.71,1,4.23222,3.80103,32.9889,167.214,0.832169,0.832169,0,0.426673,1.44524,0.667332,0.644641
52,1439.8,1,4.19907,4.11772,30.3071,150.111,0.811098,0.811098,0,0.415869,1.41566,0.650435,0.628319
53,1438,1,4.03989,3.98142,28.7257,166.536,0.79056,0.79056,0,0.405339,1.46063,0.633966,0.740082
54,1436.43,1,3.98219,2.99397,26.3396,162.826,0.770543,0.770543,0,0.395076,1.47903,0.617913,0.77979
55,1412.66,1,3.94801,3.16773,27.402,194.646,0.751032,0.751032,0,0.385072,1.44158,0.602268,0.767166
56,1409.63,1,4.03233,3.22462,27.5006,192.082,0.732016,0.732016,0,0.375322,1.43876,0.587018,0.747741
57,1392.86,1,4.08642,3.13909,30.155,192.267,0.713481,0.713481,0,0.365818,1.40233,0.572154,0.759825
58,1395.88,1,3.90676,2.91768,28.7998,188.587,0.695415,0.695415,0,0.356556,1.36928,0.557667,0.742305
59,1378.79,1,3.75364,3.00496,28.7628,200.3,0.677807,0.677807,0,0.352233,1.47724,0.543546,0.723509
60,1361.78,1,3.98357,2.94457,28.2648,166.67,0.660644,0.660644,0,0.343314,1.43984,0.529784,0.70519
61,1343.01,1,4.40008,2.63078,28.7817,166.123,0.643916,0.643916,0,0.334621,1.40338,0.516369,0.737892
62,1333.35,1,4.3327,2.6855,29.7215,144.776,0.627612,0.627612,0,0.326148,1.36784,0.503294,0.719208
63,1330.76,1,4.39061,2.5017,28.8007,133.161,0.61172,0.61172,0,0.31789,1.33321,0.490551,0.700998
64,1312.88,1,4.51396,2.47777,30.0925,131.576,0.596231,0.596231,0,0.309841,1.29945,0.47813,0.683248
65,1293.98,1,4.34559,2.58751,29.6116,154.255,0.581134,0.581134,0,0.301996,1.26655,0.466023,0.665948
66,1286.96,1,4.32105,2.65999,27.6751,148.62,0.56642,0.56642,0,0.294349,1.23448,0.454223,0.649086
67,1269.41,1,4.39785,3.28465,27.6086,145.907,0.552078,0.552078,0,0.286896,1.20322,0.442722,0.63265
68,1256.37,1,4.5271,3.09427,30.5227,142.206,0.538099,0.538099,0,0.279631,1.17276,0.431512,0.616631
69,1257.7,1,4.29701,3.46089,29.1921,144.884,0.524474,0.524474,0,0.272551,1.1538,0.420586,0.601018
70,1243.14,1,4.43441,3.20937,30.6816,155.515,0.511194,0.511194,0,0.26565,1.12459,0.409936,0.5858
71,1234.05,1,4.38825,2.83564,30.5521,168.259,0.49825,0.49825,0,0.258923,1.09611,0.399557,0.570967
72,1231.16,1,4.46186,2.0968,31.0548,151.599,0.485634,0.485634,0,0.252367,1.06836,0.38944,0.623272
73,1216.54,1,4.31622,2.83117,29.5998,139.538,0.473338,0.473338,0,0.245977,1.0413,0.379579,0.611639
74,1212.4,1,4.35867,3.10175,27.9815,143.672,0.461352,0.461352,0,0.239749,1.01494,0.369968,0.612694
75,1207.53,1,4.33581,3.45666,27.0838,157.179,0.449671,0.449671,0,0.233678,0.990532,0.3606,0.636064
76,1188.17,1,4.30407,3.57322,28.5874,146.484,0.438285,0.438285,0,0.229163,0.965451,0.351469,0.619959
77,1185.74,1,4.40873,2.74252,29.6839,143.989,0.427187,0.427187,0,0.236916,0.941005,0.34257,0.713825
