popPred_spline_abscissa,popPred_spline,popPred_ci_abscissa,popPred_piLower,popPred_piUpper,indivPred_spline_abscissa,indivPred_spline,indivPred_ci_abscissa,indivPred_piLower,indivPred_piUpper,split
-3.08585,3.4652,-3.08585,0,0,1.56472,2.2874,1.56472,1.29291,1.89367,All
-2.64887,3.65984,-2.64887,0,0,1.67698,2.40452,1.67698,1.38567,2.02954,All
-2.2119,3.85447,-2.2119,0,0,1.7973,2.53004,1.7973,1.48509,2.17515,All
-1.77493,4.0491,-1.77493,0,0,1.92626,2.66456,1.92626,1.59164,2.33122,All
-1.33796,4.24373,-1.33796,0,0,2.06446,2.80873,2.06446,1.70584,2.49848,All
-0.900983,4.43837,-0.900983,0,0,2.21258,2.96325,2.21258,1.82823,2.67774,All
-0.46401,4.633,-0.46401,0,0,2.37133,3.12886,2.37133,1.9594,2.86986,All
-0.0270371,4.82763,-0.0270371,0,0,2.53366,3.2982,2.53366,2.09353,3.06631,All
0.409936,5.02226,0.409936,0.338725,0.496117,2.54147,3.30635,2.54147,2.09998,3.07577,All
0.846908,5.25627,0.846908,0.69979,1.02496,2.72381,3.48976,2.72381,2.25065,3.29645,All
1.28388,5.4994,1.28388,1.06086,1.55379,2.91924,3.68198,2.91924,2.41213,3.53296,All
1.72085,5.74254,1.72085,1.42192,2.08263,3.12869,3.8874,3.12869,2.5852,3.78644,All
2.15783,5.98568,2.15783,1.78299,2.61147,3.35317,4.10066,3.35317,2.77068,4.05811,All
2.5948,6.22882,2.5948,2.14405,3.14031,3.50259,4.24262,3.50259,2.89415,4.23895,All
3.03177,6.47196,3.03177,2.50512,3.66915,3.59375,4.32923,3.59375,2.96948,4.34927,All
3.46874,6.71509,3.46874,2.86618,4.19799,3.8516,4.57016,3.8516,3.18253,4.66133,All
3.90572,6.95823,3.90572,3.22725,4.72682,4.12794,4.82542,4.12794,3.41087,4.99577,All
4.34269,7.20137,4.34269,3.58831,5.25566,4.42411,5.09294,4.42411,3.65559,5.3542,All
4.77966,7.44451,4.77966,3.94938,5.7845,4.47153,5.13567,4.47153,3.69478,5.41159,All
5.21664,7.68765,5.21664,4.31044,6.31334,4.74154,5.37893,4.74154,3.91788,5.73836,All
5.65361,7.93079,5.65361,4.67151,6.84218,5.08173,5.68316,5.08173,4.19898,6.15007,All
6.09058,8.17392,6.09058,5.03257,7.37101,5.44047,6.0004,5.44047,4.4954,6.58423,All
6.52755,8.44865,6.52755,5.39364,7.89985,5.44634,6.00556,5.44634,4.50024,6.59133,All
6.96453,8.72808,6.96453,5.75471,8.42869,5.8371,6.34916,5.8371,4.82313,7.06425,All
7.4015,9.01354,7.4015,6.11577,8.95753,6.2559,6.71711,6.2559,5.16918,7.57109,All
7.83847,9.30238,7.83847,6.47684,9.48637,6.40941,6.85212,6.40941,5.29602,7.75687,All
8.27545,9.59645,8.27545,6.8379,10.0152,6.70475,7.1132,6.70475,5.54006,8.1143,All
8.71242,9.8954,8.71242,7.19897,10.544,7.1858,7.54038,7.1858,5.93754,8.69649,All
9.14939,10.1992,9.14939,7.56003,11.0729,7.37835,7.71293,7.37835,6.09664,8.92952,All
9.58636,10.5075,9.58636,7.9211,11.6017,7.70137,8.00539,7.70137,6.36355,9.32044,All
10.0233,10.8211,10.0233,8.28216,12.1306,8.25393,8.51554,8.25393,6.82012,9.98917,All
10.4603,11.1409,10.4603,8.64323,12.6594,8.34729,8.60325,8.34729,6.89727,10.1022,All
10.8973,11.4668,10.8973,9.00429,13.1882,8.84613,9.07597,8.84613,7.30946,10.7059,All
11.3343,11.8001,11.3343,9.36536,13.7171,9.31623,9.52927,9.31623,7.69789,11.2748,All
11.7712,12.1425,11.7712,9.72642,14.2459,9.48083,9.68943,9.48083,7.83389,11.474,All
12.2082,12.4916,12.2082,10.0875,14.7748,10.1611,10.3562,10.1611,8.39596,12.2972,All
12.6452,12.8503,12.6452,10.4486,15.3036,10.2852,10.4781,10.2852,8.49851,12.4474,All
13.0821,13.2172,13.0821,10.8096,15.8324,10.8901,11.0727,10.8901,8.99836,13.1795,All
13.5191,13.5912,13.5191,11.1707,16.3613,11.2541,11.4293,11.2541,9.29914,13.6201,All
13.9561,13.9653,13.9561,11.5318,16.8901,11.6714,11.8352,11.6714,9.64397,14.1251,All
14.3931,14.3424,14.3931,11.8928,17.4189,12.223,12.3638,12.223,10.0998,14.7927,All
14.83,14.7228,14.83,12.2539,17.9478,12.5088,12.6334,12.5088,10.3359,15.1386,All
15.267,15.1033,15.267,12.6149,18.4766,13.192,13.2651,13.192,10.9004,15.9654,All
15.704,15.4825,15.704,12.976,19.0055,13.4063,13.4584,13.4063,11.0775,16.2248,All
16.141,15.8595,16.141,13.3371,19.5343,14.1609,14.1242,14.1609,11.701,17.138,All
16.5779,16.2315,16.5779,13.6981,20.0631,14.3682,14.3044,14.3682,11.8723,17.3889,All
17.0149,16.5988,17.0149,14.0592,20.592,15.1299,14.9536,15.1299,12.5016,18.3106,All
17.4519,16.9582,17.4519,14.4203,21.1208,15.3991,15.1809,15.3991,12.7241,18.6365,All
17.8888,17.3088,17.8888,14.7813,21.6496,16.0988,15.7669,16.0988,13.3022,19.4833,All
18.3258,17.658,18.3258,15.1424,22.1785,16.504,16.1039,16.504,13.637,19.9736,All
18.7628,17.9952,18.7628,15.5035,22.7073,17.0677,16.5728,17.0677,14.1029,20.6559,All
19.1998,18.3293,19.1998,15.8645,23.2362,17.6881,17.0906,17.6881,14.6154,21.4067,All
19.6367,18.6634,19.6367,16.2256,23.765,18.0367,17.3837,18.0367,14.9035,21.8286,All
20.0737,18.9909,20.0737,16.5867,24.2938,18.9572,18.1684,18.9572,15.6641,22.9426,All
20.5107,19.3153,20.5107,16.9477,24.8227,19.0056,18.2102,19.0056,15.7041,23.0012,All
20.9477,19.6393,20.9477,17.3088,25.3515,19.9746,19.0524,19.9746,16.5047,24.1738,All
