Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,V2_abscissa,V2_pdf,V2_cdf,bias_abscissa,bias_pdf,bias_cdf,split
3.98351,0.23556,0.159248,15.757,0.0536427,0.148635,7.29313,0.0893999,0.564409,18.5006,0.0470225,0.266916,-16.3921,0.0116729,0.0493092,All
4.12901,0.25685,0.195118,16.2722,0.0582997,0.177493,7.67042,0.0835671,0.597035,19.2185,0.0479501,0.301034,-16.1219,0.0108831,0.05236,All
4.27451,0.274139,0.233799,16.7873,0.0623723,0.208604,8.0477,0.077862,0.627482,19.9363,0.0483943,0.335642,-15.8516,0.00998871,0.0551824,All
4.42002,0.28711,0.274684,17.3025,0.0657763,0.241643,8.42499,0.0723541,0.655812,20.6542,0.0483929,0.370406,-15.5813,0.00902515,0.0577529,All
4.56552,0.295687,0.317136,17.8177,0.0684575,0.276252,8.80227,0.0670902,0.682109,21.372,0.0479907,0.405022,-15.3111,0.00802762,0.0600576,All
4.71102,0.300001,0.360524,18.3329,0.0703907,0.31205,9.17956,0.0620996,0.706471,22.0898,0.0472363,0.439221,-15.0408,0.0070292,0.0620919,All
4.85653,0.300335,0.404245,18.848,0.071577,0.348651,9.55684,0.0573981,0.729004,22.8077,0.0461799,0.472767,-14.7705,0.00605916,0.0638597,All
5.00203,0.297083,0.447749,19.3632,0.0720405,0.385675,9.93413,0.0529919,0.749819,23.5255,0.0448712,0.50546,-14.5003,0.00514169,0.0653718,All
5.14753,0.2907,0.490547,19.8784,0.0718238,0.422761,10.3114,0.0488796,0.769027,24.2434,0.0433579,0.537138,-14.23,0.00429523,0.0666453,All
5.29304,0.281671,0.532217,20.3936,0.0709843,0.459572,10.6887,0.0450546,0.786739,24.9612,0.0416844,0.56767,-13.9598,0.00353228,0.067701,All
5.43854,0.270487,0.57241,20.9087,0.0695891,0.495804,11.066,0.0415069,0.803059,25.679,0.0398919,0.596956,-13.6895,0.00285963,0.0685627,All
5.58404,0.257616,0.610848,21.4239,0.0677118,0.53119,11.4433,0.0382238,0.818092,26.3969,0.0380169,0.624923,-13.4192,0.00227904,0.0692551,All
5.72955,0.243499,0.647318,21.9391,0.0654286,0.565501,11.8206,0.0351913,0.831933,27.1147,0.0360919,0.651524,-13.149,0.00178805,0.0698027,All
5.87505,0.228536,0.681667,22.4543,0.0628155,0.598548,12.1978,0.0323943,0.844676,27.8326,0.0341451,0.676734,-12.8787,0.00138101,0.0702291,All
6.02055,0.213083,0.7138,22.9694,0.059946,0.630179,12.5751,0.0298178,0.856405,28.5504,0.0322005,0.700546,-12.6085,0.00105003,0.070556,All
6.16606,0.197449,0.743667,23.4846,0.0568892,0.660281,12.9524,0.0274467,0.867201,29.2682,0.0302782,0.722969,-12.3382,0.000785943,0.0708027,All
6.31156,0.181898,0.771263,23.9998,0.0537083,0.688773,13.3297,0.0252663,0.877139,29.9861,0.0283947,0.744025,-12.0679,0.000579124,0.070986,All
6.45706,0.166649,0.796615,24.515,0.0504603,0.715608,13.707,0.0232624,0.886289,30.7039,0.0265633,0.763747,-11.7977,0.000420091,0.07112,All
6.60257,0.151881,0.819782,25.0301,0.047195,0.740762,14.0843,0.0214217,0.894713,31.4218,0.0247943,0.782177,-11.5274,0.000299998,0.0712166,All
6.74807,0.137733,0.840844,25.5453,0.0439552,0.76424,14.4616,0.0197312,0.902472,32.1396,0.0230956,0.799361,-11.2571,0.000210921,0.071285,All
6.89357,0.12431,0.859899,26.0605,0.040777,0.786062,14.8388,0.0181792,0.909619,32.8575,0.0214726,0.815353,-10.9869,0.000146026,0.0713327,All
7.03908,0.111688,0.877058,26.5757,0.0376897,0.80627,15.2161,0.0167543,0.916205,33.5753,0.0199292,0.830208,-10.7166,9.96008e-05,0.0713656,All
7.18458,0.0999119,0.892442,27.0908,0.0347164,0.824915,15.5934,0.0154463,0.922276,34.2931,0.0184673,0.843984,-10.4464,6.70264e-05,0.0713878,All
7.33008,0.0890072,0.906175,27.606,0.031875,0.842063,15.9707,0.0142455,0.927874,35.011,0.0170877,0.856741,-10.1761,4.46824e-05,0.0714027,All
7.47559,0.078978,0.918386,28.1212,0.0291781,0.857783,16.348,0.013143,0.933038,35.7288,0.01579,0.868536,-9.90583,2.98392e-05,0.0714127,All
7.62109,0.0698125,0.9292,28.6364,0.0266342,0.872152,16.7253,0.0121306,0.937803,36.4467,0.014573,0.87943,-9.63556,2.0549e-05,0.0714194,All
7.76659,0.0614862,0.938742,29.1515,0.0242479,0.885252,17.1026,0.0112007,0.942201,37.1645,0.0134346,0.889477,-9.3653,1.55616e-05,0.0714241,All
7.9121,0.0539643,0.947132,29.6667,0.0220209,0.897164,17.4798,0.0103465,0.946264,37.8823,0.0123724,0.898736,-9.09504,1.42814e-05,0.0714281,All
8.0576,0.0472046,0.954483,30.1819,0.0199521,0.907969,17.8571,0.00956154,0.950017,38.6002,0.0113834,0.907258,-8.82478,1.67849e-05,0.0714322,All
8.2031,0.04116,0.960904,30.6971,0.0180383,0.917748,18.2344,0.00883999,0.953487,39.318,0.0104644,0.915095,-8.55451,2.3917e-05,0.0714376,All
8.34861,0.0357799,0.966493,31.2122,0.016275,0.92658,18.6117,0.00817654,0.956695,40.0359,0.00961201,0.922297,-8.28425,3.74912e-05,0.0714457,All
8.49411,0.0310123,0.971346,31.7274,0.014656,0.934542,18.989,0.00756628,0.959663,40.7537,0.00882267,0.92891,-8.01399,6.06166e-05,0.0714587,All
8.63961,0.0268052,0.975545,32.2426,0.0131744,0.941705,19.3663,0.00700474,0.96241,41.4716,0.00809283,0.934978,-7.74373,9.81856e-05,0.0714798,All
8.78512,0.0231071,0.979171,32.7578,0.0118227,0.948138,19.7436,0.00648785,0.964954,42.1894,0.00741892,0.940542,-7.47346,0.000157553,0.0715137,All
8.93062,0.0198686,0.982292,33.273,0.010593,0.953907,20.1208,0.00601185,0.967311,42.9072,0.00679743,0.945642,-7.2032,0.000249435,0.0715678,All
9.07612,0.0170426,0.984973,33.7881,0.00947717,0.959072,20.4981,0.00557335,0.969496,43.6251,0.00622494,0.950313,-6.93294,0.000389059,0.0716528,All
9.22163,0.0145848,0.987269,34.3033,0.00846715,0.96369,20.8754,0.00516921,0.971521,44.3429,0.00569813,0.95459,-6.66268,0.000597558,0.0717843,All
9.36713,0.012454,0.989233,34.8185,0.00755495,0.967813,21.2527,0.00479658,0.9734,45.0608,0.00521381,0.958504,-6.39241,0.000903594,0.0719846,All
9.51263,0.0106122,0.990908,35.3337,0.00673283,0.97149,21.63,0.00445286,0.975144,45.7786,0.00476894,0.962085,-6.12215,0.00134514,0.0722849,All
9.65814,0.00902479,0.992333,35.8488,0.00599333,0.974765,22.0073,0.00413567,0.976763,46.4964,0.00436064,0.965359,-5.85189,0.00197132,0.0727283,All
9.80364,0.00766025,0.993545,36.364,0.00532936,0.977678,22.3846,0.00384283,0.978268,47.2143,0.00398615,0.968353,-5.58163,0.00284402,0.0733726,All
9.94914,0.00649029,0.994572,36.8792,0.00473421,0.980267,22.7618,0.00357235,0.979666,47.9321,0.00364291,0.97109,-5.31136,0.00403922,0.0742945,All
10.0946,0.0054896,0.995442,37.3944,0.00420159,0.982567,23.1391,0.00332241,0.980966,48.65,0.00332849,0.97359,-5.0411,0.00564741,0.0755931,All
10.2402,0.00463564,0.996177,37.9095,0.00372564,0.984606,23.5164,0.00309135,0.982175,49.3678,0.00304062,0.975875,-4.77084,0.00777298,0.0773937,All
10.3857,0.00390848,0.996797,38.4247,0.0033009,0.986414,23.8937,0.00287764,0.983301,50.0857,0.0027772,0.977961,-4.50058,0.0105321,0.0798516,All
10.5312,0.00329055,0.997319,38.9399,0.00292235,0.988015,24.271,0.0026799,0.984349,50.8035,0.00253624,0.979867,-4.23031,0.0140484,0.0831547,All
10.6767,0.00276647,0.997759,39.4551,0.00258537,0.989432,24.6483,0.00249684,0.985325,51.5213,0.00231592,0.981608,-3.96005,0.018447,0.0875246,All
10.8222,0.0023228,0.998128,39.9702,0.00228572,0.990686,25.0255,0.00232731,0.986234,52.2392,0.00211455,0.983197,-3.68979,0.0238459,0.093216,All
10.9677,0.00194786,0.998438,40.4854,0.00201956,0.991793,25.4028,0.00217023,0.987082,52.957,0.00193055,0.984648,-3.41953,0.030345,0.100513,All
11.1132,0.00163151,0.998698,41.0006,0.00178337,0.992772,25.7801,0.00202462,0.987873,53.6749,0.00176246,0.985972,-3.14926,0.0380145,0.109724,All
11.2587,0.00136503,0.998915,41.5158,0.00157395,0.993635,26.1574,0.00188958,0.988611,54.3927,0.00160896,0.987181,-2.879,0.0468811,0.121169,All
11.4042,0.00114086,0.999097,42.0309,0.00138844,0.994397,26.5347,0.0017643,0.9893,55.1105,0.0014688,0.988285,-2.60874,0.0569158,0.13517,All
11.5497,0.000952568,0.999249,42.5461,0.00122424,0.99507,26.912,0.00164801,0.989944,55.8284,0.00134085,0.989293,-2.33848,0.0680229,0.15203,All
11.6952,0.000794606,0.999376,43.0613,0.00107899,0.995662,27.2893,0.00154002,0.990545,56.5462,0.00122406,0.990213,-2.06821,0.0800323,0.172019,All
11.8407,0.000662255,0.999482,43.5765,0.000950608,0.996184,27.6665,0.0014397,0.991107,57.2641,0.00111748,0.991053,-1.79795,0.0926962,0.195349,All
11.9862,0.000551491,0.99957,44.0916,0.000837198,0.996644,28.0438,0.00134646,0.991632,57.9819,0.00102021,0.99182,-1.52769,0.105693,0.222154,All
12.1317,0.000458896,0.999643,44.6068,0.000737075,0.997049,28.4211,0.00125977,0.992124,58.6997,0.000931468,0.99252,-1.25743,0.118636,0.252474,All
12.2772,0.000381568,0.999704,45.122,0.000648731,0.997406,28.7984,0.00117912,0.992584,59.4176,0.000850497,0.993159,-0.987164,0.131091,0.286236,All
12.4227,0.000317053,0.999755,45.6372,0.000570818,0.997719,29.1757,0.00110407,0.993014,60.1354,0.000776624,0.993742,-0.716902,0.1426,0.323247,All
12.5682,0.000263277,0.999797,46.1523,0.000502137,0.997995,29.553,0.00103421,0.993417,60.8533,0.000709229,0.994275,-0.446639,0.152704,0.363188,All
12.7137,0.000218491,0.999832,46.6675,0.00044162,0.998238,29.9303,0.000969133,0.993795,61.5711,0.000647744,0.994762,-0.176377,0.16098,0.405622,All
12.8592,0.000181222,0.999861,47.1827,0.000388318,0.998452,30.3075,0.0009085,0.994149,62.289,0.000591651,0.995206,0.0938855,0.167062,0.450004,All
13.0047,0.000150232,0.999885,47.6979,0.000341388,0.998639,30.6848,0.000851982,0.994481,63.0068,0.000540477,0.995613,0.364148,0.170675,0.495701,All
13.1502,0.000124482,0.999905,48.213,0.000300081,0.998804,31.0621,0.000799277,0.994793,63.7246,0.000493789,0.995984,0.63441,0.171653,0.54202,All
13.2957,0.000103098,0.999921,48.7282,0.000263736,0.998949,31.4394,0.00075011,0.995085,64.4425,0.000451192,0.996322,0.904673,0.169949,0.588241,All
13.4412,8.53528e-05,0.999935,49.2434,0.000231764,0.999077,31.8167,0.000704224,0.995359,65.1603,0.000412325,0.996632,1.17494,0.165643,0.633647,All
13.5867,7.06346e-05,0.999946,49.7586,0.000203647,0.999189,32.194,0.000661383,0.995616,65.8782,0.00037686,0.996915,1.4452,0.158933,0.677559,All
13.7322,5.84339e-05,0.999955,50.2737,0.000178926,0.999287,32.5713,0.000621371,0.995858,66.596,0.000344496,0.997174,1.71546,0.150122,0.719365,All
13.8777,4.8325e-05,0.999963,50.7889,0.000157194,0.999374,32.9485,0.000583985,0.996086,67.3138,0.00031496,0.99741,1.98572,0.139592,0.758548,All
14.0232,3.99532e-05,0.99997,51.3041,0.000138095,0.99945,33.3258,0.00054904,0.996299,68.0317,0.000288002,0.997627,2.25599,0.12778,0.794702,All
14.1687,3.30229e-05,0.999975,51.8193,0.000121311,0.999516,33.7031,0.000516364,0.9965,68.7495,0.000263394,0.997825,2.52625,0.115147,0.827542,All
14.3142,2.72882e-05,0.999979,52.3344,0.000106564,0.999575,34.0804,0.000485799,0.996689,69.4674,0.000240929,0.998005,2.79651,0.102148,0.856909,All
14.4597,2.25445e-05,0.999983,52.8496,9.36087e-05,0.999626,34.4577,0.000457197,0.996867,70.1852,0.000220419,0.998171,3.06677,0.089206,0.882761,All
14.6053,1.86218e-05,0.999986,53.3648,8.22283e-05,0.999672,34.835,0.000430423,0.997034,70.9031,0.00020169,0.998322,3.33704,0.0766912,0.905166,All
14.7508,1.53791e-05,0.999988,53.88,7.22322e-05,0.999711,35.2123,0.000405351,0.997192,71.6209,0.000184585,0.998461,3.6073,0.0649059,0.924281,All
14.8963,1.26992e-05,0.99999,54.3951,6.34528e-05,0.999746,35.5895,0.000381863,0.997341,72.3387,0.000168963,0.998588,3.87756,0.0540766,0.940336,All
15.0418,1.04849e-05,0.999992,54.9103,5.57424e-05,0.999777,35.9668,0.000359853,0.99748,73.0566,0.000154691,0.998704,4.14782,0.0443529,0.95361,All
15.1873,8.65582e-06,0.999993,55.4255,4.89711e-05,0.999804,36.3441,0.00033922,0.997612,73.7744,0.000141652,0.99881,4.41808,0.0358114,0.964416,All
15.3328,7.14519e-06,0.999995,55.9407,4.30246e-05,0.999828,36.7214,0.000319871,0.997737,74.4923,0.000129737,0.998907,4.68835,0.0284648,0.973075,All
15.4783,5.8978e-06,0.999996,56.4558,3.78026e-05,0.999848,37.0987,0.00030172,0.997854,75.2101,0.000118848,0.998997,4.95861,0.0222732,0.979906,All
15.6238,4.86792e-06,0.999996,56.971,3.32168e-05,0.999867,37.476,0.000284686,0.997964,75.9279,0.000108894,0.999078,5.22887,0.0171571,0.985211,All
15.7693,4.01775e-06,0.999997,57.4862,2.91897e-05,0.999883,37.8533,0.000268697,0.998069,76.6458,9.97932e-05,0.999153,5.49913,0.0130104,0.989267,All
15.9148,3.316e-06,0.999997,58.0014,2.56532e-05,0.999897,38.2305,0.000253682,0.998167,77.3636,9.14719e-05,0.999222,5.7694,0.0097124,0.99232,All
16.0603,2.73681e-06,0.999998,58.5165,2.25472e-05,0.999909,38.6078,0.000239577,0.99826,78.0815,8.38615e-05,0.999285,6.03966,0.00713754,0.994582,All
