Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,bias_abscissa,bias_cdf,split
2.71332,0.0685714,12.9948,0.0685714,2.37936,0.07,12.0493,0.0685714,-15.0239,0.07,All
2.73206,0.07,13.0015,0.07,2.44729,0.0714286,12.1233,0.07,-14.8136,0.0714286,All
2.76858,0.0714286,13.0178,0.0714286,2.44902,0.0728571,12.1565,0.0714286,-4.2568,0.0728571,All
3.16102,0.0728571,13.0374,0.0728571,2.4806,0.0742857,12.2919,0.0728571,-3.56671,0.0742857,All
3.29992,0.0742857,13.0457,0.0742857,2.48527,0.0757143,12.3,0.0742857,-3.48702,0.0757143,All
3.3381,0.0757143,13.1239,0.0757143,2.55785,0.0771429,12.3337,0.0757143,-3.47646,0.0771429,All
3.39014,0.0771429,13.2382,0.0771429,2.57376,0.0785714,12.3794,0.0771429,-3.38883,0.0785714,All
3.39538,0.0785714,13.3384,0.0785714,2.57976,0.08,12.3969,0.0785714,-3.36261,0.08,All
3.40448,0.08,13.3736,0.08,2.58623,0.0814286,12.4083,0.08,-3.24189,0.0814286,All
3.42449,0.0814286,13.3867,0.0814286,2.60089,0.0828571,12.5137,0.0814286,-2.98619,0.0828571,All
3.42848,0.0828571,13.4566,0.0828571,2.62178,0.0842857,12.6862,0.0828571,-2.96694,0.0842857,All
3.43786,0.0842857,13.5505,0.0842857,2.63027,0.0857143,12.7609,0.0842857,-2.96652,0.0857143,All
3.44402,0.0857143,13.7069,0.0857143,2.67109,0.0871429,12.8382,0.0857143,-2.9232,0.0871429,All
3.44889,0.0871429,13.7151,0.0871429,2.70282,0.0885714,12.9949,0.0871429,-2.91816,0.0885714,All
3.45873,0.0885714,13.7172,0.0885714,2.70392,0.09,13.0284,0.0885714,-2.87343,0.09,All
3.46341,0.09,13.7259,0.09,2.7228,0.0914286,13.0314,0.09,-2.78948,0.0914286,All
3.47225,0.0914286,13.7679,0.0914286,2.81019,0.0928571,13.1295,0.0914286,-2.78792,0.0928571,All
3.47249,0.0928571,13.7917,0.0928571,2.81039,0.0942857,13.2464,0.0928571,-2.68171,0.0942857,All
3.47978,0.0942857,13.7927,0.0942857,2.82473,0.0957143,13.3217,0.0942857,-2.63642,0.0957143,All
3.48078,0.0957143,13.815,0.0957143,2.85175,0.0971429,13.3331,0.0957143,-2.62797,0.0971429,All
3.48447,0.0971429,13.8511,0.0971429,2.91759,0.0985714,13.3815,0.0971429,-2.60251,0.0985714,All
3.50282,0.0985714,13.9267,0.0985714,2.94828,0.1,13.4233,0.0985714,-2.59357,0.1,All
3.50513,0.1,14.0982,0.1,2.96473,0.101429,13.4257,0.1,-2.59249,0.101429,All
3.50858,0.101429,14.1917,0.101429,3.00642,0.102857,13.4603,0.101429,-2.56582,0.102857,All
3.50998,0.102857,14.26,0.102857,3.01392,0.104286,13.5564,0.102857,-2.56495,0.104286,All
3.51072,0.104286,14.265,0.104286,3.02036,0.105714,13.5875,0.104286,-2.56331,0.105714,All
3.51581,0.105714,14.2792,0.105714,3.02306,0.107143,13.5953,0.105714,-2.56218,0.107143,All
3.51636,0.107143,14.3523,0.107143,3.04319,0.108571,13.6054,0.107143,-2.55714,0.108571,All
3.52103,0.108571,14.5447,0.108571,3.06874,0.11,13.6138,0.108571,-2.54613,0.11,All
3.52159,0.11,14.5785,0.11,3.09246,0.111429,13.6197,0.11,-2.54207,0.111429,All
3.52226,0.111429,14.5864,0.111429,3.11023,0.112857,13.836,0.111429,-2.53244,0.112857,All
3.52926,0.112857,14.6156,0.112857,3.11137,0.114286,13.8412,0.112857,-2.52824,0.114286,All
3.54857,0.114286,14.7188,0.114286,3.1134,0.115714,13.8963,0.114286,-2.52075,0.115714,All
3.55554,0.115714,14.7797,0.115714,3.13273,0.117143,13.8991,0.115714,-2.51648,0.117143,All
3.56243,0.117143,14.8749,0.117143,3.17802,0.118571,13.9515,0.117143,-2.51346,0.118571,All
3.56274,0.118571,14.8787,0.118571,3.23173,0.12,13.9986,0.118571,-2.50346,0.12,All
3.57022,0.12,14.9516,0.12,3.236,0.121429,14.01,0.12,-2.50192,0.121429,All
3.57192,0.121429,14.9884,0.121429,3.23897,0.122857,14.1522,0.121429,-2.48834,0.122857,All
3.57652,0.122857,15.1128,0.122857,3.25202,0.124286,14.2081,0.122857,-2.4733,0.124286,All
3.58561,0.124286,15.1391,0.124286,3.2571,0.125714,14.3385,0.124286,-2.47098,0.125714,All
3.59633,0.125714,15.2549,0.125714,3.26573,0.127143,14.3963,0.125714,-2.47068,0.127143,All
3.60569,0.127143,15.2621,0.127143,3.27205,0.128571,14.4031,0.127143,-2.46846,0.128571,All
3.60734,0.128571,15.3072,0.128571,3.30097,0.13,14.4217,0.128571,-2.46743,0.13,All
3.61653,0.13,15.3601,0.13,3.3116,0.131429,14.423,0.13,-2.45157,0.131429,All
3.61894,0.131429,15.3667,0.131429,3.34412,0.132857,14.4262,0.131429,-2.44549,0.132857,All
3.62585,0.132857,15.3794,0.132857,3.36034,0.134286,14.635,0.132857,-2.44096,0.134286,All
3.64207,0.134286,15.5793,0.134286,3.36795,0.135714,14.7343,0.134286,-2.4404,0.135714,All
3.66593,0.135714,15.5841,0.135714,3.37364,0.137143,14.7892,0.135714,-2.4404,0.137143,All
3.69313,0.137143,15.6535,0.137143,3.38566,0.138571,14.7948,0.137143,-2.43949,0.138571,All
3.70625,0.138571,15.6537,0.138571,3.38741,0.14,14.8617,0.138571,-2.43593,0.14,All
3.71569,0.14,15.8273,0.14,3.44814,0.141429,14.8858,0.14,-2.42962,0.141429,All
3.72038,0.141429,15.8696,0.141429,3.48535,0.142857,14.893,0.141429,-2.42429,0.142857,All
3.75139,0.142857,15.8726,0.142857,3.48647,0.144286,15.0039,0.142857,-2.42299,0.144286,All
4.3605,0.144286,15.9256,0.144286,3.48824,0.145714,15.0211,0.144286,-2.42236,0.145714,All
4.36829,0.145714,15.9887,0.145714,3.4999,0.147143,15.0505,0.145714,-2.41678,0.147143,All
4.37824,0.147143,16.0041,0.147143,3.51469,0.148571,15.0558,0.147143,-2.40897,0.148571,All
4.39043,0.148571,16.0283,0.148571,3.52841,0.15,15.0858,0.148571,-2.39428,0.15,All
4.42158,0.15,16.0609,0.15,3.53052,0.151429,15.0922,0.15,-2.39278,0.151429,All
4.46142,0.151429,16.0833,0.151429,3.54054,0.152857,15.163,0.151429,-2.37309,0.152857,All
4.4675,0.152857,16.0968,0.152857,3.57389,0.154286,15.2431,0.152857,-2.36647,0.154286,All
4.46995,0.154286,16.1261,0.154286,3.58498,0.155714,15.2946,0.154286,-2.36294,0.155714,All
4.47651,0.155714,16.1386,0.155714,3.60691,0.157143,15.551,0.155714,-2.36287,0.157143,All
4.47777,0.157143,16.2079,0.157143,3.60805,0.158571,15.5538,0.157143,-2.35156,0.158571,All
4.48061,0.158571,16.2109,0.158571,3.6271,0.16,15.5719,0.158571,-2.34539,0.16,All
4.49578,0.16,16.2273,0.16,3.65485,0.161429,15.6535,0.16,-2.33188,0.161429,All
4.49581,0.161429,16.2344,0.161429,3.68568,0.162857,15.6586,0.161429,-2.32753,0.162857,All
4.50446,0.162857,16.2476,0.162857,3.69918,0.164286,15.7577,0.162857,-2.3012,0.164286,All
4.50479,0.164286,16.2639,0.164286,3.70922,0.165714,15.7731,0.164286,-2.29427,0.165714,All
4.50828,0.165714,16.3424,0.165714,3.71567,0.167143,15.8372,0.165714,-2.29427,0.167143,All
4.50836,0.167143,16.4391,0.167143,3.72006,0.168571,15.8523,0.167143,-2.28815,0.168571,All
4.50905,0.168571,16.4612,0.168571,3.76547,0.17,15.8836,0.168571,-2.27029,0.17,All
4.50957,0.17,16.4655,0.17,3.7787,0.171429,15.908,0.17,-2.2662,0.171429,All
4.50963,0.171429,16.5179,0.171429,3.77964,0.172857,15.9238,0.171429,-2.24956,0.172857,All
4.51801,0.172857,16.6456,0.172857,3.81256,0.174286,16.1371,0.172857,-2.24762,0.174286,All
4.52648,0.174286,16.6688,0.174286,3.82242,0.175714,16.2613,0.174286,-2.23612,0.175714,All
4.52977,0.175714,16.7048,0.175714,3.82608,0.177143,16.3594,0.175714,-2.22345,0.177143,All
4.5317,0.177143,16.7204,0.177143,3.84549,0.178571,16.4554,0.177143,-2.21409,0.178571,All
4.53762,0.178571,16.7955,0.178571,3.85324,0.18,16.4812,0.178571,-2.20597,0.18,All
4.53993,0.18,16.8356,0.18,3.86458,0.181429,16.4893,0.18,-2.18513,0.181429,All
4.5421,0.181429,16.9014,0.181429,3.86657,0.182857,16.5436,0.181429,-2.18411,0.182857,All
4.55284,0.182857,16.9075,0.182857,3.88313,0.184286,16.5488,0.182857,-2.1796,0.184286,All
4.55509,0.184286,17.0388,0.184286,3.8938,0.185714,16.5892,0.184286,-2.17852,0.185714,All
4.55587,0.185714,17.0624,0.185714,3.90911,0.187143,16.6475,0.185714,-2.17235,0.187143,All
4.56286,0.187143,17.1256,0.187143,3.91607,0.188571,16.7314,0.187143,-2.16915,0.188571,All
4.57383,0.188571,17.1377,0.188571,3.93226,0.19,16.7392,0.188571,-2.169,0.19,All
4.57754,0.19,17.1552,0.19,3.96227,0.191429,16.7631,0.19,-2.15655,0.191429,All
4.58048,0.191429,17.1889,0.191429,4.01575,0.192857,16.8148,0.191429,-2.15561,0.192857,All
4.58718,0.192857,17.2679,0.192857,4.02337,0.194286,16.8231,0.192857,-2.13469,0.194286,All
4.59432,0.194286,17.3402,0.194286,4.03395,0.195714,16.8299,0.194286,-2.12612,0.195714,All
4.60585,0.195714,17.3808,0.195714,4.0485,0.197143,16.8509,0.195714,-2.12193,0.197143,All
4.61253,0.197143,17.3995,0.197143,4.07055,0.198571,16.8658,0.197143,-2.12073,0.198571,All
4.61963,0.198571,17.4469,0.198571,4.07562,0.2,16.9686,0.198571,-2.12031,0.2,All
4.62556,0.2,17.487,0.2,4.11581,0.201429,16.9796,0.2,-2.08149,0.201429,All
4.63127,0.201429,17.5161,0.201429,4.14903,0.202857,16.986,0.201429,-2.0726,0.202857,All
4.64175,0.202857,17.5449,0.202857,4.17462,0.204286,17.1294,0.202857,-2.06613,0.204286,All
4.64772,0.204286,17.6186,0.204286,4.18475,0.205714,17.1763,0.204286,-2.0655,0.205714,All
4.65453,0.205714,17.6278,0.205714,4.18721,0.207143,17.1768,0.205714,-2.04705,0.207143,All
4.66457,0.207143,17.646,0.207143,4.19961,0.208571,17.2406,0.207143,-2.04641,0.208571,All
4.66936,0.208571,17.7802,0.208571,4.19967,0.21,17.329,0.208571,-2.04475,0.21,All
4.69157,0.21,17.8442,0.21,4.2248,0.211429,17.3808,0.21,-2.0139,0.211429,All
4.69267,0.211429,17.9441,0.211429,4.22501,0.212857,17.4028,0.211429,-1.99995,0.212857,All
4.69731,0.212857,17.9527,0.212857,4.23034,0.214286,17.4762,0.212857,-1.99423,0.214286,All
4.70664,0.214286,17.9674,0.214286,4.24009,0.215714,17.6412,0.214286,-1.99006,0.215714,All
4.73433,0.215714,17.9946,0.215714,4.24057,0.217143,17.7115,0.215714,-1.98713,0.217143,All
4.76348,0.217143,18.0029,0.217143,4.24196,0.218571,17.7316,0.217143,-1.96851,0.218571,All
4.7653,0.218571,18.0216,0.218571,4.24819,0.22,17.8968,0.218571,-1.96247,0.22,All
4.76981,0.22,18.069,0.22,4.26282,0.221429,17.9213,0.22,-1.95705,0.221429,All
4.77308,0.221429,18.1149,0.221429,4.27363,0.222857,17.9649,0.221429,-1.94992,0.222857,All
4.77549,0.222857,18.1283,0.222857,4.28173,0.224286,18.103,0.222857,-1.94816,0.224286,All
4.77746,0.224286,18.1608,0.224286,4.28539,0.225714,18.1661,0.224286,-1.94303,0.225714,All
4.78293,0.225714,18.1637,0.225714,4.2904,0.227143,18.2815,0.225714,-1.94123,0.227143,All
4.79532,0.227143,18.2208,0.227143,4.30352,0.228571,18.3475,0.227143,-1.94056,0.228571,All
4.81374,0.228571,18.2518,0.228571,4.33196,0.23,18.3826,0.228571,-1.93051,0.23,All
4.81438,0.23,18.2615,0.23,4.3408,0.231429,18.4039,0.23,-1.91806,0.231429,All
4.81963,0.231429,18.2934,0.231429,4.35961,0.232857,18.4095,0.231429,-1.90913,0.232857,All
4.82373,0.232857,18.3105,0.232857,4.36993,0.234286,18.4149,0.232857,-1.90411,0.234286,All
4.8348,0.234286,18.3244,0.234286,4.38803,0.235714,18.551,0.234286,-1.89205,0.235714,All
4.83693,0.235714,18.3315,0.235714,4.39417,0.237143,18.7028,0.235714,-1.89037,0.237143,All
4.84274,0.237143,18.3351,0.237143,4.42553,0.238571,18.8498,0.237143,-1.88692,0.238571,All
4.84511,0.238571,18.3599,0.238571,4.47692,0.24,18.8954,0.238571,-1.88618,0.24,All
4.85356,0.24,18.3842,0.24,4.48408,0.241429,18.8983,0.24,-1.88426,0.241429,All
4.86235,0.241429,18.4212,0.241429,4.49965,0.242857,18.9138,0.241429,-1.88273,0.242857,All
4.8689,0.242857,18.4587,0.242857,4.50007,0.244286,18.9598,0.242857,-1.87963,0.244286,All
4.87162,0.244286,18.4826,0.244286,4.51616,0.245714,18.961,0.244286,-1.87539,0.245714,All
4.87755,0.245714,18.4859,0.245714,4.51728,0.247143,18.9697,0.245714,-1.85646,0.247143,All
4.88116,0.247143,18.4929,0.247143,4.53251,0.248571,19.0188,0.247143,-1.83299,0.248571,All
4.88581,0.248571,18.5024,0.248571,4.53436,0.25,19.2169,0.248571,-1.80971,0.25,All
4.89325,0.25,18.5647,0.25,4.54947,0.251429,19.4071,0.25,-1.80906,0.251429,All
4.89996,0.251429,18.5861,0.251429,4.56297,0.252857,19.446,0.251429,-1.80363,0.252857,All
4.90266,0.252857,18.5873,0.252857,4.56422,0.254286,19.5532,0.252857,-1.79405,0.254286,All
4.90296,0.254286,18.6345,0.254286,4.56506,0.255714,19.5592,0.254286,-1.78443,0.255714,All
4.90698,0.255714,18.6404,0.255714,4.5704,0.257143,19.6555,0.255714,-1.76016,0.257143,All
4.90746,0.257143,18.6675,0.257143,4.58262,0.258571,19.6558,0.257143,-1.74775,0.258571,All
4.91056,0.258571,18.6762,0.258571,4.58335,0.26,19.6696,0.258571,-1.73877,0.26,All
4.9127,0.26,18.718,0.26,4.58617,0.261429,19.6742,0.26,-1.72765,0.261429,All
4.91402,0.261429,18.7259,0.261429,4.59717,0.262857,19.6779,0.261429,-1.71949,0.262857,All
4.91422,0.262857,18.8131,0.262857,4.63347,0.264286,19.6845,0.262857,-1.70093,0.264286,All
4.91685,0.264286,18.8132,0.264286,4.63695,0.265714,19.7703,0.264286,-1.69432,0.265714,All
4.92072,0.265714,18.8629,0.265714,4.643,0.267143,19.7746,0.265714,-1.67834,0.267143,All
4.92151,0.267143,18.8921,0.267143,4.66704,0.268571,19.7883,0.267143,-1.66622,0.268571,All
4.9237,0.268571,18.8939,0.268571,4.70257,0.27,19.8559,0.268571,-1.66086,0.27,All
4.92529,0.27,18.9205,0.27,4.70287,0.271429,19.9464,0.27,-1.64042,0.271429,All
4.93419,0.271429,18.9328,0.271429,4.70462,0.272857,20.0825,0.271429,-1.63496,0.272857,All
4.93456,0.272857,18.9541,0.272857,4.7068,0.274286,20.1387,0.272857,-1.6295,0.274286,All
4.93903,0.274286,18.9597,0.274286,4.70868,0.275714,20.1478,0.274286,-1.62179,0.275714,All
4.94786,0.275714,18.9661,0.275714,4.71136,0.277143,20.1704,0.275714,-1.59895,0.277143,All
4.9506,0.277143,18.9828,0.277143,4.71602,0.278571,20.1794,0.277143,-1.5949,0.278571,All
4.95269,0.278571,18.9895,0.278571,4.71938,0.28,20.1953,0.278571,-1.57607,0.28,All
4.96073,0.28,19.0144,0.28,4.73172,0.281429,20.2343,0.28,-1.56903,0.281429,All
4.96184,0.281429,19.0699,0.281429,4.73399,0.282857,20.3146,0.281429,-1.55034,0.282857,All
4.96191,0.282857,19.1096,0.282857,4.74648,0.284286,20.3313,0.282857,-1.53748,0.284286,All
4.96227,0.284286,19.1266,0.284286,4.76625,0.285714,20.3443,0.284286,-1.51881,0.285714,All
4.96765,0.285714,19.136,0.285714,4.76994,0.287143,20.4086,0.285714,-1.51637,0.287143,All
4.96843,0.287143,19.1458,0.287143,4.82931,0.288571,20.6291,0.287143,-1.51185,0.288571,All
4.96885,0.288571,19.1701,0.288571,4.83111,0.29,20.6428,0.288571,-1.51094,0.29,All
4.97146,0.29,19.1718,0.29,4.83239,0.291429,20.741,0.29,-1.51077,0.291429,All
4.97265,0.291429,19.1771,0.291429,4.84486,0.292857,20.7422,0.291429,-1.48928,0.292857,All
4.9763,0.292857,19.2099,0.292857,4.85743,0.294286,20.7451,0.292857,-1.48927,0.294286,All
4.97679,0.294286,19.2389,0.294286,4.86383,0.295714,20.768,0.294286,-1.48783,0.295714,All
4.97825,0.295714,19.2443,0.295714,4.86869,0.297143,20.819,0.295714,-1.44515,0.297143,All
4.98016,0.297143,19.2496,0.297143,4.87443,0.298571,20.8346,0.297143,-1.43889,0.298571,All
4.98153,0.298571,19.2957,0.298571,4.89972,0.3,20.9762,0.298571,-1.4345,0.3,All
4.9842,0.3,19.34,0.3,4.92487,0.301429,20.9917,0.3,-1.43072,0.301429,All
4.98766,0.301429,19.3496,0.301429,4.95721,0.302857,21.0381,0.301429,-1.42869,0.302857,All
4.99207,0.302857,19.3571,0.302857,4.96971,0.304286,21.0392,0.302857,-1.38875,0.304286,All
4.99264,0.304286,19.3776,0.304286,5.00039,0.305714,21.0765,0.304286,-1.3625,0.305714,All
4.99313,0.305714,19.4032,0.305714,5.00973,0.307143,21.0802,0.305714,-1.34779,0.307143,All
5.0046,0.307143,19.412,0.307143,5.0239,0.308571,21.0992,0.307143,-1.34495,0.308571,All
5.00778,0.308571,19.4777,0.308571,5.0347,0.31,21.1102,0.308571,-1.33907,0.31,All
5.0082,0.31,19.5009,0.31,5.03755,0.311429,21.1138,0.31,-1.33812,0.311429,All
5.0088,0.311429,19.5097,0.311429,5.05579,0.312857,21.1264,0.311429,-1.33436,0.312857,All
5.01126,0.312857,19.5777,0.312857,5.0605,0.314286,21.139,0.312857,-1.30902,0.314286,All
5.01497,0.314286,19.5862,0.314286,5.06658,0.315714,21.1502,0.314286,-1.29464,0.315714,All
5.01587,0.315714,19.595,0.315714,5.08293,0.317143,21.2535,0.315714,-1.28057,0.317143,All
5.0186,0.317143,19.6026,0.317143,5.09544,0.318571,21.304,0.317143,-1.27814,0.318571,All
5.01892,0.318571,19.6086,0.318571,5.10305,0.32,21.3061,0.318571,-1.24634,0.32,All
5.02179,0.32,19.6343,0.32,5.10732,0.321429,21.3065,0.32,-1.22585,0.321429,All
5.02329,0.321429,19.6363,0.321429,5.13192,0.322857,21.3069,0.321429,-1.22363,0.322857,All
5.02756,0.322857,19.6431,0.322857,5.13772,0.324286,21.3245,0.322857,-1.18,0.324286,All
5.02873,0.324286,19.656,0.324286,5.1406,0.325714,21.3419,0.324286,-1.15086,0.325714,All
5.02988,0.325714,19.669,0.325714,5.14309,0.327143,21.3661,0.325714,-1.13218,0.327143,All
5.03869,0.327143,19.6768,0.327143,5.1597,0.328571,21.3691,0.327143,-1.1209,0.328571,All
5.04286,0.328571,19.6883,0.328571,5.19467,0.33,21.3767,0.328571,-1.12004,0.33,All
5.04564,0.33,19.6956,0.33,5.197,0.331429,21.3879,0.33,-1.10708,0.331429,All
5.0464,0.331429,19.7077,0.331429,5.20361,0.332857,21.4245,0.331429,-1.08912,0.332857,All
5.04942,0.332857,19.7334,0.332857,5.21129,0.334286,21.4252,0.332857,-1.06905,0.334286,All
5.05337,0.334286,19.7452,0.334286,5.21364,0.335714,21.4294,0.334286,-1.061,0.335714,All
5.05543,0.335714,19.7581,0.335714,5.21718,0.337143,21.4399,0.335714,-1.03079,0.337143,All
5.05627,0.337143,19.7722,0.337143,5.22204,0.338571,21.5679,0.337143,-1.03022,0.338571,All
5.06207,0.338571,19.7776,0.338571,5.22259,0.34,21.5851,0.338571,-1.01594,0.34,All
5.06335,0.34,19.7907,0.34,5.22933,0.341429,21.5937,0.34,-1.00387,0.341429,All
5.06387,0.341429,19.8111,0.341429,5.24207,0.342857,21.6331,0.341429,-1.00293,0.342857,All
5.0645,0.342857,19.8195,0.342857,5.24374,0.344286,21.6362,0.342857,-1.00076,0.344286,All
5.06554,0.344286,19.8237,0.344286,5.2478,0.345714,21.6393,0.344286,-0.997078,0.345714,All
5.06895,0.345714,19.8517,0.345714,5.25573,0.347143,21.6415,0.345714,-0.997065,0.347143,All
5.07043,0.347143,19.9317,0.347143,5.25754,0.348571,21.6583,0.347143,-0.995713,0.348571,All
5.07278,0.348571,19.9675,0.348571,5.25793,0.35,21.6905,0.348571,-0.987747,0.35,All
5.07517,0.35,19.9936,0.35,5.314,0.351429,21.7623,0.35,-0.965734,0.351429,All
5.07534,0.351429,20.0358,0.351429,5.33981,0.352857,21.784,0.351429,-0.931258,0.352857,All
5.07842,0.352857,20.0717,0.352857,5.36462,0.354286,21.9051,0.352857,-0.91837,0.354286,All
5.08374,0.354286,20.0971,0.354286,5.41957,0.355714,21.9133,0.354286,-0.910816,0.355714,All
5.08835,0.355714,20.1075,0.355714,5.4483,0.357143,21.9163,0.355714,-0.894699,0.357143,All
5.09083,0.357143,20.1372,0.357143,5.46752,0.358571,21.9637,0.357143,-0.894024,0.358571,All
5.09174,0.358571,20.1533,0.358571,5.50107,0.36,21.9876,0.358571,-0.893817,0.36,All
5.09346,0.36,20.1819,0.36,5.50632,0.361429,21.9962,0.36,-0.873505,0.361429,All
5.1023,0.361429,20.1975,0.361429,5.52318,0.362857,22.0158,0.361429,-0.857783,0.362857,All
5.10404,0.362857,20.2111,0.362857,5.52828,0.364286,22.1139,0.362857,-0.85331,0.364286,All
5.10408,0.364286,20.2229,0.364286,5.55305,0.365714,22.1574,0.364286,-0.844019,0.365714,All
5.10438,0.365714,20.2426,0.365714,5.55887,0.367143,22.1817,0.365714,-0.835728,0.367143,All
5.1045,0.367143,20.2694,0.367143,5.57527,0.368571,22.2263,0.367143,-0.814121,0.368571,All
5.10717,0.368571,20.2732,0.368571,5.60479,0.37,22.2406,0.368571,-0.803698,0.37,All
5.10734,0.37,20.3006,0.37,5.60562,0.371429,22.2721,0.37,-0.802725,0.371429,All
