Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Cl_vs_fi_abscissa,Cl_vs_fi_spline,Cl_vs_fi_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,Q_vs_fi_abscissa,Q_vs_fi_spline,Q_vs_fi_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V1_vs_fi_abscissa,V1_vs_fi_spline,V1_vs_fi_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression,V2_vs_fi_abscissa,V2_vs_fi_spline,V2_vs_fi_regression,fi_vs_Cl_abscissa,fi_vs_Cl_spline,fi_vs_Cl_regression,fi_vs_Q_abscissa,fi_vs_Q_spline,fi_vs_Q_regression,fi_vs_V1_abscissa,fi_vs_V1_spline,fi_vs_V1_regression,fi_vs_V2_abscissa,fi_vs_V2_spline,fi_vs_V2_regression
-9.42662e-08,-0.018138,-0.018138,-0.435698,-0.387184,-0.279916,-2.53129,0.127594,0.170682,-0.594901,-0.602352,-0.431672,-0.668079,-1.9086e-09,-8.46134e-09,-0.435698,1.10659e-09,-5.01512e-09,-2.53129,-3.58926e-08,-1.82672e-08,-0.594901,-1.81888e-10,-9.37323e-09,-0.668079,-0.389219,-0.270474,-9.42662e-08,-0.0046813,-0.0046813,-2.53129,0.0180498,-0.107462,-0.594901,-0.367853,-0.348223,-0.668079,0.368933,0.744006,-9.42662e-08,-0.157805,-0.157805,-0.435698,-0.278429,-0.42288,-0.594901,0.156155,-0.386603,-0.668079,-0.467423,-0.275211,-9.42662e-08,-0.00780819,-0.00780819,-0.435698,-0.354897,-0.228291,-2.53129,-0.0628544,-0.0618902
-9.11333e-08,-0.0177552,-0.0177552,-0.425241,-0.374694,-0.273304,-2.4737,0.130395,0.166653,-0.584856,-0.598421,-0.424519,-0.65673,-2.92157e-09,-8.40065e-09,-0.425241,5.3684e-10,-5.013e-09,-2.4737,-3.31964e-08,-1.79651e-08,-0.584856,-1.0546e-10,-9.29832e-09,-0.65673,-0.393162,-0.265904,-9.11333e-08,-0.00467206,-0.00467206,-2.4737,0.0138863,-0.105128,-0.584856,-0.361468,-0.342429,-0.65673,0.331266,0.731431,-9.11333e-08,-0.151857,-0.151857,-0.425241,-0.272479,-0.41234,-0.584856,0.160304,-0.379889,-0.65673,-0.455841,-0.270465,-9.11333e-08,-0.00749463,-0.00749463,-0.425241,-0.340379,-0.222728,-2.4737,-0.0617256,-0.060463
-8.80003e-08,-0.0173724,-0.0173724,-0.414784,-0.362935,-0.266692,-2.41611,0.133195,0.162624,-0.574812,-0.594491,-0.417366,-0.64538,-3.96337e-09,-8.33997e-09,-0.414784,-6.63629e-12,-5.01088e-09,-2.41611,-3.05002e-08,-1.76631e-08,-0.574812,-2.90323e-11,-9.2234e-09,-0.64538,-0.396368,-0.261335,-8.80003e-08,-0.00466281,-0.00466281,-2.41611,0.00972267,-0.102795,-0.574812,-0.355082,-0.336635,-0.64538,0.295085,0.718856,-8.80003e-08,-0.145909,-0.145909,-0.414784,-0.263519,-0.4018,-0.574812,0.164452,-0.373175,-0.64538,-0.443537,-0.265719,-8.80003e-08,-0.00718106,-0.00718106,-0.414784,-0.32512,-0.217165,-2.41611,-0.0605967,-0.0590358
-8.48674e-08,-0.0169895,-0.0169895,-0.404327,-0.351175,-0.26008,-2.35852,0.135996,0.158596,-0.564768,-0.589639,-0.410213,-0.634031,-4.94064e-09,-8.27928e-09,-0.404327,-5.50112e-10,-5.00876e-09,-2.35852,-2.7804e-08,-1.7361e-08,-0.564768,-5.36088e-11,-9.14848e-09,-0.634031,-0.38835,-0.256766,-8.48674e-08,-0.00465357,-0.00465357,-2.35852,0.00555908,-0.100461,-0.564768,-0.349021,-0.330841,-0.634031,0.288171,0.706282,-8.48674e-08,-0.139961,-0.139961,-0.404327,-0.25456,-0.391261,-0.564768,0.161914,-0.366461,-0.634031,-0.424569,-0.260973,-8.48674e-08,-0.0068675,-0.0068675,-0.404327,-0.30986,-0.211603,-2.35852,-0.0594679,-0.0576087
-8.17344e-08,-0.0166067,-0.0166067,-0.39387,-0.341027,-0.253468,-2.30094,0.138797,0.154567,-0.554723,-0.584276,-0.40306,-0.622681,-5.91335e-09,-8.21859e-09,-0.39387,-1.04466e-09,-5.00664e-09,-2.30094,-2.51077e-08,-1.70589e-08,-0.554723,-1.30843e-10,-9.07356e-09,-0.622681,-0.379539,-0.252197,-8.17344e-08,-0.00464432,-0.00464432,-2.30094,0.0013955,-0.0981279,-0.554723,-0.343126,-0.325048,-0.622681,0.283326,0.693707,-8.17344e-08,-0.134013,-0.134013,-0.39387,-0.240426,-0.380721,-0.554723,0.155893,-0.359747,-0.622681,-0.405129,-0.256227,-8.17344e-08,-0.00655393,-0.00655393,-0.39387,-0.293347,-0.20604,-2.30094,-0.0583391,-0.0561815
-7.86014e-08,-0.0162239,-0.0162239,-0.383413,-0.331024,-0.246856,-2.24335,0.141598,0.150539,-0.544679,-0.578231,-0.395907,-0.611332,-6.88606e-09,-8.15791e-09,-0.383413,-1.53482e-09,-5.00452e-09,-2.24335,-2.24115e-08,-1.67569e-08,-0.544679,-2.71637e-10,-8.99865e-09,-0.611332,-0.370727,-0.247628,-7.86014e-08,-0.00463508,-0.00463508,-2.24335,-0.00276809,-0.0957945,-0.544679,-0.337423,-0.319254,-0.611332,0.278481,0.681132,-7.86014e-08,-0.128066,-0.128066,-0.383413,-0.225829,-0.370181,-0.544679,0.145676,-0.353033,-0.611332,-0.385689,-0.251481,-7.86014e-08,-0.00624037,-0.00624037,-0.383413,-0.276722,-0.200477,-2.24335,-0.0572103,-0.0547544
-7.54685e-08,-0.0158411,-0.0158411,-0.372955,-0.32102,-0.240244,-2.18576,0.144557,0.14651,-0.534634,-0.571045,-0.388754,-0.599982,-7.85877e-09,-8.09722e-09,-0.372955,-2.02498e-09,-5.0024e-09,-2.18576,-1.97725e-08,-1.64548e-08,-0.534634,-5.13131e-10,-8.92373e-09,-0.599982,-0.361915,-0.243058,-7.54685e-08,-0.00462583,-0.00462583,-2.18576,-0.00726613,-0.0934611,-0.534634,-0.332016,-0.31346,-0.599982,0.273636,0.668557,-7.54685e-08,-0.122118,-0.122118,-0.372955,-0.211231,-0.359642,-0.534634,0.128821,-0.346319,-0.599982,-0.36625,-0.246735,-7.54685e-08,-0.0059268,-0.0059268,-0.372955,-0.260096,-0.194914,-2.18576,-0.0564834,-0.0533272
-7.23355e-08,-0.0154582,-0.0154582,-0.362498,-0.311017,-0.233632,-2.12817,0.147802,0.142482,-0.52459,-0.563858,-0.381602,-0.588633,-8.83148e-09,-8.03653e-09,-0.362498,-2.51515e-09,-5.00028e-09,-2.12817,-1.72663e-08,-1.61527e-08,-0.52459,-7.54625e-10,-8.84881e-09,-0.588633,-0.353103,-0.238489,-7.23355e-08,-0.00461659,-0.00461659,-2.12817,-0.0124245,-0.0911277,-0.52459,-0.32661,-0.307666,-0.588633,0.268791,0.655983,-7.23355e-08,-0.11617,-0.11617,-0.362498,-0.196634,-0.349102,-0.52459,0.111965,-0.339605,-0.588633,-0.34681,-0.241989,-7.23355e-08,-0.00561324,-0.00561324,-0.362498,-0.243471,-0.189351,-2.12817,-0.0565594,-0.0519
-6.92025e-08,-0.0150754,-0.0150754,-0.352041,-0.301358,-0.22702,-2.07058,0.150941,0.138453,-0.514545,-0.556672,-0.374449,-0.577283,-9.80419e-09,-7.97584e-09,-0.352041,-2.99986e-09,-4.99816e-09,-2.07058,-1.48965e-08,-1.58506e-08,-0.514545,-9.96119e-10,-8.7739e-09,-0.577283,-0.344292,-0.23392,-6.92025e-08,-0.00460735,-0.00460735,-2.07058,-0.0176971,-0.0887942,-0.514545,-0.321203,-0.301872,-0.577283,0.263946,0.643408,-6.92025e-08,-0.110222,-0.110222,-0.352041,-0.181745,-0.338562,-0.514545,0.0951098,-0.332891,-0.577283,-0.32737,-0.237244,-6.92025e-08,-0.00529967,-0.00529967,-0.352041,-0.226792,-0.183789,-2.07058,-0.0568254,-0.0504729
-6.60696e-08,-0.0146926,-0.0146926,-0.341584,-0.292094,-0.220408,-2.013,0.154019,0.134424,-0.504501,-0.549486,-0.367296,-0.565934,-1.07769e-08,-7.91516e-09,-0.341584,-3.47993e-09,-4.99604e-09,-2.013,-1.25828e-08,-1.55486e-08,-0.504501,-1.23761e-09,-8.69898e-09,-0.565934,-0.33548,-0.229351,-6.60696e-08,-0.0045981,-0.0045981,-2.013,-0.0229913,-0.0864608,-0.504501,-0.315797,-0.296078,-0.565934,0.259101,0.630833,-6.60696e-08,-0.104274,-0.104274,-0.341584,-0.166778,-0.328023,-0.504501,0.0782543,-0.326177,-0.565934,-0.307931,-0.232498,-6.60696e-08,-0.00498611,-0.00498611,-0.341584,-0.210117,-0.178226,-2.013,-0.0571412,-0.0490457
-6.29366e-08,-0.0143098,-0.0143098,-0.331127,-0.282834,-0.213796,-1.95541,0.156885,0.130396,-0.494457,-0.541682,-0.360143,-0.554584,-1.17496e-08,-7.85447e-09,-0.331127,-3.97283e-09,-4.99392e-09,-1.95541,-1.04093e-08,-1.52465e-08,-0.494457,-1.49152e-09,-8.62406e-09,-0.554584,-0.326668,-0.224782,-6.29366e-08,-0.00458886,-0.00458886,-1.95541,-0.0282566,-0.0841274,-0.494457,-0.31037,-0.290285,-0.554584,0.254256,0.618258,-6.29366e-08,-0.0983259,-0.0983259,-0.331127,-0.153901,-0.317483,-0.494457,0.0606409,-0.319463,-0.554584,-0.288491,-0.227752,-6.29366e-08,-0.00467254,-0.00467254,-0.331127,-0.193992,-0.172663,-1.95541,-0.0574879,-0.0476186
-5.98036e-08,-0.0139269,-0.0139269,-0.32067,-0.273556,-0.207184,-1.89782,0.159466,0.126367,-0.484412,-0.527583,-0.35299,-0.543235,-1.27223e-08,-7.79378e-09,-0.32067,-4.47001e-09,-4.99179e-09,-1.89782,-8.3934e-09,-1.49444e-08,-0.484412,-1.87205e-09,-8.54914e-09,-0.543235,-0.317857,-0.220212,-5.98036e-08,-0.00457961,-0.00457961,-1.89782,-0.0334232,-0.081794,-0.484412,-0.304733,-0.284491,-0.543235,0.249411,0.605684,-5.98036e-08,-0.092378,-0.092378,-0.32067,-0.141689,-0.306943,-0.484412,0.0352938,-0.312749,-0.543235,-0.269051,-0.223006,-5.98036e-08,-0.00435898,-0.00435898,-0.32067,-0.178039,-0.1671,-1.89782,-0.0577949,-0.0461914
-5.66707e-08,-0.0135441,-0.0135441,-0.310212,-0.264215,-0.200572,-1.84023,0.161162,0.122339,-0.474368,-0.513484,-0.345837,-0.531885,-1.3695e-08,-7.7331e-09,-0.310212,-4.97354e-09,-4.98967e-09,-1.84023,-6.76436e-09,-1.46423e-08,-0.474368,-2.25258e-09,-8.47423e-09,-0.531885,-0.309045,-0.215643,-5.66707e-08,-0.00457037,-0.00457037,-1.84023,-0.0380837,-0.0794606,-0.474368,-0.299096,-0.278697,-0.531885,0.244566,0.593109,-5.66707e-08,-0.0864301,-0.0864301,-0.310212,-0.130397,-0.296404,-0.474368,0.00994657,-0.306035,-0.531885,-0.249612,-0.21826,-5.66707e-08,-0.00404541,-0.00404541,-0.310212,-0.162324,-0.161537,-1.84023,-0.0577078,-0.0447643
-5.35377e-08,-0.0131613,-0.0131613,-0.299755,-0.254608,-0.19396,-1.78264,0.162546,0.11831,-0.464323,-0.499385,-0.338684,-0.520536,-1.46677e-08,-7.67241e-09,-0.299755,-5.50116e-09,-4.98755e-09,-1.78264,-5.26976e-09,-1.43403e-08,-0.464323,-2.63311e-09,-8.39931e-09,-0.520536,-0.300233,-0.211074,-5.35377e-08,-0.00456112,-0.00456112,-1.78264,-0.0425626,-0.0771272,-0.464323,-0.293459,-0.272903,-0.520536,0.239721,0.580534,-5.35377e-08,-0.0804822,-0.0804822,-0.299755,-0.12256,-0.285864,-0.464323,-0.0154006,-0.299321,-0.520536,-0.230172,-0.213514,-5.35377e-08,-0.00373185,-0.00373185,-0.299755,-0.147499,-0.155975,-1.78264,-0.0574773,-0.0433371
-5.04047e-08,-0.0127784,-0.0127784,-0.289298,-0.244591,-0.187348,-1.72506,0.163929,0.114281,-0.454279,-0.485286,-0.331531,-0.509186,-1.56404e-08,-7.61172e-09,-0.289298,-6.05749e-09,-4.98543e-09,-1.72506,-3.77516e-09,-1.40382e-08,-0.454279,-3.01364e-09,-8.32439e-09,-0.509186,-0.291421,-0.206505,-5.04047e-08,-0.00455188,-0.00455188,-1.72506,-0.0470416,-0.0747938,-0.454279,-0.287822,-0.267109,-0.509186,0.234876,0.56796,-5.04047e-08,-0.0745343,-0.0745343,-0.289298,-0.118678,-0.275324,-0.454279,-0.0407478,-0.292607,-0.509186,-0.210732,-0.208768,-5.04047e-08,-0.00341828,-0.00341828,-0.289298,-0.133685,-0.150412,-1.72506,-0.0572469,-0.0419099
-4.72718e-08,-0.0123956,-0.0123956,-0.278841,-0.233979,-0.180737,-1.66747,0.165313,0.110253,-0.444235,-0.471186,-0.324379,-0.497837,-1.66132e-08,-7.55104e-09,-0.278841,-6.65225e-09,-4.98331e-09,-1.66747,-2.28056e-09,-1.37361e-08,-0.444235,-3.39417e-09,-8.24948e-09,-0.497837,-0.28261,-0.201936,-4.72718e-08,-0.00454263,-0.00454263,-1.66747,-0.0515206,-0.0724603,-0.444235,-0.282185,-0.261315,-0.497837,0.23003,0.555385,-4.72718e-08,-0.0685864,-0.0685864,-0.278841,-0.120011,-0.264785,-0.444235,-0.066095,-0.285893,-0.497837,-0.191293,-0.204022,-4.72718e-08,-0.00310472,-0.00310472,-0.278841,-0.1212,-0.144849,-1.66747,-0.0570165,-0.0404828
-4.41388e-08,-0.0120128,-0.0120128,-0.268384,-0.223367,-0.174125,-1.60988,0.166106,0.106224,-0.43419,-0.457087,-0.317226,-0.486488,-1.75859e-08,-7.49035e-09,-0.268384,-7.247e-09,-4.98119e-09,-1.60988,-1.0086e-09,-1.34341e-08,-0.43419,-3.7747e-09,-8.17456e-09,-0.486488,-0.273798,-0.197366,-4.41388e-08,-0.00453339,-0.00453339,-1.60988,-0.0555924,-0.0701269,-0.43419,-0.276547,-0.255522,-0.486488,0.225185,0.54281,-4.41388e-08,-0.0626384,-0.0626384,-0.268384,-0.121343,-0.254245,-0.43419,-0.0914422,-0.279179,-0.486488,-0.171853,-0.199276,-4.41388e-08,-0.00279116,-0.00279116,-0.268384,-0.108716,-0.139286,-1.60988,-0.0564289,-0.0390556
-4.10059e-08,-0.01163,-0.01163,-0.257927,-0.211951,-0.167513,-1.55229,0.165601,0.102196,-0.424146,-0.442988,-0.310073,-0.475138,-1.85586e-08,-7.42966e-09,-0.257927,-7.88966e-09,-4.97907e-09,-1.55229,-2.24655e-10,-1.3132e-08,-0.424146,-4.15523e-09,-8.09964e-09,-0.475138,-0.264986,-0.192797,-4.10059e-08,-0.00452414,-0.00452414,-1.55229,-0.0587718,-0.0677935,-0.424146,-0.27091,-0.249728,-0.475138,0.22034,0.530235,-4.10059e-08,-0.0566905,-0.0566905,-0.257927,-0.129068,-0.243705,-0.424146,-0.116789,-0.272465,-0.475138,-0.152413,-0.194531,-4.10059e-08,-0.00247759,-0.00247759,-0.257927,-0.0978568,-0.133723,-1.55229,-0.0550585,-0.0376285
-3.78729e-08,-0.0112471,-0.0112471,-0.247469,-0.199955,-0.160901,-1.4947,0.164824,0.098167,-0.414101,-0.428889,-0.30292,-0.463789,-1.95313e-08,-7.36898e-09,-0.247469,-8.56679e-09,-4.97695e-09,-1.4947,4.64886e-10,-1.28299e-08,-0.414101,-4.53576e-09,-8.02472e-09,-0.463789,-0.256175,-0.188228,-3.78729e-08,-0.0045149,-0.0045149,-1.4947,-0.061748,-0.0654601,-0.414101,-0.265273,-0.243934,-0.463789,0.215495,0.517661,-3.78729e-08,-0.0507426,-0.0507426,-0.247469,-0.141395,-0.233166,-0.414101,-0.142137,-0.265751,-0.463789,-0.132974,-0.189785,-3.78729e-08,-0.00216403,-0.00216403,-0.247469,-0.088168,-0.128161,-1.4947,-0.0535022,-0.0362013
-3.47399e-08,-0.0108643,-0.0108643,-0.237012,-0.187536,-0.154289,-1.43712,0.162795,0.0941384,-0.404057,-0.41479,-0.295767,-0.452439,-2.0504e-08,-7.30829e-09,-0.237012,-9.26687e-09,-4.97483e-09,-1.43712,7.26365e-10,-1.25278e-08,-0.404057,-4.91629e-09,-7.94981e-09,-0.452439,-0.247363,-0.183659,-3.47399e-08,-0.00450565,-0.00450565,-1.43712,-0.0637792,-0.0631267,-0.404057,-0.259636,-0.23814,-0.452439,0.21065,0.505086,-3.47399e-08,-0.0447947,-0.0447947,-0.237012,-0.15688,-0.222626,-0.404057,-0.167484,-0.259037,-0.452439,-0.113534,-0.185039,-3.47399e-08,-0.00185046,-0.00185046,-0.237012,-0.0792886,-0.122598,-1.43712,-0.0510769,-0.0347742
-3.1607e-08,-0.0104815,-0.0104815,-0.226555,-0.174019,-0.147677,-1.37953,0.16009,0.0901098,-0.394012,-0.40069,-0.288614,-0.44109,-2.10832e-08,-7.2476e-09,-0.226555,-9.99379e-09,-4.97271e-09,-1.37953,7.62452e-10,-1.22258e-08,-0.394012,-5.29681e-09,-7.87489e-09,-0.44109,-0.235985,-0.179089,-3.1607e-08,-0.00449641,-0.00449641,-1.37953,-0.0652889,-0.0607933,-0.394012,-0.253999,-0.232346,-0.44109,0.217468,0.492511,-3.1607e-08,-0.0388468,-0.0388468,-0.226555,-0.179597,-0.212086,-0.394012,-0.192831,-0.252323,-0.44109,-0.0958178,-0.180293,-3.1607e-08,-0.0015369,-0.0015369,-0.226555,-0.0724761,-0.117035,-1.37953,-0.0481671,-0.033347
