simulations,OFV
500,958.485
1000,958.971
1500,956.471
2000,956.996
2500,958.083
3000,957.575
3500,956.582
4000,956.237
4500,956.575
5000,956.4
5500,956.451
6000,956.559
6500,956.381
7000,956.465
7500,956.574
8000,956.535
8500,956.834
9000,956.492
9500,956.343
10000,956.31
10500,956.311
11000,956.384
11500,956.336
12000,956.17
12500,956.243
13000,956.231
13500,956.281
14000,956.298
14500,956.307
15000,956.347
15500,956.301
16000,956.287
16500,956.125
17000,956.181
17500,956.239
18000,956.265
18500,956.382
19000,956.313
19500,956.202
20000,956.157
20500,956.034
21000,955.878
21500,955.888
22000,955.944
22500,955.957
23000,955.807
23500,955.796
24000,955.81
24500,955.757
25000,955.812
25500,955.766
26000,955.656
26500,955.684
27000,955.663
27500,955.663
28000,955.725
28500,955.691
29000,955.756
29500,955.821
30000,955.876
