iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1480.33,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1462.3,1,5.65396,1.49161,0.552255,54.4151,17.3467,64.9377,0.974679,0.974679,1.04882,0.974679,0.998743,0.974679,0.974679
3,1454.94,1,7.28163,0.999121,0.320866,50.3253,16.6074,60.4584,0.95,0.95,1.02441,0.95,0.998743,0.95,0.95
4,1437.66,1,5.44046,0.962182,0.565349,50.0304,19.2109,59.9235,0.925945,0.925945,0.998468,0.925945,0.998743,0.925945,0.925945
5,1430.57,1,6.42357,0.965658,0.336301,57.9972,15.7486,69.0274,0.9025,0.9025,0.973187,0.9025,0.998743,0.9025,0.9025
6,1415.29,1,3.67885,1.83001,0.913711,59.183,17.6217,70.8233,0.879648,0.879648,0.967916,0.879648,0.998743,0.879648,0.879648
7,1403.6,1,4.55435,1.51001,0.780338,62.9041,21.027,74.9869,0.857375,0.857375,0.943407,0.857375,0.998743,0.857375,0.857375
8,1384.66,1,4.76853,1.54418,0.673711,59.3908,20.8733,70.2286,0.835666,0.835666,0.91952,0.835666,0.998743,0.835666,0.835666
9,1382.43,1,5.93071,1.32594,0.475558,69.4718,18.8426,82.2407,0.814506,0.814506,0.962483,0.814506,0.998743,0.814506,0.814506
10,1374.2,1,6.52196,1.27751,0.379992,73.9284,18.9657,87.0418,0.793882,0.793882,0.938112,0.793882,0.998743,0.793882,0.793882
11,1355.17,1,8.894,1.17389,0.108382,72.0598,17.7534,84.4343,0.773781,0.773781,0.914359,0.773781,0.998743,0.773781,0.773781
12,1338.01,1,7.17882,1.23773,0.386999,66.696,16.2612,77.9293,0.754188,0.754188,0.894684,0.754188,0.998743,0.754188,0.754188
13,1343.09,1,6.78295,1.14029,0.342878,75.5925,17.1694,87.9179,0.735092,0.735092,0.882918,0.735092,0.998743,0.735092,0.735092
14,1326.06,1,5.14555,1.48392,0.660925,63.7101,14.4964,74.4373,0.716479,0.716479,0.936972,0.716479,0.998743,0.716479,0.716479
15,1303.25,1,6.88234,1.23584,0.400031,63.9236,16.014,74.8546,0.698337,0.698337,0.913248,0.698337,0.998743,0.698337,0.698337
16,1295.62,1,6.66919,1.23478,0.384402,59.9326,18.0208,70.4735,0.680655,0.680655,0.890124,0.680655,0.998743,0.680655,0.680655
17,1289.24,1,6.7971,1.15886,0.402513,54.1094,16.1927,63.5045,0.66342,0.66342,0.873806,0.66342,0.998743,0.66342,0.66342
18,1267.66,1,6.09038,1.36315,0.52451,57.2932,18.27,67.1153,0.646622,0.646622,0.85168,0.646622,0.998743,0.646622,0.646622
19,1259.25,1,7.65482,0.997783,0.329683,59.7285,20.5447,69.6778,0.630249,0.630249,0.830115,0.630249,0.998743,0.630249,0.630249
20,1251.3,1,7.77589,1.05002,0.312818,56.161,19.3287,65.4647,0.614291,0.614291,0.809096,0.614291,0.998743,0.614291,0.614291
21,1245.13,1,8.76648,0.802953,0.172282,53.2175,21.8267,62.4274,0.598737,0.598737,0.78861,0.598737,0.998743,0.598737,0.598737
22,1224.52,1,7.65845,0.985959,0.337511,61.1165,20.147,72.1464,0.583577,0.583577,0.768642,0.583577,0.998743,0.583577,0.583577
23,1212.8,1,7.55604,0.911653,0.348207,56.4194,15.6116,66.7192,0.5688,0.5688,0.749179,0.5688,0.998743,0.5688,0.5688
24,1198.01,1,7.2136,1.00894,0.376011,57.0344,16.8326,67.0608,0.554398,0.554398,0.73021,0.554398,0.998743,0.554398,0.554398
25,1193.31,1,6.1478,1.15376,0.544549,55.9865,14.4039,65.8251,0.54036,0.54036,0.71172,0.54036,0.998743,0.54036,0.54036
26,1178.49,1,6.14373,1.11636,0.545277,55.1707,16.6877,64.9758,0.526678,0.526678,0.693699,0.526678,0.998743,0.526678,0.526678
27,1169.04,1,6.4003,1.18809,0.515973,55.9614,18.5174,65.9328,0.513342,0.513342,0.676134,0.513342,0.998743,0.513342,0.513342
28,1151.27,1,6.406,1.2119,0.499991,55.3314,18.1865,64.9047,0.500344,0.500344,0.659014,0.500344,0.998743,0.500344,0.500344
29,1141.65,1,5.2162,1.50801,0.710099,53.8449,20.2964,62.9196,0.487675,0.487675,0.642328,0.487675,0.998743,0.487675,0.487675
30,1124.29,1,6.33002,1.34702,0.515235,51.1737,19.2141,59.8774,0.475327,0.475327,0.626063,0.475327,0.998743,0.475327,0.475327
31,1121.42,1,6.44376,1.40884,0.496152,53.9253,17.4384,62.7418,0.463291,0.463291,0.637346,0.463291,0.998743,0.463291,0.463291
32,1105.41,1,6.38767,1.11474,0.515503,54.6751,15.775,63.4316,0.45156,0.45156,0.621208,0.45156,0.998743,0.45156,0.45156
33,1095.47,1,6.92461,1.03433,0.419586,54.3985,14.651,62.8658,0.440127,0.440127,0.606347,0.440127,0.998743,0.440127,0.440127
34,1083.54,1,6.98205,1.09637,0.40479,51.9246,16.0479,60.1794,0.428982,0.428982,0.590994,0.428982,0.998743,0.428982,0.428982
35,1071.09,1,5.66721,1.20384,0.619076,53.4517,15.6415,62.1187,0.41812,0.41812,0.610752,0.41812,0.998743,0.41812,0.41812
36,1068.73,1,6.17841,1.27417,0.527276,52.2415,17.6419,60.6554,0.407533,0.407533,0.599765,0.407533,0.998743,0.407533,0.407533
37,1063.5,1,6.48373,1.25641,0.455336,50.2259,17.5781,58.3332,0.397214,0.397214,0.584609,0.397214,0.998743,0.397214,0.397214
38,1049.16,1,6.48217,1.29322,0.485957,55.9339,16.3814,64.9271,0.387157,0.387157,0.569807,0.387157,0.998743,0.387157,0.387157
39,1025.62,1,7.48186,1.07894,0.362851,52.9202,18.9966,61.5017,0.377354,0.377354,0.555379,0.377354,0.998743,0.377354,0.377354
40,1029.48,1,7.40544,0.970317,0.370277,52.0423,17.549,60.3829,0.367799,0.367799,0.541316,0.367799,0.998743,0.367799,0.367799
41,1011.12,1,7.61919,0.986456,0.341217,50.4824,19.6176,58.5374,0.358486,0.358486,0.52761,0.358486,0.998743,0.358486,0.358486
42,995.2,1,7.17866,1.04302,0.396323,50.2059,17.5997,58.2684,0.349409,0.349409,0.51425,0.349409,0.998743,0.349409,0.349409
43,984.44,1,6.87485,1.13052,0.423492,50.6085,18.2462,58.7784,0.340562,0.340562,0.506101,0.340562,0.998743,0.340562,0.340562
44,971.921,1,6.78449,1.17865,0.458902,48.3277,19.5749,56.1762,0.331938,0.331938,0.493286,0.331938,0.998743,0.331938,0.331938
45,964.847,1,6.65964,1.11662,0.470516,47.0912,19.5692,54.6813,0.323534,0.323534,0.480796,0.323534,0.998743,0.323534,0.323534
