standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,split
-4,0,-4,0,-4,0,All
-2.66184,0.00714286,-2.5058,0.00714286,-1.84298,0.00714286,All
-2.49128,0.0142857,-2.3494,0.0142857,-1.68748,0.0142857,All
-2.41784,0.0214286,-2.21911,0.0214286,-1.6639,0.0214286,All
-2.40831,0.0285714,-2.21347,0.0285714,-1.59881,0.0285714,All
-2.3674,0.0357143,-2.21098,0.0357143,-1.52731,0.0357143,All
-2.36408,0.0428571,-2.10285,0.0428571,-1.49574,0.0428571,All
-2.36027,0.05,-2.04816,0.05,-1.3791,0.05,All
-2.22019,0.0571429,-2.03717,0.0571429,-1.36543,0.0571429,All
-2.21021,0.0642857,-1.92112,0.0642857,-1.35305,0.0642857,All
-2.11318,0.0714286,-1.8704,0.0714286,-1.26127,0.0714286,All
-1.81787,0.0785714,-1.84668,0.0785714,-1.26056,0.0785714,All
-1.64946,0.0857143,-1.74691,0.0857143,-1.25946,0.0857143,All
-1.59398,0.0928571,-1.6665,0.0928571,-1.23063,0.0928571,All
-1.5552,0.1,-1.3986,0.1,-1.22472,0.1,All
-1.53513,0.107143,-1.31997,0.107143,-1.21844,0.107143,All
-1.49637,0.114286,-1.29475,0.114286,-1.21367,0.114286,All
-1.45362,0.121429,-1.1172,0.121429,-1.13726,0.121429,All
-1.41368,0.128571,-1.11129,0.128571,-1.13062,0.128571,All
-1.26659,0.135714,-1.01001,0.135714,-1.11781,0.135714,All
-1.08447,0.142857,-0.970966,0.142857,-1.11268,0.142857,All
-0.956234,0.15,-0.893548,0.15,-1.10977,0.15,All
-0.891517,0.157143,-0.8438,0.157143,-1.10342,0.157143,All
-0.778822,0.164286,-0.811136,0.164286,-1.10185,0.164286,All
-0.765766,0.171429,-0.787195,0.171429,-1.02743,0.171429,All
-0.761154,0.178571,-0.783301,0.178571,-1.00963,0.178571,All
-0.692499,0.185714,-0.781227,0.185714,-0.963608,0.185714,All
-0.688339,0.192857,-0.747104,0.192857,-0.958285,0.192857,All
-0.649312,0.2,-0.646657,0.2,-0.948428,0.2,All
-0.60585,0.207143,-0.574397,0.207143,-0.943901,0.207143,All
-0.529073,0.214286,-0.555909,0.214286,-0.943098,0.214286,All
-0.524227,0.221429,-0.520431,0.221429,-0.925838,0.221429,All
-0.455496,0.228571,-0.513945,0.228571,-0.91289,0.228571,All
-0.450624,0.235714,-0.510819,0.235714,-0.897605,0.235714,All
-0.404142,0.242857,-0.498139,0.242857,-0.867066,0.242857,All
-0.400601,0.25,-0.459609,0.25,-0.830517,0.25,All
-0.389912,0.257143,-0.444746,0.257143,-0.796004,0.257143,All
-0.335492,0.264286,-0.417215,0.264286,-0.585016,0.264286,All
-0.328443,0.271429,-0.386893,0.271429,-0.568698,0.271429,All
-0.299865,0.278571,-0.369904,0.278571,-0.554597,0.278571,All
-0.294076,0.285714,-0.350348,0.285714,-0.545502,0.285714,All
-0.275154,0.292857,-0.327697,0.292857,-0.446977,0.292857,All
-0.267655,0.3,-0.301472,0.3,-0.420494,0.3,All
-0.264442,0.307143,-0.282226,0.307143,-0.404702,0.307143,All
-0.261027,0.314286,-0.275543,0.314286,-0.377871,0.314286,All
-0.167619,0.321429,-0.260683,0.321429,-0.374525,0.321429,All
-0.161927,0.328571,-0.242017,0.328571,-0.347988,0.328571,All
-0.161848,0.335714,-0.20031,0.335714,-0.339019,0.335714,All
-0.158759,0.342857,-0.147181,0.342857,-0.337912,0.342857,All
-0.121031,0.35,-0.138387,0.35,-0.335051,0.35,All
-0.0809321,0.357143,-0.127898,0.357143,-0.284296,0.357143,All
-0.0465008,0.364286,-0.122747,0.364286,-0.283826,0.364286,All
-0.0440921,0.371429,-0.11679,0.371429,-0.280601,0.371429,All
-0.039609,0.378571,-0.115407,0.378571,-0.277295,0.378571,All
-0.0334549,0.385714,-0.114939,0.385714,-0.251987,0.385714,All
-0.032976,0.392857,-0.0654855,0.392857,-0.24944,0.392857,All
-0.027133,0.4,-0.0653991,0.4,-0.243679,0.4,All
-0.00365051,0.407143,-0.0642242,0.407143,-0.22632,0.407143,All
0.00808157,0.414286,-0.0604039,0.414286,-0.223839,0.414286,All
0.0198568,0.421429,-0.0314188,0.421429,-0.206096,0.421429,All
0.0266161,0.428571,-0.028434,0.428571,-0.181849,0.428571,All
0.0363894,0.435714,-0.0171234,0.435714,-0.181672,0.435714,All
