standEta_Cl_abscissa,standEta_Cl_cdf,standEta_V1_abscissa,standEta_V1_cdf,standEta_Q_abscissa,standEta_Q_cdf,split
0.0396185,0.442857,-0.0101207,0.442857,-0.149299,0.442857,All
0.0519744,0.45,0.0119364,0.45,-0.0594735,0.45,All
0.0608583,0.457143,0.0199794,0.457143,-0.0364594,0.457143,All
0.0682584,0.464286,0.0202503,0.464286,-0.0320389,0.464286,All
0.0799555,0.471429,0.02052,0.471429,-0.00841636,0.471429,All
0.0868813,0.478571,0.0208582,0.478571,0.00541972,0.478571,All
0.0994622,0.485714,0.0472479,0.485714,0.00963234,0.485714,All
0.102421,0.492857,0.0537002,0.492857,0.0176248,0.492857,All
0.125389,0.5,0.0596795,0.5,0.0196595,0.5,All
0.134915,0.507143,0.128917,0.507143,0.0213824,0.507143,All
0.143615,0.514286,0.15171,0.514286,0.0621546,0.514286,All
0.145382,0.521429,0.162222,0.521429,0.0893936,0.521429,All
0.148068,0.528571,0.170042,0.528571,0.0976583,0.528571,All
0.151137,0.535714,0.188625,0.535714,0.106504,0.535714,All
0.179093,0.542857,0.213631,0.542857,0.108647,0.542857,All
0.182989,0.55,0.214316,0.55,0.137464,0.55,All
0.184319,0.557143,0.228166,0.557143,0.145498,0.557143,All
0.19737,0.564286,0.228259,0.564286,0.163437,0.564286,All
0.226727,0.571429,0.252601,0.571429,0.169616,0.571429,All
0.226967,0.578571,0.253342,0.578571,0.171369,0.578571,All
0.228436,0.585714,0.262911,0.585714,0.202277,0.585714,All
0.22895,0.592857,0.276702,0.592857,0.222307,0.592857,All
0.234339,0.6,0.297622,0.6,0.241138,0.6,All
0.242522,0.607143,0.299208,0.607143,0.25794,0.607143,All
0.282942,0.614286,0.317608,0.614286,0.259062,0.614286,All
0.287734,0.621429,0.317778,0.621429,0.279233,0.621429,All
0.345169,0.628571,0.322862,0.628571,0.319307,0.628571,All
0.359401,0.635714,0.32325,0.635714,0.361136,0.635714,All
0.420113,0.642857,0.349337,0.642857,0.401447,0.642857,All
0.465943,0.65,0.355706,0.65,0.404801,0.65,All
0.51971,0.657143,0.362486,0.657143,0.416013,0.657143,All
0.529246,0.664286,0.368442,0.664286,0.450447,0.664286,All
0.537003,0.671429,0.391,0.671429,0.468981,0.671429,All
0.567122,0.678571,0.393626,0.678571,0.474899,0.678571,All
0.571962,0.685714,0.426639,0.685714,0.48786,0.685714,All
0.574857,0.692857,0.452832,0.692857,0.505795,0.692857,All
0.578533,0.7,0.466987,0.7,0.526005,0.7,All
0.597288,0.707143,0.511392,0.707143,0.551949,0.707143,All
0.606801,0.714286,0.526475,0.714286,0.572848,0.714286,All
0.628956,0.721429,0.527948,0.721429,0.582914,0.721429,All
0.650657,0.728571,0.540093,0.728571,0.600339,0.728571,All
0.655085,0.735714,0.559209,0.735714,0.607844,0.735714,All
0.670415,0.742857,0.582802,0.742857,0.675209,0.742857,All
0.707636,0.75,0.587431,0.75,0.681259,0.75,All
0.72388,0.757143,0.608251,0.757143,0.706878,0.757143,All
0.729261,0.764286,0.628283,0.764286,0.753653,0.764286,All
0.74155,0.771429,0.647447,0.771429,0.755748,0.771429,All
0.761545,0.778571,0.647853,0.778571,0.762578,0.778571,All
0.777783,0.785714,0.654379,0.785714,0.765724,0.785714,All
0.797988,0.792857,0.685502,0.792857,0.772116,0.792857,All
0.851702,0.8,0.699331,0.8,0.775026,0.8,All
0.86314,0.807143,0.72457,0.807143,0.78394,0.807143,All
0.879767,0.814286,0.728563,0.814286,0.824536,0.814286,All
0.886639,0.821429,0.731301,0.821429,0.833344,0.821429,All
0.892668,0.828571,0.745672,0.828571,0.844682,0.828571,All
0.989341,0.835714,0.749021,0.835714,0.879151,0.835714,All
1.00927,0.842857,0.765993,0.842857,0.893673,0.842857,All
1.01322,0.85,0.778528,0.85,1.0179,0.85,All
1.04295,0.857143,0.794821,0.857143,1.11379,0.857143,All
1.05345,0.864286,0.858062,0.864286,1.12872,0.864286,All
1.07831,0.871429,0.878245,0.871429,1.14607,0.871429,All
1.09083,0.878571,0.933589,0.878571,1.14924,0.878571,All
1.1496,0.885714,0.955409,0.885714,1.17147,0.885714,All
1.15608,0.892857,0.988721,0.892857,1.17711,0.892857,All
1.19475,0.9,1.00535,0.9,1.24449,0.9,All
1.24783,0.907143,1.06547,0.907143,1.30391,0.907143,All
1.28036,0.914286,1.08543,0.914286,1.49448,0.914286,All
1.28323,0.921429,1.09528,0.921429,1.51114,0.921429,All
1.35254,0.928571,1.12626,0.928571,1.52662,0.928571,All
1.36777,0.935714,1.14733,0.935714,1.53163,0.935714,All
1.39399,0.942857,1.16101,0.942857,1.69288,0.942857,All
1.39971,0.95,1.18814,0.95,1.70127,0.95,All
1.41875,0.957143,1.2049,0.957143,1.79176,0.957143,All
1.43378,0.964286,1.58275,0.964286,1.79269,0.964286,All
1.44552,0.971429,1.78807,0.971429,1.96544,0.971429,All
1.52689,0.978571,1.93659,0.978571,2.03498,0.978571,All
1.58405,0.985714,2.09284,0.985714,2.17249,0.985714,All
1.68662,0.992857,2.16689,0.992857,2.19308,0.992857,All
1.73927,1,2.20993,1,2.42989,1,All
4,1,4,1,4,1,All
