iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1572.25,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1547.38,1,5.55755,29.4503,14.1717,62.7886,0.974679,0.974679,0.974679,1.00843,0.974679,0.974679
3,1530.71,1,5.20226,27.3851,11.7738,76.1178,0.95,0.95,0.95,1.10779,0.95,0.95
4,1521.4,1,4.63061,29.0054,13.5535,87.7716,0.925945,0.925945,0.925945,1.10149,0.925945,0.925945
5,1510.61,1,5.14815,31.6005,9.98285,80.9362,0.9025,0.9025,0.9025,1.0768,0.9025,0.9025
6,1513.64,1,4.86222,27.286,7.36563,83.2893,0.879648,0.89336,0.879648,1.13056,0.879648,0.879648
7,1495.97,1,4.50219,28.795,6.44376,102.492,0.857375,0.870739,0.930061,1.10193,0.857375,0.857375
8,1479.57,1,4.56986,25.4138,6.36485,92.3745,0.835666,0.848692,0.906512,1.27887,0.835666,0.835666
9,1481.56,1,4.35863,24.0029,5.53347,87.6131,0.814506,0.827202,1.02653,1.42805,0.814506,0.814506
10,1460.61,1,4.223,22.4151,5.84044,98.0693,0.793882,0.806257,1.00054,1.59186,0.793882,0.793882
11,1455.05,1,4.38139,23.0816,4.56745,78.1364,0.773781,0.785842,0.975205,1.74329,0.773781,0.773781
12,1443.04,1,4.37405,22.6258,4.45334,83.0785,0.754188,0.765944,0.950512,1.69915,0.754188,0.754188
13,1435.88,1,4.18489,22.0698,5.14144,111.966,0.735092,0.74655,0.926445,1.65613,0.735092,0.735092
14,1423.61,1,3.96502,22.8204,5.04595,119.782,0.716479,0.727647,1.02263,1.61419,0.716479,0.716479
15,1404.65,1,4.09151,22.8401,5.72235,134.469,0.698337,0.709223,1.04665,1.57332,0.698337,0.698337
16,1408.43,1,4.08993,24.0486,5.9834,125.263,0.680655,0.691265,1.02015,1.53348,0.680655,0.680655
17,1384.51,1,4.11237,22.3747,4.64914,122.958,0.66342,0.673762,0.994319,1.49465,0.66342,0.66342
18,1378.87,1,4.20279,21.2244,4.29174,119.232,0.646622,0.656702,0.969142,1.56574,0.646622,0.646622
19,1358.5,1,4.02016,21.1961,4.5482,114.666,0.630249,0.640074,0.944603,1.52609,0.630249,0.630249
20,1354.47,1,4.20055,21.1857,4.93582,107.472,0.614291,0.623866,0.920685,1.58604,0.614291,0.614291
21,1349.15,1,4.48483,21.4374,5.95982,89.1672,0.598737,0.60807,0.897373,1.54588,0.598737,0.598737
22,1319.35,1,4.34585,20.8678,4.6851,118.899,0.583577,0.592673,0.874651,1.54488,0.583577,0.583577
23,1311.21,1,4.358,19.6548,4.71847,111.87,0.5688,0.577666,0.852504,1.50576,0.5688,0.5688
24,1305.9,1,4.29305,21.9133,4.65632,136.517,0.554398,0.56304,0.830918,1.46855,0.554398,0.554398
25,1298.76,1,4.47164,20.8044,4.48974,135.548,0.54036,0.548783,0.809879,1.43137,0.54036,0.54036
26,1284.13,1,4.3444,21.2244,4.49975,140.717,0.526678,0.534888,0.789372,1.39512,0.526678,0.526678
27,1278.79,1,4.23894,21.5599,4.26954,149.493,0.513342,0.521344,0.791434,1.3598,0.513342,0.513342
28,1266.36,1,4.37398,24.129,4.16974,135.983,0.500344,0.508143,0.771394,1.39174,0.500344,0.500344
29,1254.49,1,4.31991,23.2781,4.19843,138.489,0.487675,0.495277,0.751862,1.3565,0.487675,0.487675
30,1246.59,1,4.60648,24.3127,4.11174,108.068,0.475327,0.482736,0.732825,1.32215,0.475327,0.475327
31,1236.48,1,4.42528,23.6779,3.61454,144.923,0.463291,0.470513,0.78473,1.28868,0.463291,0.463291
32,1226.81,1,4.49576,23.0866,3.5924,124.082,0.45156,0.458599,0.76486,1.25605,0.45156,0.45156
33,1207.81,1,4.66603,23.0005,3.24367,105.06,0.440127,0.446987,0.745494,1.22424,0.440127,0.440127
34,1202.2,1,4.69409,23.3587,3.40278,112.614,0.428982,0.435669,0.726617,1.19324,0.428982,0.428982
35,1188.08,1,4.64174,21.8852,3.44417,123.652,0.41812,0.424638,0.708219,1.16303,0.41812,0.41812
36,1189.93,1,4.42705,21.7116,3.83704,114.603,0.407533,0.413886,0.690287,1.13358,0.407533,0.407533
