standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.86821,0.048369,-2.52206,0.0320008,-2.86356,0.0140484,-2.52712,0.0322309,All
-2.71507,0.154781,-2.33687,0.040001,-2.65265,0.0210726,-2.34326,0.0483464,All
-2.56193,0.222497,-2.15169,0.0800019,-2.44174,0.0491695,-2.1594,0.0725196,All
-2.40878,0.0580427,-1.96651,0.120003,-2.23083,0.0351211,-1.97554,0.120866,All
-2.25564,0,-1.78133,0.192005,-2.01992,0.098339,-1.79168,0.17727,All
-2.10249,0,-1.59615,0.120003,-1.80901,0.13346,-1.60783,0.145039,All
-1.94935,0.0193476,-1.41097,0.192005,-1.5981,0.0913148,-1.42397,0.145039,All
-1.79621,0.0677165,-1.22579,0.136003,-1.38719,0.217751,-1.24011,0.161155,All
-1.64306,0.309561,-1.04061,0.040001,-1.17628,0.161557,-1.05625,0.0564041,All
-1.48992,0.0870641,-0.855429,0.0640016,-0.965365,0.13346,-0.872392,0.0644618,All
-1.33678,0,-0.670249,0.0960023,-0.754455,0.231799,-0.688533,0.0805773,All
-1.18363,0,-0.485068,0.360009,-0.543544,0.309066,-0.504675,0.314251,All
-1.03049,0,-0.299887,0.568014,-0.332633,0.435501,-0.320817,0.588214,All
-0.877344,0,-0.114707,0.440011,-0.121723,0.287993,-0.136958,0.435117,All
-0.7242,0.0580427,0.0704741,0.352009,0.0891877,0.407405,0.0469003,0.370656,All
-0.571056,0.164454,0.255655,0.384009,0.300098,0.372283,0.230759,0.362598,All
-0.417912,0.251519,0.440835,0.496012,0.511009,0.379308,0.414617,0.459291,All
-0.264769,0.454668,0.626016,0.560014,0.721919,0.442526,0.598476,0.588214,All
-0.111625,0.754556,0.811197,0.520013,0.93283,0.351211,0.782334,0.580157,All
0.0415191,0.503037,0.996378,0.384009,1.14374,0.26692,0.966193,0.362598,All
0.194663,0.251519,1.18156,0.200005,1.35465,0.203702,1.15005,0.201443,All
0.347807,0.241845,1.36674,0.040001,1.56556,0.112387,1.33391,0.0805773,All
0.500951,0.851294,1.55192,0.0560014,1.77647,0.0421453,1.51777,0.0483464,All
0.654095,0.667492,1.7371,0.0320008,1.98738,0.0491695,1.70163,0.0483464,All
0.807238,0.590101,1.92228,0.0240006,2.19829,0.0351211,1.88548,0.00805773,All
0.960382,0.725534,2.10746,0.040001,2.4092,0.0210726,2.06934,0.0564041,All
1.11353,0.290214,2.29264,0.0320008,2.62011,0.0140484,2.2532,0.0322309,All
