iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2029.48,1,7.77311,2.88311,10.5064,34.1276,3,3,0,1.5,1.5,1.5,1.5
2,2001.66,1,3.74982,4.47136,14.9155,49.3304,2.92404,2.92404,0,1.46202,1.54293,1.65558,1.46202
3,1988.68,1,3.83127,6.78289,17.9863,81.74,2.85,2.85,0,1.425,1.50386,1.63612,1.46828
4,1967.02,1,2.50362,9.22982,25.5745,123.145,2.77784,2.77784,0,1.38892,1.46578,1.5947,1.4311
5,1963.19,1,2.5797,10.2492,40.4436,126.384,2.7075,2.7075,0,1.35375,1.42867,1.6133,1.39487
6,1959.31,1,2.66323,8.48039,37.9442,141.253,2.63894,2.63894,0,1.31947,1.44846,1.80165,1.35955
7,1937.35,1,2.41519,8.27132,48.243,172.834,2.57212,2.57212,0,1.28606,1.41178,1.75603,1.32512
8,1929.3,1,1.97201,9.30927,56.0063,160.414,2.507,2.507,0,1.2535,1.37603,1.71156,1.29216
9,1937,1,1.92923,6.18998,66.8601,145.761,2.44352,2.44352,0,1.22176,1.58199,1.68498,1.30897
10,1922.04,1,1.65212,7.16396,58.716,181.589,2.38165,2.38165,0,1.19082,1.69807,1.64232,1.27582
11,1913.66,1,1.877,6.00457,79.1889,184.276,2.32134,2.32134,0,1.1616,1.65508,1.60073,1.30294
12,1893.08,1,1.84333,5.63722,71.4772,174.855,2.26257,2.26257,0,1.13219,1.61317,1.5602,1.26995
13,1888.22,1,2.09935,9.68545,51.3274,260.726,2.20528,2.20528,0,1.10352,1.74356,1.5207,1.32747
14,1876.25,1,1.86132,7.0399,66.9859,279.902,2.14944,2.14944,0,1.07558,1.93161,1.48219,1.29386
15,1861.34,1,1.78114,8.16906,51.7753,289.674,2.09501,2.09501,0,1.04834,1.8827,1.44466,1.2611
16,1854.17,1,1.72324,13.3288,50.0799,242.194,2.04197,2.04197,0,1.0218,1.83503,1.40808,1.22917
17,1832.01,1,1.9323,9.2497,38.7706,261.169,1.99026,1.99026,0,0.995925,1.78856,1.37243,1.19805
18,1833.16,1,1.8463,10.1785,40.1433,262.455,1.93987,1.93987,0,0.970707,1.74327,1.33773,1.18599
19,1807.93,1,2.16721,9.83164,40.814,240.954,1.89075,1.89075,0,0.946128,1.69913,1.30386,1.15596
20,1798.93,1,2.06696,8.37644,34.7106,207.621,1.84287,1.84287,0,0.922172,1.65611,1.27085,1.12669
21,1797,1,2.30388,13.3615,35.314,201.066,1.79621,1.79621,0,0.898822,1.71099,1.23867,1.09816
22,1769.35,1,2.46753,15.6724,33.501,213.954,1.75073,1.75073,0,0.876063,1.66766,1.2073,1.07036
23,1775.95,1,2.05772,13.0058,31.6898,259.482,1.7064,1.7064,0,0.853881,1.78492,1.17673,1.04325
24,1760.57,1,2.22669,12.3603,32.9177,321.897,1.66319,1.66319,0,0.83226,1.74181,1.14694,1.01684
25,1743.13,1,2.62408,8.61238,23.5776,287.151,1.62108,1.62108,0,0.811187,1.69771,1.1179,0.991091
26,1726.09,1,2.64105,11.6606,28.926,304.171,1.58003,1.58003,0,0.790647,1.65472,1.10918,0.965996
27,1725.64,1,2.76192,10.8603,28.8695,281.461,1.54003,1.54003,0,0.770628,1.73397,1.0811,0.941536
28,1703.34,1,2.76122,10.3762,40.182,249.634,1.50103,1.50103,0,0.751115,1.69007,1.05372,0.917696
29,1696.7,1,3.16599,9.38843,31.6903,216.761,1.46302,1.46302,0,0.732096,1.64728,1.02704,0.894459
30,1687.8,1,3.31143,10.253,27.7641,249.662,1.42598,1.42598,0,0.713559,1.60557,1.05423,0.871811
31,1683.31,1,3.26646,8.47564,34.0035,233.261,1.38987,1.38987,0,0.695491,1.56491,1.02754,0.895039
32,1669.97,1,3.18563,9.4251,28.2366,217.754,1.35468,1.35468,0,0.677881,1.52529,1.00152,0.903252
33,1662,1,3.60641,9.20826,25.4101,196.888,1.32038,1.32038,0,0.660717,1.63852,1.03199,0.880381
34,1639.26,1,3.75633,9.82915,30.357,195.001,1.28695,1.28695,0,0.643987,1.59703,1.00586,0.858089
35,1628.5,1,4.00088,11.6698,27.7179,202.695,1.25436,1.25436,0,0.627681,1.5566,0.980392,0.836362
36,1626.74,1,3.51286,15.6425,29.8273,199.347,1.2226,1.2226,0,0.611788,1.68089,0.955568,0.815185
37,1621.62,1,3.33126,15.3278,32.9322,185.95,1.19164,1.19164,0,0.596297,1.63833,1.03034,0.794544
38,1610.3,1,3.63724,14.5632,29.8701,165.263,1.16147,1.16147,0,0.581198,1.59685,1.00425,0.774426
39,1592.13,1,3.82122,12.3577,33.4719,152.955,1.13206,1.13206,0,0.566482,1.68621,0.978823,0.754817
40,1579.74,1,3.83623,13.5522,25.6447,160.866,1.1034,1.1034,0,0.552138,1.64351,0.954039,0.75446
41,1575.15,1,4.17258,17.1866,24.4252,154.076,1.07546,1.07546,0,0.538158,1.6779,0.929882,0.735357
42,1548.61,1,4.33293,13.4589,22.1663,157.077,1.04823,1.04823,0,0.524531,1.63541,0.906337,0.716737
