simulations,OFV
500,1012.47
1000,1011.37
1500,1010.66
2000,1010.71
2500,1011.08
3000,1010.81
3500,1010.82
4000,1010.74
4500,1010.85
5000,1010.96
5500,1010.86
6000,1010.85
6500,1010.65
7000,1010.75
7500,1010.83
8000,1010.9
8500,1011.14
9000,1010.99
9500,1010.95
10000,1010.74
10500,1010.61
11000,1010.76
11500,1010.61
12000,1010.53
12500,1010.47
13000,1010.41
13500,1010.33
14000,1010.39
14500,1010.26
15000,1010.29
15500,1010.37
16000,1010.38
16500,1010.36
17000,1010.26
17500,1010.28
18000,1010.21
18500,1010.33
19000,1010.19
19500,1010.18
20000,1010.15
20500,1010.11
21000,1009.88
21500,1009.91
22000,1009.91
22500,1009.85
23000,1009.75
23500,1009.76
24000,1009.76
24500,1009.77
25000,1009.78
25500,1009.8
26000,1009.73
26500,1009.73
27000,1009.76
27500,1009.74
28000,1009.77
28500,1009.78
29000,1009.84
29500,1009.9
30000,1009.97
