iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1442.76,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1428.66,1,5.0688,1.36897,0.592922,46.0551,17.8928,54.9083,0.974679,0.974679,1.00776,0.974679,0.998743,0.974679,0.974679
3,1423.9,1,4.35512,1.40741,0.754447,51.7494,16.5073,62.8623,0.95,0.95,0.988435,0.95,0.998743,0.95,0.95
4,1411.81,1,3.50079,1.44587,0.896323,55.3995,20.2859,67.375,0.925945,0.925945,0.978552,0.925945,0.998743,0.925945,0.925945
5,1399.02,1,5.29549,1.23445,0.484121,53.5181,15.9299,64.7097,0.9025,0.9025,1.01946,0.9025,0.998743,0.9025,0.9025
6,1391.24,1,4.97831,1.42438,0.527288,56.124,17.6405,68.1404,0.879648,0.879648,1.02172,0.879648,0.998743,0.879648,0.879648
7,1381.93,1,5.95375,1.20556,0.449423,51.053,19.9012,61.8934,0.857375,0.857375,0.995854,0.857375,0.998743,0.857375,0.857375
8,1358.32,1,5.1137,1.55683,0.592058,56.9198,19.3705,68.1946,0.835666,0.835666,0.970638,0.835666,0.998743,0.835666,0.835666
9,1358.03,1,5.43079,1.3541,0.572804,62.1678,21.8752,74.6108,0.814506,0.814506,0.946061,0.814506,0.998743,0.814506,0.814506
10,1338.17,1,6.15255,0.981752,0.443075,63.1624,19.3256,75.6363,0.793882,0.793882,0.922106,0.793882,0.998743,0.793882,0.793882
11,1333.03,1,6.13445,0.812476,0.492931,63.8238,18.1982,76.2391,0.773781,0.773781,0.898758,0.773781,0.998743,0.773781,0.773781
12,1317,1,5.93057,1.00939,0.490274,59.6375,17.6545,71.0077,0.754188,0.754188,0.876001,0.754188,0.998743,0.754188,0.754188
13,1314.17,1,5.67728,1.06178,0.520991,64.1228,21.0685,76.572,0.735092,0.735092,0.885,0.735092,0.998743,0.735092,0.735092
14,1305.88,1,6.32809,1.26601,0.407657,63.9798,18.0366,76.8522,0.716479,0.716479,0.935177,0.716479,0.998743,0.716479,0.716479
15,1290.78,1,5.71543,1.20169,0.576408,61.1128,20.702,73.3542,0.698337,0.698337,0.911497,0.698337,0.998743,0.698337,0.698337
16,1278.95,1,6.67313,1.12229,0.396722,60.1244,20.4033,72.4287,0.680655,0.680655,0.888418,0.680655,0.998743,0.680655,0.680655
17,1267.67,1,5.05652,0.828619,0.63462,54.0116,19.475,65.2729,0.66342,0.66342,0.94304,0.66342,0.998743,0.66342,0.66342
18,1255.51,1,5.53511,0.968313,0.567586,55.7242,16.9477,67.4411,0.646622,0.646622,0.919162,0.646622,0.998743,0.646622,0.646622
19,1247.17,1,6.70135,0.981453,0.408352,52.3813,16.1387,62.6931,0.630249,0.630249,0.920553,0.630249,0.998743,0.630249,0.630249
20,1238.69,1,7.77275,0.927131,0.272828,52.5691,15.3507,62.8941,0.614291,0.614291,0.897245,0.614291,0.998743,0.614291,0.614291
21,1226.68,1,6.43041,0.786971,0.436607,48.4893,16.9688,58.3715,0.598737,0.598737,0.874526,0.598737,0.998743,0.598737,0.598737
22,1218.85,1,5.72117,0.932453,0.541825,54.2758,16.6375,65.7787,0.583577,0.583577,0.852382,0.583577,0.998743,0.583577,0.583577
23,1198.92,1,6.99465,1.19699,0.378925,48.1715,13.7314,58.4819,0.5688,0.5688,0.830799,0.5688,0.998743,0.5688,0.5688
24,1179.89,1,6.44469,1.02975,0.476374,49.3844,14.4443,59.7506,0.554398,0.554398,0.809763,0.554398,0.998743,0.554398,0.554398
25,1176.57,1,6.51262,0.974826,0.460869,48.7109,15.0039,58.9117,0.54036,0.54036,0.78926,0.54036,0.998743,0.54036,0.54036
26,1167.78,1,5.90623,0.923688,0.564045,49.8737,15.7507,60.5062,0.526678,0.526678,0.769275,0.526678,0.998743,0.526678,0.526678
27,1154.94,1,5.95404,1.01578,0.533628,51.1238,16.9502,62.2064,0.513342,0.513342,0.749797,0.513342,0.998743,0.513342,0.513342
28,1142.08,1,6.15328,0.918115,0.529772,50.7501,18.8592,61.4997,0.500344,0.500344,0.730811,0.500344,0.998743,0.500344,0.500344
29,1130.09,1,6.50565,0.977913,0.462872,49.7725,19.8863,60.0816,0.487675,0.487675,0.712307,0.487675,0.998743,0.487675,0.487675
30,1124.82,1,6.4581,1.03787,0.482827,50.381,16.6838,60.6642,0.475327,0.475327,0.694271,0.475327,0.998743,0.475327,0.475327
31,1130.66,1,5.10706,0.958212,0.676404,52.6722,15.1817,63.0953,0.463291,0.463291,0.676691,0.463291,0.998743,0.463291,0.463291
32,1108.93,1,5.63618,1.08474,0.574401,53.0947,13.1252,63.4937,0.45156,0.45156,0.659557,0.45156,0.998743,0.45156,0.45156
33,1100.71,1,5.50684,1.06483,0.586146,54.7708,12.4859,65.3066,0.440127,0.440127,0.642857,0.440127,0.998743,0.440127,0.440127
