simulations,OFV
500,979.335
1000,980.351
1500,979.727
2000,979.437
2500,979.434
3000,979.563
3500,979.546
4000,979.254
4500,979.648
5000,979.911
5500,979.099
6000,979.169
6500,979.326
7000,979.629
7500,979.829
8000,979.995
8500,980.214
9000,980.156
9500,980.108
10000,980.059
10500,979.928
11000,980.076
11500,980.088
12000,980.137
12500,980.149
13000,980.191
13500,980.23
14000,980.309
14500,980.306
15000,980.255
15500,980.339
16000,980.356
16500,980.304
17000,980.213
17500,980.288
18000,980.259
18500,980.304
19000,980.348
19500,980.314
20000,980.341
20500,980.221
21000,980.121
21500,980.102
22000,980.098
22500,980.08
23000,980.054
23500,980.021
24000,979.984
24500,979.977
25000,980.039
25500,980.059
26000,980.034
26500,980.044
27000,980.06
27500,980.025
28000,980.028
28500,980.047
29000,980.098
29500,980.105
30000,980.089
