simulations,OFV
500,973.429
1000,972.799
1500,973.789
2000,972.307
2500,972.293
3000,972.731
3500,973.229
4000,972.997
4500,973.491
5000,973.877
5500,973.376
6000,973.538
6500,973.67
7000,974.026
7500,974.11
8000,974.409
8500,974.584
9000,974.425
9500,974.476
10000,974.418
10500,974.144
11000,974.449
11500,974.417
12000,974.534
12500,974.514
13000,974.514
13500,974.572
14000,974.643
14500,974.703
15000,974.725
15500,974.85
16000,974.918
16500,974.85
17000,974.767
17500,974.838
18000,974.714
18500,974.798
19000,974.872
19500,974.9
20000,974.668
20500,974.535
21000,974.466
21500,974.356
22000,974.324
22500,974.352
23000,974.29
23500,974.264
24000,974.196
24500,974.248
25000,974.226
25500,974.266
26000,974.311
26500,974.34
27000,974.344
27500,974.317
28000,974.355
28500,974.344
29000,974.316
29500,974.315
30000,974.288
