simulations,OFV
500,972.995
1000,973.772
1500,972.107
2000,971.629
2500,972.65
3000,972.432
3500,972.235
4000,972.262
4500,972.488
5000,972.376
5500,972.24
6000,972.25
6500,972.046
7000,972.161
7500,972.021
8000,972.131
8500,972.334
9000,972.056
9500,971.815
10000,971.819
10500,971.725
11000,971.753
11500,971.657
12000,971.535
12500,971.504
13000,971.283
13500,971.277
14000,971.263
14500,971.199
15000,971.197
15500,971.212
16000,971.264
16500,971.119
17000,971.198
17500,971.242
18000,971.142
18500,971.251
19000,971.041
19500,970.835
20000,970.643
20500,970.601
21000,970.41
21500,970.442
22000,970.554
22500,970.607
23000,970.402
23500,970.299
24000,970.305
24500,970.319
25000,970.359
25500,970.28
26000,970.244
26500,970.23
27000,970.202
27500,970.229
28000,970.271
28500,970.255
29000,970.32
29500,970.339
30000,970.383
