iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
202,763.725,2,5.26943,0.62313,20.1496,6.72678,22.1645,0.20746,0.287657,0.663413,0.262439,0.998943,0.303444,0.0642924
203,766.456,2,5.27203,0.627197,20.15,6.75509,22.1681,0.207773,0.287121,0.655654,0.261804,0.998917,0.303233,0.0646896
204,759.051,2,5.2713,0.63003,20.1418,6.7688,22.1613,0.208544,0.286604,0.654833,0.261113,0.998926,0.302983,0.0647469
205,761.334,2,5.2728,0.62789,20.1359,6.79999,22.1645,0.209041,0.285439,0.656735,0.260258,0.998882,0.302653,0.0647004
206,766.905,2,5.27451,0.627739,20.1366,6.81901,22.1673,0.208733,0.284181,0.654275,0.25935,0.998851,0.30227,0.0650289
207,756.322,2,5.27736,0.628578,20.1376,6.8358,22.1651,0.208496,0.284217,0.650233,0.259615,0.99885,0.301676,0.0650484
208,756.806,2,5.27873,0.6282,20.1214,6.83689,22.1547,0.208834,0.284406,0.647908,0.259945,0.998798,0.301369,0.0647874
209,759.617,2,5.27863,0.629216,20.1106,6.82893,22.145,0.208772,0.285209,0.644559,0.260694,0.99878,0.301763,0.0646153
210,763.832,2,5.27836,0.628109,20.1033,6.82409,22.1335,0.208616,0.286071,0.641675,0.261422,0.998766,0.301839,0.0646455
211,756.796,2,5.27686,0.626536,20.1075,6.79311,22.1418,0.208358,0.287614,0.637167,0.2631,0.998794,0.30161,0.064673
212,757.651,2,5.27664,0.625165,20.1045,6.77809,22.1385,0.208046,0.288358,0.634717,0.263863,0.998802,0.301809,0.0645956
213,759.636,2,5.27665,0.623927,20.1028,6.77725,22.1328,0.207725,0.288889,0.632244,0.264542,0.99882,0.301779,0.0646756
214,763.149,2,5.2767,0.623439,20.0982,6.77681,22.1285,0.207703,0.289055,0.631114,0.264683,0.998824,0.301712,0.0647362
215,763.172,2,5.27677,0.623127,20.0946,6.77499,22.1256,0.207631,0.289236,0.62968,0.264821,0.998826,0.301728,0.0647774
216,766.305,2,5.27667,0.622773,20.0901,6.77114,22.1225,0.207618,0.289345,0.629078,0.264927,0.998823,0.301697,0.0648123
217,761.008,2,5.27593,0.622609,20.0816,6.76871,22.1138,0.20785,0.289406,0.6288,0.264978,0.99883,0.301753,0.0648219
218,758.988,2,5.27592,0.62244,20.0786,6.77044,22.1109,0.207939,0.289481,0.628756,0.265047,0.998833,0.301842,0.0647989
219,759.853,2,5.27594,0.622009,20.076,6.7741,22.1077,0.208069,0.289548,0.629083,0.265086,0.998838,0.301941,0.0647825
220,766.928,2,5.27655,0.621779,20.0756,6.7764,22.1071,0.20815,0.2897,0.629718,0.265261,0.99884,0.301873,0.0648218
221,761.017,2,5.27695,0.621818,20.0746,6.78089,22.1061,0.208115,0.289817,0.629314,0.265386,0.998842,0.30191,0.0648258
222,757.473,2,5.27736,0.622023,20.0702,6.78663,22.1014,0.208071,0.2899,0.628694,0.265463,0.998839,0.302005,0.0647841
223,757.002,2,5.27713,0.622242,20.0665,6.79103,22.0974,0.208138,0.290011,0.628574,0.265587,0.99884,0.302118,0.0647329
224,753.851,2,5.27712,0.622551,20.0629,6.79329,22.0942,0.208211,0.29022,0.628557,0.265775,0.998843,0.30223,0.0646703
225,760.329,2,5.27725,0.623004,20.0625,6.79447,22.0934,0.208237,0.290563,0.628681,0.266053,0.998843,0.302387,0.0646146
226,756.895,2,5.27764,0.622763,20.0648,6.79475,22.096,0.208213,0.290931,0.628615,0.266393,0.998848,0.302416,0.0645875
227,759.379,2,5.27786,0.622791,20.0626,6.79336,22.0937,0.208217,0.291,0.62838,0.266491,0.998842,0.302364,0.0645671
228,763.304,2,5.27785,0.622834,20.0612,6.79109,22.0925,0.208256,0.291081,0.628226,0.266561,0.998839,0.302373,0.0645674
229,758.24,2,5.27756,0.622979,20.0595,6.78993,22.0909,0.20839,0.291128,0.628019,0.26662,0.99884,0.302501,0.0645268
230,757.178,2,5.27755,0.623158,20.053,6.79626,22.0854,0.208416,0.291161,0.628502,0.266632,0.998834,0.302545,0.0644686
231,748.712,2,5.27743,0.623219,20.0483,6.79926,22.0805,0.208399,0.291226,0.628948,0.266682,0.998843,0.302575,0.0644318
232,760.921,2,5.27766,0.623302,20.0431,6.80229,22.0754,0.208345,0.291285,0.629307,0.266779,0.998844,0.302552,0.0644373
233,756.019,2,5.27723,0.623288,20.0351,6.80641,22.0672,0.208294,0.291279,0.630113,0.266748,0.99885,0.302597,0.0644277
234,756.751,2,5.2766,0.623454,20.0282,6.80558,22.0609,0.208275,0.291274,0.630565,0.26676,0.998855,0.302689,0.0644062
235,760.694,2,5.27624,0.623079,20.0204,6.80283,22.0532,0.208208,0.291244,0.63075,0.266763,0.998856,0.302718,0.0644109
236,756.595,2,5.27597,0.622481,20.0132,6.80402,22.0453,0.208122,0.29117,0.631388,0.266727,0.998857,0.302696,0.0644005
237,764.225,2,5.27603,0.622327,20.0065,6.80953,22.0383,0.208133,0.291115,0.632556,0.266683,0.998853,0.302689,0.0643928
238,758.049,2,5.27577,0.622241,19.9992,6.81277,22.031,0.208101,0.291064,0.633657,0.266578,0.998851,0.302736,0.0643583
239,754.868,2,5.27564,0.622073,19.9925,6.81897,22.0243,0.20808,0.290934,0.634057,0.266467,0.998854,0.302762,0.0643443
240,758.258,2,5.27561,0.62197,19.9847,6.82505,22.0163,0.208047,0.290822,0.634075,0.266345,0.998854,0.302748,0.0643517
241,761.246,2,5.27535,0.621741,19.9772,6.82823,22.0082,0.208072,0.290696,0.634692,0.26624,0.998852,0.302741,0.0643482
242,757.952,2,5.27521,0.621844,19.9695,6.82997,22.0008,0.208114,0.290722,0.635858,0.266274,0.998854,0.302746,0.0643278
243,765.564,2,5.27521,0.622023,19.9633,6.83276,21.9942,0.208167,0.290797,0.636184,0.266313,0.998851,0.302819,0.0643106
244,766.016,2,5.2751,0.622148,19.957,6.83603,21.9877,0.208221,0.290837,0.636539,0.266369,0.998848,0.302879,0.0643014
245,757.542,2,5.27521,0.622121,19.9526,6.84102,21.9825,0.208211,0.290865,0.63657,0.266378,0.99885,0.30282,0.064313
246,752.054,2,5.27515,0.622319,19.9485,6.84239,21.9783,0.208157,0.290881,0.636171,0.266398,0.998855,0.302802,0.0643121
247,755.763,2,5.27501,0.622281,19.9457,6.84433,21.9753,0.208132,0.290948,0.636235,0.266463,0.998855,0.302755,0.0642997
248,754.034,2,5.27502,0.622357,19.9434,6.84401,21.973,0.208058,0.291082,0.635781,0.266583,0.998862,0.302785,0.0643032
249,754.051,2,5.27545,0.622309,19.942,6.84572,21.9711,0.207988,0.29123,0.635572,0.266724,0.998866,0.302753,0.0642998
250,758.639,2,5.27555,0.622606,19.9445,6.84415,21.9738,0.207902,0.29134,0.635629,0.266813,0.998867,0.30276,0.0642946
251,751.599,2,5.27564,0.62302,19.9487,6.83738,21.9786,0.207849,0.291458,0.63522,0.266948,0.998868,0.302755,0.0642709
252,752.533,2,5.2758,0.623231,19.9526,6.83112,21.9826,0.207839,0.291583,0.635187,0.267077,0.998872,0.302768,0.0642512
253,757.635,2,5.27576,0.623369,19.9552,6.82815,21.9847,0.207766,0.291688,0.634973,0.267171,0.998875,0.302798,0.0642503
254,753.479,2,5.27587,0.623503,19.9586,6.82366,21.9878,0.20771,0.291793,0.634208,0.267295,0.998875,0.302807,0.0642339
255,757.688,2,5.27616,0.623605,19.9631,6.81933,21.9924,0.207619,0.291949,0.633429,0.267444,0.998873,0.302796,0.0642249
256,762.075,2,5.27619,0.623948,19.9674,6.81473,21.9964,0.207631,0.291994,0.632471,0.267447,0.998868,0.302792,0.0642291
257,755.675,2,5.27597,0.624366,19.9707,6.80736,21.9998,0.207616,0.291903,0.632139,0.267375,0.998869,0.302799,0.0642287
258,755.287,2,5.27593,0.624528,19.974,6.80003,22.0035,0.207627,0.291815,0.632049,0.267294,0.998869,0.302827,0.0642164
259,754.542,2,5.27603,0.624712,19.9783,6.79525,22.0083,0.207632,0.291719,0.631808,0.2672,0.998871,0.302831,0.0642142
260,750.604,2,5.27598,0.624942,19.9798,6.78989,22.0097,0.207607,0.291673,0.631915,0.267153,0.99887,0.302887,0.064174
261,752.438,2,5.27596,0.625237,19.9821,6.78421,22.0118,0.207502,0.291641,0.631904,0.267134,0.998871,0.302926,0.0641506
262,756.798,2,5.27615,0.625446,19.9856,6.78151,22.015,0.207452,0.291594,0.631703,0.267072,0.998871,0.302978,0.0641428
263,759.009,2,5.27641,0.625582,19.9895,6.77491,22.0192,0.207397,0.291535,0.631237,0.266998,0.99887,0.30297,0.0641541
264,764.572,2,5.27637,0.625667,19.9944,6.76946,22.0241,0.207356,0.291466,0.631238,0.266908,0.998869,0.302997,0.0641701
265,758.252,2,5.27664,0.625734,19.9991,6.76479,22.0287,0.207381,0.291359,0.630714,0.266835,0.99887,0.302988,0.0641865
266,754.945,2,5.27657,0.62616,20.0035,6.75904,22.0332,0.207368,0.291283,0.630264,0.266769,0.998869,0.303013,0.0641739
267,757.513,2,5.27672,0.626509,20.0066,6.75482,22.0366,0.207297,0.291163,0.630011,0.266664,0.998869,0.303028,0.0641833
268,758.575,2,5.27669,0.626659,20.009,6.75164,22.0391,0.207209,0.291058,0.629593,0.266589,0.998869,0.303049,0.0641924
269,747.846,2,5.27677,0.626695,20.0117,6.74769,22.0418,0.20718,0.290993,0.629452,0.266538,0.99887,0.303052,0.0641656
270,755.282,2,5.27694,0.626678,20.0153,6.7463,22.0451,0.207151,0.29093,0.629397,0.266481,0.998872,0.303082,0.0641657
271,755.069,2,5.27706,0.626653,20.0163,6.74907,22.046,0.207165,0.290777,0.629455,0.266326,0.998873,0.303121,0.0641566
272,755.963,2,5.27726,0.626471,20.0168,6.75054,22.0469,0.207136,0.290602,0.629909,0.266127,0.998872,0.303101,0.0641546
273,752.267,2,5.27726,0.626443,20.0167,6.74891,22.0469,0.207104,0.290425,0.630103,0.265958,0.998871,0.303153,0.0641285
274,747.421,2,5.27705,0.626333,20.0168,6.74518,22.0466,0.207057,0.290265,0.629732,0.265805,0.998871,0.30313,0.0641182
275,751.26,2,5.27691,0.626303,20.0158,6.74412,22.0447,0.206987,0.290069,0.629585,0.26564,0.99887,0.303148,0.0641059
276,756.378,2,5.27676,0.626124,20.0149,6.74138,22.0436,0.206956,0.289907,0.629532,0.265488,0.998866,0.303145,0.0640977
277,753.807,2,5.27657,0.626007,20.0137,6.73964,22.0429,0.206965,0.289788,0.629721,0.265361,0.998868,0.303129,0.0641012
278,749.928,2,5.27657,0.626003,20.0113,6.73657,22.0409,0.206958,0.28962,0.629794,0.265198,0.998867,0.303147,0.0640768
279,756.461,2,5.27658,0.625958,20.0098,6.73377,22.0399,0.206941,0.289501,0.630113,0.265088,0.998868,0.303166,0.0640754
280,751.29,2,5.27647,0.625865,20.0089,6.73215,22.0387,0.206938,0.289388,0.630356,0.264995,0.99887,0.303172,0.0640633
281,754.57,2,5.27644,0.625863,20.0066,6.732,22.0364,0.206914,0.289295,0.630526,0.264885,0.998868,0.303186,0.0640469
282,760.383,2,5.27641,0.625868,20.0046,6.73357,22.0349,0.206904,0.28918,0.63116,0.264792,0.998863,0.303197,0.0640301
283,749.197,2,5.27644,0.625706,20.0028,6.73292,22.0324,0.20686,0.28904,0.631251,0.264659,0.998862,0.303231,0.0640025
284,749.042,2,5.27624,0.625622,20.0013,6.7326,22.0303,0.206837,0.28894,0.631472,0.264579,0.998862,0.30326,0.0639757
285,753.881,2,5.27599,0.625467,19.9994,6.7313,22.0279,0.206794,0.288858,0.631658,0.264508,0.998862,0.303307,0.0639558
286,758.239,2,5.27577,0.625282,19.9974,6.73007,22.0255,0.20678,0.288759,0.631776,0.264417,0.99886,0.303335,0.0639497
287,758.59,2,5.2756,0.625044,19.9976,6.7266,22.0261,0.206704,0.288685,0.631939,0.264353,0.998857,0.303329,0.0639448
288,754.22,2,5.2756,0.624867,19.9982,6.72306,22.0264,0.206666,0.288652,0.632186,0.264324,0.998858,0.303352,0.0639344
289,757.103,2,5.27562,0.624928,19.9996,6.71993,22.0276,0.206636,0.288548,0.632681,0.264244,0.998859,0.303379,0.0639288
290,756.278,2,5.27548,0.624882,20.0025,6.71483,22.0302,0.206634,0.288441,0.633105,0.264122,0.998855,0.303403,0.0639068
291,757.644,2,5.27539,0.62505,20.0052,6.70994,22.033,0.206627,0.288338,0.633045,0.264035,0.998853,0.303439,0.0638941
292,757.666,2,5.27527,0.625352,20.0077,6.70679,22.0357,0.206626,0.288245,0.632781,0.263978,0.998848,0.303435,0.0638839
293,753.987,2,5.27543,0.625359,20.0108,6.70289,22.0392,0.206652,0.288187,0.632619,0.263915,0.998847,0.303444,0.0638736
294,746.193,2,5.27534,0.625375,20.0137,6.70121,22.0425,0.206687,0.288153,0.632634,0.263862,0.998849,0.303469,0.0638458
295,746.515,2,5.2754,0.625416,20.0159,6.69954,22.0448,0.206736,0.288086,0.632499,0.263776,0.998851,0.303469,0.0638288
296,745.668,2,5.27536,0.625471,20.0202,6.69442,22.0495,0.206772,0.28799,0.632571,0.263682,0.998852,0.303467,0.063809
297,752.328,2,5.27553,0.625335,20.0243,6.68929,22.054,0.206732,0.287898,0.632336,0.263603,0.998852,0.303417,0.0638152
298,751.288,2,5.27564,0.625522,20.029,6.68407,22.0586,0.206745,0.287828,0.63239,0.263544,0.99885,0.303447,0.0637902
299,750.361,2,5.27566,0.625362,20.0334,6.67917,22.063,0.206721,0.287752,0.632482,0.263498,0.99885,0.303451,0.0637735
300,753.894,2,5.27563,0.625628,20.0372,6.67597,22.0672,0.206762,0.287659,0.632725,0.263422,0.99885,0.303473,0.0637585
301,754.714,2,5.27552,0.625706,20.0408,6.67017,22.0703,0.206773,0.287585,0.633259,0.263355,0.99885,0.30349,0.0637474
302,765.843,2,5.27536,0.625883,20.0447,6.66506,22.0739,0.20682,0.287528,0.634181,0.263318,0.99885,0.303556,0.0637379
303,755.716,2,5.27528,0.625971,20.0482,6.66136,22.0775,0.206842,0.287448,0.634336,0.263269,0.998849,0.303587,0.0637259
304,751.489,2,5.27514,0.625921,20.0511,6.65847,22.0808,0.206834,0.28737,0.634717,0.2632,0.998852,0.303576,0.0637237
305,754.689,2,5.27498,0.62586,20.0537,6.6531,22.083,0.206837,0.287278,0.635042,0.263113,0.99885,0.30357,0.0637132
306,759.048,2,5.27494,0.625676,20.0565,6.64842,22.0853,0.206795,0.287185,0.635268,0.26305,0.998848,0.303558,0.0637125
307,757.466,2,5.27507,0.625529,20.0591,6.64787,22.0882,0.206816,0.287097,0.63509,0.262971,0.998846,0.303576,0.0637079
308,759.901,2,5.27525,0.62552,20.0601,6.64863,22.0896,0.206874,0.287013,0.635263,0.262898,0.998846,0.303599,0.0637108
309,756.305,2,5.2753,0.625429,20.0628,6.64708,22.0927,0.206915,0.286893,0.635173,0.262793,0.998845,0.303581,0.0637142
310,757.952,2,5.27523,0.625295,20.0649,6.64188,22.0953,0.206946,0.286772,0.634862,0.262679,0.998844,0.303582,0.0637222
311,753.459,2,5.27526,0.625394,20.069,6.63658,22.0995,0.206975,0.286657,0.634382,0.262578,0.998844,0.303594,0.0637229
312,751.909,2,5.27544,0.625448,20.0737,6.63372,22.1039,0.206969,0.286465,0.634052,0.262418,0.998844,0.303591,0.0637297
313,746.815,2,5.27535,0.625447,20.0789,6.6269,22.1094,0.206953,0.286274,0.633967,0.26224,0.998845,0.303579,0.063725
314,754.545,2,5.27526,0.625396,20.0839,6.62041,22.1142,0.206975,0.286088,0.634049,0.262066,0.998843,0.303584,0.0637203
315,751.976,2,5.2752,0.625293,20.088,6.61521,22.1185,0.207011,0.285926,0.633833,0.261932,0.998843,0.303592,0.063718
316,754.154,2,5.27527,0.625346,20.0932,6.60904,22.1241,0.20701,0.285807,0.633813,0.261819,0.998842,0.303604,0.0637139
317,761.66,2,5.27532,0.625326,20.0992,6.60406,22.13,0.207008,0.285674,0.633761,0.26171,0.998839,0.303606,0.0637192
318,757.763,2,5.27535,0.62527,20.1049,6.59908,22.1357,0.207004,0.2855,0.63398,0.26154,0.998836,0.303617,0.0637109
319,748.954,2,5.27529,0.62527,20.1099,6.59398,22.141,0.207014,0.285316,0.633987,0.261367,0.998835,0.303624,0.0636992
320,749.813,2,5.27516,0.625155,20.1161,6.58714,22.1473,0.207034,0.285132,0.633963,0.261224,0.998835,0.303637,0.0636911
321,750.957,2,5.27506,0.625006,20.1219,6.58257,22.1532,0.207041,0.284947,0.633812,0.261068,0.998836,0.303623,0.0636989
322,754.222,2,5.27499,0.625052,20.1279,6.57806,22.1591,0.207094,0.284778,0.633539,0.260907,0.998836,0.303645,0.0637002
323,752.585,2,5.27505,0.625051,20.1344,6.57226,22.1657,0.207145,0.284639,0.633459,0.260774,0.998834,0.303653,0.0636895
324,751.384,2,5.27495,0.625006,20.1407,6.56531,22.1717,0.207178,0.284488,0.633515,0.260627,0.998833,0.303653,0.0636826
325,762.206,2,5.27449,0.624964,20.1451,6.55968,22.1761,0.207292,0.28428,0.633575,0.260447,0.998832,0.303686,0.0636885
326,756.163,2,5.27431,0.62492,20.1506,6.55371,22.1818,0.207362,0.284082,0.633607,0.260282,0.99883,0.303712,0.0636827
327,758.413,2,5.27413,0.624853,20.1559,6.54788,22.1874,0.207388,0.283863,0.63376,0.2601,0.998827,0.30371,0.0636832
328,757.008,2,5.27402,0.624984,20.1606,6.54285,22.1925,0.2074,0.283648,0.633693,0.259911,0.998824,0.303708,0.0636859
329,750.991,2,5.27392,0.625006,20.1656,6.53764,22.1978,0.20741,0.283446,0.633589,0.259709,0.998824,0.303683,0.0636941
330,766.513,2,5.27374,0.625012,20.1703,6.53144,22.2027,0.207398,0.283243,0.633802,0.259523,0.998819,0.303651,0.0637114
331,754.147,2,5.27368,0.625037,20.1733,6.5263,22.2058,0.207377,0.283068,0.633777,0.259357,0.998819,0.303633,0.0637189
332,765.659,2,5.27355,0.62509,20.1759,6.52047,22.2084,0.207372,0.282883,0.633791,0.259198,0.998815,0.303654,0.0637303
333,771.597,2,5.27334,0.625109,20.1782,6.51684,22.211,0.207358,0.2827,0.633862,0.259043,0.998813,0.303639,0.0637654
334,773.977,2,5.27323,0.625223,20.181,6.51431,22.2139,0.207391,0.282537,0.634081,0.258896,0.998809,0.303649,0.0637852
335,764.372,2,5.27305,0.625358,20.1849,6.50908,22.2179,0.207414,0.282372,0.634224,0.258753,0.998809,0.303681,0.0637993
336,758.343,2,5.27284,0.625464,20.1891,6.50428,22.2225,0.207449,0.282239,0.634237,0.258641,0.998808,0.303687,0.0638
337,755.324,2,5.27262,0.625423,20.1932,6.50008,22.2265,0.207473,0.282105,0.634331,0.258515,0.998806,0.303688,0.0637959
338,751.469,2,5.27248,0.625381,20.198,6.49553,22.2313,0.207545,0.281949,0.634624,0.258373,0.998806,0.303722,0.063782
339,753.195,2,5.27256,0.62521,20.2025,6.49221,22.2354,0.207549,0.281785,0.634953,0.258225,0.998804,0.303717,0.0637722
340,758.139,2,5.27261,0.625096,20.2059,6.48988,22.2387,0.207538,0.281635,0.634958,0.258078,0.998803,0.3037,0.0637831
341,758.016,2,5.27267,0.62513,20.2091,6.4882,22.2417,0.207517,0.281449,0.635093,0.257925,0.998801,0.303667,0.0637957
342,759.448,2,5.27284,0.625056,20.2126,6.48656,22.2452,0.207516,0.281252,0.635248,0.257756,0.998799,0.303662,0.0638012
343,754.405,2,5.27278,0.624977,20.2162,6.4832,22.2487,0.207498,0.281076,0.635492,0.257599,0.998798,0.303644,0.063804
344,758.744,2,5.27291,0.624993,20.2205,6.48044,22.2532,0.207528,0.280939,0.635655,0.257477,0.998797,0.303649,0.0638085
345,765.564,2,5.2731,0.625091,20.2247,6.47872,22.257,0.207575,0.280784,0.636001,0.257338,0.998796,0.303633,0.0638238
346,758.809,2,5.27315,0.625152,20.2284,6.47677,22.261,0.207596,0.280632,0.635918,0.257202,0.998794,0.303631,0.0638306
347,758.353,2,5.2733,0.625301,20.2325,6.47516,22.2653,0.207607,0.280455,0.635967,0.257044,0.998794,0.303627,0.0638414
348,757.031,2,5.27332,0.625369,20.2357,6.47462,22.2681,0.207607,0.28031,0.636065,0.256907,0.998793,0.303607,0.0638516
349,770.263,2,5.27343,0.625526,20.2393,6.47191,22.2717,0.207612,0.280168,0.636725,0.256774,0.99879,0.303615,0.0638589
350,762.012,2,5.27347,0.625598,20.2426,6.46979,22.2749,0.207603,0.280038,0.636935,0.256654,0.998787,0.303606,0.063866
351,757.71,2,5.27344,0.625639,20.2467,6.46586,22.2789,0.207608,0.279906,0.637059,0.256522,0.998785,0.303611,0.0638643
352,757.574,2,5.27323,0.625681,20.2502,6.46285,22.2822,0.207617,0.279746,0.637164,0.256365,0.998783,0.303626,0.0638614
353,754.579,2,5.27331,0.625631,20.2533,6.46054,22.2854,0.207603,0.279602,0.637284,0.256213,0.998782,0.303602,0.0638665
354,756.326,2,5.2734,0.625614,20.2571,6.45922,22.2892,0.207576,0.27948,0.63736,0.256091,0.99878,0.303576,0.063872
355,760.018,2,5.27341,0.625618,20.2607,6.45815,22.2928,0.20758,0.279365,0.637245,0.255982,0.998778,0.303564,0.0638809
356,754.249,2,5.27345,0.625619,20.2643,6.45705,22.2969,0.207597,0.279224,0.637371,0.255861,0.998777,0.303561,0.0638784
357,758.078,2,5.27356,0.625625,20.2682,6.45538,22.3011,0.207618,0.279072,0.637603,0.255719,0.998776,0.303567,0.0638783
358,761.876,2,5.2736,0.625772,20.2723,6.45282,22.3052,0.207658,0.278971,0.637498,0.25562,0.998773,0.303581,0.0638796
359,758.314,2,5.27371,0.625936,20.2758,6.45069,22.3087,0.207653,0.278866,0.637381,0.255527,0.998773,0.303591,0.0638872
360,764.09,2,5.27373,0.625984,20.2793,6.44875,22.3125,0.207661,0.278759,0.637644,0.255429,0.998771,0.303595,0.0638908
361,753.238,2,5.27377,0.626046,20.2833,6.44335,22.317,0.20766,0.278661,0.637843,0.255349,0.99877,0.303603,0.0638815
362,758.536,2,5.27378,0.626039,20.2878,6.44006,22.3214,0.207694,0.27857,0.637759,0.255284,0.998768,0.303575,0.0638874
363,756.159,2,5.27381,0.626162,20.2917,6.43652,22.3252,0.207739,0.278485,0.637612,0.255203,0.998767,0.303565,0.0638891
364,755.781,2,5.27385,0.6263,20.295,6.43412,22.3288,0.207769,0.278413,0.637339,0.25514,0.998767,0.303552,0.0638947
365,760.008,2,5.27379,0.62647,20.2984,6.43174,22.3322,0.207788,0.278335,0.637214,0.255065,0.998766,0.303533,0.0639058
366,763.779,2,5.27371,0.626479,20.3017,6.42923,22.3353,0.207768,0.278261,0.637437,0.255006,0.998764,0.303522,0.0639154
367,752.898,2,5.2737,0.626583,20.304,6.42732,22.3379,0.207758,0.278214,0.637284,0.254962,0.998765,0.303518,0.0639166
368,757.161,2,5.27352,0.626637,20.3056,6.42461,22.3396,0.207778,0.278178,0.637352,0.254921,0.998765,0.303521,0.0639157
369,751.347,2,5.27336,0.626629,20.3074,6.42255,22.341,0.207805,0.278109,0.6374,0.254855,0.998765,0.303521,0.063911
370,759.457,2,5.27342,0.626738,20.3104,6.41863,22.3441,0.207822,0.278084,0.637457,0.254821,0.998764,0.303539,0.0639041
371,757.044,2,5.27337,0.626718,20.3128,6.41568,22.3467,0.207858,0.278054,0.637538,0.254811,0.998764,0.303531,0.0639035
372,751.291,2,5.27331,0.626715,20.3161,6.41382,22.3498,0.207866,0.27806,0.637453,0.254816,0.998765,0.303486,0.0639074
373,756.958,2,5.2732,0.626783,20.3189,6.41017,22.3528,0.207893,0.278072,0.637424,0.254807,0.998764,0.3035,0.0638999
374,758.621,2,5.27309,0.626841,20.3219,6.40839,22.3559,0.207903,0.278094,0.637331,0.254819,0.998764,0.303515,0.0638998
375,756.622,2,5.27303,0.626947,20.3237,6.40731,22.3579,0.20791,0.278108,0.637185,0.254836,0.998764,0.303498,0.0639019
376,755.947,2,5.27304,0.627019,20.3257,6.40524,22.3597,0.207907,0.278109,0.637087,0.25484,0.998765,0.303485,0.063906
377,756.204,2,5.27298,0.62696,20.3274,6.40211,22.3613,0.207914,0.278118,0.637088,0.254842,0.998765,0.303486,0.0639017
378,762.14,2,5.27289,0.626972,20.3291,6.39908,22.3629,0.207898,0.27814,0.637202,0.254865,0.998762,0.303497,0.0638937
379,758.841,2,5.27279,0.627019,20.3301,6.39617,22.3635,0.207871,0.278169,0.637315,0.254896,0.998764,0.303477,0.0639055
380,759.106,2,5.27278,0.627022,20.3311,6.3939,22.3646,0.207857,0.278189,0.637141,0.254914,0.998765,0.303464,0.0639177
381,751.74,2,5.27278,0.627106,20.3311,6.39316,22.3644,0.207847,0.278172,0.637031,0.254895,0.998767,0.303483,0.0639131
382,752.744,2,5.27274,0.6272,20.3308,6.3934,22.3645,0.207839,0.278143,0.636929,0.254879,0.998766,0.303495,0.0639055
383,752.28,2,5.27282,0.627231,20.3305,6.39347,22.3641,0.207817,0.278111,0.636902,0.254839,0.998767,0.303495,0.0639044
384,766.57,2,5.27287,0.627275,20.3302,6.3938,22.3637,0.207814,0.278078,0.637009,0.254804,0.998764,0.303496,0.0639083
385,769.469,2,5.27282,0.627234,20.3298,6.39395,22.363,0.207801,0.278047,0.636994,0.254781,0.998759,0.30347,0.0639137
386,762.486,2,5.27283,0.627194,20.3292,6.3924,22.3622,0.207792,0.278041,0.636953,0.254782,0.998758,0.303485,0.0639156
387,754.002,2,5.27281,0.627177,20.3288,6.39215,22.362,0.207787,0.27803,0.636882,0.254768,0.998757,0.303488,0.0639093
388,761.167,2,5.27291,0.627156,20.3293,6.39133,22.3625,0.207786,0.277995,0.636854,0.254737,0.998756,0.303488,0.0639115
389,764.911,2,5.27297,0.627258,20.3316,6.38915,22.3645,0.207788,0.278015,0.636847,0.254744,0.998757,0.303496,0.0639233
390,769.236,2,5.27294,0.627295,20.3344,6.38742,22.3674,0.20781,0.278036,0.636966,0.25477,0.998755,0.303508,0.0639284
391,762.649,2,5.27298,0.627293,20.3372,6.38528,22.37,0.207832,0.278062,0.636858,0.254794,0.998755,0.303531,0.0639294
392,758.571,2,5.27299,0.627278,20.3392,6.38429,22.372,0.207857,0.278127,0.636707,0.254844,0.998754,0.303528,0.0639244
393,758.956,2,5.27292,0.627195,20.3417,6.38197,22.3745,0.207878,0.278204,0.636637,0.254922,0.998755,0.303537,0.0639204
394,759.633,2,5.27291,0.62709,20.3443,6.3792,22.3773,0.207899,0.278295,0.63651,0.255018,0.998756,0.303523,0.0639267
395,758.272,2,5.27297,0.627022,20.3467,6.37747,22.3795,0.207949,0.278387,0.636293,0.255102,0.998759,0.303501,0.0639358
396,759.928,2,5.273,0.62694,20.3491,6.3759,22.382,0.207977,0.2785,0.636124,0.255211,0.998761,0.303482,0.0639442
397,758.009,2,5.27299,0.626873,20.352,6.37354,22.385,0.207995,0.278554,0.63601,0.25527,0.998762,0.30349,0.0639455
398,763.262,2,5.27287,0.626954,20.3542,6.37109,22.387,0.208001,0.278593,0.63588,0.255312,0.998761,0.303498,0.0639467
399,762.723,2,5.2728,0.626941,20.3561,6.36891,22.3891,0.20798,0.27863,0.635752,0.255327,0.99876,0.303511,0.0639487
400,750.993,2,5.27277,0.627006,20.3581,6.3678,22.3911,0.207986,0.278649,0.635604,0.25535,0.998762,0.303539,0.0639401
401,758.074,2,5.27281,0.627016,20.3596,6.36632,22.3925,0.207987,0.278662,0.635367,0.255348,0.998762,0.303539,0.0639421
402,747.566,2,5.27275,0.626975,20.3603,6.36425,22.3931,0.207981,0.278634,0.635133,0.255336,0.998762,0.303534,0.0639373
403,746.038,2,5.27264,0.626823,20.3611,6.36203,22.394,0.207982,0.278602,0.635127,0.255302,0.998763,0.303527,0.0639285
