iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,1498.03,1,7.8892,6.10874,20.5065,32.5461,1,1,0.624405,0.998761,1.5,1.5,1.5,1.2
2,1490.09,1,5.00165,10.0675,22.9059,35.6842,0.974679,0.974679,0.692329,0.998761,1.46202,1.47835,1.46202,1.16962
3,1480.97,1,4.93155,9.60293,23.8475,37.5537,0.95,0.95,0.753584,0.998761,1.425,1.44092,1.425,1.14
4,1466.06,1,4.58205,12.0757,22.6437,36.0821,0.925945,0.925945,0.367196,0.998761,1.38892,1.40443,1.38892,1.11113
5,1455.6,1,4.2812,8.35871,26.3874,40.636,0.9025,0.9025,0.60876,0.998761,1.35375,1.36887,1.35375,1.083
6,1451.21,1,4.31055,7.92666,32.7609,48.3671,0.879648,0.879648,1.0307,0.998761,1.31947,1.40957,1.31947,1.05558
7,1440.84,1,4.53816,8.7577,31.6039,46.7654,0.857375,0.857375,1.07259,0.998761,1.28606,1.38714,1.28606,1.02885
8,1415.01,1,4.87063,6.91607,28.8016,42.9493,0.835666,0.835666,0.548937,0.998761,1.2535,1.35201,1.2535,1.0028
9,1412.49,1,4.87368,5.79393,35.0191,50.3046,0.814506,0.814506,0.613665,0.998761,1.22176,1.31778,1.22176,0.977407
10,1389.67,1,5.3658,6.94607,31.2112,46.0432,0.793882,0.793882,0.456417,0.998761,1.19082,1.28441,1.19082,0.952659
11,1393.17,1,5.19148,6.17173,34.0117,49.1359,0.773781,0.773781,0.671252,0.998761,1.16067,1.35728,1.16067,0.928537
12,1374.98,1,5.04183,5.67438,30.676,45.1817,0.754188,0.754188,0.420221,0.998761,1.13128,1.32292,1.13128,0.905026
13,1362.38,1,5.04258,7.91397,29.1957,43.3209,0.735092,0.735092,0.599,0.998761,1.10264,1.28942,1.10264,0.88211
14,1349.35,1,4.98353,7.43346,25.2077,38.5064,0.716479,0.716479,0.433948,0.998761,1.07472,1.28803,1.07472,0.859775
15,1339.26,1,5.11619,8.52867,25.974,39.5173,0.698337,0.698337,0.564524,0.998761,1.04751,1.33591,1.04751,0.838005
16,1338.33,1,4.85337,8.0928,28.3026,42.3199,0.680655,0.680655,0.649527,0.998761,1.02098,1.46248,1.02098,0.816786
17,1320.13,1,4.99802,7.96302,30.3212,44.9466,0.66342,0.66342,0.499421,0.998761,0.995131,1.42545,0.995131,0.796105
18,1313.72,1,5.028,7.76213,32.0423,46.6829,0.646622,0.646622,0.497025,0.998761,0.969933,1.38935,0.969933,0.775947
19,1302.68,1,4.84315,7.61638,29.6622,43.5253,0.630249,0.630249,0.831829,0.998761,0.945374,1.41793,0.945374,0.756299
20,1286.14,1,5.09017,6.80407,27.9185,41.4679,0.614291,0.614291,0.873833,0.998761,0.921437,1.38203,0.921437,0.737149
21,1278.05,1,5.20977,8.40124,26.2194,39.9491,0.598737,0.598737,0.569041,0.998761,0.898105,1.34703,0.898105,0.718484
22,1266.07,1,5.04545,6.46655,28.9834,43.6625,0.583577,0.583577,0.598957,0.998761,0.875365,1.31292,0.875365,0.700292
23,1259.07,1,5.00435,5.42428,26.7752,41.3727,0.5688,0.5688,0.684525,0.998761,0.8532,1.27968,0.8532,0.68256
24,1240.08,1,5.1499,5.29385,28.7842,43.9138,0.554398,0.554398,0.707145,0.998761,0.831597,1.24728,0.831597,0.665277
25,1238.58,1,5.13595,5.49135,27.3688,41.8906,0.54036,0.54036,0.690472,0.998761,0.81054,1.2157,0.81054,0.648432
26,1220.02,1,5.14926,5.50024,27.1895,41.9233,0.526678,0.526678,0.504849,0.998761,0.790017,1.18491,0.790017,0.632013
27,1217.45,1,5.21272,6.78977,28.0222,42.7886,0.513342,0.513342,0.453624,0.998761,0.770013,1.2132,0.770013,0.61601
28,1200.31,1,5.28632,6.57407,28.3211,42.614,0.500344,0.500344,0.563516,0.998761,0.750516,1.22218,0.750516,0.600413
29,1195.81,1,5.31973,6.08133,25.7891,39.2897,0.487675,0.487675,0.372385,0.998761,0.731512,1.23494,0.731512,0.58521
30,1178.51,1,5.57667,6.71113,24.2227,37.4691,0.475327,0.475327,0.652353,0.998761,0.71299,1.20367,0.71299,0.570392
31,1172.74,1,5.50639,6.24447,24.9395,38.1384,0.463291,0.463291,0.568785,0.998761,0.694937,1.1732,0.694937,0.555949
32,1155.52,1,5.27169,6.04015,24.1167,37.0532,0.45156,0.45156,0.579796,0.998761,0.677341,1.14349,0.677341,0.541873
33,1150.93,1,5.21706,5.14161,24.6277,37.6714,0.440127,0.440127,0.692721,0.998761,0.66019,1.11454,0.66019,0.528152
34,1141.65,1,5.19875,5.25863,24.6616,37.7389,0.428982,0.428982,0.795438,0.998761,0.643474,1.10355,0.643474,0.514779
35,1133.86,1,5.31209,5.60769,23.2953,36.0801,0.41812,0.41812,0.698122,0.998761,0.627181,1.34775,0.627181,0.501744
36,1118.94,1,5.32324,7.00685,24.434,37.6363,0.407533,0.407533,0.662663,0.998761,0.6113,1.31363,0.6113,0.48904
37,1108.76,1,5.31031,6.26925,24.4615,37.662,0.397214,0.397214,0.589745,0.998761,0.595821,1.28037,0.595821,0.476657
38,1092.28,1,5.31688,5.89915,24.8152,38.0954,0.387157,0.387157,0.600806,0.998761,0.580735,1.24795,0.580735,0.464588
39,1076.83,1,5.45391,6.69361,24.9204,38.3456,0.377354,0.377354,0.581662,0.998761,0.56603,1.21635,0.56603,0.452824
40,1076.04,1,5.45891,7.31609,25.3714,38.9333,0.367799,0.367799,0.522293,0.998761,0.551698,1.19708,0.551698,0.441359
41,1061.95,1,5.45073,6.94403,23.3805,36.571,0.358486,0.358486,0.370826,0.998761,0.537729,1.16677,0.537729,0.430183
42,1051.26,1,5.40924,5.9787,24.0589,37.401,0.349409,0.349409,0.443513,0.998761,0.524113,1.13722,0.524113,0.419291
43,1037.76,1,5.36683,7.17056,24.7276,38.2305,0.340562,0.340562,0.462314,0.998761,0.510842,1.10843,0.510842,0.408674
44,1028.89,1,5.43418,7.31557,23.7034,37.1263,0.331938,0.331938,0.478901,0.998761,0.497908,1.08036,0.497908,0.398326
45,1024.85,1,5.41921,8.08796,21.5871,34.4327,0.323534,0.323534,0.459462,0.998761,0.4853,1.05301,0.4853,0.38824
46,1016.01,1,5.35334,5.53675,22.3329,35.4123,0.315341,0.315341,0.56355,0.998761,0.473012,1.02634,0.473012,0.37841
47,1000.24,1,5.37802,4.99589,22.9592,36.2856,0.307357,0.307357,0.477737,0.998761,0.461035,1.00036,0.461035,0.368828
48,1000.81,1,5.32183,4.43119,23.3333,36.6579,0.299574,0.299574,0.495131,0.998761,0.449362,0.975028,0.449362,0.359489
49,985.613,1,5.22198,4.3057,24.1298,37.5725,0.291989,0.291989,0.483721,0.998761,0.437984,0.950339,0.437984,0.350387
50,988.772,1,5.22234,4.30238,24.0797,37.4947,0.284596,0.284596,0.464238,0.998761,0.426894,0.926276,0.426894,0.341515
51,981.789,1,5.24306,4.19805,23.494,36.7106,0.27739,0.27739,0.403472,0.998761,0.416084,0.902822,0.416084,0.332867
52,965.513,1,5.26448,4.56717,23.8953,37.2371,0.270366,0.270366,0.477582,0.998761,0.405549,0.879962,0.405549,0.324439
53,957.996,1,5.23007,5.08361,23.458,36.7022,0.26352,0.26352,0.476612,0.998761,0.39528,0.857681,0.39528,0.316224
54,949.998,1,5.34448,5.01543,23.7719,37.2037,0.256848,0.256848,0.509467,0.998761,0.385271,0.835964,0.385271,0.308217
55,935.202,1,5.30427,5.09632,24.3832,38.0525,0.250344,0.250344,0.495726,0.998761,0.375516,0.814797,0.375516,0.300413
56,927.905,1,5.29599,4.95294,24.1789,37.8039,0.244005,0.244005,0.483986,0.998761,0.366008,0.794166,0.366008,0.292806
57,918.419,1,5.24658,4.35723,24.4686,38.3823,0.237827,0.237827,0.419029,0.998761,0.35674,0.774057,0.35674,0.285392
58,914.407,1,5.20783,3.90944,24.1321,37.8679,0.231805,0.231805,0.438527,0.998761,0.347707,0.754458,0.347707,0.278166
59,914.255,1,5.24203,4.2192,24.4814,38.3468,0.225936,0.225936,0.474144,0.998761,0.338903,0.735354,0.338903,0.271123
60,903.188,1,5.26922,4.68116,24.9308,38.8615,0.220215,0.220215,0.442728,0.998761,0.330322,0.716735,0.330322,0.264258
61,894.875,1,5.24991,4.69548,24.949,38.9965,0.214639,0.214639,0.427413,0.998761,0.321958,0.698587,0.321958,0.257567
62,888.691,1,5.27738,5.06039,25.048,39.1029,0.209204,0.209204,0.431811,0.998761,0.313806,0.680898,0.313806,0.251045
63,891.582,1,5.33734,4.29646,24.9479,38.9769,0.203907,0.203907,0.476287,0.998761,0.30586,0.663657,0.30586,0.244688
64,879.662,1,5.29618,4.31147,25.0485,39.1294,0.198744,0.198744,0.459966,0.998761,0.298116,0.646853,0.298116,0.238493
65,878.704,1,5.31164,4.63399,24.5986,38.6589,0.199926,0.193711,0.457492,0.998761,0.290567,0.646017,0.290567,0.232454
66,878.031,1,5.33004,4.73103,24.4697,38.4983,0.198744,0.188807,0.410953,0.998761,0.28321,0.62966,0.28321,0.226568
67,865.766,1,5.3347,4.96548,24.1467,38.0549,0.204848,0.184026,0.514345,0.998761,0.276039,0.613716,0.276039,0.220831
68,864.882,1,5.35671,4.90108,24.5552,38.5091,0.209983,0.179366,0.527687,0.998761,0.269049,0.620988,0.269049,0.21524
69,863.154,1,5.3405,4.90189,24.4006,38.3245,0.221361,0.174825,0.582068,0.998761,0.262237,0.634412,0.262237,0.20979
70,856.158,1,5.29027,4.77466,23.84,37.6672,0.229368,0.170398,0.518763,0.998761,0.255597,0.618349,0.255597,0.204478
71,848.434,1,5.24201,4.78299,23.6961,37.4818,0.238029,0.166083,0.524631,0.998761,0.249125,0.612668,0.249125,0.1993
72,842.666,1,5.25228,4.41143,23.8865,37.6902,0.234721,0.161878,0.522662,0.998761,0.242817,0.597155,0.242817,0.194254
73,847.229,1,5.23477,4.49578,24.3437,38.2515,0.239756,0.157779,0.544959,0.998761,0.236669,0.582035,0.236669,0.189335
74,854.352,1,5.22949,4.84021,24.1121,37.9484,0.239075,0.153784,0.514506,0.998761,0.230676,0.581147,0.237459,0.189696
75,836.064,1,5.23431,4.50055,24.0913,37.9147,0.240877,0.14989,0.484856,0.998761,0.224835,0.566432,0.233028,0.185615
76,831.518,1,5.2568,4.36847,24.2308,38.1162,0.244972,0.146095,0.529692,0.998761,0.219142,0.55209,0.237789,0.189084
77,829.491,1,5.22546,4.11627,24.2973,38.1633,0.249596,0.142396,0.560176,0.998761,0.213594,0.563493,0.238672,0.190536
78,829.606,1,5.23103,4.10522,23.8402,37.4988,0.248699,0.13879,0.532261,0.998761,0.208185,0.562917,0.232628,0.185711
79,821.168,1,5.21958,4.44447,23.5802,37.1352,0.256417,0.135276,0.534953,0.998761,0.202914,0.558019,0.228827,0.182633
80,824.491,1,5.1989,4.40989,23.7791,37.3966,0.263112,0.131851,0.577413,0.998761,0.208885,0.564128,0.22904,0.181879
81,825.541,1,5.22737,4.76618,23.3832,36.9364,0.257748,0.128512,0.546164,0.998761,0.203596,0.549844,0.230494,0.182474
82,832.487,1,5.2209,4.45006,23.8372,37.4329,0.274247,0.125258,0.643009,0.998761,0.203506,0.583716,0.234211,0.185561
83,823.417,1,5.2254,4.60069,23.8716,37.4527,0.274295,0.122087,0.634606,0.998761,0.198922,0.568936,0.22828,0.180863
84,812.887,1,5.24058,4.6241,23.7858,37.3668,0.277487,0.118995,0.644611,0.998761,0.206002,0.554531,0.222571,0.177039
85,806.839,1,5.23192,4.79049,23.7822,37.3419,0.271272,0.115982,0.615845,0.998761,0.207116,0.54049,0.216935,0.172556
86,797.107,1,5.24021,4.60526,23.6821,37.2645,0.27308,0.113045,0.592985,0.998761,0.205842,0.526804,0.215271,0.171547
87,795.083,1,5.25476,4.83312,23.6634,37.3801,0.270376,0.110183,0.571129,0.998761,0.208843,0.516732,0.218405,0.175595
88,800.853,1,5.30294,4.95819,23.7638,37.5734,0.270275,0.107393,0.571003,0.998761,0.203555,0.558667,0.241683,0.193748
89,803.443,1,5.25743,5.06666,23.586,37.3667,0.274288,0.104674,0.58188,0.998761,0.198401,0.544521,0.238108,0.190243
90,806.938,1,5.22394,4.71437,23.4464,37.1902,0.277961,0.102024,0.561142,0.998761,0.193537,0.539672,0.243972,0.193886
91,795.344,1,5.2119,4.49423,23.7752,37.5612,0.278965,0.0994403,0.575899,0.998761,0.195033,0.526007,0.241703,0.191769
92,795.56,1,5.23162,4.53191,23.5484,37.2962,0.277168,0.0969224,0.608171,0.998761,0.190095,0.529154,0.246729,0.197203
93,792.819,1,5.20915,4.41947,23.3417,37.0189,0.291404,0.0944682,0.610714,0.998761,0.201095,0.515756,0.240481,0.192209
94,784.013,1,5.22223,4.32864,23.3878,37.0772,0.289599,0.0920763,0.624832,0.998761,0.196118,0.502696,0.234392,0.18797
95,780.726,1,5.23902,4.46759,23.1053,36.6699,0.289538,0.0897448,0.630227,0.998761,0.198795,0.489968,0.228457,0.18321
96,774.047,1,5.23478,4.5927,23.5087,37.1549,0.289653,0.0874724,0.642581,0.998761,0.209242,0.477561,0.222673,0.178571
97,771.543,1,5.20429,4.49367,23.4866,37.1586,0.299227,0.0852576,0.63668,0.998761,0.211374,0.465469,0.218656,0.175804
98,774.906,1,5.22277,4.43309,23.6474,37.3589,0.296605,0.0830988,0.656539,0.998761,0.211734,0.453683,0.21312,0.171353
99,772.914,1,5.19088,4.34644,23.512,37.1917,0.297187,0.0818285,0.666851,0.998761,0.207448,0.456096,0.21272,0.170183
100,771.532,1,5.19995,4.22436,23.3316,37.0448,0.293269,0.0807591,0.67103,0.998761,0.202195,0.444547,0.215468,0.17032
101,766.009,1,5.21976,4.22584,23.5585,37.308,0.294419,0.0787458,0.667445,0.998761,0.200788,0.476606,0.225095,0.179652
102,770.214,1,5.18708,4.17874,23.4558,37.1681,0.291876,0.0782309,0.632191,0.998761,0.207807,0.533001,0.227295,0.181297
103,767.145,1,5.13829,4.06628,23.5247,37.3389,0.29367,0.07912,0.632103,0.998761,0.207914,0.46618,0.227539,0.182757
104,772.042,1,5.16167,4.05435,23.3255,37.2215,0.294166,0.0784257,0.646087,0.998761,0.210567,0.499508,0.229849,0.182018
105,768.288,1,5.17037,4.29952,23.0217,36.9334,0.295988,0.0766069,0.654587,0.998761,0.20347,0.528911,0.234114,0.18669
106,761.995,1,5.20245,4.43802,23.1005,37.1014,0.302319,0.0728357,0.679582,0.998761,0.214736,0.534813,0.233457,0.184104
107,765.856,1,5.18673,4.3995,23.0624,37.1126,0.303641,0.0723374,0.668426,0.998761,0.213391,0.500538,0.229917,0.181673
108,761.531,1,5.16559,4.25884,22.9275,36.9442,0.299891,0.07365,0.644483,0.998761,0.210323,0.523911,0.229223,0.18025
109,760.842,1,5.17591,4.22511,22.875,36.9713,0.300326,0.073292,0.648697,0.998761,0.206343,0.519871,0.231158,0.180202
110,768.616,1,5.16303,4.08763,22.9246,37.1093,0.299412,0.0750685,0.673602,0.998761,0.210146,0.535609,0.234783,0.184832
111,758.426,1,5.19217,4.12584,23.3058,37.5616,0.297042,0.0741762,0.674337,0.998761,0.217078,0.473615,0.230277,0.180213
112,757.954,1,5.15102,4.20346,23.2742,37.5527,0.302171,0.0724467,0.628201,0.998761,0.218289,0.458745,0.23439,0.18481
113,760.027,1,5.1635,4.25019,23.4134,37.7224,0.300006,0.0724801,0.603998,0.998761,0.208144,0.526538,0.237119,0.185801
114,757.791,1,5.15901,4.23883,23.4157,37.6502,0.301344,0.0725867,0.634094,0.998761,0.212584,0.495197,0.237046,0.187255
115,752.801,1,5.17792,4.20888,23.2889,37.4044,0.296486,0.0722203,0.612461,0.998761,0.214973,0.474091,0.239969,0.190498
116,757.121,1,5.20227,4.21115,23.1599,37.2172,0.299095,0.071896,0.643282,0.998761,0.213695,0.469717,0.231373,0.186259
117,749.475,1,5.158,4.2422,23.0633,37.1085,0.302949,0.0694481,0.642886,0.998761,0.212808,0.44396,0.237683,0.191056
118,750.91,1,5.18126,4.39639,23.0821,37.0838,0.297239,0.0700791,0.641503,0.998761,0.211167,0.494363,0.232519,0.185061
119,753.96,1,5.19861,4.41134,22.9992,36.9214,0.30502,0.0685079,0.650494,0.998761,0.219053,0.533374,0.23638,0.188963
120,751.954,1,5.17473,4.32077,22.9061,36.7802,0.303206,0.0690717,0.662837,0.998761,0.208552,0.520508,0.240373,0.18986
121,749.762,1,5.17912,4.39616,22.7576,36.5804,0.303824,0.0669702,0.664072,0.998761,0.210531,0.49969,0.239753,0.189295
122,741.874,1,5.19049,4.52364,22.644,36.4163,0.302395,0.0664617,0.638343,0.998761,0.215606,0.455368,0.234457,0.186664
123,741.463,1,5.17808,4.49259,22.5755,36.3053,0.300133,0.0677694,0.626702,0.998761,0.204494,0.458794,0.23709,0.189715
124,736.061,1,5.18497,4.59643,22.7388,36.5011,0.29554,0.067016,0.643209,0.998761,0.206056,0.470675,0.233176,0.187943
125,742.999,1,5.16553,4.57429,22.6954,36.532,0.302199,0.0662515,0.646655,0.998761,0.209613,0.466501,0.23809,0.192097
126,746.188,1,5.18266,4.43828,22.6807,36.5019,0.300633,0.0664147,0.654421,0.998761,0.214522,0.474582,0.247897,0.200617
127,748.289,1,5.18571,4.48961,22.7712,36.5399,0.297541,0.0678057,0.648889,0.998761,0.210002,0.499851,0.253073,0.20404
128,745.936,1,5.19711,4.57614,22.9373,36.7627,0.302826,0.0658615,0.661484,0.998761,0.215032,0.527539,0.25749,0.208841
129,748.904,1,5.18376,4.76403,22.7224,36.4422,0.302249,0.0651681,0.660228,0.998761,0.213197,0.562502,0.253754,0.20641
130,747.915,1,5.18721,4.89107,22.4861,36.1514,0.301521,0.0648548,0.629246,0.998761,0.207926,0.594208,0.234315,0.190104
131,744.234,1,5.20994,4.73851,22.5686,36.2885,0.298973,0.0659746,0.629598,0.998761,0.208642,0.589354,0.23414,0.189749
132,747.603,1,5.1894,4.72251,22.5115,36.2016,0.304522,0.0653115,0.651067,0.998761,0.21587,0.596478,0.234009,0.189412
133,750.573,1,5.19814,4.62706,22.641,36.3137,0.309618,0.0651032,0.651549,0.998761,0.217011,0.572681,0.23611,0.190671
134,746.974,1,5.23132,4.73161,22.6677,36.3664,0.305845,0.0645956,0.641182,0.998761,0.214146,0.592546,0.235043,0.1879
135,748.554,1,5.21213,4.55851,22.5584,36.2541,0.311691,0.0635595,0.632237,0.998761,0.218148,0.589929,0.232389,0.186625
136,749.9,1,5.16357,4.69993,22.5097,36.199,0.312336,0.0641116,0.626367,0.998761,0.22269,0.58376,0.233719,0.188836
137,742.998,1,5.19494,4.69534,22.3092,35.9787,0.306028,0.0634054,0.629641,0.998761,0.218369,0.574702,0.243134,0.19438
138,748.351,1,5.1715,4.45608,22.3306,35.9885,0.304261,0.0648586,0.608987,0.998761,0.214142,0.58906,0.243888,0.194654
139,749.094,1,5.16492,4.36943,22.362,36.0687,0.303031,0.0657261,0.622741,0.998761,0.211568,0.587402,0.24677,0.197797
140,754.293,1,5.18622,4.31092,22.3645,36.0416,0.306225,0.0648197,0.639488,0.998761,0.214516,0.585567,0.244707,0.196745
141,749.012,1,5.16697,4.58583,22.331,36.0011,0.300359,0.0657048,0.617502,0.998761,0.21359,0.571575,0.24517,0.199417
142,749.607,1,5.18153,4.60611,22.2071,35.8972,0.30662,0.0635126,0.625152,0.998761,0.213782,0.593211,0.245617,0.200054
143,744.798,1,5.1766,4.61841,22.2722,35.9933,0.311971,0.0622002,0.649619,0.998761,0.217599,0.612024,0.246911,0.198645
144,742.387,1,5.19813,4.58577,22.348,35.9709,0.302781,0.0637843,0.618151,0.998761,0.213161,0.570421,0.249372,0.199033
145,743.788,1,5.20779,4.71342,22.2038,35.7906,0.307729,0.0634202,0.645963,0.998761,0.216951,0.576418,0.248982,0.196934
146,742.603,1,5.21321,4.73402,22.0963,35.6517,0.303939,0.0645672,0.629813,0.998761,0.217291,0.577411,0.252076,0.198606
147,745.929,1,5.20053,4.772,22.1392,35.6876,0.302606,0.0651473,0.633984,0.998761,0.207513,0.573086,0.250402,0.196488
148,741.582,1,5.18797,4.80109,21.8998,35.4693,0.302011,0.0642439,0.648006,0.998761,0.214631,0.579902,0.248498,0.193129
149,740.294,1,5.19475,4.8465,21.8931,35.4912,0.305258,0.0630278,0.624508,0.998761,0.21598,0.572552,0.254962,0.196197
150,744.537,1,5.17634,4.88099,21.8619,35.4203,0.309957,0.0618814,0.637986,0.998761,0.218884,0.574427,0.257841,0.198663
151,748.911,1,5.18847,4.59042,22.114,35.7811,0.311592,0.0628874,0.618307,0.998761,0.215039,0.574129,0.256856,0.198478
152,746.846,1,5.17612,4.66136,22.1101,35.7922,0.306682,0.0633468,0.612824,0.998761,0.20671,0.561493,0.254482,0.198073
153,745.52,1,5.17683,4.65007,22.2054,35.8588,0.306223,0.0644138,0.603503,0.998761,0.208745,0.568304,0.258175,0.20296
154,751.341,1,5.17726,4.40424,22.2039,35.871,0.301329,0.0664208,0.596422,0.998761,0.207233,0.589781,0.264521,0.207722
155,752.691,1,5.15857,4.51008,22.2046,35.876,0.304167,0.0652346,0.620129,0.998761,0.212576,0.559349,0.262223,0.204329
156,745.114,1,5.19095,4.60524,22.217,35.8515,0.306941,0.0637219,0.61995,0.998761,0.213314,0.580906,0.269874,0.210008
157,747.734,1,5.18989,4.53785,22.3287,36.0009,0.307379,0.0627171,0.632059,0.998761,0.214926,0.615487,0.261173,0.204451
158,752.362,1,5.14593,4.42113,22.3804,35.9688,0.302794,0.0652856,0.608074,0.998761,0.213971,0.613629,0.257597,0.200904
159,756.621,1,5.16963,4.46079,22.2946,35.8727,0.301344,0.0671987,0.642978,0.998761,0.216316,0.58505,0.257216,0.198351
160,752.036,1,5.18273,4.68543,22.1732,35.7646,0.306885,0.0649081,0.644618,0.998761,0.218233,0.58477,0.25919,0.200838
161,750.961,1,5.18891,4.66942,22.0134,35.5218,0.303813,0.0651469,0.625317,0.998761,0.216534,0.568941,0.258191,0.200739
162,755.504,1,5.20724,4.76587,21.9841,35.5535,0.305316,0.0651101,0.627166,0.998761,0.211128,0.566455,0.258666,0.200528
163,749.652,1,5.20164,4.70025,21.9717,35.4904,0.306163,0.0637605,0.6293,0.998761,0.217001,0.522646,0.255211,0.199467
164,755.209,1,5.19309,4.64198,21.9754,35.3759,0.311199,0.0648427,0.649924,0.998761,0.218247,0.530551,0.258403,0.200603
165,745.988,1,5.19322,4.60444,22.0643,35.4412,0.302844,0.0654737,0.634856,0.998761,0.218762,0.533244,0.25878,0.201619
166,742.502,1,5.19244,4.60981,22.1488,35.5397,0.306375,0.0633275,0.635479,0.998761,0.21359,0.540023,0.264078,0.203596
167,738.893,1,5.17053,4.75037,22.0907,35.4864,0.309813,0.0601309,0.627338,0.998761,0.220864,0.536794,0.263781,0.201892
168,735.267,1,5.17611,4.66272,22.0321,35.465,0.310017,0.059936,0.626036,0.998761,0.214927,0.561408,0.265396,0.203309
