Cl_abscissa,Cl_pdf,V1_abscissa,V1_pdf,Q_abscissa,Q_pdf,V2_abscissa,V2_pdf,split
2.63067,0.211974,9.81311,0.00315265,1.90597,0.111579,19.7798,0.00664341,All
2.99572,0.0211974,12.2676,0.0315265,3.98649,0.10786,20.9446,0.00664341,All
3.36077,0.190777,14.7221,0.0346792,6.06701,0.096702,22.1093,0,All
3.72582,0,17.1765,0.0535951,8.14753,0.0632283,23.2741,0.0465039,All
4.09087,0.0211974,19.631,0.072511,10.228,0.0520703,24.4389,0.106295,All
4.45592,0.127184,22.0855,0.0819689,12.3086,0.048351,25.6037,0.112938,All
4.82097,0.466343,24.5399,0.0977322,14.3891,0.0185965,26.7684,0.166085,All
5.18602,0.275566,26.9944,0.0315265,16.4696,0.0148772,27.9332,0.106295,All
5.55107,0.402751,29.4489,0.0189159,18.5501,0,29.098,0.172729,All
5.91611,0.317961,31.9034,0.00315265,20.6306,0.00371931,30.2628,0.079721,All
6.28116,0.529935,34.3578,0.0063053,22.7112,0,31.4275,0.106295,All
6.64621,0.402751,36.8123,0.0063053,24.7917,0.00371931,32.5923,0.0199302,All
