Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
30.3459,0,103.276,0,702.558,0,335.103,0,All
44.1768,0.00714286,139.95,0.00714286,1077.19,0.00714286,504.445,0.00714286,All
45.6036,0.0142857,154.751,0.0142857,1099.53,0.0142857,542.387,0.0142857,All
45.9054,0.0214286,161.859,0.0214286,1128.92,0.0214286,549.903,0.0214286,All
46.5851,0.0285714,168.436,0.0285714,1135.74,0.0285714,574.389,0.0285714,All
46.7554,0.0357143,168.728,0.0357143,1142.84,0.0357143,578.042,0.0357143,All
47.0522,0.0428571,177.394,0.0428571,1145.63,0.0428571,600.555,0.0428571,All
47.6242,0.05,179.181,0.05,1152.64,0.05,606.521,0.05,All
47.6995,0.0571429,181.696,0.0571429,1159.22,0.0571429,608.775,0.0571429,All
47.8835,0.0642857,182.174,0.0642857,1160.99,0.0642857,610.789,0.0642857,All
48.2119,0.0714286,183.935,0.0714286,1161.23,0.0714286,631.356,0.0714286,All
49.034,0.0785714,185.069,0.0785714,1172.29,0.0785714,632.751,0.0785714,All
49.2933,0.0857143,185.074,0.0857143,1172.88,0.0857143,633.656,0.0857143,All
50.454,0.0928571,185.704,0.0928571,1173.49,0.0928571,636.502,0.0928571,All
50.9319,0.1,186.002,0.1,1183.25,0.1,644.048,0.1,All
51.0202,0.107143,186.216,0.107143,1183.89,0.107143,661.665,0.107143,All
51.194,0.114286,187.675,0.114286,1184.52,0.114286,662.086,0.114286,All
51.5847,0.121429,187.836,0.121429,1189.14,0.121429,662.987,0.121429,All
51.7,0.128571,188.188,0.128571,1192.96,0.128571,663.071,0.128571,All
52.4756,0.135714,188.6,0.135714,1201.19,0.135714,665.249,0.135714,All
53.2256,0.142857,191.463,0.142857,1210.62,0.142857,666.078,0.142857,All
53.3194,0.15,194.251,0.15,1212.61,0.15,679.587,0.15,All
53.9549,0.157143,195.288,0.157143,1219.7,0.157143,681.328,0.157143,All
54.0211,0.164286,197.351,0.164286,1220.65,0.164286,690.665,0.164286,All
54.1074,0.171429,198.085,0.171429,1222.27,0.171429,710.874,0.171429,All
54.1933,0.178571,199.201,0.178571,1233.32,0.178571,725.166,0.178571,All
54.366,0.185714,199.304,0.185714,1234.3,0.185714,726.333,0.185714,All
54.5184,0.192857,199.349,0.192857,1237.42,0.192857,737.38,0.192857,All
54.683,0.2,199.801,0.2,1240.81,0.2,737.523,0.2,All
55.6559,0.207143,201.169,0.207143,1241.06,0.207143,748.887,0.207143,All
55.7914,0.214286,201.377,0.214286,1244.72,0.214286,751.754,0.214286,All
55.8489,0.221429,201.786,0.221429,1247.41,0.221429,760.77,0.221429,All
55.869,0.228571,204.374,0.228571,1247.63,0.228571,766.658,0.228571,All
56.2241,0.235714,205.412,0.235714,1248.19,0.235714,771.378,0.235714,All
56.3596,0.242857,209.255,0.242857,1251.13,0.242857,773.604,0.242857,All
56.3615,0.25,209.493,0.25,1262.1,0.25,776.635,0.25,All
56.4549,0.257143,209.526,0.257143,1264.61,0.257143,788.115,0.257143,All
56.458,0.264286,209.907,0.264286,1267.2,0.264286,788.559,0.264286,All
56.5362,0.271429,211.048,0.271429,1268.73,0.271429,790.014,0.271429,All
56.6298,0.278571,211.854,0.278571,1280.43,0.278571,791.119,0.278571,All
56.6567,0.285714,212.839,0.285714,1282.13,0.285714,794.379,0.285714,All
56.8786,0.292857,213.804,0.292857,1283.46,0.292857,796.488,0.292857,All
57.2474,0.3,214.103,0.3,1283.54,0.3,808.447,0.3,All
57.7918,0.307143,214.405,0.307143,1286.42,0.307143,813.739,0.307143,All
57.7941,0.314286,215.232,0.314286,1290.02,0.314286,829.591,0.314286,All
58.1701,0.321429,215.432,0.321429,1296.68,0.321429,846.053,0.321429,All
58.3107,0.328571,216.65,0.328571,1298.1,0.328571,853.404,0.328571,All
58.427,0.335714,216.941,0.335714,1298.13,0.335714,856.925,0.335714,All
58.5173,0.342857,217.502,0.342857,1299.47,0.342857,874.243,0.342857,All
58.529,0.35,217.948,0.35,1302.5,0.35,874.682,0.35,All
58.9494,0.357143,218.164,0.357143,1304.07,0.357143,875.395,0.357143,All
58.9523,0.364286,220.042,0.364286,1306.63,0.364286,875.514,0.364286,All
59.0637,0.371429,221.102,0.371429,1310.6,0.371429,876.051,0.371429,All
59.2616,0.378571,221.175,0.378571,1315.75,0.378571,876.549,0.378571,All
59.3359,0.385714,221.777,0.385714,1317.57,0.385714,884.792,0.385714,All
59.3586,0.392857,223.071,0.392857,1317.92,0.392857,887.157,0.392857,All
59.386,0.4,223.157,0.4,1318.65,0.4,894.128,0.4,All
59.5245,0.407143,223.319,0.407143,1319.71,0.407143,907.215,0.407143,All
59.5247,0.414286,224.074,0.414286,1320.74,0.414286,909.157,0.414286,All
59.871,0.421429,224.15,0.421429,1321.93,0.421429,909.452,0.421429,All
60.26,0.428571,224.611,0.428571,1322.13,0.428571,910.036,0.428571,All
60.2893,0.435714,225.842,0.435714,1322.76,0.435714,932.195,0.435714,All
60.8843,0.442857,225.962,0.442857,1328.83,0.442857,934.899,0.442857,All
61.0523,0.45,227.171,0.45,1333.22,0.45,942.283,0.45,All
61.0541,0.457143,227.432,0.457143,1340.06,0.457143,942.969,0.457143,All
61.0846,0.464286,228.599,0.464286,1343.88,0.464286,960.795,0.464286,All
61.1821,0.471429,230.175,0.471429,1349.31,0.471429,965.219,0.471429,All
61.2931,0.478571,230.359,0.478571,1350.08,0.478571,966.341,0.478571,All
61.6922,0.485714,231.503,0.485714,1350.8,0.485714,969.203,0.485714,All
61.9436,0.492857,231.96,0.492857,1355.57,0.492857,972.325,0.492857,All
61.9537,0.5,232.41,0.5,1356.12,0.5,973.128,0.5,All
62.2094,0.507143,232.963,0.507143,1356.36,0.507143,981.065,0.507143,All
62.2823,0.514286,233.647,0.514286,1357.68,0.514286,982.863,0.514286,All
62.3613,0.521429,234.019,0.521429,1358.22,0.521429,984.241,0.521429,All
62.5852,0.528571,234.589,0.528571,1360.73,0.528571,997.875,0.528571,All
62.7792,0.535714,235.988,0.535714,1361.2,0.535714,998.758,0.535714,All
62.9231,0.542857,236.507,0.542857,1363.62,0.542857,1002.13,0.542857,All
62.9553,0.55,236.567,0.55,1365.87,0.55,1002.76,0.55,All
63.0175,0.557143,237.281,0.557143,1367.63,0.557143,1020.13,0.557143,All
63.1955,0.564286,237.906,0.564286,1368.94,0.564286,1028.85,0.564286,All
63.2366,0.571429,239.778,0.571429,1369.51,0.571429,1041.64,0.571429,All
64.1549,0.578571,240.445,0.578571,1372.38,0.578571,1043.04,0.578571,All
64.9561,0.585714,240.743,0.585714,1375.19,0.585714,1046.13,0.585714,All
65.272,0.592857,241.648,0.592857,1375.4,0.592857,1051.28,0.592857,All
65.3249,0.6,241.9,0.6,1377.17,0.6,1061.67,0.6,All
65.5208,0.607143,242.942,0.607143,1381.13,0.607143,1089.44,0.607143,All
66.1446,0.614286,243.712,0.614286,1383.57,0.614286,1089.75,0.614286,All
66.2793,0.621429,243.724,0.621429,1391.43,0.621429,1105.19,0.621429,All
66.501,0.628571,245.275,0.628571,1397.8,0.628571,1106.55,0.628571,All
66.702,0.635714,246.48,0.635714,1407.63,0.635714,1109.43,0.635714,All
66.7541,0.642857,246.896,0.642857,1419.71,0.642857,1112.18,0.642857,All
66.8811,0.65,248.819,0.65,1422.59,0.65,1113.66,0.65,All
67.1656,0.657143,249.068,0.657143,1424.54,0.657143,1117.08,0.657143,All
67.3146,0.664286,249.338,0.664286,1424.76,0.664286,1133.7,0.664286,All
67.7783,0.671429,249.405,0.671429,1424.91,0.671429,1151.94,0.671429,All
67.8123,0.678571,249.761,0.678571,1426.33,0.678571,1157.14,0.678571,All
67.9187,0.685714,251.8,0.685714,1427.13,0.685714,1166.94,0.685714,All
67.9549,0.692857,251.987,0.692857,1427.98,0.692857,1168.26,0.692857,All
68.0025,0.7,252.503,0.7,1436.91,0.7,1172.2,0.7,All
68.008,0.707143,254.284,0.707143,1441.98,0.707143,1175.06,0.707143,All
68.0306,0.714286,257.093,0.714286,1443.96,0.714286,1179.84,0.714286,All
68.4295,0.721429,257.872,0.721429,1444.48,0.721429,1179.87,0.721429,All
68.4322,0.728571,259.267,0.728571,1446.1,0.728571,1183.61,0.728571,All
68.4622,0.735714,259.424,0.735714,1450.4,0.735714,1185.45,0.735714,All
68.6057,0.742857,260.064,0.742857,1454.69,0.742857,1187.18,0.742857,All
68.6787,0.75,261.212,0.75,1457.61,0.75,1196.5,0.75,All
68.6951,0.757143,261.441,0.757143,1458.21,0.757143,1197.51,0.757143,All
68.914,0.764286,264.203,0.764286,1461.74,0.764286,1215.75,0.764286,All
68.9338,0.771429,266.28,0.771429,1463.4,0.771429,1220.47,0.771429,All
69.0642,0.778571,266.707,0.778571,1466.02,0.778571,1230.5,0.778571,All
69.0703,0.785714,267.01,0.785714,1466.29,0.785714,1245.27,0.785714,All
69.2196,0.792857,267.412,0.792857,1470.33,0.792857,1249.1,0.792857,All
69.3096,0.8,269.522,0.8,1476.3,0.8,1256.17,0.8,All
69.412,0.807143,269.779,0.807143,1481.37,0.807143,1256.99,0.807143,All
69.4597,0.814286,271.664,0.814286,1484.99,0.814286,1261.54,0.814286,All
69.5007,0.821429,272.25,0.821429,1488.51,0.821429,1265.7,0.821429,All
69.5848,0.828571,273.849,0.828571,1493,0.828571,1271.35,0.828571,All
69.5876,0.835714,274.727,0.835714,1498.03,0.835714,1301.75,0.835714,All
69.6448,0.842857,276.957,0.842857,1500.11,0.842857,1316.1,0.842857,All
69.7004,0.85,280.273,0.85,1506.25,0.85,1319.97,0.85,All
69.8001,0.857143,280.922,0.857143,1515.2,0.857143,1320.28,0.857143,All
69.8027,0.864286,281.535,0.864286,1515.87,0.864286,1321.5,0.864286,All
69.8592,0.871429,283.135,0.871429,1516.3,0.871429,1336.34,0.871429,All
70.0452,0.878571,283.278,0.878571,1517.46,0.878571,1352.93,0.878571,All
70.0458,0.885714,289.49,0.885714,1518.32,0.885714,1357.37,0.885714,All
70.065,0.892857,295.97,0.892857,1519.57,0.892857,1357.93,0.892857,All
70.3363,0.9,296.735,0.9,1522.09,0.9,1366.71,0.9,All
70.3524,0.907143,300.998,0.907143,1552.07,0.907143,1381.49,0.907143,All
70.3577,0.914286,303.617,0.914286,1557.48,0.914286,1383.4,0.914286,All
70.4367,0.921429,309.104,0.921429,1563.34,0.921429,1395.28,0.921429,All
70.4491,0.928571,315.059,0.928571,1589.43,0.928571,1419.06,0.928571,All
70.4977,0.935714,316.711,0.935714,1590.34,0.935714,1434.4,0.935714,All
70.6566,0.942857,325.85,0.942857,1605.72,0.942857,1441.24,0.942857,All
71.114,0.95,329.258,0.95,1612.19,0.95,1457.82,0.95,All
71.1507,0.957143,335.679,0.957143,1619.56,0.957143,1569.05,0.957143,All
71.3407,0.964286,339.555,0.964286,1627.57,0.964286,1595.16,0.964286,All
71.365,0.971429,348.05,0.971429,1644.73,0.971429,1753.15,0.971429,All
71.4936,0.978571,351.374,0.978571,1644.75,0.978571,1767.32,0.978571,All
71.6464,0.985714,363.287,0.985714,1652.17,0.985714,1778.36,0.985714,All
71.7265,0.992857,363.728,0.992857,1659.63,0.992857,1783.32,0.992857,All
71.866,1,367.335,1,1690,1,1894.65,1,All
123.729,1,544.114,1,2575.29,1,2701.25,1,All
