simulations,OFV
500,1000.3
1000,1001.84
1500,1001.4
2000,999.104
2500,999.287
3000,999.555
3500,999.109
4000,999.184
4500,999.552
5000,999.667
5500,999.551
6000,999.882
6500,999.132
7000,999.244
7500,999.008
8000,999.149
8500,999.394
9000,999.13
9500,998.975
10000,998.613
10500,998.479
11000,998.516
11500,998.297
12000,998.024
12500,998.236
13000,998.138
13500,997.981
14000,997.903
14500,997.86
15000,997.919
15500,997.863
16000,997.845
16500,997.74
17000,997.828
17500,997.902
18000,997.658
18500,997.799
19000,997.727
19500,997.651
20000,997.57
20500,997.533
21000,997.454
21500,997.518
22000,997.587
22500,997.574
23000,997.403
23500,997.243
24000,997.196
24500,997.227
25000,997.303
25500,997.262
26000,997.203
26500,997.244
27000,997.186
27500,997.232
28000,997.295
28500,997.245
29000,997.345
29500,997.4
30000,997.493
