iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1487.82,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1470.38,1,4.70797,24.4,7.83967,30.1644,0.974679,0.974679,0.974679,0.974679,0.998761,0.974679,0.974679
3,1456.06,1,4.9969,23.4361,7.31643,29.2601,0.95,0.95,0.992178,0.95,0.998761,0.95,0.95
4,1437.22,1,4.6402,22.5771,8.06802,28.2254,0.925945,0.925945,0.967055,0.925945,0.998761,0.925945,0.925945
5,1427.78,1,4.49511,25.0479,7.67861,31.1389,0.9025,0.9025,0.942569,0.9025,0.998761,0.9025,0.9025
6,1420.24,1,4.45766,23.483,7.15795,29.0288,0.879648,0.879648,0.918702,0.879648,0.998761,0.879648,0.879648
7,1414.86,1,4.70341,22.0573,7.06991,27.2486,0.857375,0.857375,0.968083,0.857375,0.998761,0.857375,0.857375
8,1393.69,1,4.75194,21.9689,7.82123,26.9805,0.835666,0.835666,0.943571,0.835666,0.998761,0.835666,0.835666
9,1389.21,1,4.84204,26.6986,6.93308,32.6516,0.814506,0.814506,0.98692,0.814506,0.998761,0.814506,0.814506
10,1372.72,1,4.87353,27.3873,6.46677,33.3576,0.793882,0.793882,0.966407,0.793882,0.998761,0.793882,0.793882
11,1361.77,1,4.89651,26.6859,5.85958,32.651,0.773781,0.773781,0.941937,0.773781,0.998761,0.773781,0.773781
12,1343.59,1,4.99814,25.0162,5.83568,30.4356,0.754188,0.754188,0.918087,0.754188,0.998761,0.754188,0.754188
13,1340.3,1,4.90306,28.0878,6.68821,34.2047,0.735092,0.735092,0.89484,0.735092,0.998761,0.735092,0.735092
14,1335.05,1,4.66414,26.8407,5.90977,32.8045,0.716479,0.716479,0.91423,0.716479,0.998761,0.716479,0.716479
15,1312.19,1,4.89681,25.9896,6.74732,31.7307,0.698337,0.698337,0.914023,0.698337,0.998761,0.698337,0.698337
16,1313.27,1,4.8342,23.4175,6.89667,28.4481,0.680655,0.680655,0.966919,0.680655,0.998761,0.680655,0.680655
17,1296.36,1,4.88784,24.5257,6.85509,29.9146,0.66342,0.66342,0.992868,0.66342,0.998761,0.66342,0.66342
18,1286.54,1,5.00869,25.2293,6.94821,30.866,0.646622,0.646622,0.967728,0.646622,0.998761,0.646622,0.646622
19,1275.01,1,5.10436,26.4815,7.87751,32.1346,0.630249,0.630249,0.943224,0.630249,0.998761,0.630249,0.630249
20,1269.51,1,5.08272,22.8788,7.06524,27.6958,0.614291,0.614291,0.919341,0.614291,0.998761,0.614291,0.614291
21,1257.23,1,5.09687,22.3064,7.85409,27.1104,0.598737,0.598737,0.923574,0.598737,0.998761,0.598737,0.598737
22,1241.3,1,5.17257,24.8269,6.59647,30.3311,0.583577,0.583577,0.900188,0.583577,0.998761,0.583577,0.583577
23,1228.67,1,5.1565,23.9853,5.51479,29.4908,0.5688,0.5688,0.877395,0.5688,0.998761,0.5688,0.5688
24,1209.25,1,5.02682,24.4419,4.89455,29.9384,0.554398,0.554398,0.855179,0.554398,0.998761,0.554398,0.554398
25,1201.86,1,5.01418,23.7907,4.64323,29.0338,0.54036,0.54036,0.857831,0.54036,0.998761,0.54036,0.54036
26,1191.81,1,5.05023,23.6429,4.8542,28.9042,0.526678,0.526678,0.83611,0.526678,0.998761,0.526678,0.526678
27,1175.69,1,5.05074,24.1007,5.15236,29.5536,0.513342,0.513342,0.814939,0.513342,0.998761,0.513342,0.513342
28,1168.29,1,5.18825,24.5711,5.99164,30.0112,0.500344,0.500344,0.794305,0.500344,0.998761,0.500344,0.500344
29,1154.67,1,5.14912,24.6075,6.00156,29.9147,0.487675,0.487675,0.774192,0.487675,0.998761,0.487675,0.487675
30,1149.17,1,5.1707,25.4674,5.52579,30.8763,0.475327,0.475327,0.754589,0.475327,0.998761,0.475327,0.475327
