trans_Cl_vs_CLCRMLMIN_abscissa,trans_Cl_vs_CLCRMLMIN_spline,trans_Cl_vs_CLCRMLMIN_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtCLCRMLMIN_abscissa,trans_Cl_vs_logtCLCRMLMIN_spline,trans_Cl_vs_logtCLCRMLMIN_regression,trans_Q_vs_CLCRMLMIN_abscissa,trans_Q_vs_CLCRMLMIN_spline,trans_Q_vs_CLCRMLMIN_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtCLCRMLMIN_abscissa,trans_Q_vs_logtCLCRMLMIN_spline,trans_Q_vs_logtCLCRMLMIN_regression,trans_V1_vs_CLCRMLMIN_abscissa,trans_V1_vs_CLCRMLMIN_spline,trans_V1_vs_CLCRMLMIN_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtCLCRMLMIN_abscissa,trans_V1_vs_logtCLCRMLMIN_spline,trans_V1_vs_logtCLCRMLMIN_regression,trans_V2_vs_CLCRMLMIN_abscissa,trans_V2_vs_CLCRMLMIN_spline,trans_V2_vs_CLCRMLMIN_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtCLCRMLMIN_abscissa,trans_V2_vs_logtCLCRMLMIN_spline,trans_V2_vs_logtCLCRMLMIN_regression,split
166.668,1.68373,1.72926,73.9798,1.72404,1.76472,0.0973204,1.66456,1.7128,166.668,2.11858,1.76258,73.9798,1.86731,1.81375,0.0973204,2.1672,1.76698,166.668,3.05203,3.0226,73.9798,3.11057,3.08865,0.0973204,3.03644,3.02636,166.668,3.36828,3.23237,73.9798,3.07732,3.0989,0.0973204,3.33423,3.23259,All
167.685,1.69123,1.73362,74.303,1.72958,1.76833,0.104486,1.65731,1.71747,167.685,2.09567,1.76133,74.303,1.86334,1.81438,0.104486,2.20314,1.76562,167.685,3.05843,3.0226,74.303,3.11196,3.09045,0.104486,3.02789,3.02657,167.685,3.37163,3.23202,74.303,3.07203,3.09506,0.104486,3.34128,3.23215,All
168.702,1.69874,1.73799,74.6263,1.73512,1.77194,0.111652,1.65005,1.72215,168.702,2.07276,1.76008,74.6263,1.85938,1.81501,0.111652,2.23908,1.76426,168.702,3.06482,3.0226,74.6263,3.11335,3.09224,0.111652,3.01935,3.02679,168.702,3.37499,3.23166,74.6263,3.06675,3.09123,0.111652,3.34833,3.2317,All
169.719,1.70625,1.74235,74.9495,1.74066,1.77555,0.118818,1.65767,1.72682,169.719,2.04984,1.75883,74.9495,1.85542,1.81564,0.118818,2.21624,1.76291,169.719,3.07122,3.0226,74.9495,3.11474,3.09403,0.118818,3.02594,3.027,169.719,3.37834,3.23131,74.9495,3.06146,3.08739,0.118818,3.35263,3.23126,All
170.736,1.71376,1.74671,75.2727,1.7462,1.77916,0.125984,1.66656,1.73149,170.736,2.02693,1.75758,75.2727,1.85146,1.81627,0.125984,2.18843,1.76155,170.736,3.07762,3.0226,75.2727,3.11613,3.09582,0.125984,3.03381,3.02721,170.736,3.38169,3.23095,75.2727,3.05617,3.08355,0.125984,3.35671,3.23081,All
171.754,1.72126,1.75107,75.596,1.75174,1.78277,0.13315,1.67544,1.73616,171.754,2.00402,1.75633,75.596,1.8475,1.81689,0.13315,2.16062,1.76019,171.754,3.08402,3.02259,75.596,3.11752,3.09761,0.13315,3.04168,3.02743,171.754,3.38504,3.2306,75.596,3.05088,3.07971,0.13315,3.36078,3.23037,All
172.771,1.72877,1.75544,75.9192,1.75728,1.78639,0.140316,1.68432,1.74084,172.771,1.98111,1.75508,75.9192,1.84353,1.81752,0.140316,2.1328,1.75884,172.771,3.09041,3.02259,75.9192,3.11891,3.0994,0.140316,3.04955,3.02764,172.771,3.38839,3.23024,75.9192,3.04559,3.07587,0.140316,3.36485,3.22992,All
173.788,1.73628,1.7598,76.2424,1.76282,1.79,0.147482,1.6932,1.74551,173.788,1.9582,1.75383,76.2424,1.83957,1.81815,0.147482,2.10499,1.75748,173.788,3.09681,3.02259,76.2424,3.1203,3.10119,0.147482,3.05743,3.02785,173.788,3.39174,3.22989,76.2424,3.0403,3.07203,0.147482,3.36892,3.22948,All
174.805,1.74379,1.76416,76.5657,1.76836,1.79361,0.154648,1.70208,1.75018,174.805,1.93529,1.75258,76.5657,1.83561,1.81878,0.154648,2.07717,1.75612,174.805,3.10321,3.02259,76.5657,3.12169,3.10298,0.154648,3.0653,3.02807,174.805,3.39509,3.22953,76.5657,3.03501,3.06819,0.154648,3.373,3.22903,All
175.822,1.75129,1.76852,76.8889,1.77391,1.79722,0.161813,1.71096,1.75485,175.822,1.91237,1.75133,76.8889,1.83165,1.81941,0.161813,2.04936,1.75477,175.822,3.10961,3.02258,76.8889,3.12308,3.10478,0.161813,3.07317,3.02828,175.822,3.39845,3.22918,76.8889,3.02973,3.06436,0.161813,3.37707,3.22859,All
176.839,1.7588,1.77289,77.2121,1.77945,1.80083,0.168979,1.71984,1.75953,176.839,1.88946,1.75008,77.2121,1.82769,1.82004,0.168979,2.02154,1.75341,176.839,3.116,3.02258,77.2121,3.12447,3.10657,0.168979,3.08104,3.02849,176.839,3.4018,3.22882,77.2121,3.02444,3.06052,0.168979,3.38114,3.22814,All
177.857,1.76631,1.77725,77.5354,1.78499,1.80444,0.176145,1.72872,1.7642,177.857,1.86655,1.74883,77.5354,1.82372,1.82067,0.176145,1.99373,1.75205,177.857,3.1224,3.02258,77.5354,3.12586,3.10836,0.176145,3.08891,3.02871,177.857,3.40515,3.22846,77.5354,3.01915,3.05668,0.176145,3.38522,3.2277,All
178.874,1.77381,1.78161,77.8586,1.79053,1.80805,0.183311,1.7376,1.76887,178.874,1.84364,1.74758,77.8586,1.81976,1.8213,0.183311,1.96591,1.75069,178.874,3.1288,3.02258,77.8586,3.12725,3.11015,0.183311,3.09678,3.02892,178.874,3.4085,3.22811,77.8586,3.01386,3.05284,0.183311,3.38929,3.22725,All
179.891,1.78132,1.78597,78.1818,1.79607,1.81166,0.190477,1.74648,1.77354,179.891,1.82073,1.74633,78.1818,1.8158,1.82193,0.190477,1.9381,1.74934,179.891,3.1352,3.02257,78.1818,3.12864,3.11194,0.190477,3.10465,3.02913,179.891,3.41185,3.22775,78.1818,3.00857,3.049,0.190477,3.39336,3.22681,All
180.908,1.78883,1.79034,78.5051,1.80161,1.81528,0.197643,1.75536,1.77822,180.908,1.79781,1.74508,78.5051,1.81184,1.82256,0.197643,1.91029,1.74798,180.908,3.14159,3.02257,78.5051,3.13003,3.11373,0.197643,3.11252,3.02935,180.908,3.4152,3.2274,78.5051,3.00328,3.04516,0.197643,3.39744,3.22636,All
181.925,1.79634,1.7947,78.8283,1.80715,1.81889,0.204809,1.76424,1.78289,181.925,1.7749,1.74383,78.8283,1.80788,1.82319,0.204809,1.88247,1.74662,181.925,3.14799,3.02257,78.8283,3.13142,3.11552,0.204809,3.1204,3.02956,181.925,3.41856,3.22704,78.8283,2.998,3.04133,0.204809,3.40151,3.22592,All
182.942,1.80384,1.79906,79.1515,1.81269,1.8225,0.211975,1.77312,1.78756,182.942,1.75199,1.74258,79.1515,1.80391,1.82382,0.211975,1.85466,1.74527,182.942,3.15439,3.02257,79.1515,3.13281,3.11732,0.211975,3.12827,3.02977,182.942,3.42191,3.22669,79.1515,2.99271,3.03749,0.211975,3.40558,3.22547,All
183.96,1.81135,1.80343,79.4747,1.81823,1.82611,0.219141,1.782,1.79223,183.96,1.72908,1.74133,79.4747,1.79995,1.82445,0.219141,1.82684,1.74391,183.96,3.16079,3.02256,79.4747,3.1342,3.11911,0.219141,3.13614,3.02999,183.96,3.42526,3.22633,79.4747,2.98742,3.03365,0.219141,3.40966,3.22502,All
184.977,1.81119,1.80779,79.798,1.82377,1.82972,0.226307,1.79088,1.79691,184.977,1.64151,1.74008,79.798,1.79599,1.82508,0.226307,1.79903,1.74255,184.977,3.09612,3.02256,79.798,3.13559,3.1209,0.226307,3.14401,3.0302,184.977,3.33083,3.22598,79.798,2.98213,3.02981,0.226307,3.41373,3.22458,All
185.994,1.76536,1.81215,80.1212,1.82931,1.83333,0.233473,1.79977,1.80158,185.994,1.38563,1.73883,80.1212,1.79203,1.82571,0.233473,1.77121,1.74119,185.994,2.75938,3.02256,80.1212,3.13698,3.12269,0.233473,3.15188,3.03041,185.994,2.89082,3.22562,80.1212,2.97684,3.02597,0.233473,3.4178,3.22413,All
187.011,1.75397,1.81651,80.4444,1.83486,1.83694,0.240638,1.80865,1.80625,187.011,1.57422,1.73758,80.4444,1.78807,1.82634,0.240638,1.7434,1.73984,187.011,2.84907,3.02256,80.4444,3.13837,3.12448,0.240638,3.15975,3.03062,187.011,3.05811,3.22527,80.4444,2.97155,3.02213,0.240638,3.42188,3.22369,All
188.028,1.74258,1.82088,80.7677,1.8404,1.84055,0.247804,1.81753,1.81092,188.028,1.7628,1.73633,80.7677,1.7841,1.82697,0.247804,1.71558,1.73848,188.028,2.93876,3.02256,80.7677,3.13976,3.12627,0.247804,3.16762,3.03084,188.028,3.2254,3.22491,80.7677,2.96626,3.01829,0.247804,3.42595,3.22324,All
189.045,1.73118,1.82524,81.0909,1.84594,1.84417,0.25497,1.76893,1.8156,189.045,1.95138,1.73508,81.0909,1.78014,1.8276,0.25497,1.3535,1.73712,189.045,3.02846,3.02255,81.0909,3.14115,3.12806,0.25497,2.74786,3.03105,189.045,3.39269,3.22456,81.0909,2.96098,3.01446,0.25497,2.86184,3.2228,All
190.063,1.74366,1.8296,81.4141,1.85148,1.84778,0.262136,1.75346,1.82027,190.063,1.95214,1.73383,81.4141,1.77618,1.82823,0.262136,1.60245,1.73577,190.063,3.04199,3.02255,81.4141,3.14254,3.12986,0.262136,2.86629,3.03126,190.063,3.39801,3.2242,81.4141,2.95569,3.01062,0.262136,3.08259,3.22235,All
191.08,1.76041,1.83396,81.7374,1.85702,1.85139,0.269302,1.73799,1.82494,191.08,1.91925,1.73258,81.7374,1.77222,1.82886,0.269302,1.85139,1.73441,191.08,3.04188,3.02255,81.7374,3.14393,3.13165,0.269302,2.98472,3.03148,191.08,3.3743,3.22385,81.7374,2.9504,3.00678,0.269302,3.30333,3.22191,All
192.097,1.77716,1.83833,82.0606,1.86216,1.855,0.276468,1.74087,1.82961,192.097,1.88635,1.73133,82.0606,1.7679,1.82949,0.276468,1.95786,1.73305,192.097,3.04176,3.02255,82.0606,3.14338,3.13344,0.276468,3.04567,3.03169,192.097,3.3506,3.22349,82.0606,2.95112,3.00294,0.276468,3.4013,3.22146,All
193.114,1.79391,1.84269,82.3838,1.86555,1.85861,0.283634,1.76321,1.83429,193.114,1.85346,1.73008,82.3838,1.76205,1.83012,0.283634,1.91312,1.7317,193.114,3.04165,3.02254,82.3838,3.13444,3.13523,0.283634,3.0456,3.0319,193.114,3.32689,3.22314,82.3838,2.9779,2.9991,0.283634,3.36897,3.22102,All
194.131,1.81066,1.84705,82.7071,1.86895,1.86222,0.2908,1.78555,1.83896,194.131,1.82057,1.72883,82.7071,1.75619,1.83075,0.2908,1.86838,1.73034,194.131,3.04153,3.02254,82.7071,3.1255,3.13702,0.2908,3.04553,3.03212,194.131,3.30319,3.22278,82.7071,3.00468,2.99526,0.2908,3.33665,3.22057,All
195.148,1.82741,1.85141,83.0303,1.87234,1.86583,0.297966,1.80789,1.84363,195.148,1.78768,1.72758,83.0303,1.75034,1.83138,0.297966,1.82365,1.72898,195.148,3.04142,3.02254,83.0303,3.11656,3.13881,0.297966,3.04546,3.03233,195.148,3.27948,3.22242,83.0303,3.03145,2.99142,0.297966,3.30432,3.22013,All
196.166,1.84416,1.85578,83.3535,1.87573,1.86945,0.305132,1.83023,1.84831,196.166,1.75479,1.72633,83.3535,1.74449,1.83201,0.305132,1.77891,1.72762,196.166,3.04131,3.02254,83.3535,3.10762,3.1406,0.305132,3.04539,3.03254,196.166,3.25577,3.22207,83.3535,3.05823,2.98759,0.305132,3.27199,3.21968,All
197.183,1.86091,1.86014,83.6768,1.87913,1.87306,0.312297,1.85257,1.85298,197.183,1.72189,1.72508,83.6768,1.73863,1.83264,0.312297,1.73417,1.72627,197.183,3.04119,3.02253,83.6768,3.09868,3.14239,0.312297,3.04532,3.03276,197.183,3.23207,3.22171,83.6768,3.08501,2.98375,0.312297,3.23966,3.21924,All
198.2,1.87766,1.8645,84,1.88252,1.87667,0.319463,1.87492,1.85765,198.2,1.689,1.72383,84,1.73278,1.83327,0.319463,1.68944,1.72491,198.2,3.04108,3.02253,84,3.08974,3.14419,0.319463,3.04526,3.03297,198.2,3.20836,3.22136,84,3.11178,2.97991,0.319463,3.20734,3.21879,All
